Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Patterson Lakes,3 Town La,4,h,975000,PI,Buxton,17/03/2018,31.2,3197,4,2,2,460,236,2010,Kingston City Council,-38.06049,145.14094,South-Eastern Metropolitan,3351
Point Cook,6 Lincolnheath Bvd,4,h,830000,SP,Barry,17/03/2018,14.7,3030,4,2,2,700,235,2010,Wyndham City Council,-37.90265,144.7522,Western Metropolitan,15542
Prahran,389 High St,2,h,1350000,S,Biggin,17/03/2018,4.6,3181,2,2,0,164,135,1915,Stonnington City Council,-37.85277,145.00128999999998,Southern Metropolitan,7717
Preston,50 Garnet St,2,t,635000,S,Ray,17/03/2018,8.4,3072,2,1,2,152,110,2005,Darebin City Council,-37.74542,145.00086000000002,Northern Metropolitan,14577
Preston,252 Gower St,3,h,1000000,S,Nelson,17/03/2018,8.4,3072,3,1,1,353,112,1925,Darebin City Council,-37.74064,145.00746,Northern Metropolitan,14577
Preston,68 Hotham St,3,h,1250000,PI,McGrath,17/03/2018,8.4,3072,3,2,1,206,108,1890,Darebin City Council,-37.74731,145.00751,Northern Metropolitan,14577
Reservoir,30 Elinda Pl,2,h,445000,S,Ray,17/03/2018,12.0,3073,2,1,1,144,95,2002,Darebin City Council,-37.698240000000006,145.02372,Northern Metropolitan,21650
Richmond,6 Albert Pl,3,h,1798000,S,Biggin,17/03/2018,2.4,3121,3,2,1,144,145,1998,Yarra City Council,-37.824670000000005,145.0127,Northern Metropolitan,14949
Richmond,184 Buckingham St,3,t,1150000,SP,Jellis,17/03/2018,2.4,3121,3,2,1,104,118,2002,Yarra City Council,-37.81471,145.0086,Northern Metropolitan,14949
Richmond,76 Buckingham St,3,h,2210000,S,hockingstuart,17/03/2018,2.4,3121,3,3,2,285,218,1930,Yarra City Council,-37.81415,145.00381000000002,Northern Metropolitan,14949
Ringwood,8 Margaret St,4,h,955000,PI,Ray,17/03/2018,19.9,3134,4,3,6,710,277,1970,Maroondah City Council,-37.81519,145.21356,Eastern Metropolitan,7785
Roxburgh Park,10 Thurmand Ct,4,h,600000,PI,HAR,17/03/2018,20.6,3064,4,2,2,517,224,1996,Hume City Council,-37.635220000000004,144.92848,Northern Metropolitan,5833
Seaford,25 Kananook Av,3,h,955000,S,Harcourts,17/03/2018,35.4,3198,3,2,2,1000,197,1958,Frankston City Council,-38.11526,145.12831,South-Eastern Metropolitan,8077
Seddon,52 Austin St,3,h,1020000,VB,Jas,17/03/2018,5.1,3011,3,1,0,213,97,1900,Maribyrnong City Council,-37.80563,144.89352,Western Metropolitan,2417
South Kingsville,55A Vernon St,4,h,1030000,SP,Jas,17/03/2018,6.2,3015,4,3,2,212,192,2013,Hobsons Bay City Council,-37.83187,144.87163999999999,Western Metropolitan,984
South Morang,18 Woodruff Rd,4,h,702000,S,Barry,17/03/2018,20.5,3752,4,2,2,714,245,2007,Whittlesea City Council,-37.62287,145.0906,Northern Metropolitan,7969
South Yarra,25 Albion St,3,h,2160000,S,Jellis,17/03/2018,2.7,3141,3,2,0,217,175,1930,Melbourne City Council,-37.84305,144.98701,Southern Metropolitan,14887
Springvale,40 Gove St,3,h,1120000,PI,LJ,17/03/2018,20.8,3171,3,1,2,875,134,1950,Greater Dandenong City Council,-37.942820000000005,145.15888,South-Eastern Metropolitan,7412
St Albans,25 Bent St,3,h,475000,S,Barry,17/03/2018,14.0,3021,3,1,1,478,103,1968,Brimbank City Council,-37.75501,144.80459,Western Metropolitan,14042
St Kilda,2 Alfred Sq,4,h,3600000,VB,Marshall,17/03/2018,5.0,3182,4,2,1,596,293,1880,Port Phillip City Council,-37.864290000000004,144.97382,Southern Metropolitan,13240
Strathmore,18 Glenview Rd,5,h,3300000,S,Nelson,17/03/2018,8.2,3041,5,5,2,1076,397,2015,Moonee Valley City Council,-37.73896,144.92131,Western Metropolitan,3284
Sunbury,19 Grout Ct,4,h,592000,SP,One,17/03/2018,31.7,3429,4,2,2,609,169,2000,Hume City Council,-37.58752,144.69896,Western Metropolitan,14092
Sunbury,21 Kingsley Dr,3,h,545000,SP,One,17/03/2018,31.7,3429,3,1,3,651,103,1980,Hume City Council,-37.587759999999996,144.7117,Western Metropolitan,14092
Sunshine North,38 Barwon Av,2,h,600000,PI,Douglas,17/03/2018,10.5,3020,2,1,2,612,95,1970,Brimbank City Council,-37.76914,144.82631999999998,Western Metropolitan,4217
Sunshine North,12 Lurg Av,3,h,695000,S,Douglas,17/03/2018,10.5,3020,3,1,2,697,120,1964,Brimbank City Council,-37.763740000000006,144.82401000000002,Western Metropolitan,4217
Sunshine West,54 Bardsley St,3,h,760000,S,Barry,17/03/2018,10.5,3020,3,1,1,603,116,1955,Brimbank City Council,-37.79146,144.82045,Western Metropolitan,6763
Sunshine West,32 Kosa Av,3,t,535000,PI,Douglas,17/03/2018,10.5,3020,3,2,2,166,134,2013,Brimbank City Council,-37.794979999999995,144.79227,Western Metropolitan,6763
Sunshine West,16 Ryder St,3,t,510000,PI,Barry,17/03/2018,10.5,3020,3,1,1,152,105,2013,Brimbank City Council,-37.79057,144.82188,Western Metropolitan,6763
Surrey Hills,27 Surrey Av,4,h,2665000,SP,hockingstuart,17/03/2018,10.2,3127,4,3,2,444,241,1910,Boroondara City Council,-37.82144,145.09627,Southern Metropolitan,5457
Tarneit,31 Emperor Pde,3,h,465000,SA,YPA,17/03/2018,18.4,3029,3,2,2,355,142,2008,Wyndham City Council,-37.848690000000005,144.66707,Western Metropolitan,10160
Taylors Hill,15 Mitchell Gr,4,h,720000,PI,Barry,17/03/2018,18.0,3037,4,2,2,601,208,2005,Melton City Council,-37.71823,144.75695,Western Metropolitan,4242
Taylors Hill,15 Park La,3,h,655000,S,YPA,17/03/2018,18.0,3037,3,2,2,621,654,1998,Melton City Council,-37.71542,144.75897,Western Metropolitan,4242
Templestowe,19 Jacobena Pl,4,h,1370000,VB,Fletchers,17/03/2018,15.5,3106,4,2,2,781,269,1980,Manningham City Council,-37.757259999999995,145.14123,Eastern Metropolitan,6202
Templestowe,5 Noorilim Cl,3,h,1496000,S,Fletchers,17/03/2018,15.5,3106,3,2,2,722,262,1975,Manningham City Council,-37.77459,145.14123,Eastern Metropolitan,6202
Thornbury,2 Bradley Av,3,h,1530000,S,Jellis,17/03/2018,7.0,3071,3,1,2,442,127,1950,Darebin City Council,-37.76113,144.99212,Northern Metropolitan,8870
Thornbury,172A Normanby Av,2,h,816000,S,Love,17/03/2018,7.0,3071,2,1,2,166,87,1994,Darebin City Council,-37.75773,144.98542,Northern Metropolitan,8870
Thornbury,83 Normanby Av,3,h,1185000,S,Woodards,17/03/2018,7.0,3071,3,2,2,313,124,1910,Darebin City Council,-37.758790000000005,144.99196,Northern Metropolitan,8870
Toorak,29 Gordon St,3,h,2300000,PI,RT,17/03/2018,4.1,3142,3,2,1,230,181,1930,Stonnington City Council,-37.84387,145.00687,Southern Metropolitan,7217
Travancore,106 Baroda St,2,h,972000,S,Nelson,17/03/2018,4.3,3032,2,1,4,315,82,1930,Moonee Valley City Council,-37.7778,144.93438999999998,Western Metropolitan,1052
Vermont South,1 Cottonwood Av,3,h,1120000,SP,Ray,17/03/2018,17.2,3133,3,2,2,647,145,1980,Whitehorse City Council,-37.85785,145.17049,Eastern Metropolitan,4280
Viewbank,41 Diane Cr,4,h,1150000,VB,Miles,17/03/2018,8.9,3084,4,2,2,585,215,1980,Banyule City Council,-37.74127,145.08848,Eastern Metropolitan,2698
Wantirna South,5 Hunt Ct,3,h,980000,S,Harcourts,17/03/2018,14.7,3152,3,2,2,650,156,1985,Knox City Council,-37.88812,145.22391000000002,Eastern Metropolitan,7082
Warrandyte,261 Tindals Rd,5,h,3250000,S,Barry,17/03/2018,21.1,3113,5,3,6,4330,417,1985,Manningham City Council,-37.76192,145.19617,Eastern Metropolitan,2003
Werribee,25 Swan St,3,h,491500,S,Ray,17/03/2018,14.7,3030,3,1,2,514,151,1980,Wyndham City Council,-37.883179999999996,144.66005,Western Metropolitan,16166
Werribee,11 Taisho Ct,4,h,580000,S,Purplebricks,17/03/2018,14.7,3030,4,2,2,451,192,2000,Wyndham City Council,-37.90813,144.63034,Western Metropolitan,16166
Werribee,36 Tigris Cl,3,h,430000,SP,Greg,17/03/2018,14.7,3030,3,1,2,302,115,1995,Wyndham City Council,-37.88006,144.65671,Western Metropolitan,16166
West Footscray,19 Hope St,4,h,1230000,S,Jas,17/03/2018,6.4,3012,4,2,2,353,160,1935,Maribyrnong City Council,-37.79175,144.87185,Western Metropolitan,5058
Williamstown,58 Anzac Cr,4,h,1600000,PI,Williams,17/03/2018,6.8,3016,4,3,2,509,127,1990,Hobsons Bay City Council,-37.8621,144.88598000000002,Western Metropolitan,6380
Williamstown,12 McGuire Cr,3,h,1150000,SP,Williams,17/03/2018,6.8,3016,3,2,2,330,112,2000,Hobsons Bay City Council,-37.85714,144.87523000000002,Western Metropolitan,6380
Williamstown,4 McGuire Cr,3,h,1150000,SP,Williams,17/03/2018,6.8,3016,3,2,2,270,150,1998,Hobsons Bay City Council,-37.856809999999996,144.87528999999998,Western Metropolitan,6380
Wollert,15 Althorp St,3,h,600000,SP,hockingstuart,17/03/2018,25.5,3750,3,2,2,360,149,2017,Whittlesea City Council,-37.6136,144.99863,Northern Metropolitan,2940
Wollert,40 Whitebark St,4,h,615000,S,HAR,17/03/2018,25.5,3750,4,2,2,392,0,2015,Whittlesea City Council,-37.61252,145.04288,Northern Metropolitan,2940
Wyndham Vale,28 Aldridge Rd,4,h,535000,SP,Sweeney,17/03/2018,27.2,3024,4,2,2,545,198,2010,Wyndham City Council,-37.8955,144.61192,Western Metropolitan,5262
Wyndham Vale,6 Bromley St,3,h,421000,S,hockingstuart,17/03/2018,27.2,3024,3,1,1,259,112,1999,Wyndham City Council,-37.887209999999996,144.6246,Western Metropolitan,5262
Wyndham Vale,6 Fatham Dr,4,h,510000,S,hockingstuart,17/03/2018,27.2,3024,4,2,2,472,168,2010,Wyndham City Council,-37.88102,144.63138,Western Metropolitan,5262
Yallambie,10 Fahey Cr,3,h,825000,S,Barry,17/03/2018,12.7,3085,3,1,1,642,131,1960,Banyule City Council,-37.729659999999996,145.08211,Northern Metropolitan,1369
Yarraville,23 Frederick St,3,h,1125000,S,Village,17/03/2018,6.3,3013,3,1,1,294,112,1900,Maribyrnong City Council,-37.81973,144.89735,Western Metropolitan,6543
Yarraville,30 Sussex St,3,h,1200000,SP,Jas,17/03/2018,6.3,3013,3,1,0,268,119,1915,Maribyrnong City Council,-37.81968,144.89141999999998,Western Metropolitan,6543
Albion,2 Barclay St,2,h,655000,S,Douglas,24/02/2018,10.5,3020,2,1,2,463,97,1950,Brimbank City Council,-37.78159,144.82373,Western Metropolitan,2185
Albion,8B Brisbane St,3,t,600000,S,Bells,24/02/2018,10.5,3020,3,2,2,187,120,2010,Brimbank City Council,-37.778040000000004,144.81643,Western Metropolitan,2185
Altona Meadows,4 Hoddle Wy,3,h,632500,S,Barry,24/02/2018,15.5,3028,3,1,4,530,113,1980,Hobsons Bay City Council,-37.88698,144.78551000000002,Western Metropolitan,7630
Altona North,11a Mahon Av,3,h,860000,S,Greg,24/02/2018,9.4,3025,3,2,2,323,161,2016,Hobsons Bay City Council,-37.83015,144.85064,Western Metropolitan,5132
Armadale,4 Armadale St,4,h,4250000,PI,Marshall,24/02/2018,6.3,3143,4,3,2,550,283,1890,Stonnington City Council,-37.8604,145.01852,Southern Metropolitan,4836
Ascot Vale,28 Gillespie Av,3,h,1080000,S,Brad,24/02/2018,4.3,3032,3,2,2,223,137,2010,Moonee Valley City Council,-37.77748,144.90652,Western Metropolitan,6567
Ashwood,22 Carlyle St,3,h,1554000,S,hockingstuart,24/02/2018,10.2,3147,3,2,4,698,154,1945,Monash City Council,-37.861309999999996,145.09638,Southern Metropolitan,2894
Ashwood,41 Closter Av,4,h,1850000,S,Buxton,24/02/2018,10.2,3147,4,3,2,746,164,1960,Monash City Council,-37.864909999999995,145.09752,Southern Metropolitan,2894
Attwood,21 Threadneedle St,4,h,805000,PI,Barry,24/02/2018,16.5,3049,4,2,2,630,269,2000,Hume City Council,-37.6712,144.87911,Northern Metropolitan,1130
Balaclava,56 Gourlay St,4,h,1550000,S,Whiting,24/02/2018,6.4,3183,4,2,2,467,163,1900,Port Phillip City Council,-37.87245,144.9976,Southern Metropolitan,2952
Balwyn North,13 Corby St,3,h,1800000,VB,Marshall,24/02/2018,9.7,3104,3,1,2,676,140,1950,Boroondara City Council,-37.79162,145.08315,Southern Metropolitan,7809
Balwyn North,74 Corhampton Rd,4,h,1562000,S,Fletchers,24/02/2018,9.7,3104,4,2,1,436,160,1930,Boroondara City Council,-37.80088,145.066,Southern Metropolitan,7809
Beaumaris,152 Reserve Rd,4,h,1800000,VB,Hodges,24/02/2018,17.3,3193,4,2,2,1105,251,2005,Bayside City Council,-37.97677,145.03506000000002,Southern Metropolitan,5366
Bellfield,138 Liberty Pde,3,h,815000,S,Nelson,24/02/2018,8.8,3081,3,1,2,612,102,1950,Banyule City Council,-37.750170000000004,145.03497,Eastern Metropolitan,790
Bentleigh,2/2 Gilmour Rd,3,t,1002500,S,Jellis,24/02/2018,11.4,3204,3,2,2,239,119,2010,Glen Eira City Council,-37.93248,145.04218999999998,Southern Metropolitan,6795
Bentleigh,1 Harding St,4,h,1390000,S,Buxton,24/02/2018,11.4,3204,4,2,2,833,158,1920,Glen Eira City Council,-37.92868,145.0314,Southern Metropolitan,6795
Blackburn North,72 Kett St,4,h,980000,S,Barry,24/02/2018,13.4,3130,4,3,2,605,184,1965,Whitehorse City Council,-37.803940000000004,145.16754,Eastern Metropolitan,2867
Brighton,114 Cole St,4,h,2710000,S,Biggin,24/02/2018,10.5,3186,4,2,2,547,216,1905,Bayside City Council,-37.895379999999996,145.00121000000001,Southern Metropolitan,10579
Brighton,74 Well St,5,h,3800000,PI,Buxton,24/02/2018,10.5,3186,5,2,2,624,438,2000,Bayside City Council,-37.91852,144.99742,Southern Metropolitan,10579
Brunswick,237 Albion St,2,h,1150000,SP,Jellis,24/02/2018,5.2,3056,2,1,2,398,107,1890,Moreland City Council,-37.76032,144.95981,Northern Metropolitan,11918
Brunswick,1 Hanover St,3,h,1035500,S,McDonald,24/02/2018,5.2,3056,3,1,0,375,116,1900,Moreland City Council,-37.76276,144.9535,Northern Metropolitan,11918
Brunswick,80 Stewart St,3,h,984000,PI,Woodards,24/02/2018,5.2,3056,3,1,2,207,115,1910,Moreland City Council,-37.76422,144.96888,Northern Metropolitan,11918
Brunswick East,27 Barkly St,4,h,2300000,S,Woodards,24/02/2018,4.0,3057,4,2,1,416,241,1915,Moreland City Council,-37.77766,144.97603999999998,Northern Metropolitan,5533
Brunswick West,54 Smith St,3,h,1290000,S,Brad,24/02/2018,5.2,3055,3,1,2,421,126,1930,Moreland City Council,-37.7676,144.94558999999998,Northern Metropolitan,7082
Brunswick West,21 Walker St,3,h,1211000,S,Nelson,24/02/2018,5.2,3055,3,1,2,555,134,1920,Moreland City Council,-37.76703,144.94235,Northern Metropolitan,7082
Brunswick West,13A Waxman Pde,4,t,950000,PI,Barry,24/02/2018,5.2,3055,4,2,2,263,180,2014,Moreland City Council,-37.75845,144.93448,Northern Metropolitan,7082
Bulleen,19 Avon St,3,h,950000,PI,Jellis,24/02/2018,10.8,3105,3,2,2,264,185,1980,Manningham City Council,-37.76548,145.08535,Eastern Metropolitan,4480
Bulleen,13 Moresby Av,4,h,1292000,S,Jellis,24/02/2018,10.8,3105,4,2,1,733,206,1970,Manningham City Council,-37.777159999999995,145.09366,Eastern Metropolitan,4480
Bullengarook,11 Dohoney Rd,4,h,865000,S,Raine,24/02/2018,45.9,3437,4,2,0,42800,180,2000,Macedon Ranges Shire Council,-37.471540000000005,144.53828000000001,Northern Victoria,249
Bundoora,33 Boston Rd,3,h,817000,S,Barry,24/02/2018,12.1,3083,3,1,2,550,145,1970,Banyule City Council,-37.6963,145.07766999999998,Northern Metropolitan,10175
Burwood,14 Delany Av,3,h,1725000,S,Ray,24/02/2018,10.4,3125,3,2,2,766,150,1960,Monash City Council,-37.849000000000004,145.11838999999998,Southern Metropolitan,5678
Camberwell,30 Fairview Av,2,h,1550000,VB,Marshall,24/02/2018,7.7,3124,2,2,2,606,118,1930,Boroondara City Council,-37.847640000000006,145.09273000000002,Southern Metropolitan,8920
Camberwell,44 Moorhouse St,3,h,1550000,VB,Marshall,24/02/2018,7.7,3124,3,2,2,968,172,2007,Boroondara City Council,-37.82901,145.06714,Southern Metropolitan,8920
Camberwell,20 Morey St,4,h,2700000,S,The,24/02/2018,7.7,3124,4,4,4,1071,209,1950,Boroondara City Council,-37.841359999999995,145.09452,Southern Metropolitan,8920
Camberwell,11 Outlook Dr,4,h,1625000,S,Jellis,24/02/2018,7.7,3124,4,2,2,650,187,1940,Boroondara City Council,-37.84865,145.09152,Southern Metropolitan,8920
Camberwell,2 Weafgreen Ct,5,h,2650000,VB,hockingstuart,24/02/2018,7.7,3124,5,3,6,677,242,1950,Boroondara City Council,-37.8371,145.09231,Southern Metropolitan,8920
Carnegie,58 Rosanna St,5,h,1630000,S,Marshall,24/02/2018,10.1,3163,5,3,2,743,283,1975,Glen Eira City Council,-37.89949,145.06271999999998,Southern Metropolitan,7822
Caroline Springs,18 Streeton Av,4,h,725000,SP,Barry,24/02/2018,14.8,3023,4,2,4,736,186,2005,Melton City Council,-37.71012,144.73487,Western Metropolitan,7719
Caulfield South,48 Sycamore St,4,h,1605000,PI,Gary,24/02/2018,8.7,3162,4,2,2,388,275,2001,Glen Eira City Council,-37.88957,145.01799,Southern Metropolitan,5051
Chadstone,15 Gateway Cl,3,t,765000,S,Woodards,24/02/2018,11.7,3148,3,2,1,255,115,2000,Monash City Council,-37.882670000000005,145.10823,Southern Metropolitan,3582
Cheltenham,7 Joami St,2,t,880000,S,O'Brien,24/02/2018,17.9,3192,2,2,2,263,164,2017,Bayside City Council,-37.95746,145.06888,Southern Metropolitan,9758
Cheltenham,2 Primrose Av,3,t,790000,S,Buxton,24/02/2018,17.9,3192,3,2,2,171,112,2014,Bayside City Council,-37.95653,145.06708,Southern Metropolitan,9758
Clarinda,4 Allambi Ct,4,h,990000,S,C21,24/02/2018,17.5,3169,4,2,2,667,150,1982,Kingston City Council,-37.93764,145.10087,South-Eastern Metropolitan,2727
Clifton Hill,428 Wellington St,4,h,1369000,S,Ray,24/02/2018,3.6,3068,4,2,1,174,160,1999,Yarra City Council,-37.79335,144.98856999999998,Northern Metropolitan,2954
Coburg,10 Bruce St,4,h,1300000,S,Barry,24/02/2018,6.7,3058,4,2,0,406,132,1930,Darebin City Council,-37.74601,144.94799,Northern Metropolitan,11204
Coburg,36 Stockade Av,4,t,1082000,S,Woodards,24/02/2018,6.7,3058,4,2,4,254,249,2000,Darebin City Council,-37.73715,144.97044,Northern Metropolitan,11204
Coburg,171 The Avenue,3,h,1035000,S,Nelson,24/02/2018,6.7,3058,3,1,2,375,169,1930,Darebin City Council,-37.75339,144.97687,Northern Metropolitan,11204
Coburg,7A Younger St,3,h,810000,VB,Brad,24/02/2018,6.7,3058,3,2,1,182,118,2008,Darebin City Council,-37.743190000000006,144.97717,Northern Metropolitan,11204
Coburg North,7 Albert St,4,h,745000,PI,Brad,24/02/2018,6.7,3058,4,1,1,610,106,1950,Darebin City Council,-37.719840000000005,144.96735,Northern Metropolitan,3445
Craigieburn,18 Baronial Wy,4,h,715000,S,Ray,24/02/2018,20.6,3064,4,2,2,576,237,2014,Hume City Council,-37.59928,144.90108999999998,Northern Metropolitan,15510
Craigieburn,23 Braveheart Rd,3,h,455000,S,Barry,24/02/2018,20.6,3064,3,2,2,293,110,2015,Hume City Council,-37.59962,144.89789,Northern Metropolitan,15510
Craigieburn,17 Holman Av,3,h,594000,S,Barry,24/02/2018,20.6,3064,3,2,2,459,183,2011,Hume City Council,-37.58023,144.91103999999999,Northern Metropolitan,15510
Craigieburn,18 Humber St,4,h,520000,VB,Barry,24/02/2018,20.6,3064,4,2,2,448,142,2010,Hume City Council,-37.57027,144.91699,Northern Metropolitan,15510
Craigieburn,53 Loudon Cct,3,h,472000,S,Skad,24/02/2018,20.6,3064,3,2,1,238,131,2016,Hume City Council,-37.56692,144.90448,Northern Metropolitan,15510
Craigieburn,22 Northumberland Cct,3,h,515000,S,Barry,24/02/2018,20.6,3064,3,1,2,495,138,2008,Hume City Council,-37.581309999999995,144.93038,Northern Metropolitan,15510
Craigieburn,78 Wisteria Av,4,h,583000,S,Ray,24/02/2018,20.6,3064,4,2,2,400,162,2016,Hume City Council,-37.56861,144.92493000000002,Northern Metropolitan,15510
Croydon Hills,12 Grange Tce,4,h,1010000,S,McGrath,24/02/2018,23.0,3136,4,2,2,1187,190,1983,Maroondah City Council,-37.77936,145.26143000000002,Eastern Metropolitan,1705
Derrimut,45 Pembroke Cr,4,h,695000,S,Barry,24/02/2018,14.7,3030,4,2,2,448,166,2011,Brimbank City Council,-37.78213,144.75637,Western Metropolitan,2276
Dingley Village,11 Seaton Dr,4,h,760000,PI,Ray,24/02/2018,22.2,3172,4,2,2,558,142,2004,Kingston City Council,-37.97801,145.13348,South-Eastern Metropolitan,3940
Doncaster,86 Ayr St,3,h,890000,S,Barry,24/02/2018,12.4,3108,3,1,1,462,122,1970,Manningham City Council,-37.78021,145.1033,Eastern Metropolitan,9028
Doncaster,48 Dunoon St,3,h,1350000,SP,Jellis,24/02/2018,12.4,3108,3,1,2,730,125,1965,Manningham City Council,-37.79365,145.13721,Eastern Metropolitan,9028
Doncaster East,6 Duckett St,3,h,1250000,PI,Jellis,24/02/2018,14.3,3109,3,2,4,652,153,1975,Manningham City Council,-37.79769,145.15028999999998,Eastern Metropolitan,10999
Donvale,10 Ellerton Ct,5,h,1898000,S,Ray,24/02/2018,16.1,3111,5,3,3,1366,290,1980,Manningham City Council,-37.77848,145.17597,Eastern Metropolitan,4790
Doreen,13 Kossatz Tce,4,h,670000,S,Millership,24/02/2018,25.9,3754,4,2,2,687,235,2008,Nillumbik Shire Council,-37.6147,145.13255,Northern Victoria,7254
Doveton,12 Box St,3,h,670000,S,Hall,24/02/2018,28.8,3177,3,1,1,578,97,1960,Casey City Council,-37.99478,145.23681000000002,South-Eastern Metropolitan,3533
Eltham,16 Fay St,3,h,1285000,S,Morrison,24/02/2018,18.0,3095,3,2,2,993,200,1980,Banyule City Council,-37.7146,145.14123999999998,Eastern Metropolitan,6990
Endeavour Hills,10 Barnsley Dr,6,h,1070000,S,One,24/02/2018,28.5,3802,6,3,2,800,326,1997,Casey City Council,-37.977759999999996,145.27613,South-Eastern Metropolitan,8443
Epping,13 Baystone Rd,3,h,585000,S,Love,24/02/2018,19.6,3076,3,1,2,572,115,1985,Whittlesea City Council,-37.64763,145.04872,Northern Metropolitan,10926
Epping,11 Buckland Cr,3,h,620000,S,HAR,24/02/2018,19.6,3076,3,1,2,527,102,1980,Whittlesea City Council,-37.64162,145.03814,Northern Metropolitan,10926
Epping,16 Dunolly St,4,h,681000,SP,Stockdale,24/02/2018,19.6,3076,4,3,2,350,210,2008,Whittlesea City Council,-37.630140000000004,145.02428,Northern Metropolitan,10926
Epping,75 Grand Pde,4,h,795000,PI,Nelson,24/02/2018,19.6,3076,4,2,4,672,191,1996,Whittlesea City Council,-37.65491,145.02649,Northern Metropolitan,10926
Epping,3 McFarlane Cr,3,h,560000,S,Love,24/02/2018,19.6,3076,3,1,2,536,110,1985,Whittlesea City Council,-37.6471,145.03752,Northern Metropolitan,10926
Epping,15 Savannah Cr,3,h,530000,S,HAR,24/02/2018,19.6,3076,3,1,2,536,126,1983,Whittlesea City Council,-37.64822,145.03767,Northern Metropolitan,10926
Essendon,89 Glass St,3,h,2125000,S,McDonald,24/02/2018,7.5,3040,3,2,3,1023,181,1920,Moonee Valley City Council,-37.74653,144.91412,Western Metropolitan,9264
Essendon,5/3 Violet St,2,u,502000,S,Brad,24/02/2018,7.5,3040,2,1,1,105,63,1970,Moonee Valley City Council,-37.75557,144.91246,Western Metropolitan,9264
Essendon North,8A Salisbury St,2,h,710000,SP,Nelson,24/02/2018,8.2,3041,2,1,1,314,102,1940,Moonee Valley City Council,-37.736129999999996,144.90235,Western Metropolitan,1308
Essendon West,28B Emerald St,4,t,800000,VB,Nelson,24/02/2018,7.5,3040,4,3,1,182,157,2015,Moonee Valley City Council,-37.75156,144.886,Western Metropolitan,588
Essendon West,24 Ruby St,4,h,1365000,S,Nelson,24/02/2018,7.5,3040,4,2,3,886,102,1950,Moonee Valley City Council,-37.75243,144.88566,Western Metropolitan,588
Fairfield,10 Rathmines St,3,h,1275000,SP,Jellis,24/02/2018,5.7,3078,3,2,1,324,165,1950,Darebin City Council,-37.78265,145.01498,Northern Metropolitan,2970
Fawkner,25 William St,3,h,728000,S,Ray,24/02/2018,13.1,3060,3,1,4,584,122,1960,Hume City Council,-37.70428,144.96716999999998,Northern Metropolitan,5070
Footscray,105 Eleanor St,3,h,945000,S,Jas,24/02/2018,5.1,3011,3,1,0,219,107,1900,Maribyrnong City Council,-37.79732,144.8848,Western Metropolitan,7570
Footscray,21 Stafford St,3,h,931000,SP,Jas,24/02/2018,5.1,3011,3,1,0,240,101,1930,Maribyrnong City Council,-37.79392,144.88418000000001,Western Metropolitan,7570
Frankston,2A Olive Gr,2,h,600000,VB,hockingstuart,24/02/2018,38.0,3199,2,1,7,383,86,2008,Frankston City Council,-38.14529,145.12912,South-Eastern Metropolitan,17055
Gardenvale,28 Magnolia Rd,4,h,883000,S,McGrath,24/02/2018,7.2,3185,4,2,2,558,161,1925,Glen Eira City Council,-37.898709999999994,145.01019,Southern Metropolitan,534
Gladstone Park,55 The Circuit,3,h,630000,SP,Barry,24/02/2018,12.9,3043,3,2,2,542,126,1984,Hume City Council,-37.70147,144.89095,Western Metropolitan,3285
Glen Iris,22 Vears Rd,3,h,1633000,S,Jellis,24/02/2018,7.3,3146,3,2,3,604,143,1948,Boroondara City Council,-37.86019,145.08823,Southern Metropolitan,10412
Glen Waverley,58 Delmore Cr,3,h,1330000,S,JRW,24/02/2018,16.7,3150,3,1,1,651,133,1960,Monash City Council,-37.863609999999994,145.15233,Eastern Metropolitan,15321
Glen Waverley,3 Garwain Pde,4,h,1280000,S,Fletchers,24/02/2018,16.7,3150,4,2,2,657,208,1970,Monash City Council,-37.8697,145.18103,Eastern Metropolitan,15321
Glen Waverley,1 Herald Ct,4,h,1250000,VB,Jellis,24/02/2018,16.7,3150,4,2,2,646,187,1970,Monash City Council,-37.87327,145.18531000000002,Eastern Metropolitan,15321
Glen Waverley,25 Tulloch Gr,5,h,1000000,VB,Harcourts,24/02/2018,16.7,3150,5,2,2,362,195,1990,Monash City Council,-37.89877,145.15125,Eastern Metropolitan,15321
Greensborough,9 Haliday Ct,4,h,922000,S,Jellis,24/02/2018,16.1,3088,4,2,2,914,180,1975,Banyule City Council,-37.69672,145.09791,Northern Metropolitan,8524
Greensborough,2 Warralong Av,3,h,775000,S,Darren,24/02/2018,16.1,3088,3,2,1,610,121,1970,Banyule City Council,-37.71686,145.09261,Northern Metropolitan,8524
Greenvale,102 Greenvale Dr,4,h,900000,SP,Raine,24/02/2018,20.4,3059,4,2,2,1134,324,1980,Hume City Council,-37.64221,144.8926,Northern Metropolitan,4864
Greenvale,3 Piccadilly Ct,3,h,740000,S,Jason,24/02/2018,20.4,3059,3,2,4,814,176,1990,Hume City Council,-37.65651,144.90259,Northern Metropolitan,4864
Hadfield,6 Knole St,3,h,750000,SP,D'Aprano,24/02/2018,11.2,3046,3,1,3,650,189,1950,Moreland City Council,-37.71498,144.95076,Northern Metropolitan,2606
