Suburb,Address,Rooms,Type,Price,Method,Real Estate Agent,Date,Distance,Postcode,Number of Bathroom,number of carpark,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size,Year,Month
Eltham,67 Arthur St,3,h,916500,SP,Buckingham,2017-11-11,18.0,3095,2,1,888,177,1960,Banyule City Council,-37.7151,145.1554,Eastern Metropolitan,6990,43,2288,992,450,2869,0.8,2506,2.8,2017,11
Eltham,9 Dandallo Dr,4,h,985000,S,Fletchers,2017-11-25,18.0,3095,2,2,870,198,1982,Banyule City Council,-37.6961,145.1543,Eastern Metropolitan,6990,43,2288,992,450,2869,0.8,2506,2.8,2017,11
Eltham,9 Regina Ct,5,h,955000,PI,Buckingham,2017-11-25,18.0,3095,2,2,1082,240,1980,Banyule City Council,-37.6956,145.1609,Eastern Metropolitan,6990,43,2288,992,450,2869,0.8,2506,2.8,2017,11
Research,21 Valley Rd,4,h,930000,S,Jellis,2018-02-24,18.0,3095,2,2,731,125,1970,Nillumbik Shire Council,-37.70199,145.18138000000005,Eastern Metropolitan,938,43,2288,992,450,2869,0.8,2506,2.8,2018,2
Epping,59 Greenfields Dr,4,h,940000,SP,Iconek,2017-07-01,19.6,3076,3,2,508,364,2012,Whittlesea City Council,-37.62693,145.01563000000004,Northern Metropolitan,10926,35,1733,709,361,1811,0.9,1671,2.9,2017,7
Epping,8 Trumper Pl,4,h,810000,S,Barry,2017-08-26,19.6,3076,2,4,854,260,1995,Whittlesea City Council,-37.63904,145.0589,Northern Metropolitan,10926,35,1733,709,361,1811,0.9,1671,2.9,2017,8
Frankston South,14 Hoadley Av,3,h,810000,S,Ash,2017-07-08,38.0,3199,1,2,835,118,1960,Frankston City Council,-38.15983,145.11351000000005,South-Eastern Metropolitan,7566,40,1845,776,350,2059,0.8,1522,2.4,2017,7
Frankston South,90 Yuille St,4,h,945000,S,Bowman,2017-07-29,38.0,3199,2,2,694,265,2009,Frankston City Council,-38.16227,145.1208,South-Eastern Metropolitan,7566,40,1845,776,350,2059,0.8,1522,2.4,2017,7
Frankston South,24 Sycamore Rd,4,h,830000,SP,Ray,2017-09-09,38.0,3199,1,4,600,158,1985,Frankston City Council,-38.16475,145.1345,South-Eastern Metropolitan,7566,40,1845,776,350,2059,0.8,1522,2.4,2017,9
Frankston South,23 Fenton Cr,4,h,980000,S,hockingstuart,2017-08-26,38.0,3199,2,2,937,191,1960,Frankston City Council,-38.15845,145.11141,South-Eastern Metropolitan,7566,40,1845,776,350,2059,0.8,1522,2.4,2017,8
Frankston,43 Highview Rd,3,h,800000,SP,Eview,2017-10-28,38.0,3199,1,2,904,140,1960,Frankston City Council,-38.15933,145.14677,South-Eastern Metropolitan,17055,40,1845,776,350,2059,0.8,1522,2.4,2017,10
Frankston,3 Frawley St,5,h,840000,SP,hockingstuart,2018-01-06,38.0,3199,3,2,925,155,1960,Frankston City Council,-38.14774,145.14612,South-Eastern Metropolitan,17055,40,1845,776,350,2059,0.8,1522,2.4,2018,1
Frankston,3 Beaumont Cr,4,h,823000,S,O'Brien,2018-02-17,38.0,3199,2,2,819,161,1970,Frankston City Council,-38.139359999999996,145.16227,South-Eastern Metropolitan,17055,40,1845,776,350,2059,0.8,1522,2.4,2018,2
Gisborne,3 Bloomfield Rd,3,h,820000,S,Raine,2017-10-14,45.9,3437,2,2,21600,165,1960,Macedon Ranges Shire Council,-37.4983,144.60554,Northern Victoria,3376,40,2167,958,421,2671,0.8,2318,2.8,2017,10
Gisborne,47 Goode St,4,h,940000,SP,RT,2018-03-03,45.9,3437,3,2,1011,231,2017,Macedon Ranges Shire Council,-37.49024,144.58636,Northern Victoria,3376,40,2167,958,421,2671,0.8,2318,2.8,2018,3
Bullengarook,11 Dohoney Rd,4,h,865000,S,Raine,2018-02-24,45.9,3437,2,0,42800,180,2000,Macedon Ranges Shire Council,-37.47154000000001,144.53828000000001,Northern Victoria,249,40,2167,958,421,2671,0.8,2318,2.8,2018,2
Highett,8 Monamie Av,2,h,900000,PI,Charlton,2017-10-28,16.0,3190,1,1,723,92,1950,Bayside City Council,-37.9458,145.03798999999995,Southern Metropolitan,4794,40,2300,1025,430,2788,0.9,2119,2.4,2017,10
Taylors Hill,4 Kent Pl,4,h,830000,S,Barry,2018-01-06,18.0,3037,2,3,704,266,2010,Melton City Council,-37.71082,144.74641,Western Metropolitan,4242,36,1838,749,370,2176,0.9,2047,3.1,2018,1
Hillside,10 Castlewellan Bvd,6,h,950000,PI,Barry,2018-02-24,18.0,3037,3,3,2000,290,1995,Brimbank City Council,-37.69332,144.7305,Western Metropolitan,5556,36,1838,749,370,2176,0.9,2047,3.1,2018,2
Hillside,11 The Parks,4,h,840000,S,Barry,2018-02-24,18.0,3037,3,3,619,275,2011,Brimbank City Council,-37.69012,144.74385,Western Metropolitan,5556,36,1838,749,370,2176,0.9,2047,3.1,2018,2
Taylors Lakes,1 Cowes Pl,4,h,853000,S,Barry,2017-07-15,15.5,3038,3,2,724,330,1990,Brimbank City Council,-37.70941,144.7873,Western Metropolitan,5336,44,1800,697,381,2141,0.8,1922,2.9,2017,7
Keilor Downs,35 Stockwell Cr,4,h,900000,PI,Brad,2017-10-28,15.5,3038,3,5,821,249,1998,Brimbank City Council,-37.71415,144.79238999999995,Western Metropolitan,3656,44,1800,697,381,2141,0.8,1922,2.9,2017,10
Taylors Lakes,63 Cambridge Cr,4,h,836000,S,Barry,2017-12-09,15.5,3038,2,2,700,223,2000,Brimbank City Council,-37.68251,144.77764,Western Metropolitan,5336,44,1800,697,381,2141,0.8,1922,2.9,2017,12
Keysborough,17 Kotiko Rd,3,h,930000,S,Barry,2017-08-26,25.2,3173,2,2,443,201,2014,Greater Dandenong City Council,-38.00009,145.16959,South-Eastern Metropolitan,8459,36,2167,728,421,2015,0.9,1991,3.2,2017,8
Keysborough,8 Cromwell Ct,4,h,800000,S,Barry,2017-10-07,25.2,3173,2,2,438,160,1975,Greater Dandenong City Council,-37.98588,145.16307,South-Eastern Metropolitan,8459,36,2167,728,421,2015,0.9,1991,3.2,2017,10
Keysborough,32 Elmswood Bvd,4,h,970000,VB,McGrath,2017-12-09,25.2,3173,2,2,529,168,2013,Greater Dandenong City Council,-37.99615,145.14878000000004,South-Eastern Metropolitan,8459,36,2167,728,421,2015,0.9,1991,3.2,2017,12
Mill Park,15 Randell Ct,4,h,865000,S,Ray,2017-06-17,17.9,3082,2,2,612,236,2013,Whittlesea City Council,-37.65478,145.05199,Northern Metropolitan,10529,40,1748,716,366,1992,0.8,1735,2.7,2017,6
Mill Park,9 Taree Pl,4,h,900000,S,Love,2017-09-16,17.9,3082,2,2,609,231,2003,Whittlesea City Council,-37.65898,145.08245,Northern Metropolitan,10529,40,1748,716,366,1992,0.8,1735,2.7,2017,9
Mill Park,7 Carlita Cl,5,h,800000,S,Barry,2017-10-28,17.9,3082,2,1,652,210,1985,Whittlesea City Council,-37.67339000000001,145.06935,Northern Metropolitan,10529,40,1748,716,366,1992,0.8,1735,2.7,2017,10
Mill Park,3 Mayfield Dr,4,h,825000,SP,Ray,2018-02-10,17.9,3082,2,2,678,183,1990,Whittlesea City Council,-37.67427,145.06955,Northern Metropolitan,10529,40,1748,716,366,1992,0.8,1735,2.7,2018,2
Mitcham,29 Fuller St,3,h,950000,S,Noel,2017-07-01,17.2,3132,1,2,608,138,1975,Whitehorse City Council,-37.825829999999996,145.20608000000001,Eastern Metropolitan,6871,39,2167,911,406,2487,0.8,2030,2.5,2017,7
Mitcham,1 Dunlavin Rd,4,h,890000,S,Buxton,2017-09-23,17.2,3132,2,2,481,166,1965,Whitehorse City Council,-37.80961,145.1847,Eastern Metropolitan,6871,39,2167,911,406,2487,0.8,2030,2.5,2017,9
Mitcham,41 Owen St,3,h,985000,S,Jellis,2017-11-25,17.2,3132,1,1,582,124,1950,Whitehorse City Council,-37.8258,145.1905,Eastern Metropolitan,6871,39,2167,911,406,2487,0.8,2030,2.5,2017,11
Mitcham,1 Brian St,3,h,985000,S,Philip,2018-02-17,17.2,3132,1,1,630,110,1950,Whitehorse City Council,-37.82505,145.18797,Eastern Metropolitan,6871,39,2167,911,406,2487,0.8,2030,2.5,2018,2
Montmorency,35 Astley St,3,h,900000,S,Barry,2017-05-27,16.2,3094,1,1,575,138,1980,Banyule City Council,-37.720890000000004,145.11987,Eastern Metropolitan,3891,41,2167,964,420,2544,0.8,2076,2.5,2017,5
Montmorency,21 Beattie St,3,h,806000,S,Barry,2017-05-27,16.2,3094,1,0,396,108,1955,Banyule City Council,-37.71665,145.11682,Eastern Metropolitan,3891,41,2167,964,420,2544,0.8,2076,2.5,2017,5
Montmorency,17 Virginia Ct,4,h,980000,S,Barry,2017-05-27,16.2,3094,3,2,701,300,1993,Banyule City Council,-37.718709999999994,145.13558999999995,Eastern Metropolitan,3891,41,2167,964,420,2544,0.8,2076,2.5,2017,5
Montmorency,48 Para Rd,5,h,850000,S,Barry,2017-10-07,16.2,3094,2,2,1007,183,1950,Banyule City Council,-37.721959999999996,145.1134,Eastern Metropolitan,3891,41,2167,964,420,2544,0.8,2076,2.5,2017,10
Montmorency,18 Orr La,3,h,841000,S,Stockdale,2017-10-14,16.2,3094,1,2,476,110,1970,Banyule City Council,-37.72764,145.12672,Eastern Metropolitan,3891,41,2167,964,420,2544,0.8,2076,2.5,2017,10
Montmorency,1A McCarthy Gr,5,h,850000,VB,Jellis,2018-02-17,16.2,3094,2,2,800,177,1985,Banyule City Council,-37.726409999999994,145.12511,Eastern Metropolitan,3891,41,2167,964,420,2544,0.8,2076,2.5,2018,2
Mount Waverley,59 Mayfield Dr,4,h,980000,S,Barry,2017-11-25,14.2,3149,2,2,800,164,1970,Monash City Council,-37.8882,145.1146,Eastern Metropolitan,13366,40,2600,810,476,2383,0.8,2066,2.7,2017,11
Mount Waverley,21 Roland St,4,h,940000,S,Barry,2018-02-17,14.2,3149,4,2,327,209,2011,Monash City Council,-37.86032,145.11546,Eastern Metropolitan,13366,40,2600,810,476,2383,0.8,2066,2.7,2018,2
Mount Waverley,27 Solomon St,3,h,1000000,S,McGrath/First,2018-03-17,14.2,3149,1,2,660,150,1968,Monash City Council,-37.88811,145.11153000000004,Eastern Metropolitan,13366,40,2600,810,476,2383,0.8,2066,2.7,2018,3
Forest Hill,35 Panorama Dr,4,h,945000,S,Ray,2017-07-15,15.4,3131,2,2,294,194,2010,Whitehorse City Council,-37.85156,145.16923,Eastern Metropolitan,4385,40,2167,779,395,2266,0.8,1806,2.5,2017,7
Nunawading,8 Outlook Dr,3,h,970000,VB,Barry,2018-02-10,15.4,3131,1,2,588,121,1965,Manningham City Council,-37.80794,145.18282,Eastern Metropolitan,4973,40,2167,779,395,2266,0.8,1806,2.5,2018,2
Nunawading,401 Springfield Rd,3,h,836000,S,Barry,2018-03-03,15.4,3131,2,2,423,140,1950,Manningham City Council,-37.80966,145.18378,Eastern Metropolitan,4973,40,2167,779,395,2266,0.8,1806,2.5,2018,3
Parkdale,46 Davey St,3,h,940000,S,Buxton,2017-06-17,21.5,3195,2,2,454,122,1950,Kingston City Council,-37.99443,145.0885,South-Eastern Metropolitan,5087,42,2200,954,421,2745,0.8,2201,2.6,2017,6
Mordialloc,1/73 Chute St,4,h,920000,S,O'Brien,2017-06-24,21.5,3195,2,2,413,170,1975,Kingston City Council,-37.99906,145.09386,South-Eastern Metropolitan,3650,42,2200,954,421,2745,0.8,2201,2.6,2017,6
Aspendale,14 Ebb St,3,h,970000,VB,hockingstuart,2017-07-22,21.5,3195,2,2,612,154,1960,Kingston City Council,-38.01596,145.09932,South-Eastern Metropolitan,2824,42,2200,954,421,2745,0.8,2201,2.6,2017,7
Mordialloc,3 Anita Ct,3,h,850000,S,hockingstuart,2017-11-04,21.5,3195,2,2,591,130,1980,Kingston City Council,-37.9887,145.0964,South-Eastern Metropolitan,3650,42,2200,954,421,2745,0.8,2201,2.6,2017,11
Aspendale,34 Albany Cr,3,h,1000000,S,Buxton,2018-01-06,21.5,3195,1,2,556,146,1970,Kingston City Council,-38.02357,145.10492,South-Eastern Metropolitan,2824,42,2200,954,421,2745,0.8,2201,2.6,2018,1
Aspendale Gardens,3 Rochelle Ct,4,h,867500,S,Ray,2017-12-09,21.5,3195,2,2,529,137,1990,Kingston City Council,-38.02704,145.1291,South-Eastern Metropolitan,2243,42,2200,954,421,2745,0.8,2201,2.6,2017,12
Aspendale,3 Wanda Ct,4,h,940000,S,hockingstuart,2018-03-17,21.5,3195,2,2,635,142,1995,Kingston City Council,-38.024159999999995,145.11053,South-Eastern Metropolitan,2824,42,2200,954,421,2745,0.8,2201,2.6,2018,3
Aspendale Gardens,44 Sutherland Av,3,h,811250,SP,Area,2018-03-17,21.5,3195,1,2,542,104,1980,Kingston City Council,-38.01663,145.11741999999995,South-Eastern Metropolitan,2243,42,2200,954,421,2745,0.8,2201,2.6,2018,3
Werribee,43 Stawell St,3,h,830000,SP,YPA,2017-06-17,14.7,3030,2,2,1025,195,1970,Wyndham City Council,-37.90188,144.65138000000005,Western Metropolitan,16166,34,2000,863,371,2242,0.8,2057,2.9,2017,6
Point Cook,82 Yuruga Bvd,5,h,940000,S,LJ,2017-10-07,14.7,3030,2,2,529,320,2009,Wyndham City Council,-37.90486,144.7436,Western Metropolitan,15542,34,2000,863,371,2242,0.8,2057,2.9,2017,10
Point Cook,11 Helpmann Av,4,h,800000,SP,hockingstuart,2017-10-14,14.7,3030,3,2,700,232,2004,Wyndham City Council,-37.89247,144.73598,Western Metropolitan,15542,34,2000,863,371,2242,0.8,2057,2.9,2017,10
Werribee,25 Market Rd,3,h,931000,S,YPA,2017-11-25,14.7,3030,1,2,733,151,1960,Wyndham City Council,-37.8978,144.6608,Western Metropolitan,16166,34,2000,863,371,2242,0.8,2057,2.9,2017,11
Werribee,5 Pyke St,4,h,880000,S,Ray,2017-12-09,14.7,3030,2,2,843,229,1987,Wyndham City Council,-37.90721,144.65636,Western Metropolitan,16166,34,2000,863,371,2242,0.8,2057,2.9,2017,12
Derrimut,4 Blair Rd,4,h,805000,S,Stockdale,2018-02-17,14.7,3030,2,2,774,218,2008,Brimbank City Council,-37.78908,144.75605,Western Metropolitan,2276,34,2000,863,371,2242,0.8,2057,2.9,2018,2
Point Cook,12 Magnetic Av,4,h,815000,S,Point,2018-02-17,14.7,3030,2,2,544,259,2010,Wyndham City Council,-37.90381,144.73973,Western Metropolitan,15542,34,2000,863,371,2242,0.8,2057,2.9,2018,2
Point Cook,6 Lincolnheath Bvd,4,h,830000,SP,Barry,2018-03-17,14.7,3030,2,2,700,235,2010,Wyndham City Council,-37.90265,144.7522,Western Metropolitan,15542,34,2000,863,371,2242,0.8,2057,2.9,2018,3
Rowville,11 Jindalee Cl,5,h,870000,S,Harcourts,2017-07-01,23.5,3178,2,2,733,217,1986,Knox City Council,-37.91894,145.24305,South-Eastern Metropolitan,11667,41,2055,839,441,2410,0.8,2205,2.9,2017,7
Rowville,71 Kellbourne Dr,4,h,860000,S,Fletchers,2017-06-24,23.5,3178,2,0,725,196,1985,Knox City Council,-37.9088,145.26318999999995,South-Eastern Metropolitan,11667,41,2055,839,441,2410,0.8,2205,2.9,2017,6
Rowville,45 Severn Cr,4,h,936000,S,HAR,2017-07-08,23.5,3178,2,2,675,190,1980,Knox City Council,-37.91692000000001,145.25896,South-Eastern Metropolitan,11667,41,2055,839,441,2410,0.8,2205,2.9,2017,7
Rowville,18 Yvette Dr,3,h,860000,S,Harcourts,2017-07-08,23.5,3178,2,2,537,220,2001,Knox City Council,-37.92778,145.24796,South-Eastern Metropolitan,11667,41,2055,839,441,2410,0.8,2205,2.9,2017,7
Rowville,15 Liviana Dr,4,h,865000,SP,Harcourts,2017-10-14,23.5,3178,2,2,505,150,1994,Knox City Council,-37.93609,145.24614,South-Eastern Metropolitan,11667,41,2055,839,441,2410,0.8,2205,2.9,2017,10
Rowville,3 Clare Ct,4,h,900000,VB,Barry,2017-11-04,23.5,3178,2,2,612,236,2002,Knox City Council,-37.9046,145.2684,South-Eastern Metropolitan,11667,41,2055,839,441,2410,0.8,2205,2.9,2017,11
Rowville,51 Dandelion Dr,5,h,956000,S,Ray,2018-01-06,23.5,3178,2,4,725,200,1980,Knox City Council,-37.922,145.25426000000004,South-Eastern Metropolitan,11667,41,2055,839,441,2410,0.8,2205,2.9,2018,1
Rowville,30 Westminster Dr,4,h,930000,S,Noel,2018-02-03,23.5,3178,2,2,664,220,1985,Knox City Council,-37.9302,145.24241,South-Eastern Metropolitan,11667,41,2055,839,441,2410,0.8,2205,2.9,2018,2
Rowville,19 Ling Dr,4,h,920000,SP,Harcourts,2018-02-24,23.5,3178,2,2,727,218,1990,Knox City Council,-37.92628,145.24258999999995,South-Eastern Metropolitan,11667,41,2055,839,441,2410,0.8,2205,2.9,2018,2
Sandringham,154 Abbott St,4,h,850000,PI,McGrath,2017-07-08,15.2,3191,3,2,709,327,2017,Bayside City Council,-37.95095,145.02096,Southern Metropolitan,4497,47,2708,1090,460,3376,0.8,2313,2.4,2017,7
Seaford,43 Molesworth St,4,h,800000,VB,Harcourts,2017-07-08,35.4,3198,2,0,1151,207,1969,Frankston City Council,-38.11336,145.15035,South-Eastern Metropolitan,8077,40,1850,809,351,2081,0.8,1500,2.3,2017,7
Seaford,18 Catron St,4,h,870000,S,hockingstuart,2017-07-29,35.4,3198,2,2,771,160,1965,Frankston City Council,-38.10052,145.13397,South-Eastern Metropolitan,8077,40,1850,809,351,2081,0.8,1500,2.3,2017,7
Seaford,13 Hayman Av,4,h,880000,S,O'Brien,2017-07-29,35.4,3198,2,2,535,199,1970,Frankston City Council,-38.09683,145.12981000000005,South-Eastern Metropolitan,8077,40,1850,809,351,2081,0.8,1500,2.3,2017,7
Seaford,135 Fortescue Av,4,h,890000,S,Eview,2017-10-14,35.4,3198,2,2,767,210,1970,Frankston City Council,-38.12211,145.1285,South-Eastern Metropolitan,8077,40,1850,809,351,2081,0.8,1500,2.3,2017,10
Seaford,17 Northcote St,3,h,850000,S,hockingstuart/hockingstuart,2017-12-09,35.4,3198,1,3,700,118,1960,Frankston City Council,-38.09491,145.13468999999995,South-Eastern Metropolitan,8077,40,1850,809,351,2081,0.8,1500,2.3,2017,12
Seaford,19 Luxton Tce,4,h,800000,S,Property,2018-02-10,35.4,3198,1,2,630,158,1955,Frankston City Council,-38.0984,145.12932,South-Eastern Metropolitan,8077,40,1850,809,351,2081,0.8,1500,2.3,2018,2
Seaford,25 Kananook Av,3,h,955000,S,Harcourts,2018-03-17,35.4,3198,2,2,1000,197,1958,Frankston City Council,-38.11526,145.12831,South-Eastern Metropolitan,8077,40,1850,809,351,2081,0.8,1500,2.3,2018,3
South Morang,7 Alexis Cl,4,h,915000,S,Harcourts,2017-06-03,20.5,3752,3,2,624,410,2005,Whittlesea City Council,-37.63485,145.07272,Northern Metropolitan,7969,36,1900,824,390,2249,0.8,2078,3.0,2017,6
South Morang,141 Hawkstowe Pde,5,h,905000,S,Ray,2017-06-03,20.5,3752,5,3,700,270,2010,Whittlesea City Council,-37.6236,145.10629,Northern Metropolitan,7969,36,1900,824,390,2249,0.8,2078,3.0,2017,6
South Morang,28 Kestrel Rd,4,h,875000,S,Iconek,2017-07-08,20.5,3752,2,2,613,332,2004,Whittlesea City Council,-37.62648,145.07141000000001,Northern Metropolitan,7969,36,1900,824,390,2249,0.8,2078,3.0,2017,7
South Morang,6 Jindabyne Av,5,h,810000,S,Stockdale,2017-11-25,20.5,3752,3,2,832,255,2009,Whittlesea City Council,-37.6414,145.0838,Northern Metropolitan,7969,36,1900,824,390,2249,0.8,2078,3.0,2017,11
South Morang,6 Mercury Cct,4,h,870000,PI,Morrison,2017-12-09,20.5,3752,2,2,512,298,2015,Whittlesea City Council,-37.61672,145.0689,Northern Metropolitan,7969,36,1900,824,390,2249,0.8,2078,3.0,2017,12
South Morang,184 Meridian Dr,5,h,920000,S,HAR,2018-03-03,20.5,3752,3,3,557,340,2005,Whittlesea City Council,-37.623870000000004,145.06598,Northern Metropolitan,7969,36,1900,824,390,2249,0.8,2078,3.0,2018,3
Springvale,4 Audrey St,3,h,881000,S,iSell,2017-09-23,20.8,3171,1,4,720,140,1955,Greater Dandenong City Council,-37.944340000000004,145.16289,South-Eastern Metropolitan,7412,36,1750,558,357,1470,1.0,1402,2.9,2017,9
Springvale,58 Ellen St,3,h,880000,S,C21,2017-10-21,20.8,3171,1,2,554,94,1950,Greater Dandenong City Council,-37.95277,145.14193999999995,South-Eastern Metropolitan,7412,36,1750,558,357,1470,1.0,1402,2.9,2017,10
Springvale,59 Victoria Ct,3,h,930000,S,iSell,2017-10-28,20.8,3171,2,2,750,124,1970,Greater Dandenong City Council,-37.95512,145.14612,South-Eastern Metropolitan,7412,36,1750,558,357,1470,1.0,1402,2.9,2017,10
Springvale,1 Whiteside St,2,h,820000,SP,Le,2018-02-17,20.8,3171,1,2,650,94,1955,Greater Dandenong City Council,-37.93546,145.15451000000004,South-Eastern Metropolitan,7412,36,1750,558,357,1470,1.0,1402,2.9,2018,2
Sunbury,112 Harker St,4,h,840000,SP,Ray,2017-11-11,31.7,3429,2,6,1044,241,2003,Hume City Council,-37.589,144.7384,Western Metropolitan,14092,38,1733,853,361,2237,0.8,1924,2.6,2017,11
Blackburn,1/10 Duckham St,3,h,880000,PI,Fletchers,2017-06-24,13.4,3130,1,1,335,110,1960,Whitehorse City Council,-37.828759999999996,145.13808999999995,Eastern Metropolitan,5713,41,2300,849,415,2488,0.8,1987,2.6,2017,6
Blackburn South,2A Stewart Av,3,h,874000,S,Fletchers,2017-07-22,13.4,3130,2,1,232,103,2014,Whitehorse City Council,-37.83574,145.14866,Eastern Metropolitan,4387,41,2300,849,415,2488,0.8,1987,2.6,2017,7
Blackburn South,117 Fulton Rd,3,h,905000,S,Ray,2017-08-26,13.4,3130,2,2,887,150,1990,Whitehorse City Council,-37.8429,145.14895,Eastern Metropolitan,4387,41,2300,849,415,2488,0.8,1987,2.6,2017,8
Blackburn North,12 Killeen Av,5,h,990000,PI,Nelson,2018-02-17,13.4,3130,2,2,544,153,1960,Whitehorse City Council,-37.80532,145.16109,Eastern Metropolitan,2867,41,2300,849,415,2488,0.8,1987,2.6,2018,2
Blackburn North,72 Kett St,4,h,980000,S,Barry,2018-02-24,13.4,3130,3,2,605,184,1965,Whitehorse City Council,-37.803940000000004,145.16754,Eastern Metropolitan,2867,41,2300,849,415,2488,0.8,1987,2.6,2018,2
Bonbeach,1/23 Bondi Rd,3,h,836000,S,Ray,2017-06-03,27.0,3196,2,2,407,134,1970,Kingston City Council,-38.06257,145.1226,South-Eastern Metropolitan,2887,41,2080,942,396,2427,0.8,1832,2.3,2017,6
Chelsea,30 Mulkarra Dr,3,h,840000,S,Ray,2017-06-03,27.0,3196,2,2,534,126,1975,Kingston City Council,-38.04683,145.1261,South-Eastern Metropolitan,3906,41,2080,942,396,2427,0.8,1832,2.3,2017,6
Chelsea Heights,11 Rebecca Cl,5,h,835500,S,Ray,2017-07-29,27.0,3196,5,4,570,243,1990,Kingston City Council,-38.03335,145.13212,South-Eastern Metropolitan,2076,41,2080,942,396,2427,0.8,1832,2.3,2017,7
Chelsea,33 Baxter Av,3,h,875000,S,Ray,2017-09-16,27.0,3196,1,3,534,127,1970,Kingston City Council,-38.046659999999996,145.12354,South-Eastern Metropolitan,3906,41,2080,942,396,2427,0.8,1832,2.3,2017,9
Edithvale,115 Ella Gr,3,h,875000,SP,Eview,2017-08-19,27.0,3196,1,3,694,136,1975,Kingston City Council,-38.03819,145.12443000000005,South-Eastern Metropolitan,2546,41,2080,942,396,2427,0.8,1832,2.3,2017,8
Bonbeach,37 Mernda Av,3,h,965000,SP,hockingstuart,2017-09-23,27.0,3196,2,2,572,127,1950,Kingston City Council,-38.068659999999994,145.12677,South-Eastern Metropolitan,2887,41,2080,942,396,2427,0.8,1832,2.3,2017,9
Edithvale,107 Kinross Av,3,h,950000,S,Hodges,2017-09-23,27.0,3196,1,2,560,146,1980,Kingston City Council,-38.03288,145.11678,South-Eastern Metropolitan,2546,41,2080,942,396,2427,0.8,1832,2.3,2017,9
Bonbeach,14 Haldane St,3,h,920000,S,Buxton,2017-08-26,27.0,3196,1,2,645,102,1950,Kingston City Council,-38.06688,145.12398000000005,South-Eastern Metropolitan,2887,41,2080,942,396,2427,0.8,1832,2.3,2017,8
Chelsea Heights,18 Second Av,4,h,872500,SP,Ray,2017-11-11,27.0,3196,2,2,676,173,1940,Kingston City Council,-38.0447,145.1327,South-Eastern Metropolitan,2076,41,2080,942,396,2427,0.8,1832,2.3,2017,11
Boronia,34 Russell Cr,4,h,820000,S,Philip,2017-07-08,25.0,3155,2,4,719,200,1975,Knox City Council,-37.86434000000001,145.25739,Eastern Metropolitan,9704,39,1870,801,376,2001,0.8,1621,2.4,2017,7
Boronia,10 Hansen Rd,4,h,950000,S,iTRAK,2017-07-15,25.0,3155,2,4,2033,255,1970,Knox City Council,-37.86669000000001,145.29959,Eastern Metropolitan,9704,39,1870,801,376,2001,0.8,1621,2.4,2017,7
Burwood East,61 Newhaven Rd,3,h,1000000,VB,Fletchers,2017-08-19,14.7,3151,2,2,788,108,1960,Whitehorse City Council,-37.85985,145.15656,Eastern Metropolitan,4048,41,2147,676,439,1972,0.8,1610,2.6,2017,8
Burwood East,176 Holland Rd,3,h,970000,PI,Buxton,2017-11-18,14.7,3151,2,2,536,150,1960,Whitehorse City Council,-37.8485,145.1492,Eastern Metropolitan,4048,41,2147,676,439,1972,0.8,1610,2.6,2017,11
Carrum,3 Walkers Rd,4,h,845000,PI,Buxton,2017-06-03,31.2,3197,2,2,633,134,1930,Kingston City Council,-38.0781,145.12429,South-Eastern Metropolitan,1989,44,2100,890,420,2370,0.8,1853,2.4,2017,6
Carrum,18 Church Rd,4,h,980000,S,hockingstuart,2017-11-18,31.2,3197,1,3,987,0,1960,Kingston City Council,-38.0792,145.1276,South-Eastern Metropolitan,1989,44,2100,890,420,2370,0.8,1853,2.4,2017,11
Patterson Lakes,3 Town La,4,h,975000,PI,Buxton,2018-03-17,31.2,3197,2,2,460,236,2010,Kingston City Council,-38.06049,145.14094,South-Eastern Metropolitan,3351,44,2100,890,420,2370,0.8,1853,2.4,2018,3
Clayton,5 Flora Rd,3,h,800000,PI,Ray,2017-10-28,16.7,3168,2,2,257,146,2000,Monash City Council,-37.91737,145.11569,South-Eastern Metropolitan,5837,28,2000,606,396,1778,0.9,1508,2.5,2017,10
Dingley Village,138 Howard Rd,3,h,816000,S,Buxton,2017-06-03,22.2,3172,2,2,533,122,1980,Kingston City Council,-37.986,145.12035,South-Eastern Metropolitan,3940,41,1886,670,371,1883,0.9,1715,2.9,2017,6
Dingley Village,13 Dorrington Ct,3,h,801000,SP,Ray,2017-06-24,22.2,3172,2,1,526,189,1980,Kingston City Council,-37.98217,145.14061,South-Eastern Metropolitan,3940,41,1886,670,371,1883,0.9,1715,2.9,2017,6
Dingley Village,22 Shannon Ct,5,h,955000,S,Ray,2017-06-24,22.2,3172,3,2,619,153,1975,Kingston City Council,-37.97545,145.12053999999995,South-Eastern Metropolitan,3940,41,1886,670,371,1883,0.9,1715,2.9,2017,6
Dingley Village,2 Cormorant Pl,3,h,806000,S,Buxton,2017-07-08,22.2,3172,2,1,539,134,1968,Kingston City Council,-37.98086,145.11993,South-Eastern Metropolitan,3940,41,1886,670,371,1883,0.9,1715,2.9,2017,7
