POA_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
POA3124,13,200,755,845,1040,796,190,16,0,3870,176,301,198,143,138,184,209,43,6,1399,26,47,31,18,20,29,22,3,0,204,3,10,16,12,10,10,0,0,0,66,226,560,1002,1028,1210,1016,423,65,5,5536,0,14,31,23,23,11,5,0,0,117,48,38,9,5,10,12,10,5,0,128,46,56,38,32,35,26,12,5,0,245,278,614,1042,1057,1243,1045,442,65,5,5785,443,128,90,60,103,239,610,536,325,2538,17,10,37,45,35,28,25,23,34,255,732,757,1166,1157,1379,1307,1080,626,367,8576,4,172,604,555,693,427,82,8,0,2545,278,395,285,427,523,459,194,36,0,2595,43,45,60,46,30,38,24,6,0,288,3,7,8,11,6,3,3,0,0,45,331,614,960,1038,1260,923,307,43,0,5477,0,10,18,12,21,12,0,0,0,68,57,29,19,26,25,22,8,0,0,180,59,35,36,33,46,30,8,0,0,244
POA3125,18,180,684,578,504,335,71,4,0,2366,130,382,313,121,96,86,41,14,0,1170,25,38,47,14,17,8,17,0,0,161,4,20,24,8,10,4,0,0,0,72,170,611,1063,714,628,435,125,14,0,3766,3,30,55,21,21,21,0,0,0,148,47,71,21,7,11,9,3,0,0,161,49,98,76,25,25,23,4,0,0,311,220,711,1137,742,654,460,130,19,0,4075,206,263,222,105,105,171,319,292,184,1858,15,82,123,55,27,24,22,9,12,368,441,1060,1478,899,786,652,470,317,194,6300,5,137,512,360,386,194,32,0,0,1633,168,388,339,269,292,209,71,10,0,1745,29,45,54,38,21,25,8,4,0,213,3,10,16,9,5,3,0,5,0,51,206,574,917,676,703,431,107,20,0,3649,0,17,23,12,6,9,0,0,0,70,59,66,27,12,21,16,0,0,0,200,60,80,54,27,24,25,0,0,0,264
POA3126,4,47,186,266,376,303,88,14,0,1274,47,129,57,32,38,81,89,22,0,504,20,17,13,3,3,5,5,6,0,73,0,0,5,5,0,5,0,0,0,25,71,194,259,310,425,399,187,43,0,1881,0,3,5,3,9,9,0,0,0,37,24,11,3,0,3,0,3,0,0,44,22,20,8,10,11,11,3,0,0,80,94,212,264,315,429,403,193,44,0,1965,188,61,27,28,36,111,221,211,111,1002,7,6,12,12,10,12,11,7,3,82,288,274,303,355,478,531,424,263,120,3047,0,45,148,161,263,154,33,3,0,801,87,132,73,140,194,170,71,13,0,885,31,13,19,18,5,6,10,0,0,106,4,0,4,6,3,0,3,0,0,18,118,196,244,323,467,336,112,18,3,1815,0,3,5,0,6,3,0,0,0,16,17,8,3,5,10,0,0,0,0,44,16,8,3,3,18,9,0,0,0,66
POA3127,17,165,642,782,981,680,157,21,0,3439,199,282,137,121,132,172,172,30,9,1241,42,40,13,13,18,23,7,4,0,163,0,11,15,16,4,5,3,0,0,49,252,495,806,928,1139,880,343,51,5,4897,0,11,23,25,23,27,3,0,0,117,46,29,18,6,0,10,9,0,0,109,46,35,40,35,25,39,10,0,0,227,296,527,846,960,1165,918,348,57,5,5123,361,92,79,52,92,214,578,374,154,1987,11,24,40,31,33,40,26,29,14,242,668,645,958,1043,1285,1168,956,451,174,7345,9,139,562,489,667,385,80,0,0,2327,276,299,215,398,515,414,160,26,3,2304,33,49,51,46,21,43,13,0,0,256,5,0,12,9,10,5,0,0,0,32,316,490,842,929,1217,848,261,29,4,4930,0,10,18,15,17,10,0,0,0,80,58,31,4,11,12,13,3,0,0,139,62,40,28,29,35,29,3,0,0,218
POA3128,17,240,1111,874,773,466,84,15,0,3580,129,447,583,249,201,174,84,10,4,1878,16,47,46,29,23,26,13,0,0,200,0,26,38,18,15,0,0,0,0,95,165,758,1775,1167,1004,673,186,23,4,5749,6,31,86,44,44,37,8,0,0,241,32,66,60,16,11,4,3,0,0,200,38,95,148,63,58,38,8,0,0,448,201,851,1923,1229,1059,708,197,23,4,6198,349,325,348,178,166,301,535,361,192,2762,22,97,205,86,53,36,51,27,38,617,572,1275,2475,1491,1286,1043,783,414,234,9570,8,201,877,541,515,298,44,5,0,2489,167,507,665,457,440,281,93,13,0,2625,39,47,102,64,33,26,7,0,0,322,4,17,29,15,3,7,0,0,0,79,218,770,1666,1089,990,617,141,17,0,5509,4,26,52,28,31,17,0,0,0,153,48,67,52,33,22,22,5,0,0,244,49,93,107,58,51,37,0,0,0,397
POA3129,16,160,681,786,798,499,98,4,0,3042,140,232,238,173,157,159,105,15,0,1226,21,26,29,24,21,26,6,6,0,168,0,8,19,10,9,5,0,0,0,47,183,432,965,994,983,688,206,19,0,4477,0,17,33,32,29,25,6,0,0,141,43,33,22,7,8,10,8,0,0,127,46,48,55,38,36,33,8,0,0,272,224,485,1022,1029,1025,719,222,19,0,4748,359,168,142,110,122,250,474,379,148,2152,10,25,55,43,39,24,17,12,6,235,588,672,1222,1187,1185,997,717,409,157,7138,6,108,531,482,522,296,46,0,0,1984,189,241,353,426,484,325,103,19,0,2142,31,37,77,57,25,30,11,0,0,264,5,8,20,4,5,4,0,0,0,53,229,397,979,972,1039,658,156,17,0,4449,0,9,23,11,18,14,0,0,0,78,50,24,15,25,17,6,3,0,0,141,50,29,43,34,35,22,0,0,0,216
POA3130,47,303,1107,1610,1605,1010,161,11,0,5861,304,388,342,266,262,292,179,56,5,2091,61,48,54,47,37,44,23,4,0,316,4,20,38,12,13,3,0,0,0,95,418,760,1547,1935,1915,1352,367,62,9,8359,11,33,47,45,50,35,5,0,0,223,89,44,23,13,17,24,9,0,0,219,95,78,71,61,63,60,13,0,0,442,513,837,1615,1997,1979,1415,379,67,9,8806,577,207,191,172,200,437,887,791,423,3891,27,36,85,48,69,35,37,42,35,422,1118,1075,1892,2221,2244,1887,1303,904,464,13114,9,225,874,956,997,612,68,4,0,3748,373,475,476,804,912,576,201,24,0,3828,65,58,97,124,57,53,12,0,0,461,4,19,20,20,14,3,3,0,3,88,454,774,1463,1900,1977,1242,284,31,3,8134,0,25,26,33,28,16,6,0,0,133,67,29,26,39,38,28,4,0,0,236,71,54,57,72,68,49,4,0,0,373
POA3131,35,208,907,1219,1003,588,94,6,0,4058,188,254,279,192,170,178,100,13,0,1379,29,24,34,26,24,25,17,7,0,182,0,14,33,17,14,10,0,0,4,97,247,494,1254,1455,1214,797,212,27,4,5713,4,16,39,32,37,30,3,0,0,153,49,38,16,12,15,7,0,0,0,133,52,53,52,37,47,34,4,0,0,288,302,549,1305,1496,1260,833,216,28,4,5998,330,124,167,112,187,291,679,583,284,2754,19,29,75,69,60,40,52,49,52,439,649,707,1545,1682,1504,1170,947,655,335,9189,5,147,652,693,608,326,41,5,0,2468,222,266,397,603,562,382,99,19,0,2546,34,29,90,79,46,23,17,4,0,327,0,3,23,3,10,4,4,5,0,49,260,442,1162,1378,1223,734,164,26,0,5394,0,11,29,23,20,16,4,0,0,101,38,34,23,30,27,20,6,0,0,182,48,48,51,54,47,33,8,0,0,280
POA3132,30,181,788,978,804,449,90,11,0,3333,142,175,187,145,128,140,94,19,3,1032,27,27,33,27,17,33,11,0,0,170,5,7,15,14,11,3,0,0,0,55,205,388,1022,1160,960,626,191,31,3,4591,3,21,26,25,21,20,0,0,0,115,41,19,15,3,9,7,4,0,0,104,45,40,38,23,30,29,6,0,0,216,246,430,1063,1192,989,655,205,30,3,4811,217,67,83,77,94,208,468,329,128,1672,12,9,29,27,26,24,24,15,6,169,476,509,1174,1291,1106,883,693,375,136,6651,12,120,569,544,502,287,56,0,0,2091,144,214,311,486,418,267,84,7,0,1933,22,28,78,51,29,27,11,0,0,245,0,5,14,7,10,6,0,0,0,43,179,373,976,1093,951,586,146,4,0,4317,4,0,29,18,15,7,5,0,0,76,31,21,17,21,15,16,3,0,0,122,29,24,41,36,32,23,8,0,0,196
POA3133,30,238,610,1032,1086,696,157,18,0,3874,214,259,186,174,198,192,148,34,4,1404,30,29,21,20,35,31,16,9,4,181,0,7,23,15,10,9,3,3,0,75,276,530,848,1236,1331,923,321,59,7,5537,8,18,26,31,42,19,6,0,0,150,60,26,10,8,16,15,0,0,0,142,69,45,36,42,54,36,11,0,0,294,347,573,889,1280,1383,963,336,59,7,5834,416,116,84,110,111,265,816,748,229,2894,13,20,38,33,37,21,37,46,48,297,771,713,1005,1420,1527,1251,1192,857,279,9025,11,147,438,637,649,369,59,3,0,2312,251,274,281,570,568,368,163,20,0,2498,32,20,51,52,34,48,16,3,0,264,0,8,11,10,11,6,0,0,0,50,295,445,790,1273,1264,791,238,24,0,5124,3,6,12,28,21,4,0,0,0,86,60,24,20,31,22,14,0,0,0,171,59,29,35,62,50,19,5,0,0,256
POA3134,68,428,1488,1785,1688,1105,230,20,0,6824,326,338,324,243,244,262,202,45,0,1978,50,33,46,49,44,56,21,0,0,295,5,12,30,37,28,6,4,3,0,118,444,816,1896,2110,2000,1430,454,63,6,9218,12,38,51,38,37,30,3,0,0,216,81,22,27,4,12,17,9,0,0,170,99,61,80,46,46,46,16,0,0,384,544,876,1968,2156,2054,1472,468,67,6,9606,558,161,166,154,197,426,956,758,274,3653,33,29,77,78,99,50,39,50,49,506,1127,1064,2210,2394,2344,1952,1462,880,325,13759,34,274,1035,941,962,597,77,0,0,3909,389,429,643,940,897,692,206,27,0,4224,68,59,146,112,60,75,23,3,0,537,7,14,31,17,23,13,5,3,0,105,493,772,1850,2012,1940,1374,305,31,0,8778,10,16,34,28,29,18,8,0,0,141,84,29,25,37,31,27,3,0,0,250,88,49,65,70,60,50,7,0,0,390
POA3135,58,220,813,1123,1021,578,98,5,0,3919,198,183,167,158,160,187,98,30,4,1179,19,24,40,30,18,44,18,0,0,192,8,8,23,19,7,15,4,0,0,78,277,432,1045,1322,1209,816,219,35,4,5363,11,19,41,29,25,17,4,0,0,148,47,12,17,9,4,11,3,0,0,101,56,33,58,38,30,30,12,0,0,251,334,468,1103,1355,1241,851,234,35,4,5615,291,98,93,114,151,269,563,464,182,2220,11,13,46,51,37,39,42,16,18,275,634,577,1237,1518,1429,1155,830,519,207,8111,15,138,609,549,585,352,55,0,0,2306,245,250,331,598,533,382,133,20,0,2482,33,28,96,86,39,31,15,5,0,334,6,10,12,16,9,7,0,0,0,56,297,418,1049,1250,1167,769,201,18,0,5174,0,3,11,26,17,8,0,0,0,69,56,16,10,20,17,13,10,0,0,140,53,21,22,43,36,21,10,0,0,206
POA3136,126,603,2014,2406,1966,1390,248,18,6,8766,372,343,376,330,298,386,252,43,3,2404,50,41,69,69,57,85,37,10,3,431,5,19,37,43,21,15,6,0,0,141,557,1000,2496,2847,2346,1877,535,71,8,11739,20,41,60,56,50,50,12,0,0,289,101,39,24,13,13,22,15,0,0,233,121,78,85,69,68,77,22,0,0,524,685,1082,2579,2917,2412,1951,560,70,8,12261,546,186,210,238,281,540,1418,1107,363,4883,34,41,117,93,79,68,67,65,50,620,1264,1305,2905,3246,2766,2559,2043,1244,427,17767,28,387,1389,1200,1297,829,123,5,0,5262,485,538,839,1275,1103,931,288,28,0,5487,67,70,246,154,87,111,38,9,0,777,6,12,33,22,22,18,0,4,0,116,579,1003,2509,2651,2516,1885,452,47,3,11647,9,26,36,36,22,22,0,0,0,155,89,31,49,41,41,34,9,0,0,294,103,60,81,74,63,51,7,0,0,449
POA3137,81,228,713,700,633,495,68,6,0,2926,107,99,95,81,89,109,77,11,0,661,11,14,26,13,24,31,8,0,0,142,0,3,17,14,7,11,4,0,0,49,202,346,849,812,755,636,159,20,6,3777,10,11,22,15,16,10,0,0,0,83,19,5,14,5,9,3,3,0,0,57,26,20,29,19,19,21,3,0,0,136,230,371,883,833,773,659,161,19,6,3920,180,53,60,66,76,180,412,379,124,1529,3,12,38,25,23,26,15,13,4,164,411,435,979,923,869,862,594,410,136,5614,22,149,471,336,378,247,34,0,0,1641,176,184,319,431,309,302,85,10,0,1809,24,21,91,53,22,53,6,0,0,276,0,7,15,10,12,6,3,0,0,51,219,358,892,831,716,610,127,5,3,3777,6,5,11,9,7,5,0,0,0,46,35,14,12,13,8,7,4,0,0,91,34,25,23,20,15,16,4,0,0,135
POA3138,85,364,1212,1256,984,668,134,3,0,4703,188,189,196,154,150,162,109,25,0,1174,37,18,37,23,39,39,18,0,0,214,4,14,26,23,15,13,5,0,6,109,316,591,1471,1457,1196,887,256,33,0,6202,15,32,27,23,31,21,8,0,0,158,38,22,14,10,4,13,3,0,0,102,45,52,43,27,43,36,14,0,0,260,365,643,1511,1487,1234,921,270,33,0,6465,330,87,104,114,136,235,686,488,123,2304,30,25,54,54,49,30,18,23,11,298,719,758,1671,1658,1419,1192,977,539,133,9064,24,202,701,553,601,350,61,0,0,2490,259,300,497,654,512,445,112,14,0,2796,29,35,130,68,51,45,16,3,0,380,6,12,21,22,15,7,0,0,0,86,324,548,1352,1312,1178,848,184,17,0,5752,9,12,20,18,13,9,0,0,0,80,58,15,20,28,17,15,0,0,0,160,66,27,39,45,35,24,4,0,0,237
POA3139,110,252,697,633,669,501,118,8,3,2992,105,66,84,78,125,166,88,18,0,738,5,19,23,24,20,29,17,3,0,143,4,15,16,9,19,9,7,0,0,79,226,348,816,745,837,708,230,33,3,3951,12,12,15,7,8,15,3,0,0,71,15,4,0,0,0,9,4,0,0,34,24,17,16,11,12,23,5,0,0,105,247,369,830,755,851,733,240,33,3,4055,198,45,53,45,80,195,411,270,62,1367,21,23,29,33,39,35,28,22,6,237,465,437,914,835,970,963,684,328,71,5661,23,131,304,238,360,241,42,4,0,1349,159,159,358,392,362,341,84,12,0,1862,21,26,91,43,51,38,18,4,0,285,3,9,9,8,15,7,0,0,0,56,205,326,757,680,789,637,144,19,0,3554,0,11,9,6,9,9,0,0,0,50,30,10,13,0,4,15,0,0,0,73,33,18,19,13,14,22,0,0,0,116
POA3140,76,302,829,774,803,601,111,3,0,3507,168,112,142,96,97,163,80,16,0,880,23,15,29,24,33,43,11,0,0,175,0,11,12,11,9,6,3,4,0,51,274,441,1014,902,946,805,211,26,0,4614,7,20,25,22,12,18,3,0,0,95,35,9,8,5,5,9,0,0,0,69,45,28,28,26,16,19,3,0,0,165,317,466,1042,927,960,827,213,26,0,4779,215,65,70,78,105,205,525,444,151,1857,17,12,52,32,34,41,31,33,18,268,550,540,1166,1036,1101,1080,772,500,164,6905,30,163,482,352,475,283,49,0,0,1824,224,236,314,461,513,365,85,6,0,2200,34,22,98,35,36,51,16,0,0,289,5,8,11,9,4,6,3,0,0,51,287,423,904,851,1022,705,149,9,4,4356,5,11,9,6,6,6,0,0,0,47,33,12,12,17,9,13,3,0,0,105,39,22,20,29,15,25,3,0,0,152
POA3141,15,283,2780,1527,719,545,146,30,0,6048,56,276,539,220,168,168,147,50,6,1627,8,33,107,57,25,19,8,8,0,268,0,6,44,15,7,10,3,4,0,96,85,607,3469,1815,919,745,310,87,4,8041,4,32,79,53,40,28,6,0,0,239,18,33,25,15,7,7,3,7,0,114,26,63,104,66,47,33,7,3,0,357,111,668,3572,1884,969,779,322,92,4,8396,196,167,198,143,141,214,378,332,122,1897,45,48,252,151,86,65,47,28,9,724,353,888,4019,2176,1200,1057,743,453,138,11014,6,410,2860,1128,552,323,97,10,0,5381,113,435,750,373,255,244,180,28,3,2381,25,63,146,69,35,20,17,4,0,386,0,16,37,16,10,5,0,0,0,85,137,925,3798,1582,857,598,291,42,3,8239,6,21,78,28,32,11,4,0,0,178,29,51,40,7,13,8,0,0,0,152,37,66,118,34,44,26,3,0,0,331
POA3142,11,108,595,462,458,425,247,56,11,2355,33,127,127,78,81,134,194,87,20,887,7,17,28,8,10,15,10,8,0,96,3,4,13,8,13,9,4,5,4,60,52,264,762,555,560,584,446,149,31,3394,0,6,20,10,16,15,6,0,0,78,14,13,8,5,0,0,0,0,0,49,14,19,30,13,23,18,10,0,0,131,66,276,795,569,576,602,461,148,31,3527,202,86,51,47,59,135,282,368,155,1403,19,27,46,31,35,46,44,38,29,312,293,396,893,651,675,781,787,560,212,5243,0,129,587,313,313,239,92,11,0,1684,71,171,194,159,217,206,186,42,0,1244,14,34,33,28,18,29,17,12,0,185,0,6,6,3,5,11,5,3,0,40,90,334,827,506,549,484,292,73,0,3150,0,3,12,9,16,8,0,0,0,56,16,13,8,3,11,11,6,0,0,70,16,19,21,19,28,19,5,0,0,123
POA3143,3,79,629,489,390,229,90,8,0,1922,21,92,123,59,59,64,76,27,3,531,8,17,27,8,6,5,4,4,0,78,0,7,13,3,3,5,3,6,0,34,33,196,794,564,451,296,178,42,3,2564,4,4,16,12,13,10,0,0,0,58,15,12,7,8,6,4,5,0,0,47,14,16,23,16,14,10,4,0,0,105,49,219,816,579,469,307,175,45,3,2663,98,46,48,32,47,61,213,219,69,840,4,13,29,25,24,14,20,20,11,163,152,276,884,635,539,380,413,286,86,3661,0,103,679,369,277,156,34,0,0,1628,56,169,205,171,169,155,102,25,0,1054,6,28,42,39,13,11,10,6,0,155,0,5,5,4,0,6,0,0,0,23,63,304,933,585,468,327,150,28,0,2853,0,5,14,19,10,6,3,0,0,53,9,17,10,12,11,5,5,0,0,63,9,18,19,32,16,11,8,0,0,115
POA3144,3,77,434,438,520,390,111,30,0,2002,76,136,91,46,67,80,108,47,4,653,30,21,3,12,7,9,11,0,0,101,5,0,3,8,8,8,0,0,0,28,115,238,534,501,602,485,229,77,9,2795,0,5,14,11,8,14,3,0,0,60,22,15,4,4,7,6,4,0,0,59,22,22,18,16,19,18,6,0,0,122,134,267,550,516,615,505,231,77,9,2909,204,54,38,36,42,92,224,315,140,1147,18,9,25,23,29,20,14,19,18,164,348,324,614,577,684,618,471,407,171,4218,3,72,424,305,330,203,62,11,0,1409,93,155,136,192,241,234,126,24,3,1203,22,23,32,26,8,11,11,7,0,147,0,5,5,6,4,3,5,0,0,33,116,264,600,528,589,450,194,36,3,2789,0,3,12,6,7,9,0,0,0,34,23,12,3,11,7,10,3,0,0,74,21,19,16,20,9,23,3,0,0,108
POA3145,14,235,1083,1099,1195,729,182,18,3,4563,202,380,314,169,139,192,165,46,7,1604,34,56,45,27,35,22,11,0,0,232,4,9,26,16,15,9,0,0,0,74,258,678,1461,1309,1379,951,360,65,9,6472,9,32,65,26,33,37,7,0,0,194,61,46,24,7,10,15,4,0,0,165,64,77,97,28,41,46,8,0,0,362,326,753,1557,1342,1416,1002,370,62,9,6843,401,207,155,77,109,227,566,471,222,2429,9,32,110,51,36,37,34,30,19,355,740,988,1826,1467,1562,1255,963,570,247,9621,12,218,889,627,746,436,83,4,0,3008,275,422,426,476,553,437,177,21,0,2786,51,73,91,70,34,29,15,3,0,363,0,4,13,7,12,4,0,0,0,54,332,720,1416,1185,1343,908,282,23,0,6206,0,16,45,24,19,13,4,0,0,119,44,61,23,18,30,18,0,0,0,194,46,75,60,39,49,37,4,0,0,310
POA3146,16,236,1113,1267,1362,900,207,10,0,5103,234,385,239,150,191,243,191,56,0,1681,37,49,31,32,27,23,7,3,0,212,3,12,6,13,12,6,0,0,0,59,287,673,1388,1457,1592,1169,403,68,3,7054,0,25,45,20,56,27,5,0,0,175,63,36,17,8,6,9,0,5,0,136,60,60,55,30,60,35,9,5,0,312,351,732,1446,1489,1654,1209,411,71,3,7366,501,143,81,78,127,278,652,530,182,2569,14,27,63,45,46,35,31,26,6,282,866,896,1594,1613,1825,1520,1088,627,192,10221,7,226,934,790,928,549,80,6,0,3516,306,478,339,570,664,526,222,31,6,3142,66,64,104,89,71,45,16,7,0,449,6,6,18,9,19,4,0,0,0,67,385,769,1394,1453,1679,1118,323,41,9,7173,0,15,22,21,21,9,0,0,0,85,75,27,10,22,23,23,6,0,0,189,75,39,33,38,44,33,10,0,0,277
POA3147,17,128,537,723,771,470,83,18,0,2734,108,198,148,117,104,122,100,16,0,922,23,17,28,17,17,19,6,0,0,127,3,0,16,6,0,5,0,0,0,46,148,343,722,868,891,618,192,29,0,3825,3,16,34,17,18,34,0,0,0,123,58,16,14,4,8,12,7,0,0,126,60,32,45,18,30,41,16,4,0,252,212,380,774,888,924,653,206,39,0,4076,274,94,74,81,87,219,374,322,150,1673,6,23,46,31,30,22,23,18,8,206,486,496,898,1000,1037,893,600,376,162,5951,3,98,407,425,514,262,40,0,0,1748,177,185,182,340,363,273,105,11,0,1631,19,23,61,58,21,16,5,0,0,215,3,3,10,3,4,5,0,0,0,30,206,312,664,833,898,555,152,18,0,3630,0,6,14,7,13,13,0,0,0,62,42,16,14,13,17,17,6,0,0,114,42,23,30,22,30,27,5,0,0,179
POA3148,11,108,655,536,343,208,46,0,0,1901,46,136,203,78,64,62,41,7,0,617,9,12,29,14,9,11,5,0,0,91,0,7,22,15,10,3,0,0,0,57,67,262,901,643,423,272,87,10,0,2660,0,15,25,22,3,11,0,0,0,81,14,17,21,9,3,10,0,0,0,72,12,28,45,26,9,21,0,0,0,150,82,293,955,667,432,290,86,10,0,2811,113,69,79,73,85,107,210,168,82,992,5,27,92,38,25,12,15,10,4,230,209,385,1127,773,539,415,315,186,85,4033,4,88,470,327,233,126,23,0,0,1271,48,134,207,229,168,106,33,0,0,926,9,10,50,46,14,10,8,0,0,148,0,0,13,14,3,0,3,0,0,38,62,235,737,608,418,244,66,5,0,2376,0,11,19,15,4,8,6,0,0,57,20,14,17,8,12,4,0,0,0,75,18,27,34,15,17,11,6,0,0,130
