POA_CODE_2021,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
POA3016,629,19,0,645,4,0,0,0,4,4,0,4,8,0,0,7,5,0,0,0,5,0,0,0,5,0,0,7,12,0,0,0,11,4,0,4,11,3,0,14,564,51,4,3,625,12,0,10,640,20,0,660,92,10,4,0,107,5,0,0,111,9,0,119,0,0,0,0,0,0,0,0,0,0,3,4,660,58,9,3,736,11,0,13,755,27,4,791,202,21,5,0,222,3,0,5,232,7,0,238,231,27,5,0,263,0,0,0,269,3,0,269,10,0,0,0,12,0,0,0,12,0,0,14,3,0,0,0,4,0,0,0,4,0,3,6,444,48,11,0,502,8,0,7,512,10,3,527,4,0,0,0,4,3,0,3,7,0,0,13,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,3,0,3,11,0,0,12,452,48,11,0,512,6,0,14,521,12,3,540,43,3,0,0
POA3018,553,13,0,571,4,0,0,0,3,0,0,0,3,0,0,3,7,3,0,0,10,0,0,0,10,0,0,10,6,3,0,0,11,0,0,0,11,0,0,11,486,73,4,5,563,3,0,4,567,13,0,582,92,11,3,0,107,0,0,0,110,11,0,121,0,0,0,0,0,0,0,0,0,0,0,0,582,81,7,3,674,5,0,5,680,25,0,706,127,12,8,0,145,0,0,0,142,7,0,148,98,6,0,0,108,0,0,0,108,3,0,118,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,4,5,0,0,0,5,0,0,5,233,19,4,4,259,0,0,0,263,9,0,275,0,0,0,0,3,0,0,0,3,0,0,4,6,3,0,0,10,0,0,0,10,0,0,10,8,8,0,0,12,0,0,0,12,0,0,13,243,26,4,4,276,0,0,0,273,9,0,287,34,14,0,0
POA3019,160,21,0,184,4,3,0,0,6,0,0,0,6,7,0,14,6,4,5,0,12,0,0,0,12,0,0,12,9,6,5,0,23,0,0,0,24,7,0,25,136,32,14,4,174,3,3,11,183,22,0,204,76,15,3,3,99,3,5,5,106,33,6,138,0,0,0,0,0,0,0,0,0,0,0,0,208,48,15,0,279,9,4,15,289,52,7,350,48,4,4,0,52,0,0,0,54,0,0,58,23,14,0,0,40,4,0,3,41,0,0,44,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,75,17,3,0,96,4,0,4,101,4,0,109,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,4,0,0,0,5,0,0,5,4,0,0,0,11,0,0,0,7,0,0,7,78,17,3,0,105,8,0,3,111,4,0,114,29,15,5,0
POA3020,912,98,4,1011,8,6,0,0,18,8,0,8,25,5,0,29,16,7,0,0,22,0,11,11,30,4,0,40,32,11,0,0,43,12,11,17,59,9,0,68,720,180,20,15,936,25,13,33,970,112,4,1079,332,107,6,18,467,21,3,29,496,131,12,641,7,0,0,4,12,0,0,0,12,3,12,19,1061,296,26,34,1411,46,20,63,1475,243,24,1744,167,36,7,0,211,3,0,3,214,17,0,230,154,55,5,0,216,5,0,9,230,25,0,254,16,3,0,0,16,0,0,0,16,4,0,19,0,0,0,6,0,0,0,0,0,0,0,3,343,97,13,5,448,12,0,16,458,42,0,507,11,7,0,0,16,5,0,13,24,0,0,24,8,0,0,0,8,4,0,5,14,8,0,21,21,6,0,0,23,14,5,15,40,8,0,47,359,101,11,5,475,26,3,27,501,54,0,553,135,58,8,8
POA3021,901,113,9,1026,19,10,0,0,22,8,0,8,34,8,0,37,29,11,3,3,41,8,3,9,55,12,0,69,43,19,3,5,74,13,3,15,88,15,0,107,689,189,26,33,932,44,9,58,991,129,9,1130,417,172,11,32,632,31,9,46,677,266,4,944,7,0,0,7,14,0,0,0,14,3,19,38,1115,365,39,62,1580,76,24,102,1682,398,40,2117,165,30,4,3,203,3,6,8,213,27,0,236,155,56,7,3,215,3,0,5,221,36,0,255,5,4,0,0,13,0,0,0,13,3,0,12,0,0,0,4,5,0,0,0,5,0,0,9,320,83,12,14,432,4,3,13,445,67,3,513,11,3,0,0,16,3,0,3,16,0,0,19,11,4,0,0,26,7,0,10,35,9,0,40,24,16,0,3,42,9,0,11,50,11,0,55,349,97,15,15,469,16,7,24,500,75,3,572,223,82,14,17
POA3022,65,6,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,4,0,0,4,47,13,0,0,60,0,4,3,61,6,0,71,27,9,0,0,39,3,0,3,36,17,0,56,0,0,0,0,0,0,0,0,0,0,0,0,76,16,0,0,93,0,4,9,100,19,0,122,13,5,0,0,10,0,0,0,16,0,0,16,10,4,0,0,12,0,0,0,12,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,25,0,0,0,29,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,3,6,0,0,6,24,0,0,0,27,0,3,3,32,3,0,34,8,4,0,0
POA3023,2486,143,14,2645,24,6,0,7,36,15,0,17,51,6,0,53,58,23,0,3,88,16,0,18,101,10,0,108,79,35,3,7,121,26,6,32,151,7,0,166,2071,365,60,51,2543,75,20,99,2643,150,14,2805,682,236,38,30,986,39,6,47,1036,237,5,1273,11,0,0,10,28,0,0,0,28,0,31,55,2765,601,100,92,3556,118,27,144,3697,386,43,4132,595,73,10,3,688,15,5,23,709,37,0,751,590,119,20,7,730,11,0,12,747,42,0,787,37,5,9,3,55,0,0,0,55,3,0,54,10,0,0,16,27,0,0,0,27,4,3,38,1227,199,39,28,1498,29,12,34,1533,89,6,1625,15,4,0,4,31,14,0,15,41,3,0,47,31,13,0,4,44,8,7,12,60,5,0,59,44,17,0,4,71,24,6,31,101,7,0,109,1273,221,40,32,1572,45,17,65,1638,92,6,1737,364,96,13,22
POA3024,1503,58,3,1564,57,3,0,0,67,3,3,7,73,7,0,76,49,14,0,4,65,4,0,4,62,0,0,67,104,17,0,3,128,8,3,8,135,3,0,140,1354,182,38,23,1604,35,5,40,1643,60,3,1709,479,101,21,17,612,22,9,33,649,87,4,744,3,0,0,20,16,0,0,0,16,0,15,33,1832,288,61,54,2236,57,16,74,2310,150,21,2480,308,39,11,0,359,8,0,6,367,23,0,392,255,45,9,0,312,4,0,9,316,15,0,332,21,3,0,0,30,0,0,0,30,0,0,34,3,0,0,6,6,0,0,0,6,0,0,11,593,88,20,5,701,13,3,18,720,45,0,770,21,7,0,0,29,4,0,4,35,6,0,39,21,3,0,0,29,0,0,0,26,0,0,26,46,9,0,0,62,3,0,3,60,6,0,67,643,100,24,5,765,17,3,21,790,48,0,840,216,38,3,5
POA3025,442,9,0,450,7,0,0,0,6,0,0,0,6,0,0,6,8,0,0,0,13,0,0,0,13,0,5,12,11,5,0,0,21,0,0,0,21,0,5,20,379,57,6,8,452,11,0,11,461,10,5,472,90,46,3,7,147,6,0,10,151,55,0,214,4,0,0,0,5,0,0,0,5,4,0,6,463,103,13,21,598,17,0,13,614,69,9,687,66,7,0,0,72,0,0,0,71,3,0,74,82,15,3,3,97,0,0,0,97,0,0,97,5,3,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,158,20,3,3,184,0,0,0,184,3,0,187,5,0,0,0,5,0,0,0,5,0,0,5,0,3,0,0,4,0,0,0,4,0,0,4,3,3,0,0,8,0,0,0,8,0,0,8,163,23,3,3,187,0,0,0,191,3,0,196,36,33,4,0
POA3026,503,36,0,537,5,0,0,0,9,0,0,0,10,0,0,10,4,0,0,0,4,5,0,5,7,0,0,7,13,3,0,0,14,5,0,5,17,0,0,17,419,68,11,9,500,10,7,14,520,36,0,554,121,33,9,4,159,7,0,7,169,15,6,193,0,0,0,0,3,0,0,0,3,0,4,8,539,98,22,12,672,15,7,23,691,49,12,753,111,5,0,0,117,0,0,0,118,14,0,134,75,21,4,0,102,0,0,0,105,7,0,108,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,193,27,4,0,225,0,3,3,229,22,0,254,5,0,0,0,5,5,0,5,10,0,0,10,0,0,0,0,0,5,0,5,3,0,0,3,5,0,0,0,5,7,0,7,11,0,0,11,200,27,4,0,233,6,3,9,242,22,0,267,66,14,8,0
POA3027,497,12,4,514,8,0,0,0,8,0,0,0,11,0,0,11,11,0,0,0,12,0,0,0,12,4,0,13,21,0,0,0,21,0,0,0,22,4,0,26,443,45,9,8,505,18,0,18,516,16,4,540,113,18,3,7,138,8,0,11,151,23,0,172,5,0,0,0,5,0,0,0,5,0,5,3,559,61,14,14,650,22,0,24,675,37,6,721,103,10,3,5,117,0,0,0,116,7,0,122,78,11,5,0,98,0,0,0,97,0,0,102,5,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,4,0,0,0,4,0,0,4,193,23,10,5,221,0,0,0,226,8,0,237,5,0,0,0,5,0,0,0,5,0,0,5,7,0,0,0,7,0,0,0,7,0,0,7,12,0,0,0,12,0,0,0,12,0,0,12,198,23,10,5,235,0,0,0,242,8,0,247,35,8,0,9
POA3028,793,44,0,839,6,0,0,0,9,4,0,4,15,4,0,14,19,0,3,0,25,0,0,0,25,0,0,25,26,5,3,0,33,4,0,4,41,4,0,41,684,101,21,10,814,15,4,15,828,50,0,883,197,47,12,8,261,13,0,15,279,64,0,350,0,0,0,0,5,0,0,0,5,0,0,3,875,146,33,20,1079,29,3,36,1112,115,3,1229,154,20,7,0,180,7,0,9,189,10,0,199,168,31,4,0,196,0,0,0,196,8,0,204,9,0,0,0,6,0,0,0,6,0,0,9,0,0,0,3,3,0,0,0,3,0,0,3,334,48,7,5,392,7,0,9,400,19,0,418,3,0,0,0,4,6,0,6,9,0,0,9,6,0,0,0,10,0,0,0,10,0,0,10,13,0,0,0,13,6,0,6,15,0,0,15,341,46,12,5,403,10,0,12,418,19,0,436,91,25,5,7
POA3029,5730,264,18,6013,175,35,4,5,217,17,0,21,241,19,0,256,229,65,8,6,305,25,11,31,334,18,0,357,400,97,12,12,522,41,8,54,572,41,0,612,4866,987,133,113,6100,168,44,207,6306,302,21,6628,1882,540,74,90,2590,116,16,134,2720,451,18,3191,39,6,0,60,110,0,0,0,110,6,69,185,6793,1533,204,265,8797,284,61,347,9144,754,108,10008,1114,194,22,12,1336,38,9,48,1380,73,3,1459,895,253,18,6,1177,30,10,37,1215,69,0,1282,59,16,8,0,87,3,0,3,88,5,0,95,20,0,0,26,47,0,0,0,49,11,0,57,2085,469,48,46,2648,68,18,85,2729,158,11,2892,57,21,0,6,92,21,0,21,108,6,0,109,83,13,6,0,103,9,0,15,121,10,0,131,150,33,8,6,192,35,0,36,229,14,0,242,2228,501,56,54,2838,102,18,118,2956,172,11,3134,773,223,32,37
POA3030,5413,198,12,5621,132,23,0,0,152,18,0,17,174,9,0,179,156,29,0,4,188,10,5,14,207,17,0,219,289,50,0,3,348,23,4,33,377,18,0,399,4835,617,115,60,5636,121,37,154,5789,213,13,6021,1528,281,38,38,1882,65,3,68,1953,273,8,2231,18,9,0,36,56,0,0,0,56,0,30,90,6385,904,151,133,7570,186,39,230,7800,488,51,8340,1352,138,19,6,1517,37,9,52,1565,81,0,1650,1076,173,12,11,1271,24,7,29,1298,51,0,1348,64,11,10,4,82,0,0,0,84,10,0,92,10,5,0,13,19,0,0,0,19,0,5,25,2494,321,47,28,2894,56,18,79,2972,143,5,3118,52,18,0,0,65,12,0,12,82,13,0,98,70,21,0,0,89,6,0,5,100,4,3,103,120,37,0,5,159,19,0,18,182,19,3,197,2617,355,47,33,3053,76,18,96,3151,160,12,3315,688,108,18,20
POA3031,461,28,0,490,0,0,0,0,0,0,0,0,0,4,0,0,5,4,0,0,7,0,0,0,8,0,0,6,4,4,0,0,7,0,0,0,10,4,0,11,380,68,4,0,455,12,0,12,469,28,0,500,49,22,0,3,70,0,0,0,75,19,5,100,0,0,0,0,0,3,0,3,3,0,0,4,430,85,4,3,530,15,0,15,540,54,0,596,98,19,0,0,118,3,0,3,119,7,0,124,74,23,0,0,91,6,0,6,96,6,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,32,0,0,210,4,0,4,215,14,0,226,4,0,0,0,4,0,0,0,4,0,0,4,0,3,0,0,3,0,0,7,3,0,0,3,4,3,0,0,6,0,0,7,12,0,0,12,178,38,0,0,214,5,0,5,221,14,0,237,28,10,0,9
POA3032,950,30,0,983,3,0,0,0,4,0,0,0,4,0,0,4,11,4,0,0,18,0,0,0,18,0,0,17,15,4,0,0,23,0,0,0,22,0,0,26,837,92,21,14,963,13,0,13,974,32,0,1007,133,25,11,6,167,9,0,13,181,15,5,200,0,0,0,0,0,0,0,0,0,0,3,0,971,117,32,13,1137,22,0,21,1152,49,7,1211,250,21,7,0,282,6,0,6,287,12,0,296,167,22,0,0,184,7,0,6,195,0,0,196,11,0,4,0,16,0,0,0,16,0,0,16,0,0,0,3,8,0,0,0,8,0,0,8,425,47,9,4,491,9,0,12,502,17,0,514,0,4,0,0,3,0,0,0,3,0,0,3,0,5,0,0,6,0,0,0,10,0,0,10,9,5,0,0,14,0,0,0,9,0,0,9,433,54,9,4,504,9,6,11,516,17,0,530,64,6,0,0
POA3033,565,13,0,579,10,0,0,0,10,0,0,0,10,0,0,10,4,5,0,0,8,0,6,6,6,0,0,10,13,5,0,0,15,0,6,6,17,0,0,17,506,54,7,4,572,3,4,12,580,19,0,601,95,11,9,3,124,0,0,0,120,10,0,130,0,0,0,6,4,0,0,0,4,0,0,4,604,69,16,9,695,4,4,10,706,27,0,734,115,16,0,0,136,0,0,0,141,3,0,145,150,23,0,0,174,4,0,4,178,0,0,178,4,6,0,0,6,0,0,0,6,7,0,14,3,0,0,0,3,0,0,0,3,0,0,3,279,39,3,0,321,8,0,8,323,10,0,335,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,5,0,0,3,4,0,0,0,12,0,0,0,12,0,0,9,285,41,3,0,333,8,0,8,333,15,0,347,51,6,0,0
POA3034,454,16,9,477,0,0,0,0,0,0,0,0,3,0,0,3,7,5,0,0,9,0,0,0,9,0,0,9,4,5,0,0,8,0,0,0,9,0,0,9,394,43,12,7,455,3,3,9,465,16,9,487,58,14,0,8,83,0,6,6,89,10,0,102,0,0,0,3,3,0,0,0,3,0,0,8,453,58,14,17,545,6,4,13,559,31,9,595,95,12,4,0,106,0,0,0,108,4,0,114,100,16,4,0,116,0,0,0,115,5,0,123,4,0,0,0,4,0,0,0,4,0,0,7,0,0,0,0,5,0,0,0,5,0,0,5,201,26,6,0,230,0,0,3,233,8,4,248,5,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,5,0,0,5,203,27,6,0,232,3,0,0,237,8,4,255,37,4,0,7
POA3036,201,7,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,185,20,4,3,211,0,0,0,211,7,0,216,34,4,0,0,40,0,0,0,39,7,0,46,0,0,0,0,0,0,0,0,0,0,0,0,214,22,4,0,244,0,0,0,249,18,0,266,59,8,0,0,64,0,0,0,64,0,0,64,66,11,6,0,80,0,0,0,83,6,0,83,6,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,130,19,6,0,150,0,0,0,152,6,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,130,19,6,0,152,0,0,0,155,4,0,156,15,0,0,0
POA3037,1835,105,15,1952,28,0,0,0,27,4,0,4,35,6,0,34,43,12,0,0,55,7,3,8,63,4,0,65,67,12,0,0,78,12,3,16,92,4,0,103,1634,172,29,40,1867,52,9,62,1931,112,13,2052,477,91,19,14,597,22,0,22,615,99,3,718,0,4,0,5,12,0,0,0,12,0,14,31,2110,262,51,53,2475,74,9,85,2557,213,24,2800,471,49,4,0,536,14,0,12,547,33,0,583,517,94,8,4,623,16,0,16,639,23,0,663,30,6,7,0,39,3,0,3,46,0,0,45,3,0,0,11,26,0,0,0,26,0,0,26,1033,146,17,21,1220,31,0,32,1254,60,6,1324,22,4,0,0,25,0,0,0,29,5,0,34,31,6,0,0,40,4,0,4,46,0,0,46,55,11,0,0,69,4,0,4,72,5,0,73,1088,157,17,21,1289,37,0,39,1327,63,6,1394,248,59,11,5
POA3038,666,30,3,696,11,0,0,0,11,0,0,0,11,0,0,11,15,0,0,0,15,6,0,6,14,0,0,14,23,0,0,0,23,6,0,6,22,0,0,22,585,69,18,9,682,7,0,7,689,30,3,725,189,35,13,11,243,8,5,11,255,28,0,283,0,0,0,3,9,0,0,0,9,0,4,13,777,109,29,22,930,17,5,18,953,61,8,1021,164,9,0,0,180,10,0,9,185,13,0,204,179,19,6,0,208,4,0,4,211,10,0,218,4,3,0,0,10,0,0,0,10,0,0,10,0,0,0,6,7,0,0,0,7,0,3,9,349,40,8,3,403,8,0,12,413,23,3,435,3,0,0,0,3,3,0,3,8,0,0,8,5,0,0,0,9,0,0,0,9,0,0,9,10,0,0,0,18,3,0,3,17,0,0,17,362,40,8,3,414,13,0,18,429,23,3,457,75,20,3,4
POA3039,518,11,3,533,8,0,0,0,8,0,0,0,8,0,0,8,8,0,0,0,8,0,0,0,8,0,0,8,13,0,0,0,12,0,0,0,12,0,0,12,451,52,11,4,523,8,6,9,534,11,3,544,85,7,0,0,93,0,0,0,93,4,0,101,0,0,0,0,0,0,0,0,0,0,0,4,540,56,11,10,614,8,6,9,625,15,4,648,118,10,0,0,129,3,0,7,135,6,0,138,118,12,0,0,137,6,0,3,137,0,0,139,10,7,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,238,29,0,0,275,7,0,12,286,7,0,293,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,244,29,0,0,276,7,0,12,284,7,0,294,36,0,0,0
POA3040,967,20,0,987,8,0,0,0,8,3,0,3,8,0,0,14,11,5,3,0,17,0,0,0,17,0,0,19,16,9,3,0,23,3,0,3,28,0,0,33,865,85,22,13,980,14,3,14,991,17,0,1016,164,24,3,0,188,0,0,0,188,19,0,210,9,0,0,0,11,0,0,0,11,0,8,19,1031,108,21,16,1179,14,0,17,1192,36,15,1240,271,23,5,0,292,6,0,3,300,7,0,302,253,24,4,0,279,0,0,0,281,4,0,287,13,3,0,0,15,0,0,0,15,0,0,15,4,0,0,0,4,0,0,0,4,0,0,4,533,50,7,4,593,4,0,3,601,8,0,611,3,0,0,0,8,3,0,3,4,0,0,4,4,0,0,0,3,0,0,0,3,0,0,3,3,3,0,0,10,3,0,0,10,0,0,10,545,54,7,4,607,8,6,6,614,8,0,621,86,13,0,0
POA3041,567,13,0,576,3,0,0,0,9,0,0,0,10,0,0,10,3,0,0,0,7,0,0,0,6,0,0,6,12,0,0,0,11,0,0,0,18,0,0,18,520,43,5,8,575,3,0,3,582,13,0,596,78,7,3,3,91,0,0,0,93,4,0,96,0,0,0,0,0,0,0,0,0,0,4,6,597,54,11,14,668,3,0,6,677,13,4,698,151,17,0,0,161,0,0,0,161,7,0,170,184,17,4,3,212,3,0,3,214,3,0,219,3,5,0,0,10,0,0,0,10,0,0,10,7,0,0,0,6,0,0,0,6,0,0,8,345,36,5,4,389,3,0,3,392,15,0,410,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,0,7,3,0,0,0,3,0,0,5,4,0,0,4,347,36,5,4,394,4,0,3,400,15,0,416,46,7,0,0
POA3042,641,16,0,659,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,8,0,0,0,13,0,0,13,9,6,0,0,13,0,0,0,13,0,0,9,565,64,14,4,643,8,0,11,656,13,3,669,108,12,4,0,121,4,0,4,124,12,0,138,0,0,0,0,6,0,0,0,6,0,6,8,673,72,21,5,769,12,0,12,783,33,5,819,131,16,4,0,151,0,0,5,152,11,0,165,146,20,0,0,167,0,0,0,169,4,0,174,7,0,0,0,13,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,281,38,6,0,329,0,0,8,334,12,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,3,0,4,0,0,4,0,0,0,4,0,0,10,284,39,6,0,335,0,0,8,339,14,0,354,45,10,6,3
