POA_CODE_2021,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_19,F_AgriForestFish_20_29,F_AgriForestFish_30_34,F_AgriForestFish_35_39,F_AgriForestFish_40_44,F_AgriForestFish_45_49,F_AgriForestFish_50_over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_19,F_Min_20_29,F_Min_30_34,F_Min_35_39,F_Min_40_44,F_Min_45_49,F_Min_50_over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_19,F_Mnfg_20_29,F_Mnfg_30_34,F_Mnfg_35_39,F_Mnfg_40_44,F_Mnfg_45_49,F_Mnfg_50_over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_19,F_EGW_WS_20_29,F_EGW_WS_30_34,F_EGW_WS_35_39,F_EGW_WS_40_44,F_EGW_WS_45_49,F_EGW_WS_50_over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_19,F_Cnstn_20_29,F_Cnstn_30_34,F_Cnstn_35_39,F_Cnstn_40_44,F_Cnstn_45_49,F_Cnstn_50_over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_19,F_WTrade_20_29,F_WTrade_30_34,F_WTrade_35_39,F_WTrade_40_44,F_WTrade_45_49,F_WTrade_50_over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_19,F_RTrade_20_29,F_RTrade_30_34,F_RTrade_35_39,F_RTrade_40_44,F_RTrade_45_49,F_RTrade_50_over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_19,F_AccomFoodS_20_29,F_AccomFoodS_30_34,F_AccomFoodS_35_39,F_AccomFoodS_40_44,F_AccomFoodS_45_49,F_AccomFoodS_50_over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_19,F_TransPostWhse_20_29,F_TransPostWhse_30_34,F_TransPostWhse_35_39,F_TransPostWhse_40_44,F_TransPostWhse_45_49,F_TransPostWhse_50_over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_19,F_InfoMedTelecom_20_29,F_InfoMedTelecom_30_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40_44,F_InfoMedTelecom_45_49,F_InfoMedTelecom_50_over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_19,F_FinInsurS_20_29,F_FinInsurS_30_34,F_FinInsurS_35_39,F_FinInsurS_40_44,F_FinInsurS_45_49,F_FinInsurS_50_over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_19,F_RentHirREserv_20_29,F_RentHirREserv_30_34,F_RentHirREserv_35_39,F_RentHirREserv_40_44,F_RentHirREserv_45_49,F_RentHirREserv_50_over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_19,F_ProScieTechServ_20_29,F_ProScieTechServ_30_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40_44,F_ProScieTechServ_45_49,F_ProScieTechServ_50_over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_19,F_AdminSupServ_20_29,F_AdminSupServ_30_34,F_AdminSupServ_35_39,F_AdminSupServ_40_44,F_AdminSupServ_45_49,F_AdminSupServ_50_over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_19,F_PubAdmiSafety_20_29,F_PubAdmiSafety_30_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40_44,F_PubAdmiSafety_45_49,F_PubAdmiSafety_50_over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_19,F_EducTrain_20_29,F_EducTrain_30_34,F_EducTrain_35_39,F_EducTrain_40_44,F_EducTrain_45_49,F_EducTrain_50_over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_19,F_HealthCareSocA_20_29,F_HealthCareSocA_30_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40_44,F_HealthCareSocA_45_49,F_HealthCareSocA_50_over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_19,F_ArtRecServ_20_29,F_ArtRecServ_30_34,F_ArtRecServ_35_39,F_ArtRecServ_40_44,F_ArtRecServ_45_49,F_ArtRecServ_50_over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_19,F_OthServ_20_29,F_OthServ_30_34,F_OthServ_35_39,F_OthServ_40_44,F_OthServ_45_49,F_OthServ_50_over,F_OthServ_hours_NS,F_OthServ_Tot
POA3805,509,1435,1116,792,4016,4282,1120,1772,314,15348,3,3,10,6,16,13,4,3,0,65,0,0,0,0,3,0,0,0,0,9,27,89,102,92,331,225,44,39,8,954,0,9,9,3,33,24,5,7,0,99,19,68,58,37,102,78,20,17,8,404,14,28,47,32,170,76,24,10,0,413,121,565,363,141,326,134,35,48,16,1753,83,392,160,59,76,38,13,21,4,845,15,44,50,29,105,63,19,9,0,341,13,26,13,4,41,17,8,0,0,126,27,23,66,33,124,136,18,20,8,450,9,20,22,7,48,41,6,14,4,172,28,81,90,50,175,135,22,41,0,619,30,113,87,39,121,48,17,11,9,477,34,57,87,65,179,120,15,22,8,592,64,258,229,185,354,199,78,110,11,1499,172,477,621,499,705,376,67,111,30,3056,40,55,31,21,26,7,0,4,0,181,55,123,83,32,88,61,7,7,0,462
POA3806,423,1257,839,622,3158,3895,1095,1982,209,13474,4,9,10,8,13,11,0,4,0,60,0,0,0,0,0,4,0,6,0,7,21,75,80,41,212,145,35,36,7,647,3,7,4,4,33,25,3,4,0,91,24,71,70,40,103,85,21,27,4,450,11,38,39,32,120,76,17,17,0,354,114,473,270,125,218,131,32,52,14,1423,56,418,110,46,59,26,8,21,8,750,4,35,37,25,52,50,9,11,0,230,10,9,14,13,32,32,4,8,0,125,25,21,45,41,147,143,30,32,3,479,8,24,14,13,61,51,10,14,0,196,32,114,119,92,198,192,35,54,7,838,25,86,67,21,70,33,4,22,0,324,34,56,93,63,186,127,31,31,6,627,83,292,272,210,387,242,83,196,16,1772,163,461,659,497,595,405,76,105,16,2972,35,60,28,7,29,20,0,12,0,195,45,97,79,43,73,44,9,18,7,405
POA3807,80,230,126,91,441,608,198,400,25,2194,3,4,0,0,3,6,0,0,0,13,0,0,0,0,3,0,0,0,0,3,7,19,13,9,23,23,11,7,0,117,0,0,0,0,3,7,0,4,0,12,4,19,11,10,24,21,3,3,0,99,0,9,9,0,25,17,3,0,0,63,20,83,41,21,31,14,5,6,0,229,18,82,19,0,9,0,0,5,0,139,0,7,11,0,5,8,3,5,0,37,0,0,0,0,0,4,4,0,0,19,5,3,7,8,15,14,3,3,0,58,0,7,8,5,7,10,4,3,0,42,0,21,24,17,23,27,7,8,0,114,3,10,9,3,14,3,0,4,0,51,11,13,11,11,28,30,8,5,0,111,13,55,66,34,62,40,25,39,0,339,17,69,79,69,86,43,17,10,4,404,6,8,8,3,4,0,0,0,0,28,8,26,19,11,8,10,0,0,0,83
POA3808,31,92,59,40,130,228,74,201,16,872,0,3,4,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,7,6,4,13,0,9,4,48,0,0,0,0,0,0,0,0,0,3,3,12,19,4,10,7,0,5,0,58,3,0,3,0,0,9,0,0,0,18,3,29,28,7,15,5,0,4,0,92,7,32,8,4,4,4,0,3,0,53,0,6,3,0,0,0,0,0,0,10,0,6,0,0,3,6,0,0,0,13,4,6,3,3,5,7,0,0,0,20,0,0,4,0,6,7,0,0,0,22,0,6,14,3,10,7,0,9,0,57,0,7,0,0,7,0,0,0,0,14,3,0,6,0,3,5,6,0,0,40,6,23,25,13,20,14,12,14,0,125,7,35,30,25,25,15,0,12,3,144,5,5,5,0,0,0,0,5,0,20,0,5,8,0,6,0,0,0,0,22
POA3809,177,355,296,239,1428,1696,434,706,76,5405,3,8,6,0,9,4,0,0,0,24,0,0,0,0,0,0,0,0,0,4,11,37,29,21,91,52,14,21,0,275,0,0,8,0,9,10,0,3,0,33,8,18,21,20,43,37,14,11,0,160,8,14,14,12,49,43,4,3,0,144,54,142,109,64,115,66,14,22,3,582,31,126,49,15,27,13,8,6,5,265,6,10,11,13,33,28,5,4,3,114,6,7,10,4,11,11,5,0,0,54,13,10,29,13,70,46,7,3,0,189,5,14,12,5,37,16,6,3,0,104,21,42,31,21,70,72,9,21,0,277,11,23,26,17,34,23,0,0,0,141,23,7,31,19,83,59,8,16,0,262,47,90,95,74,198,94,32,66,7,706,82,198,250,219,332,174,32,39,8,1329,6,12,9,6,12,0,3,0,0,60,29,51,40,12,34,9,3,4,0,183
POA3810,461,1069,883,712,3577,3879,1093,1950,266,13887,3,27,18,11,25,30,4,9,0,127,0,0,0,0,0,0,0,0,0,3,28,94,70,58,227,144,36,32,4,701,4,6,3,6,38,18,10,0,0,80,14,90,70,48,126,104,16,17,3,484,11,24,30,12,121,71,17,12,4,300,117,406,302,170,289,164,43,39,11,1540,86,382,151,53,98,37,7,17,10,847,16,40,44,16,75,57,22,21,0,300,4,9,13,7,31,20,5,7,0,95,26,22,44,23,115,93,5,16,0,336,6,28,25,12,65,48,8,10,3,207,23,83,80,52,138,96,23,35,0,532,36,115,92,40,84,55,5,14,10,440,44,56,62,53,162,101,30,42,7,543,92,238,233,157,340,177,93,147,13,1483,205,509,628,546,653,361,71,125,39,3135,37,68,33,19,28,16,7,12,0,220,81,93,94,31,77,40,16,9,6,456
POA3812,24,72,48,26,109,186,54,155,12,675,0,4,9,3,3,0,0,8,0,34,0,0,0,0,0,0,0,0,0,0,0,5,7,4,6,7,0,0,0,31,0,0,0,0,0,0,0,0,0,0,5,9,7,3,0,10,0,6,0,33,0,5,3,6,4,6,0,0,0,21,9,23,13,9,6,3,4,3,0,74,4,17,0,0,0,0,0,4,0,28,0,0,5,0,0,3,0,0,0,9,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,13,0,0,0,6,0,3,0,0,0,12,0,9,5,3,12,11,0,3,0,41,0,11,3,0,4,0,0,0,0,18,4,7,3,6,8,4,0,0,0,29,7,18,20,14,8,11,7,6,0,88,7,15,24,22,23,11,8,0,0,112,3,4,5,0,0,0,0,9,0,17,4,4,8,0,0,0,0,0,0,19
POA3813,17,25,17,16,36,75,25,50,7,263,0,4,0,0,0,3,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,4,0,0,21,0,5,0,0,3,0,0,0,0,7,3,3,6,6,3,0,0,0,0,29,0,4,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,10,0,0,0,0,5,0,0,0,0,8,0,0,0,0,3,6,0,0,0,10,0,9,5,0,13,0,3,6,0,30,0,4,7,3,7,0,0,3,0,25,0,3,0,0,5,0,0,0,0,16,3,3,0,0,4,4,0,0,0,19
POA3814,20,60,41,25,116,184,42,165,16,678,0,6,5,4,6,3,0,6,0,29,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,7,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,9,5,4,9,10,0,4,0,37,0,0,0,4,5,0,0,0,0,17,0,24,18,9,11,6,0,3,0,77,3,19,3,0,0,3,0,0,0,33,0,5,0,4,0,0,5,0,0,20,0,0,0,3,0,0,0,0,0,9,0,0,0,8,5,0,3,0,0,12,0,0,0,0,4,0,0,0,0,5,0,7,5,0,3,7,0,4,0,23,0,10,0,0,3,0,0,0,0,17,3,4,3,7,3,4,0,4,0,27,4,16,10,13,12,10,7,12,0,90,10,22,16,14,17,16,4,0,0,106,8,8,5,3,0,0,0,6,0,25,0,7,3,0,7,3,0,0,0,23
POA3815,41,63,53,29,172,256,80,190,35,906,0,6,7,0,0,0,0,5,0,26,0,3,0,0,0,0,0,0,0,4,0,6,4,4,7,3,0,0,0,30,0,0,0,0,0,3,0,0,0,6,0,11,10,0,4,14,4,3,0,42,5,5,0,0,0,4,0,0,0,19,7,29,18,16,10,7,0,5,5,95,10,33,6,4,3,3,0,0,5,60,0,3,6,0,0,7,4,0,0,22,0,0,0,0,5,0,0,0,0,8,4,0,4,0,5,5,0,3,0,20,0,0,0,0,0,0,0,0,0,10,0,6,14,3,15,5,4,0,0,52,5,8,4,0,8,0,0,0,0,29,3,9,8,5,9,7,0,3,0,45,11,27,22,11,21,12,8,4,0,123,13,40,50,27,30,23,5,11,3,196,6,5,0,3,4,3,0,4,0,20,0,11,3,0,5,3,0,0,3,33
POA3816,32,52,37,38,142,212,56,177,29,772,0,11,9,5,0,12,0,21,0,48,0,0,0,0,0,0,0,0,0,0,4,4,9,4,13,3,0,0,0,35,0,0,0,0,0,0,0,0,0,4,0,7,0,0,6,0,4,0,0,27,0,0,0,0,8,0,0,0,0,15,9,20,13,4,18,12,0,0,4,75,6,18,3,5,0,7,0,0,0,41,0,10,3,0,4,7,0,3,0,20,0,0,0,0,0,0,0,0,0,3,0,3,4,6,4,3,0,0,0,13,0,0,5,0,0,0,0,0,0,5,0,0,0,0,3,0,0,4,0,19,0,9,0,0,0,3,0,0,0,22,4,5,3,5,13,0,3,0,0,36,10,13,14,11,17,6,3,18,0,95,14,28,33,26,20,17,5,4,0,142,0,4,3,0,0,3,0,3,0,14,0,8,3,5,5,7,0,0,0,30
POA3818,149,364,256,241,758,1053,288,777,85,3965,5,47,25,20,15,16,4,23,6,171,0,0,0,0,0,0,0,0,0,7,3,30,24,12,44,22,3,9,3,153,7,0,0,0,8,0,3,0,0,16,3,29,20,8,33,30,5,6,0,137,0,6,13,7,6,15,3,5,0,58,36,142,98,40,66,40,16,13,3,448,18,121,39,7,17,9,0,13,4,229,3,17,12,12,13,10,0,3,0,73,0,4,5,5,8,4,0,0,0,30,13,11,8,4,23,20,6,3,0,79,5,3,0,3,19,11,0,6,0,47,12,25,27,18,36,27,8,11,0,160,10,33,22,7,24,8,0,7,3,113,18,15,23,10,41,36,14,10,3,175,36,102,86,74,110,49,33,62,7,566,78,185,230,162,196,91,26,20,7,1004,10,18,16,9,8,7,0,0,0,64,18,40,33,16,38,15,0,7,4,168
POA3820,188,431,291,256,974,1199,384,890,78,4696,4,17,30,19,48,24,7,9,6,160,0,0,0,0,0,0,0,0,0,10,12,37,25,7,35,22,10,17,0,165,0,3,0,0,4,3,3,0,0,19,5,36,20,12,34,31,4,9,0,161,6,12,6,0,6,9,6,6,0,52,35,174,81,40,72,51,18,20,8,488,38,134,42,29,16,18,0,10,5,291,13,4,12,11,7,9,3,0,0,61,6,9,11,7,11,7,0,4,0,39,6,16,11,4,26,20,7,3,0,101,3,4,0,7,21,19,3,6,0,60,7,31,33,23,59,38,10,17,0,221,18,47,23,18,19,15,0,0,4,140,15,26,42,21,80,63,11,19,0,280,42,130,132,83,130,99,34,109,3,770,99,214,251,239,198,157,28,59,3,1249,5,34,10,9,20,5,0,0,0,75,21,47,40,36,34,15,9,15,0,218
POA3821,53,96,57,44,111,192,47,233,20,837,4,22,16,11,8,11,8,22,0,105,0,0,0,0,0,0,0,0,0,5,0,5,6,5,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,16,8,0,4,4,0,0,0,38,5,3,0,0,0,0,0,0,0,11,0,27,9,4,11,4,4,4,0,71,10,19,9,8,3,0,0,0,0,50,0,4,6,0,0,0,0,0,0,8,0,7,3,0,5,0,0,0,0,10,0,4,0,0,0,7,0,0,0,15,0,0,0,0,0,3,0,0,0,8,0,15,5,5,6,4,4,6,0,42,0,6,0,0,4,3,0,0,0,13,0,3,4,4,6,10,0,0,0,39,8,29,23,10,14,10,3,13,0,114,13,39,39,36,20,20,9,5,0,176,0,7,4,6,0,0,0,0,0,26,0,8,3,4,5,4,0,0,0,23
POA3822,10,20,21,12,53,50,22,66,10,264,0,9,3,0,3,8,3,9,0,33,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,3,6,0,4,0,0,0,19,0,8,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,5,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,4,9,3,8,3,0,0,0,31,3,9,16,12,13,5,0,4,0,72,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,10
POA3823,25,61,33,20,98,109,50,112,5,506,4,5,4,3,3,0,0,13,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,16,9,4,6,9,0,8,0,58,0,17,6,0,4,0,0,0,0,28,0,3,6,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,3,4,5,7,3,0,0,0,22,0,4,0,0,4,0,0,0,0,13,7,3,4,3,16,6,0,0,0,39,6,18,11,5,7,8,5,9,0,63,15,18,30,23,22,12,5,0,3,130,0,4,0,5,4,4,0,0,0,17,3,0,0,0,4,3,0,0,0,16
POA3824,38,104,80,55,250,319,93,287,52,1278,3,13,6,10,8,10,4,21,4,69,0,0,0,0,0,0,0,0,0,7,0,8,7,7,3,6,4,0,0,38,0,3,0,4,0,4,0,4,0,18,0,3,3,6,0,10,0,0,0,30,0,0,3,5,0,0,0,0,0,17,9,62,24,6,17,7,4,4,7,137,3,38,12,7,5,3,0,5,0,70,0,3,0,3,3,0,0,4,0,18,0,0,3,0,5,4,0,0,0,11,3,4,5,0,12,10,0,0,0,29,0,0,0,0,4,4,0,0,0,12,8,10,13,6,10,4,6,5,0,58,0,10,4,3,4,3,0,0,0,34,14,12,17,11,33,9,10,5,0,105,4,26,27,24,27,13,8,22,0,165,34,57,66,45,49,31,5,12,3,300,0,4,6,0,6,5,0,0,0,19,3,6,14,8,7,3,0,3,0,47
POA3825,191,393,291,214,962,1077,309,618,116,4171,3,29,29,9,18,18,0,18,0,130,0,0,0,3,0,0,7,0,0,10,8,14,13,4,27,24,5,4,4,93,3,10,4,0,28,14,0,10,0,62,3,12,23,6,23,13,3,8,0,92,6,7,5,6,6,7,0,0,0,43,28,152,104,62,69,45,5,12,14,499,36,131,49,16,25,21,0,8,3,289,4,14,12,6,9,11,4,0,0,55,0,11,0,0,12,4,3,0,0,32,7,15,19,13,48,18,0,3,0,118,0,7,7,10,23,10,0,0,0,66,8,29,22,17,31,22,9,6,0,136,5,51,18,5,33,13,0,0,3,137,31,50,62,33,91,43,16,23,5,341,23,86,89,72,104,36,25,31,3,473,88,195,256,208,175,107,31,55,12,1122,5,13,4,3,3,0,0,4,0,40,12,43,29,21,27,15,0,4,0,147
POA3831,18,42,36,26,83,109,41,101,16,473,0,7,8,0,7,0,0,9,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,4,16,15,7,3,4,0,0,0,44,6,11,3,4,0,0,0,0,0,26,0,4,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,8,3,3,10,5,3,4,0,3,0,24,0,4,0,0,4,0,0,0,0,9,0,5,5,0,6,4,0,0,0,20,4,9,8,11,11,11,0,10,0,64,4,16,14,5,17,11,9,0,0,82,0,4,0,4,0,0,0,0,0,9,0,9,0,0,7,5,0,0,0,24
POA3832,6,6,4,0,9,13,0,19,0,62,0,0,0,4,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3833,0,3,11,8,13,17,4,19,5,79,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3835,8,9,9,3,17,31,5,38,5,126,0,4,5,0,6,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,4,0,0,0,13,0,11,10,0,0,4,0,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
POA3840,132,350,243,188,727,729,247,436,100,3139,3,15,9,6,7,12,0,0,0,62,0,0,0,0,0,4,0,0,0,5,3,14,7,10,16,9,3,0,0,63,0,12,3,0,16,12,0,4,0,50,4,12,6,4,4,6,0,0,0,52,0,8,4,8,7,9,0,4,0,34,27,114,79,48,79,25,5,10,6,394,25,105,65,18,17,11,0,10,5,258,0,11,16,9,11,8,0,3,0,56,5,7,0,3,17,4,0,4,0,45,0,11,4,0,13,12,0,3,0,49,3,5,5,4,16,4,0,0,0,44,8,19,10,9,20,11,4,6,0,85,10,40,20,10,14,11,0,3,0,118,17,34,46,37,84,41,15,20,5,296,23,57,70,36,69,30,12,26,6,321,47,132,181,117,137,85,20,25,11,751,11,15,4,0,7,0,0,0,0,36,12,21,17,9,22,8,0,4,0,98
POA3842,32,98,57,48,208,240,63,121,22,893,0,10,8,5,5,3,0,0,0,24,0,0,0,0,0,0,4,0,0,3,0,13,0,0,4,0,0,0,5,24,0,0,0,0,7,4,0,0,0,14,0,7,0,3,6,3,0,4,0,17,0,0,0,0,0,0,0,0,0,3,10,29,29,19,20,16,0,0,0,122,7,38,12,5,13,4,3,0,0,93,0,0,0,0,3,0,0,0,0,11,0,0,0,0,3,0,0,0,0,15,6,0,5,0,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,6,7,0,6,3,0,0,0,29,3,11,6,7,7,3,0,0,0,42,8,4,21,12,26,10,5,4,0,86,5,22,13,12,31,11,3,8,0,111,26,40,52,57,43,21,8,18,0,260,3,5,3,0,0,0,0,0,0,11,0,3,6,0,6,0,0,0,0,11
POA3844,327,678,400,339,1649,1866,726,1193,115,7291,4,18,10,14,14,16,0,12,0,88,5,4,0,0,0,6,7,7,0,23,9,29,23,9,43,22,16,5,3,161,6,9,18,9,73,31,12,11,0,167,6,22,23,18,49,59,12,19,0,204,0,12,4,10,13,10,5,3,0,50,59,313,160,90,112,58,17,13,11,830,59,270,101,42,48,32,8,22,9,583,7,18,13,14,11,14,7,0,0,103,7,11,4,6,18,10,0,3,0,60,7,15,24,14,39,28,7,10,0,148,3,10,12,3,25,10,9,0,0,77,13,31,37,18,50,40,14,21,0,226,8,56,30,14,36,21,7,5,7,184,57,83,139,92,238,148,37,41,3,835,58,139,128,106,186,108,56,110,3,880,155,258,449,420,421,282,60,89,15,2142,13,38,9,13,10,3,3,0,0,87,35,71,58,28,35,30,9,9,3,282
POA3847,28,45,18,14,95,112,40,121,13,484,0,5,4,3,5,13,0,17,0,54,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,3,0,19,0,0,0,0,3,5,0,0,0,11,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,0,12,11,8,6,4,0,5,0,49,0,7,4,0,0,3,0,0,0,27,0,3,0,4,3,0,0,7,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,4,4,5,0,0,0,0,15,0,0,4,0,0,0,0,0,0,10,5,0,6,4,16,9,3,8,0,48,4,6,11,0,12,6,6,9,0,45,8,17,18,28,19,15,5,4,0,111,0,3,0,0,0,0,0,0,0,3,0,7,4,3,0,0,0,3,0,16
POA3850,137,328,219,155,696,902,275,568,66,3359,0,15,11,3,10,12,5,4,0,60,0,0,0,4,3,6,5,0,0,21,5,11,14,4,12,13,0,4,0,68,0,0,0,0,9,3,0,6,0,23,0,16,15,7,20,24,4,3,0,86,0,3,0,0,8,5,0,3,0,15,31,158,84,36,61,42,7,13,0,432,25,107,46,12,12,10,3,15,3,232,0,4,9,5,4,3,5,3,3,38,0,5,0,3,3,4,3,0,0,18,4,9,10,0,14,3,0,8,0,42,0,0,3,5,24,3,5,3,0,42,6,26,30,16,29,32,8,12,0,140,3,34,8,9,17,12,0,4,0,84,14,35,24,13,85,80,21,33,3,305,22,94,81,53,83,53,26,47,6,471,74,130,220,193,127,132,27,46,7,954,8,10,4,3,4,4,0,5,0,40,3,42,33,9,24,9,0,6,3,133
