POA_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
POA3016,46,73,7,3,4,0,3,0,0,147,55,104,17,0,12,6,0,7,0,208,174,185,170,10,19,13,19,28,9,637,95,42,142,6,15,11,3,23,0,337,15,4,9,6,4,5,0,4,0,49,24,122,7,15,0,3,4,9,3,186,29,85,0,3,3,3,6,0,4,133,344,275,20,28,84,54,14,20,10,854,73,150,6,37,31,10,7,7,0,318,36,71,8,9,15,6,3,4,3,164,11,6,23,0,6,5,6,3,0,59,0,0,0,0,0,0,0,0,0,0,17,12,0,5,10,3,5,4,0,50,6,15,4,0,3,6,6,4,7,46,913,1141,430,135,205,126,70,113,50,3190,30,63,3,9,17,5,3,0,8,145,14,24,0,0,3,0,0,4,3,50,24,27,4,0,4,6,0,0,0,64,11,42,6,6,10,6,0,0,0,80,9,7,3,4,5,0,0,0,0,29
POA3018,29,53,3,6,5,3,5,3,0,104,39,87,19,6,15,4,4,4,5,170,147,157,241,10,20,8,40,29,5,662,34,32,140,0,10,4,16,32,7,280,9,9,20,0,3,0,6,5,0,57,18,56,3,15,5,4,6,3,4,126,14,53,4,13,3,5,4,4,0,96,183,141,16,26,68,40,15,14,7,513,34,71,12,53,30,7,8,7,7,229,15,46,20,3,5,4,3,3,0,113,8,0,22,6,3,5,12,3,0,61,0,0,0,0,0,0,0,0,0,3,3,15,8,3,8,0,0,0,0,45,11,6,9,3,5,5,0,16,16,65,537,724,514,151,184,91,114,130,64,2517,19,58,17,13,7,3,0,3,0,125,3,32,8,6,7,3,0,0,0,50,15,24,3,0,17,0,3,0,4,66,3,13,0,3,6,0,0,5,0,36,5,12,6,3,3,0,0,0,0,28
POA3019,8,17,7,0,4,0,0,0,4,42,24,70,29,9,21,34,48,29,10,271,31,67,90,10,23,10,48,45,9,332,8,9,31,4,10,0,9,12,0,77,3,5,8,0,0,0,0,3,0,18,8,69,8,8,0,6,3,6,0,110,0,23,0,0,0,0,4,0,0,36,59,79,19,14,67,31,47,24,11,355,5,33,5,38,14,3,11,5,0,118,9,19,9,5,8,9,8,8,0,71,9,0,31,9,6,10,5,12,0,77,0,0,0,0,0,0,0,7,0,9,4,3,0,3,0,0,10,4,4,37,6,5,12,5,4,4,8,7,22,75,165,402,235,114,157,111,212,162,54,1619,14,26,4,5,17,5,0,0,0,84,3,22,3,0,18,5,3,9,0,72,10,16,4,5,9,3,0,7,0,52,0,0,7,0,0,0,0,0,0,20,0,0,0,4,0,0,0,0,0,10
POA3020,23,70,26,9,25,9,21,17,3,199,87,254,118,37,61,55,114,85,24,839,137,249,503,38,86,50,231,158,29,1487,55,31,255,4,21,8,38,57,15,486,3,8,17,9,3,4,9,5,3,57,21,155,25,62,15,9,13,18,4,313,15,141,6,14,8,0,8,14,0,213,212,262,111,69,221,122,207,123,25,1347,53,126,30,110,49,18,39,47,4,479,31,107,43,19,25,25,23,30,5,307,19,4,140,36,22,4,35,56,5,322,0,0,0,0,0,0,3,6,0,10,13,35,23,13,23,6,33,14,4,153,19,9,47,10,18,9,60,35,63,276,681,1443,1344,432,575,340,837,656,177,6484,24,92,31,23,35,23,0,9,5,231,7,49,13,24,43,25,10,26,9,207,13,58,18,12,27,12,14,25,0,167,8,25,18,6,6,12,0,11,0,87,3,7,9,3,8,6,0,4,0,40
POA3021,23,58,19,5,13,9,19,9,12,165,38,184,104,27,51,46,94,59,19,625,112,187,602,43,70,38,275,184,32,1540,41,25,318,3,18,19,64,77,15,566,4,0,21,9,7,0,9,10,0,56,6,145,20,55,10,14,12,13,0,276,5,81,4,17,6,7,16,11,0,151,148,201,129,77,229,89,248,148,28,1295,31,87,33,131,45,21,63,62,8,489,19,36,30,18,20,9,27,18,0,170,37,8,185,38,18,22,64,62,9,432,0,0,0,0,0,0,9,3,0,11,5,11,26,12,15,0,38,19,11,130,11,7,60,15,20,11,59,59,61,311,478,1030,1551,452,518,272,1003,733,193,6228,23,57,26,22,45,23,6,20,4,218,10,44,18,35,43,23,14,37,0,216,6,38,9,13,15,10,12,24,4,135,11,16,16,5,10,3,6,10,0,66,3,4,9,9,4,3,5,6,0,31
POA3022,3,11,0,0,0,0,0,0,0,14,11,21,3,0,4,0,5,4,0,46,4,22,42,0,7,3,21,15,0,112,0,0,34,0,0,0,3,10,0,45,0,0,0,0,0,0,0,3,0,11,0,12,3,4,0,0,0,0,0,20,3,15,0,0,0,0,0,0,0,19,16,15,8,7,9,14,12,6,0,90,3,19,9,13,3,0,7,0,0,62,4,12,6,0,6,0,0,5,0,30,0,0,3,6,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,3,4,0,0,0,0,4,5,20,49,119,106,37,31,24,63,50,9,495,4,3,0,6,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,6,0,0,6,0,3,3,0,5,0,0,0,0,13,0,5,0,0,0,0,4,0,0,8
POA3023,40,100,35,16,26,16,34,13,0,284,179,478,125,39,84,48,88,39,16,1082,312,451,1016,55,161,72,352,222,37,2681,97,38,503,13,41,11,96,100,24,927,10,8,21,4,4,0,16,8,0,78,31,307,35,76,16,13,27,14,7,530,31,172,15,27,4,7,19,20,4,295,448,471,123,110,381,162,234,111,42,2078,87,115,40,188,84,35,76,49,19,692,25,79,27,15,21,24,27,24,0,254,58,11,159,31,23,29,81,42,6,439,0,0,0,4,0,0,3,3,0,14,25,24,32,14,18,9,44,21,3,173,38,19,73,23,26,15,58,39,83,359,1374,2261,2202,617,891,442,1144,713,252,9896,52,150,65,53,62,38,8,16,8,453,47,145,14,27,85,18,0,15,3,352,36,97,32,19,41,19,14,37,9,303,9,36,22,3,14,12,0,3,0,102,7,6,9,9,4,8,3,10,3,53
POA3024,33,57,15,4,13,5,10,8,0,153,157,693,99,22,87,37,55,28,24,1191,151,470,444,37,91,34,185,111,20,1539,34,20,268,5,17,8,58,67,9,481,13,3,27,5,3,0,13,10,0,81,13,93,21,41,13,4,19,22,0,217,7,53,10,10,6,5,11,3,0,109,198,278,69,70,217,66,168,53,24,1143,16,64,23,140,45,20,53,43,9,405,10,31,11,10,10,19,19,18,3,135,30,9,113,23,34,18,76,24,5,335,0,0,3,0,0,3,0,0,0,5,8,23,21,13,13,4,38,13,8,132,9,10,29,9,15,0,47,26,27,184,666,1807,1160,395,562,229,744,414,129,6109,15,74,21,35,24,10,0,6,6,200,31,301,22,41,57,13,13,15,5,492,23,150,22,21,31,12,15,15,4,287,4,15,13,4,13,4,0,5,0,55,3,10,10,9,10,5,3,6,0,57
POA3025,14,22,4,4,3,4,0,0,4,53,28,73,13,3,10,6,8,10,3,149,79,118,195,8,22,21,42,18,13,519,40,22,137,5,11,4,11,12,4,248,7,3,3,0,4,0,0,4,0,26,7,59,10,12,3,0,3,3,0,96,12,51,3,6,3,0,6,4,0,80,115,112,18,8,58,49,28,24,10,425,22,38,7,32,17,8,13,4,0,143,16,32,17,3,13,9,4,6,0,89,13,0,27,3,6,0,5,10,6,66,0,0,0,0,0,0,0,0,0,0,5,0,6,9,3,3,4,8,3,39,10,7,13,0,3,4,8,7,17,70,371,527,465,97,150,103,134,104,53,2004,14,23,5,7,8,0,0,5,0,67,3,21,0,0,6,5,0,0,0,43,11,22,3,0,10,3,4,4,0,55,5,10,3,0,6,0,0,3,0,32,0,4,3,4,4,0,0,0,0,15
POA3026,0,18,5,0,0,0,0,4,4,41,26,67,24,0,12,11,20,10,4,173,35,67,144,6,27,8,63,34,5,388,7,6,48,5,0,3,7,7,6,84,0,3,0,6,0,0,0,0,0,9,3,37,3,10,0,0,3,7,0,57,5,12,0,3,3,0,0,0,0,30,57,73,22,18,59,17,46,19,5,313,7,20,5,21,13,8,14,3,0,97,5,14,9,0,4,3,3,0,0,43,8,0,18,0,7,9,17,12,3,72,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,10,0,0,24,5,3,3,5,5,0,0,6,14,43,168,325,280,76,141,51,199,98,37,1373,4,26,3,7,12,0,0,6,0,62,7,11,3,3,13,6,0,5,0,52,4,15,4,4,11,3,0,4,0,41,0,5,0,5,8,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0
POA3027,10,23,6,3,3,6,5,5,0,58,83,269,23,8,29,28,28,15,8,483,75,157,104,9,22,24,76,27,12,511,11,17,43,3,9,3,8,17,3,104,0,0,0,0,0,0,0,3,0,10,6,50,0,6,4,0,4,9,0,76,0,16,3,3,0,0,5,0,0,22,140,185,21,33,99,41,59,30,6,611,12,39,3,16,19,7,5,0,0,106,6,27,3,3,7,3,3,6,0,61,15,0,40,3,7,10,17,9,0,101,0,0,0,0,0,0,0,0,0,0,4,8,3,3,4,0,9,4,0,38,0,8,6,0,0,7,8,0,19,55,360,782,258,91,197,132,238,133,53,2247,10,31,6,16,19,6,0,7,0,102,25,94,8,13,20,16,9,15,7,200,17,56,6,11,16,0,0,3,0,110,3,14,6,0,4,0,0,0,0,33,0,0,0,0,3,0,0,0,0,8
POA3028,29,62,11,12,12,9,10,7,0,147,60,221,63,15,21,35,43,31,13,503,150,236,587,34,62,33,167,125,28,1413,47,30,294,3,14,3,50,59,3,497,9,4,35,0,3,4,5,6,4,70,18,68,10,39,3,5,12,6,3,160,8,99,7,13,9,5,8,13,0,165,174,217,53,49,112,46,121,46,20,840,35,56,20,93,37,15,18,23,3,304,16,52,24,11,15,18,12,18,5,165,24,4,101,12,10,9,33,27,9,223,0,0,0,0,4,0,0,3,0,7,13,8,15,9,7,0,13,14,9,86,13,4,41,5,5,5,16,14,34,147,588,1054,1257,296,312,188,513,393,122,4716,17,52,15,23,22,3,5,9,0,150,20,88,10,14,29,15,0,17,3,197,16,52,9,8,26,6,4,7,3,133,5,14,13,0,4,12,0,3,0,48,3,5,15,0,11,4,0,9,0,51
POA3029,107,185,64,52,60,37,83,57,9,657,516,1810,348,133,297,185,474,196,88,4044,641,1206,1887,165,371,194,1090,515,114,6179,131,67,855,31,53,32,187,187,37,1572,33,18,52,14,20,11,60,30,7,257,42,431,51,175,31,27,84,45,9,895,45,191,12,40,16,10,66,22,8,417,893,1051,382,305,888,391,1010,343,103,5380,101,216,75,365,127,72,276,105,30,1374,36,81,51,13,40,31,62,35,5,362,141,29,486,110,124,80,607,164,22,1760,0,0,6,0,0,0,10,3,0,26,47,52,106,31,34,26,210,64,16,587,44,37,120,41,35,38,180,84,216,805,2779,5385,4507,1487,2101,1148,4408,1843,668,24324,78,252,110,130,144,68,25,58,14,876,145,640,85,173,263,116,67,102,39,1634,81,353,52,80,133,59,49,53,20,880,14,50,50,12,21,19,10,11,4,204,10,20,23,20,15,9,10,14,3,122
POA3030,123,265,59,24,39,33,43,23,5,624,580,1742,279,64,192,104,168,79,55,3269,888,1455,1801,124,295,141,583,391,71,5746,221,116,1038,32,56,39,153,191,30,1890,57,35,83,7,18,13,50,36,8,318,73,527,48,150,36,8,44,34,13,934,59,298,25,57,30,12,29,18,4,535,1196,1274,278,238,748,428,427,219,79,4880,171,322,72,363,144,67,127,98,21,1383,68,171,67,37,49,41,54,43,3,540,107,38,304,82,50,59,153,84,19,894,3,0,0,0,3,6,5,7,0,30,50,62,72,23,27,23,81,36,10,389,73,49,102,39,29,23,93,60,145,624,3682,6362,4229,1242,1713,1001,2017,1331,464,22046,112,245,101,81,135,54,5,30,11,771,126,630,57,113,171,73,16,38,24,1251,104,374,89,53,80,51,35,46,22,853,35,63,48,18,40,27,7,8,8,246,13,23,32,11,21,9,4,9,3,130
POA3031,37,140,19,4,15,6,5,9,0,236,60,203,32,7,13,10,5,11,0,342,102,283,99,12,31,15,32,25,4,610,34,87,74,9,13,0,10,15,5,245,13,19,16,0,4,0,0,4,0,61,13,200,10,29,0,4,9,7,4,280,16,109,0,10,9,4,14,3,0,175,249,284,25,33,124,43,17,30,9,822,87,293,14,50,48,13,9,20,7,544,49,172,43,31,39,20,4,15,6,381,19,0,48,15,6,9,0,8,0,113,0,0,0,0,0,0,0,0,0,0,20,40,5,9,9,8,3,4,3,95,4,13,10,4,3,4,11,5,9,53,708,1853,395,222,316,144,117,165,49,3969,40,133,12,11,34,8,3,0,6,243,8,46,3,3,7,6,0,0,3,89,15,76,9,8,8,3,5,6,0,129,23,75,8,4,8,3,0,0,0,125,16,14,6,0,9,5,0,4,0,57
POA3032,63,156,13,21,24,14,4,21,0,328,108,296,46,16,48,39,32,21,8,613,217,398,290,39,59,39,78,60,23,1201,98,93,205,8,19,13,15,36,4,492,15,15,24,4,11,3,0,17,3,90,39,321,15,53,18,5,12,13,0,474,43,164,4,23,7,6,8,0,0,256,518,514,55,76,211,111,66,54,23,1621,87,291,15,104,89,21,31,38,3,683,49,171,50,28,38,31,17,21,7,414,35,7,84,23,14,11,9,22,0,208,0,0,0,0,0,0,0,0,0,5,19,35,8,12,9,9,11,9,7,119,18,18,16,9,5,8,20,6,33,125,1321,2478,834,419,546,317,296,311,114,6633,34,168,19,21,51,17,4,9,7,336,31,86,9,3,28,11,3,4,5,186,33,73,11,12,25,14,7,9,0,182,15,68,18,8,19,7,3,4,0,138,6,18,7,9,10,5,0,3,0,65
POA3033,17,34,0,0,11,0,0,0,0,70,40,87,21,8,20,10,9,7,3,199,115,126,241,14,20,17,58,34,12,644,59,14,172,4,8,0,16,27,0,301,5,0,5,0,5,3,3,8,0,29,15,101,12,18,4,5,6,10,0,161,14,77,3,0,3,0,7,3,0,106,152,190,16,14,91,47,35,8,10,570,23,57,13,44,18,5,5,9,0,176,3,17,10,8,11,0,0,5,0,69,13,0,32,0,0,5,8,6,0,65,0,0,0,0,0,0,0,0,0,3,8,4,13,5,4,0,8,4,0,54,12,3,18,0,5,3,11,8,20,71,480,712,561,122,190,104,164,131,56,2518,17,43,9,3,20,8,0,0,0,101,5,28,5,3,17,0,0,0,0,57,10,21,3,3,5,0,3,0,0,51,8,10,8,0,5,6,0,0,4,34,3,3,3,4,0,3,0,0,0,18
POA3034,18,32,5,0,0,8,7,4,0,79,30,75,11,0,8,3,9,11,0,159,83,114,179,6,26,10,35,35,5,484,26,10,118,4,8,3,9,29,5,208,3,5,11,0,0,0,0,3,0,22,9,88,3,11,0,0,0,0,5,121,12,48,4,0,0,0,0,0,0,64,124,141,20,14,64,46,19,9,8,446,20,58,4,30,23,7,3,0,5,146,6,15,4,3,6,6,0,8,0,58,8,3,17,6,0,9,10,4,0,61,0,0,0,0,0,0,0,3,0,5,3,6,5,0,0,0,4,5,0,32,10,0,8,4,4,4,8,3,11,49,352,591,386,91,149,91,106,117,44,1926,10,36,10,0,10,9,0,3,0,82,14,24,0,4,14,0,0,0,4,50,5,6,4,0,9,6,0,0,0,32,3,9,4,0,3,4,0,0,0,26,0,3,0,0,0,0,0,5,0,15
POA3036,9,11,0,0,0,0,0,0,0,31,14,12,3,3,0,0,0,5,3,36,68,42,121,5,10,8,14,19,6,297,33,7,105,0,3,5,4,12,3,176,0,0,5,0,0,0,0,0,0,14,4,28,0,6,4,0,0,4,0,45,4,25,0,0,0,0,0,0,0,41,67,86,4,8,40,25,6,4,4,242,9,34,4,21,10,0,0,3,0,82,0,4,3,0,0,0,0,5,0,22,5,0,7,0,0,5,4,4,0,25,0,0,0,0,0,0,0,0,0,0,5,5,3,4,0,0,0,0,4,21,3,5,5,0,0,0,0,3,3,23,240,266,261,53,75,49,32,53,21,1051,7,18,0,9,9,0,0,0,0,40,3,3,0,3,4,0,0,0,0,11,0,10,0,0,0,0,0,0,0,16,3,6,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,11
POA3037,35,70,17,17,15,21,17,10,3,211,138,319,84,12,62,41,64,27,11,764,305,374,1114,38,147,76,299,225,46,2624,113,33,580,6,33,25,74,135,20,1014,7,4,28,0,4,4,16,10,6,81,23,186,21,57,18,19,20,24,6,372,27,152,8,23,14,4,19,16,4,259,418,359,91,64,276,160,165,84,47,1658,53,87,31,144,67,32,55,41,6,516,23,50,26,18,20,23,17,21,4,194,50,10,108,19,25,30,67,62,9,369,0,0,0,0,0,0,0,0,0,7,18,15,23,17,11,5,39,19,4,151,25,19,66,11,5,17,30,42,51,255,1232,1692,2194,424,697,459,882,702,199,8478,51,96,41,37,63,28,3,4,10,329,29,104,18,18,51,16,9,8,5,255,19,73,31,16,35,17,16,14,3,217,12,18,20,8,14,6,0,3,3,83,0,6,13,4,8,3,3,3,0,43
POA3038,32,43,13,4,12,10,7,12,3,128,58,127,46,14,23,11,12,8,4,310,203,187,633,36,72,44,143,95,11,1433,56,30,296,5,19,8,27,50,14,510,10,0,13,0,0,6,3,3,0,31,16,111,7,31,6,3,9,7,4,198,15,101,4,9,7,0,8,8,0,155,238,239,31,34,174,74,53,32,11,883,44,65,15,62,38,15,14,22,11,286,14,41,6,5,11,7,9,11,0,120,9,3,42,13,8,9,13,10,6,114,0,0,0,0,0,0,3,0,0,3,13,4,12,12,11,5,8,6,3,77,19,5,32,3,6,6,9,13,32,126,728,966,1147,232,387,201,327,280,101,4366,13,48,16,13,26,12,4,8,0,147,15,43,10,3,25,8,0,3,0,100,14,19,7,4,14,3,3,10,0,83,3,15,9,5,8,15,0,0,0,54,0,4,0,0,0,3,0,5,0,17
POA3039,28,106,12,7,10,3,6,8,0,178,51,148,30,0,21,9,4,8,7,288,143,247,169,17,30,9,25,21,9,665,63,55,130,8,10,3,8,14,0,288,5,7,20,0,6,6,0,8,0,56,23,198,8,29,5,3,3,0,0,272,15,114,9,8,3,4,0,4,0,160,290,317,36,32,102,60,18,30,14,904,72,185,12,64,42,11,0,18,6,404,22,100,16,8,20,23,9,13,4,220,21,0,44,6,10,10,3,8,0,107,0,0,0,0,0,0,0,0,0,0,17,23,6,5,14,0,4,0,0,80,10,4,11,0,3,0,3,6,17,62,760,1502,507,195,280,148,91,139,54,3685,24,102,7,15,18,4,0,0,4,179,13,54,5,6,8,5,0,3,0,97,24,60,5,6,9,5,0,9,0,117,15,36,11,3,12,7,0,5,0,80,13,10,0,0,6,5,0,0,0,32
POA3040,39,105,14,10,22,18,4,4,3,222,72,197,33,7,32,18,13,22,5,394,250,299,333,21,52,22,29,57,14,1076,149,55,246,9,17,11,13,36,5,554,18,18,14,3,5,0,6,7,3,82,36,284,18,37,15,10,3,10,4,426,26,129,6,10,7,6,3,8,0,200,532,572,53,56,174,100,42,37,29,1605,95,199,29,65,57,16,8,13,3,492,34,99,14,17,33,16,10,13,7,234,17,3,59,19,10,9,6,21,0,158,0,0,3,0,0,0,0,0,0,4,22,25,10,13,10,3,0,8,3,98,35,15,26,8,6,6,7,9,22,134,1331,2014,866,276,438,255,143,250,100,5674,46,106,16,21,40,9,0,12,4,253,18,61,10,12,12,9,7,6,6,138,19,44,16,8,17,7,0,3,0,120,13,41,9,5,17,11,0,0,0,91,11,14,8,3,8,0,0,0,0,57
POA3041,28,31,7,10,0,5,0,0,3,85,48,82,20,3,15,12,5,5,5,186,130,161,190,12,42,10,26,36,11,613,61,24,143,0,3,0,15,15,0,270,6,5,11,0,0,3,0,9,0,42,16,111,0,20,5,0,5,0,0,163,12,79,3,7,8,3,0,3,0,111,230,217,23,25,97,45,15,20,12,672,37,68,6,42,29,9,3,9,4,204,12,38,4,6,14,4,4,11,4,100,12,6,21,9,0,5,8,12,0,74,0,0,0,0,0,0,0,0,0,0,6,13,5,4,3,0,3,5,0,43,3,5,7,0,4,3,6,8,15,62,609,839,449,133,223,99,94,128,52,2628,18,51,0,9,13,8,3,4,0,109,17,30,0,5,16,0,0,0,0,65,15,26,3,0,13,4,0,0,4,69,6,10,8,0,4,3,0,0,0,41,0,3,9,0,4,4,0,0,0,18
POA3042,23,41,12,7,3,9,3,5,6,91,41,68,20,5,16,12,10,7,6,185,128,143,344,18,33,27,56,42,16,800,79,12,267,4,11,8,25,44,9,455,7,3,21,6,0,0,0,5,0,36,20,74,4,24,0,0,6,6,0,140,16,79,10,11,8,0,4,0,0,132,193,220,24,22,102,63,25,21,4,682,26,60,13,54,20,10,12,12,0,213,18,35,16,5,10,9,8,11,3,115,24,0,38,5,6,8,11,13,4,111,0,0,0,0,0,0,0,0,0,3,4,12,8,7,5,4,9,3,3,54,7,11,24,8,7,0,10,11,23,98,587,760,797,173,227,144,170,189,70,3112,23,37,7,11,11,6,0,6,0,101,10,24,4,0,9,4,0,0,0,44,12,22,4,3,9,4,0,6,0,59,3,10,8,0,3,5,0,0,0,36,5,8,0,0,0,0,3,0,0,20
POA3043,9,24,4,0,7,3,4,4,6,60,38,77,20,6,18,4,11,6,0,181,81,94,356,15,47,21,91,74,11,789,39,8,239,6,8,9,31,42,4,385,3,0,22,0,0,0,4,7,0,42,14,50,0,26,5,0,3,3,0,110,8,64,0,11,0,0,5,0,0,98,141,105,26,20,96,50,36,30,15,513,20,33,15,60,22,10,19,13,0,197,9,35,6,5,13,9,12,7,0,103,12,0,58,6,3,3,19,12,0,118,0,0,0,0,0,0,0,4,0,6,8,4,9,5,11,0,4,8,6,48,8,3,17,3,0,3,14,9,24,87,389,510,771,177,234,116,257,218,67,2733,10,41,11,9,18,13,0,0,0,102,6,11,0,0,11,3,0,0,0,33,5,23,4,0,15,3,3,5,0,62,0,5,3,0,5,0,0,0,0,27,5,0,6,0,0,6,0,0,0,19
