POA_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
POA3000,105,122,219,131,70,65,22,62,12,797,149,161,426,461,163,163,57,206,34,1832,119,95,351,288,149,118,55,150,32,1360,13,10,22,26,18,6,4,30,0,132,21,25,34,49,31,20,11,33,7,231,25,57,32,32,14,16,15,12,4,207,26,42,49,47,20,21,20,56,79,362,2256,8173,2058,2638,2183,1470,464,1530,435,21224
POA3002,35,44,4,6,17,5,0,4,0,111,27,27,12,25,36,14,0,3,3,142,19,19,42,11,23,7,3,10,0,134,0,3,3,0,3,0,0,0,0,8,6,4,3,4,0,5,0,0,3,26,6,9,0,5,6,0,0,0,0,17,7,16,0,5,0,0,0,0,4,32,538,1452,101,131,248,98,15,42,41,2668
POA3003,29,38,27,17,18,9,10,11,6,151,50,46,54,62,32,29,8,24,0,306,36,27,93,44,62,16,19,14,6,315,0,4,0,9,4,0,0,4,0,28,7,9,10,11,4,0,3,0,0,46,6,11,6,3,0,3,0,5,0,47,4,7,6,14,3,6,4,12,7,72,625,1985,359,392,475,205,100,241,73,4449
POA3004,61,86,19,28,36,20,4,12,3,271,87,88,50,52,78,47,10,19,0,438,81,44,141,57,49,41,12,24,13,467,3,4,0,0,12,0,0,0,0,30,16,18,7,13,25,9,4,3,0,103,10,20,4,5,9,3,0,7,5,55,15,31,11,11,11,3,3,10,21,112,1076,2746,384,378,660,326,82,201,106,5969
POA3006,93,131,88,70,55,34,4,40,6,529,157,148,147,177,138,71,34,79,15,966,141,112,215,154,139,76,34,69,17,947,15,3,3,8,11,4,3,6,0,57,23,26,12,18,25,12,3,9,0,128,17,60,21,13,14,6,3,29,3,171,15,28,15,30,18,6,6,32,44,197,2045,5709,965,1178,1529,708,251,770,248,13398
POA3008,66,71,42,26,51,30,4,10,4,308,111,90,100,74,83,49,18,31,3,565,99,57,146,95,80,45,29,35,8,586,5,4,4,3,11,4,0,0,0,44,15,22,14,11,10,13,3,0,4,104,15,38,8,10,10,4,0,6,9,93,11,28,5,8,8,3,0,14,20,99,1302,3809,543,565,857,462,150,323,140,8151
POA3011,62,101,75,72,73,28,23,32,4,465,119,151,110,163,125,71,33,56,8,831,120,109,352,185,149,85,66,93,22,1185,11,7,17,9,15,10,6,13,0,94,22,18,5,16,33,16,6,10,0,123,11,19,9,0,8,5,3,12,0,70,13,23,15,24,12,10,13,17,42,170,1542,4318,904,953,1232,519,304,507,166,10439
POA3012,86,134,74,81,71,34,22,26,5,543,143,192,122,196,153,79,57,72,15,1036,177,113,545,229,206,88,105,147,25,1634,20,4,9,16,28,8,10,19,0,109,27,26,24,35,26,11,22,13,3,190,17,24,14,8,10,4,8,3,6,94,18,33,18,16,26,14,16,22,27,188,1786,4385,1147,1078,1325,561,431,544,168,11430
POA3013,72,91,56,28,55,28,9,6,5,361,112,125,58,87,86,42,18,21,7,552,137,78,322,97,109,64,39,73,18,945,13,8,4,11,9,7,8,5,0,57,16,19,13,19,20,13,5,5,0,113,5,13,0,4,5,0,7,3,4,31,25,24,8,8,16,6,5,3,14,109,1527,3044,624,501,760,329,121,199,104,7213
POA3015,108,98,46,56,52,29,11,13,3,413,178,155,66,97,125,49,15,25,13,726,166,93,463,138,161,75,67,102,20,1279,6,5,11,11,17,7,5,5,0,64,20,23,9,16,40,14,9,11,0,140,15,17,0,0,4,3,5,0,0,47,17,25,0,7,14,9,0,7,17,105,1781,3230,744,614,906,321,160,230,104,8091
POA3016,93,116,35,40,68,19,3,9,4,392,118,116,37,75,107,45,11,21,8,536,156,57,322,77,82,59,34,61,11,860,9,4,0,5,13,7,6,3,5,49,21,6,7,18,30,26,4,10,0,120,7,17,5,0,6,0,0,0,0,42,14,20,4,13,5,5,5,3,9,88,1518,2591,518,440,688,274,88,156,100,6377
POA3018,61,68,40,40,50,8,7,7,0,287,93,106,56,83,92,32,22,13,7,511,133,67,388,103,142,54,78,89,22,1070,0,4,3,6,11,5,3,3,0,39,17,13,13,15,32,7,3,11,5,119,3,5,0,3,5,3,0,0,0,17,12,16,9,8,15,7,4,13,23,99,912,1795,622,463,656,215,140,187,104,5095
POA3019,23,29,29,27,21,4,16,12,5,174,21,36,47,71,31,22,19,24,7,264,26,21,101,86,48,30,54,64,8,434,3,4,0,4,3,4,7,6,0,38,11,3,8,15,10,8,8,8,0,82,0,10,6,4,3,3,4,6,3,38,6,4,7,17,7,12,5,15,29,103,294,831,305,365,391,213,243,239,86,2973
POA3020,63,92,109,95,92,43,53,59,14,619,136,133,225,311,203,90,112,170,30,1411,186,107,759,421,269,134,303,283,44,2504,12,16,24,35,33,24,22,36,0,197,23,13,34,49,48,30,50,45,3,302,13,18,17,19,24,7,13,11,3,122,31,30,39,48,38,21,45,43,66,366,1175,3268,1597,1536,1534,727,976,1025,275,12122
POA3021,67,71,111,120,100,44,88,68,11,681,116,110,275,367,201,130,138,165,33,1530,163,79,923,512,257,146,371,388,77,2902,14,6,29,43,32,20,30,51,5,248,16,20,41,73,44,18,52,55,7,327,13,23,13,10,3,9,16,25,4,114,14,40,38,57,31,30,53,67,98,440,824,2346,1873,1793,1439,725,1176,1237,329,11742
POA3022,0,9,5,7,11,8,4,5,0,45,17,7,18,22,22,5,8,6,0,107,10,8,66,37,25,8,25,31,3,219,5,5,6,3,0,0,0,3,0,17,0,4,0,8,3,0,3,0,0,19,3,0,0,0,0,0,0,0,0,3,3,9,3,4,3,0,3,0,10,30,90,276,124,117,115,51,71,68,12,931
POA3023,159,173,151,164,250,82,92,77,20,1175,300,260,297,530,398,171,169,138,42,2303,335,161,1486,669,486,228,489,422,104,4373,21,12,40,49,60,42,40,48,6,316,35,29,65,99,124,49,55,56,13,537,16,50,20,17,20,10,16,15,0,170,41,57,56,69,66,36,56,49,115,535,2274,5253,2644,2464,2816,1088,1329,1150,452,19474
POA3024,62,99,81,76,84,31,63,40,3,542,136,141,147,389,242,71,132,73,14,1348,192,112,815,465,331,189,336,314,39,2801,15,3,18,27,34,12,27,34,0,161,14,9,22,55,41,18,36,21,5,219,15,20,6,22,17,11,11,13,4,116,15,33,26,35,26,11,29,27,53,258,1104,3355,1436,1665,1533,590,868,694,239,11485
POA3025,29,43,22,17,46,13,10,12,0,201,80,57,66,69,80,28,22,22,7,432,96,43,356,71,90,59,68,63,27,870,9,3,4,10,10,10,3,8,0,52,20,4,12,15,17,3,9,4,0,78,7,12,0,6,7,7,0,0,0,39,7,8,6,10,15,5,9,7,10,75,642,1261,549,324,535,215,159,167,89,3926
POA3026,18,31,16,28,27,10,22,10,0,167,28,35,40,60,59,24,35,26,8,317,39,26,179,75,66,20,68,61,14,545,8,0,0,4,10,0,15,9,0,39,5,11,6,11,14,5,9,7,0,64,0,3,0,0,7,4,0,0,0,19,4,9,7,11,7,3,15,13,19,91,291,732,329,301,428,122,238,176,65,2679
POA3027,26,22,32,16,27,10,25,9,8,166,51,41,45,69,55,23,47,24,9,364,36,21,117,54,56,36,67,46,17,442,3,0,0,5,4,8,8,0,0,27,3,5,3,4,5,6,3,5,0,46,8,18,6,0,0,0,0,5,0,35,4,19,5,7,8,10,7,0,19,81,562,1458,333,346,523,259,288,192,104,4058
POA3028,64,85,87,77,86,37,44,28,9,515,143,126,170,289,189,60,62,74,16,1120,180,100,933,321,272,117,257,231,63,2472,8,6,13,18,26,7,17,17,6,121,22,8,22,46,55,18,25,17,6,211,7,19,12,4,12,5,7,9,5,79,12,22,35,30,27,14,16,26,52,239,994,2471,1513,1149,1177,445,596,584,216,9129
POA3029,261,281,342,306,306,134,381,183,26,2221,502,396,801,1364,673,355,940,396,107,5540,506,261,2510,1204,836,435,1186,851,171,7961,18,16,36,64,69,46,98,57,6,419,62,43,83,189,113,65,157,102,19,835,53,98,67,78,55,42,90,55,13,554,53,112,103,147,112,64,180,121,244,1132,4240,10843,5490,5849,5547,2515,5119,2963,1078,43655
POA3030,342,378,307,288,366,159,137,125,42,2143,638,604,504,1014,756,311,324,242,77,4463,818,447,2963,1185,999,507,918,819,171,8831,44,36,34,63,98,65,54,86,13,489,89,68,80,149,182,91,94,82,21,853,71,121,43,46,56,34,30,43,17,463,91,135,74,68,92,66,83,69,175,840,5746,12755,5216,4666,5439,2367,2382,2082,860,41507
POA3031,53,86,32,43,57,27,16,10,7,323,96,105,77,107,94,36,18,24,8,559,80,70,189,124,95,39,35,69,16,719,5,0,4,9,3,4,3,11,0,49,9,14,13,21,11,15,0,14,0,91,8,17,7,3,11,0,0,4,0,54,9,15,3,5,11,8,6,11,17,89,1447,4071,531,637,896,330,140,270,110,8426
POA3032,117,164,72,71,92,45,27,23,9,630,189,197,100,195,186,80,36,48,17,1053,195,123,499,252,190,109,98,122,23,1624,16,8,9,29,22,14,10,13,0,120,31,36,27,38,51,30,11,20,7,248,15,36,5,7,14,9,3,8,3,103,22,43,16,21,21,15,15,20,41,215,2318,5422,1037,1168,1571,686,346,463,220,13225
POA3033,55,73,42,48,64,19,7,13,9,319,89,70,53,83,99,39,22,18,9,480,125,47,436,124,110,63,97,88,22,1103,0,5,3,9,13,3,8,5,0,52,12,15,15,23,35,13,8,8,3,134,4,10,3,0,7,0,0,3,4,38,13,16,12,15,18,9,10,3,23,110,768,1646,664,463,695,259,184,177,86,4941
POA3034,46,38,22,30,51,5,4,6,0,201,63,68,49,67,85,12,13,19,4,380,81,38,292,88,81,41,49,68,13,753,4,0,4,9,21,9,0,11,0,49,5,7,6,15,24,17,7,10,5,100,5,5,3,3,4,0,0,0,0,27,5,18,9,14,17,9,4,4,14,87,558,1253,477,338,555,194,118,155,72,3731
POA3036,26,25,20,9,26,12,4,0,0,125,44,39,8,30,43,12,0,3,3,182,86,28,226,49,60,35,26,37,13,563,3,0,3,4,8,5,4,5,0,27,10,8,3,9,17,7,5,4,0,53,4,4,3,0,4,3,0,0,0,24,15,8,0,0,12,9,0,4,3,48,380,656,281,149,302,105,41,65,32,2024
POA3037,159,155,129,125,208,69,78,53,22,1002,234,227,242,414,393,149,126,117,36,1932,412,184,1704,534,548,308,427,473,99,4688,14,3,19,30,63,46,20,29,4,244,55,36,61,84,138,59,48,46,11,538,24,34,24,11,28,14,12,11,5,165,33,44,37,66,51,33,32,46,59,397,1978,4043,2573,1854,2482,1082,1019,988,357,16385
POA3038,106,109,67,65,109,48,21,21,4,545,138,126,114,164,176,84,40,36,10,902,224,81,921,265,282,110,194,180,37,2293,13,9,9,28,35,20,6,8,0,134,38,16,29,49,61,29,19,26,8,281,14,21,0,8,14,8,12,8,6,85,26,28,33,29,39,22,5,14,47,239,1135,2344,1325,864,1227,469,377,381,167,8287
POA3039,73,114,40,41,79,19,5,15,4,395,110,109,79,98,117,60,10,21,8,604,136,60,326,112,112,65,33,63,9,915,9,6,6,5,13,15,6,8,0,60,14,13,6,15,33,8,6,4,0,106,7,8,0,3,7,0,3,0,3,34,10,18,14,11,8,10,4,12,17,106,1381,3259,628,567,886,351,107,202,104,7488
POA3040,130,152,77,81,105,39,8,36,9,645,191,173,105,165,179,79,21,48,18,968,268,93,554,175,213,101,61,116,27,1614,21,6,10,13,25,13,0,7,0,103,37,31,15,24,52,29,10,6,3,214,13,22,7,5,12,3,0,5,0,65,32,45,22,29,28,19,6,11,34,222,2166,4544,1030,869,1425,580,180,389,197,11370
POA3041,54,75,30,59,72,18,6,17,0,327,110,82,52,81,110,34,13,11,3,491,130,69,341,73,116,51,47,79,20,921,9,3,5,10,13,3,5,0,0,54,21,15,9,22,27,15,3,8,6,125,8,11,0,3,4,0,0,5,0,38,12,15,0,9,11,7,4,9,20,93,994,1857,527,413,739,228,111,173,92,5119
POA3042,73,78,38,47,88,21,11,17,4,386,102,113,63,140,144,43,23,31,6,674,185,66,651,149,169,91,104,113,35,1565,10,8,7,5,20,5,8,8,0,73,27,7,16,27,44,18,6,4,0,142,9,12,0,9,8,0,6,0,0,35,24,18,14,10,16,12,3,12,21,134,998,1923,890,582,809,316,205,250,111,6081
POA3043,54,58,46,57,70,21,21,16,4,356,97,79,73,124,125,46,39,34,16,620,139,57,638,201,204,94,145,151,30,1653,12,7,10,22,23,16,13,12,0,107,15,12,21,32,54,17,4,6,0,157,4,10,6,0,6,7,9,4,3,48,16,13,13,26,18,14,16,15,25,147,673,1337,878,625,771,299,302,294,107,5288
POA3044,123,143,70,69,118,37,31,25,9,629,204,186,161,200,203,79,36,52,20,1144,225,109,816,238,231,103,97,153,39,2013,12,8,13,16,31,9,0,8,0,104,33,23,19,39,55,28,16,20,3,232,11,30,10,9,20,3,5,3,3,94,26,33,19,22,25,13,11,5,52,200,1926,4497,1374,1029,1514,543,311,412,213,11825
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA3046,88,107,99,98,116,58,34,44,4,650,185,179,217,383,237,88,71,125,18,1510,218,131,918,325,253,110,176,224,31,2395,3,5,4,18,33,16,3,14,0,113,35,23,31,57,59,21,17,16,10,266,11,21,13,16,24,5,8,24,0,121,18,33,28,42,37,18,29,36,52,283,1530,4176,1800,1583,1546,637,613,912,235,13033
POA3047,16,30,39,37,29,10,36,22,4,217,43,42,108,146,56,35,55,60,9,554,45,29,300,180,79,48,107,116,33,936,4,0,21,19,7,9,20,15,0,87,6,4,7,24,4,6,14,22,5,91,4,4,15,6,6,0,7,6,3,48,4,12,33,16,5,9,23,24,27,156,273,839,716,705,389,235,462,456,120,4204
POA3048,11,27,20,28,41,18,25,13,3,186,20,32,53,128,58,19,26,35,12,374,49,26,264,164,79,47,87,87,23,824,4,0,9,16,7,3,16,10,4,58,9,0,10,24,15,15,9,14,0,96,6,3,6,9,3,7,3,0,0,36,10,12,11,17,15,5,11,16,23,123,202,696,463,543,368,174,268,258,93,3056
POA3049,37,33,14,28,46,17,9,12,6,210,64,71,45,73,81,31,20,14,3,400,103,41,406,126,126,48,81,89,18,1030,5,5,4,4,12,7,4,7,0,42,8,9,10,11,27,8,10,10,0,95,3,0,4,4,7,0,5,3,0,22,4,14,11,7,9,3,10,5,15,74,390,729,542,350,442,175,163,164,55,3005
POA3051,33,63,38,30,27,17,3,10,3,234,46,84,50,91,50,22,17,36,4,395,44,44,119,86,59,30,25,41,12,470,5,0,0,10,5,3,0,8,0,30,12,9,3,5,14,5,3,5,7,65,6,24,6,0,5,0,0,5,0,41,11,15,5,16,8,8,3,7,12,89,903,3534,446,569,688,279,144,262,103,6932
POA3052,15,15,13,11,10,6,5,0,0,72,20,22,19,21,21,12,0,21,0,142,16,16,64,37,22,7,8,11,0,183,4,3,4,10,3,0,0,4,0,25,0,4,0,3,0,3,0,0,0,22,4,11,0,0,0,0,0,0,0,21,6,6,0,8,3,0,0,7,11,40,339,1404,196,248,290,119,44,106,40,2793
POA3053,30,44,36,35,24,18,8,7,3,208,29,53,73,108,41,36,26,34,10,410,33,40,118,92,38,34,17,52,9,423,6,0,0,15,10,11,3,4,0,49,10,7,6,15,3,6,5,6,4,52,12,18,3,13,3,0,9,6,0,64,14,15,7,17,6,6,4,11,23,92,711,3281,482,726,659,375,162,299,110,6803
POA3054,29,50,25,18,17,9,7,3,0,158,37,43,31,32,26,16,0,10,4,196,40,20,100,54,25,19,8,11,6,280,6,0,3,0,5,0,0,4,0,19,8,3,4,11,4,0,0,0,0,35,9,15,0,0,0,0,0,0,0,30,6,17,0,4,0,4,0,0,9,47,672,2384,254,310,377,174,35,64,73,4360
POA3055,33,94,48,41,49,20,11,17,0,316,87,105,51,99,75,43,11,30,6,515,101,62,293,134,103,48,31,72,6,857,3,6,13,8,9,5,4,0,0,55,9,19,8,12,25,9,3,3,4,95,7,13,7,7,6,4,3,6,0,52,5,17,8,12,13,7,9,12,15,101,1040,3256,636,686,813,298,158,254,94,7235
POA3056,78,151,46,55,59,43,14,23,6,477,117,184,112,160,107,54,14,29,8,795,134,115,395,156,129,56,36,94,16,1133,5,9,11,18,16,13,0,9,0,75,20,21,9,17,27,9,7,10,0,122,11,26,3,4,9,3,0,0,0,63,7,27,15,16,19,5,7,4,24,127,2020,6707,1002,1111,1366,529,158,339,173,13401
POA3057,60,86,36,34,35,20,5,14,3,300,65,104,62,65,69,41,15,18,3,441,62,78,207,81,86,44,16,45,13,624,5,7,3,5,4,0,6,0,0,33,15,26,4,11,17,4,0,0,0,89,8,18,0,7,6,4,0,0,0,46,13,15,3,9,6,4,0,3,12,72,1251,3896,533,552,799,308,85,174,104,7698
POA3058,113,182,100,100,109,75,17,41,6,743,192,254,195,232,200,90,30,53,21,1271,192,137,748,284,210,120,89,151,28,1950,4,10,19,26,22,18,0,9,3,108,27,29,20,31,51,26,17,21,4,234,15,29,12,9,10,13,3,5,0,110,30,29,20,15,30,18,11,22,31,209,2199,6383,1554,1370,1591,705,285,502,207,14800
POA3059,87,87,66,52,92,27,30,19,3,462,126,126,90,170,157,70,46,40,19,841,196,71,688,194,201,113,149,150,44,1803,6,0,3,19,23,14,12,9,0,88,35,17,16,22,56,11,17,16,4,191,14,9,3,0,10,3,4,0,5,57,22,37,14,16,25,21,11,12,34,184,1063,1997,1024,678,954,424,331,313,156,6930
POA3060,20,35,38,31,21,16,16,9,3,191,41,56,67,98,56,41,22,42,3,416,63,33,294,125,67,39,64,77,20,785,3,3,5,8,7,7,0,4,0,45,3,7,3,20,21,10,9,10,3,94,5,3,11,7,8,0,3,3,0,43,10,16,10,13,13,9,16,15,25,126,393,1235,564,532,408,231,277,287,115,4037
POA3061,3,0,0,11,5,6,5,6,0,47,7,8,20,35,28,15,9,11,4,137,13,8,100,32,23,9,21,17,3,231,0,0,3,0,0,0,7,4,0,21,4,0,4,4,5,5,8,8,0,33,0,0,0,3,0,0,4,0,0,14,0,6,4,4,6,7,3,9,0,41,71,134,151,127,122,67,66,70,23,827
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3063,3,0,0,3,6,0,5,0,0,13,3,4,0,6,0,0,0,4,0,14,23,4,22,6,9,0,9,3,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,39,38,23,18,15,14,9,11,3,183
POA3064,244,236,324,332,274,140,311,158,31,2044,441,373,649,1186,659,305,543,347,65,4577,577,270,2601,1313,826,463,900,816,131,7892,24,20,49,84,95,72,74,73,10,508,86,52,83,187,131,80,102,105,15,833,38,60,43,64,47,15,54,32,16,364,58,102,113,112,85,75,110,95,161,909,3096,7490,4880,5220,4106,1889,3129,2416,660,32888
POA3065,41,59,11,22,19,16,3,15,0,170,53,69,28,56,36,22,7,11,4,289,50,38,107,55,35,20,13,28,8,343,6,4,4,7,10,4,0,6,0,39,9,7,5,11,11,0,4,5,0,50,7,16,0,0,0,0,0,0,0,38,5,14,9,11,3,8,0,3,15,63,941,2808,286,354,438,199,56,97,68,5251
POA3066,38,58,13,15,13,13,5,3,0,173,57,97,27,54,49,26,7,15,0,326,50,50,120,71,50,21,14,30,8,422,5,5,6,5,0,0,4,3,0,29,10,15,3,6,9,10,0,6,0,57,4,20,0,4,5,0,3,0,0,34,9,12,4,13,4,7,0,4,15,69,869,2676,296,356,420,203,52,92,70,5035
POA3067,42,63,24,12,23,12,0,7,0,190,73,71,37,58,48,33,6,14,13,353,50,45,150,51,53,36,17,30,7,428,9,4,0,6,3,3,4,5,0,38,14,4,5,9,4,8,0,4,0,52,13,17,7,0,8,3,0,0,0,46,5,10,3,8,6,3,0,3,16,60,971,2615,374,358,514,259,61,127,85,5358
POA3068,47,124,27,29,54,39,7,3,4,326,98,107,42,79,64,32,14,15,8,455,88,71,233,73,65,41,23,39,9,646,5,3,4,17,9,0,0,3,0,58,10,18,10,15,10,5,3,4,0,77,8,25,4,5,0,0,0,4,0,46,10,25,9,8,3,8,0,3,20,87,1886,5459,546,602,883,344,78,133,129,10062
POA3070,91,187,67,59,76,32,6,9,5,524,103,140,98,106,107,68,20,27,13,680,121,93,389,138,99,66,33,64,10,1006,12,18,13,9,10,5,0,6,0,65,15,24,17,22,30,10,7,16,3,138,3,40,5,6,8,8,0,4,3,70,18,27,10,18,24,6,0,10,26,132,2277,6417,909,870,1160,471,147,237,145,12639
POA3071,59,113,50,49,67,39,11,15,5,412,109,137,81,116,125,49,18,30,4,665,125,88,364,147,112,36,51,62,10,997,3,4,8,10,10,9,9,7,0,58,22,22,7,17,19,10,7,7,8,111,11,16,4,4,5,3,4,0,0,48,11,16,12,5,13,3,6,8,28,97,1507,4141,782,768,929,350,156,253,107,8990
POA3072,140,193,102,104,108,53,25,39,7,764,178,244,176,259,215,103,33,79,11,1295,215,147,713,285,221,124,83,166,35,1994,11,7,16,27,27,15,9,17,0,140,23,18,21,49,42,28,12,19,0,225,16,25,15,7,8,9,6,4,8,90,30,35,31,31,38,23,12,25,46,267,2121,5879,1503,1420,1560,728,333,597,235,14369
POA3073,140,232,141,121,162,74,40,69,15,999,247,299,288,407,305,131,88,142,19,1925,299,185,1294,518,385,195,237,352,70,3536,22,12,24,38,53,24,18,20,0,206,44,27,44,60,75,54,36,36,8,375,9,38,25,8,18,8,13,21,9,147,35,49,49,50,65,37,31,52,87,450,2200,6014,2374,2099,2194,952,775,1122,346,18078
POA3074,32,36,53,48,50,17,19,22,5,277,53,48,113,150,72,56,50,60,12,607,93,43,422,200,113,77,139,171,19,1276,5,0,12,23,10,8,12,9,0,79,4,4,12,31,29,18,14,19,0,131,0,5,14,13,9,0,9,10,3,63,17,11,26,25,17,16,20,28,25,177,420,1040,831,746,587,320,405,485,102,4940
POA3075,41,47,36,37,62,25,29,45,6,324,61,61,105,190,125,59,54,69,9,744,89,49,503,225,138,75,143,158,20,1401,3,0,11,23,19,5,13,14,0,84,14,10,17,30,31,26,19,29,0,172,8,12,14,8,9,4,13,7,3,66,8,13,24,23,21,18,28,32,37,195,505,1360,897,815,736,358,413,536,122,5738
POA3076,76,94,122,112,117,47,64,48,7,678,117,142,171,322,220,92,100,72,19,1251,178,74,936,441,276,133,276,288,47,2643,10,8,16,18,29,28,20,28,5,166,30,13,31,55,49,28,23,32,4,263,16,14,16,10,10,6,16,18,0,101,12,37,35,44,37,13,32,41,42,289,929,2314,1617,1483,1298,572,747,760,214,9948
POA3078,47,76,34,29,35,17,3,4,5,251,52,78,44,56,54,32,7,13,3,341,60,40,183,68,55,42,25,34,7,517,3,3,7,10,9,0,0,3,0,33,12,5,7,6,17,15,0,5,4,70,10,21,3,0,6,0,0,0,0,43,9,10,9,3,13,10,0,3,15,64,1076,2857,413,390,559,239,77,111,68,5798
POA3079,69,112,38,36,59,34,9,11,3,366,90,92,61,79,71,37,12,21,10,464,125,55,239,82,86,55,37,50,9,732,5,4,4,5,12,10,4,4,0,46,14,20,14,12,20,13,0,7,3,101,10,36,4,3,0,5,3,4,0,68,11,32,6,7,19,7,3,5,14,101,1480,3544,527,457,808,349,102,161,108,7538
POA3081,25,61,46,37,41,17,14,23,5,270,70,67,60,118,64,29,23,27,4,467,82,43,328,153,82,43,53,86,21,877,9,4,8,17,10,6,5,9,6,69,11,3,13,15,18,11,5,10,0,89,8,13,4,0,0,3,4,4,0,33,9,10,13,13,10,9,11,18,22,123,670,2014,609,601,522,240,196,236,84,5178
POA3082,91,128,85,93,122,43,35,26,10,634,149,125,149,266,221,86,55,68,9,1116,214,105,942,372,259,162,209,233,57,2555,12,11,10,17,39,10,15,16,0,131,33,19,18,56,55,34,19,21,10,262,11,19,5,11,17,14,9,15,0,93,16,35,28,34,37,24,15,24,42,257,1044,2643,1478,1211,1339,599,475,541,177,9506
POA3083,108,132,71,90,105,49,23,46,3,625,170,139,149,272,193,101,58,85,12,1179,220,93,785,334,230,107,144,175,35,2127,16,3,17,20,36,13,14,14,4,135,39,28,19,46,60,19,7,21,3,245,14,27,10,11,14,13,10,9,3,101,20,36,35,33,39,20,13,27,45,265,1401,3413,1416,1272,1347,664,520,627,205,10866
POA3084,98,148,64,65,108,37,9,20,3,547,129,139,87,127,123,61,12,24,4,711,203,106,501,189,175,87,60,118,17,1471,7,9,10,12,24,10,0,12,0,72,22,18,14,19,44,30,4,10,0,171,14,34,8,10,17,7,3,0,4,91,12,34,14,14,29,9,3,8,21,148,1927,4973,945,824,1270,447,173,320,125,10998
POA3085,66,94,43,64,60,15,3,16,3,369,108,91,55,87,111,35,8,18,4,523,127,72,414,139,103,39,39,50,11,998,0,0,10,9,13,12,8,8,0,55,7,20,7,18,19,4,0,6,0,96,0,14,3,8,5,9,0,0,0,44,13,10,6,10,11,5,4,4,13,75,961,2179,676,550,690,227,97,168,76,5613
