POA_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
POA3786,17,9,30,7,0,73,113,121,48,0,37,39,9,9,129,11,126,849,71,1387,0,0,0,0,0,5,0,0,0,0,0,10,48,64,132,135,62,4,38,57,12,16,143,18,158,865,120,1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,5,0,0,3,0,0,12,0,31,3,0,0,0,8,5,0,0,3,0,0,12,0,31,132,117,56,4,33,44,12,16,132,17,141,648,49,1181,0,0,0,0,0,0,0,0,0,0,0,4,40,42,132,118,62,4,38,57,12,16,135,17,140,658,91,1253
POA3787,4,3,11,5,0,34,84,77,25,0,21,41,4,5,79,3,99,543,31,900,3,0,0,0,0,0,0,0,0,0,0,3,22,27,90,81,27,4,21,45,5,11,85,12,107,556,53,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,4,0,3,0,0,9,0,14,0,3,6,0,0,0,4,0,3,0,0,9,0,21,80,69,21,0,21,38,3,7,81,3,96,433,27,769,0,0,0,0,0,0,0,0,0,0,3,4,22,27,87,71,26,0,20,38,3,6,81,8,101,446,50,819
POA3788,26,6,41,16,0,83,157,132,48,0,43,52,7,28,148,15,145,1002,48,1598,0,0,0,0,0,0,0,0,0,0,0,9,82,92,181,139,50,7,51,66,6,36,174,15,187,1025,132,1773,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10,0,3,0,0,7,0,0,6,0,4,15,0,38,10,0,3,0,0,7,0,0,6,0,4,20,0,38,168,111,49,7,44,61,9,35,166,18,165,758,41,1348,4,0,0,0,0,0,0,0,0,0,0,6,60,70,178,111,50,7,47,66,6,36,167,15,169,784,98,1456
POA3789,3,0,9,0,0,18,34,29,9,0,6,14,0,3,23,4,22,154,10,260,0,0,0,0,0,0,0,0,0,0,0,0,14,18,39,26,9,3,9,21,0,5,27,3,25,157,23,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,9,0,0,0,0,0,3,0,0,0,0,0,6,0,9,37,25,12,3,9,20,0,5,23,3,24,114,10,223,0,0,0,0,0,0,0,0,0,0,0,0,7,7,39,25,9,3,9,21,0,5,23,3,22,117,17,239
POA3791,15,4,22,0,0,54,123,111,44,0,43,48,10,18,141,12,88,793,63,1322,0,0,0,0,0,0,0,0,0,0,0,8,33,42,143,117,52,6,49,55,15,23,156,14,113,803,96,1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,8,4,0,0,3,0,0,9,0,25,4,0,4,0,8,4,0,0,3,0,0,12,0,24,133,104,51,6,47,50,12,23,145,10,104,621,51,1154,0,0,0,0,0,0,0,0,0,0,0,0,33,37,140,104,52,6,49,55,14,23,151,14,105,629,87,1208
POA3792,9,5,15,4,0,47,96,95,30,0,34,36,4,6,88,3,64,591,38,972,3,0,0,0,0,0,0,0,0,0,4,3,24,28,116,102,38,5,39,47,11,11,95,14,80,597,60,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,4,0,0,0,3,0,0,13,0,25,5,5,4,0,4,0,0,0,3,0,0,13,0,25,109,75,36,3,37,39,11,11,87,14,72,429,38,806,0,0,0,0,0,0,0,0,0,0,0,0,11,20,116,82,38,5,39,47,11,11,90,14,73,447,51,844
POA3793,45,12,49,20,8,163,292,326,80,0,159,117,21,39,321,16,238,2061,142,3319,0,6,0,0,3,5,0,0,3,0,0,17,139,167,347,350,97,7,188,145,22,56,369,29,294,2106,292,3651,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,5,4,0,14,7,0,3,12,0,11,21,3,63,6,5,4,0,14,7,0,3,12,0,11,24,3,63,333,294,94,11,173,132,19,50,341,25,256,1508,109,2749,3,0,0,0,0,0,0,0,0,0,0,5,119,127,349,301,98,7,185,143,22,56,358,29,268,1537,226,2941
POA3795,14,4,21,12,0,59,96,112,30,0,30,40,8,12,93,14,92,778,72,1211,0,0,0,0,0,0,0,0,0,0,0,6,43,49,115,122,38,4,46,53,6,20,109,14,118,791,115,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,4,0,0,3,0,0,0,0,0,7,0,15,11,4,4,0,0,3,0,0,0,0,3,7,0,21,102,101,30,5,46,45,8,20,94,16,99,590,51,1007,0,0,0,0,0,0,0,0,0,0,0,0,38,40,115,104,38,4,46,51,6,20,94,14,104,603,88,1068
POA3796,165,46,194,66,16,502,682,927,229,4,348,276,64,115,825,52,660,5771,352,9086,14,3,5,0,0,0,0,0,12,0,5,23,156,210,822,1007,273,33,416,353,91,167,998,101,861,5859,533,9799,0,0,0,0,0,0,0,0,0,0,0,9,0,9,29,9,12,0,25,26,7,14,11,4,19,59,0,153,29,9,12,0,22,26,7,14,11,4,19,62,0,163,788,839,256,30,388,322,85,160,908,98,741,4201,279,7506,4,9,3,0,0,0,0,0,6,0,3,24,130,166,818,855,273,33,414,349,92,168,932,101,770,4291,414,7831
POA3797,90,19,121,16,6,302,303,285,88,9,140,114,18,65,319,34,202,1974,115,3147,3,0,0,0,0,3,0,0,0,0,6,23,283,315,413,337,129,46,178,178,29,102,409,55,336,2016,406,3764,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,9,9,0,12,16,3,7,16,3,9,25,0,72,16,9,6,0,12,16,3,7,16,3,9,29,0,77,392,288,115,42,158,160,28,91,373,56,292,1445,108,2757,7,0,0,0,0,3,0,0,0,0,0,21,223,255,413,296,127,46,174,178,29,95,392,57,307,1492,334,3090
POA3799,128,24,149,31,4,390,536,477,164,4,213,184,27,114,612,38,349,2970,182,4941,9,3,0,0,4,0,4,0,3,3,0,34,569,621,691,553,209,34,269,248,53,165,744,68,503,3040,747,5951,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,8,7,0,11,20,3,13,18,5,20,42,7,115,30,12,7,0,11,20,3,13,18,5,20,42,3,117,645,471,198,31,246,219,45,148,689,68,448,2276,129,4346,18,12,3,3,10,7,4,4,14,0,8,33,468,540,689,486,206,34,265,245,53,165,720,68,473,2351,603,5005
POA3802,472,134,691,190,20,1699,1304,1650,392,13,1273,663,135,176,1195,108,1314,14908,676,21546,18,17,3,4,14,7,4,0,8,0,20,124,1026,1207,1870,1906,542,147,1686,989,254,288,1674,244,2028,15218,1723,24455,0,0,0,0,0,0,0,0,0,0,0,9,0,15,37,15,17,5,25,32,9,11,28,3,22,76,8,179,37,14,14,5,25,32,9,11,28,3,25,90,8,190,1816,1577,513,142,1644,949,242,271,1583,233,1838,11583,571,19039,12,11,5,0,5,7,0,6,8,7,14,67,812,918,1867,1604,538,148,1679,986,251,287,1610,243,1870,11738,1387,20150
POA3803,275,69,398,88,22,938,541,645,158,13,598,272,75,92,538,55,505,6902,313,9690,8,8,4,0,12,7,0,3,10,0,9,57,635,727,835,747,234,127,808,447,134,154,816,125,918,7040,970,11355,0,0,0,0,0,0,0,0,0,0,0,5,0,10,23,0,9,3,9,21,3,7,11,3,14,31,0,79,22,0,3,3,8,21,3,7,18,3,14,34,0,93,800,635,220,120,780,415,123,140,768,121,815,5124,264,8447,14,3,4,4,13,4,0,0,13,4,18,38,496,588,835,642,232,127,804,444,127,154,796,125,854,5200,758,9124
POA3804,112,49,248,48,14,516,452,516,189,17,314,214,49,51,394,33,430,5301,287,7587,3,11,0,0,0,0,0,0,4,0,4,44,293,364,613,569,223,117,397,292,74,71,509,84,682,5396,588,8466,0,0,0,0,0,0,0,0,0,0,0,5,0,4,14,7,8,8,10,13,0,0,8,5,9,37,0,82,14,7,6,8,10,13,0,0,8,5,9,43,0,90,591,466,214,83,387,273,69,60,464,72,558,4137,234,6566,6,0,6,32,5,8,0,9,14,11,71,12,231,334,616,476,223,117,394,292,74,71,487,86,638,4189,471,6987
POA3805,882,221,1416,378,68,3250,2756,4219,903,36,2484,1279,295,408,3362,209,3049,37403,1573,52740,18,20,4,0,21,15,6,5,22,0,24,255,2257,2610,3633,4688,1173,246,3137,1765,446,617,4267,430,4486,38035,3897,58600,0,0,0,0,0,3,0,0,0,0,0,38,7,48,100,38,51,14,77,84,18,39,65,23,94,192,9,512,103,40,57,14,74,87,18,39,65,20,97,232,19,565,3497,3875,1092,231,3012,1636,407,564,3971,393,3904,27600,1291,43795,26,21,7,3,33,17,5,7,27,11,21,210,1759,2075,3625,3931,1158,246,3117,1732,429,605,4061,429,4022,28039,3064,46432
POA3806,779,194,913,257,47,2512,2949,3864,1066,62,2000,1454,285,441,3310,218,2926,31962,1445,46730,34,29,15,5,23,19,0,5,21,9,24,224,1734,2064,3734,4231,1337,303,2438,1882,418,641,4112,419,3860,32434,3226,51308,0,0,0,0,0,0,0,0,6,0,5,24,0,34,137,64,65,20,84,132,19,36,106,16,86,238,20,648,138,64,64,16,90,138,19,39,109,16,84,262,20,683,3555,3454,1256,282,2314,1709,381,589,3762,388,3363,23327,1185,38402,40,25,5,4,21,22,3,13,14,10,16,138,1340,1570,3732,3542,1333,303,2418,1868,408,636,3885,415,3471,23725,2544,40653
POA3807,88,20,108,43,11,310,493,614,194,12,279,217,45,63,547,45,429,4723,256,7081,6,3,0,0,0,3,0,0,3,0,3,15,226,267,565,656,222,29,317,273,58,89,642,70,546,4784,491,7655,0,0,0,0,0,0,0,0,0,0,0,5,0,5,27,10,10,4,16,22,3,6,9,5,8,39,4,105,24,10,10,4,16,22,3,6,9,5,8,43,4,106,540,540,215,25,300,254,56,83,585,65,463,3540,200,5866,3,6,0,0,0,0,0,0,0,0,0,17,183,212,565,556,222,29,317,274,58,86,596,68,478,3607,389,6181
POA3808,49,3,50,9,5,132,207,217,91,0,80,88,15,28,185,16,158,1945,81,2833,0,3,0,0,0,0,0,0,3,0,3,19,153,178,239,234,107,41,102,104,19,39,237,19,206,1971,243,3147,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,4,4,0,5,9,0,0,3,4,7,18,0,46,7,4,4,0,5,9,0,0,3,4,7,19,0,50,230,202,98,36,93,95,19,41,225,17,177,1413,71,2313,3,0,0,0,0,0,0,0,0,0,0,11,132,146,234,205,106,41,102,104,19,39,224,19,184,1451,201,2512
POA3809,160,32,252,98,13,626,846,1518,229,5,640,331,67,105,1276,62,972,13212,550,18277,7,16,0,0,8,3,0,0,13,0,6,69,647,755,1003,1629,286,29,740,422,100,155,1452,93,1233,13380,1213,19662,6,0,0,0,0,0,0,0,3,0,4,15,0,23,38,15,15,0,23,29,10,12,20,9,28,72,5,180,44,14,15,0,27,29,10,12,20,9,29,87,8,203,957,1316,262,25,705,378,87,132,1353,88,1041,9149,423,14024,3,3,0,0,6,0,0,0,5,0,0,60,474,544,1003,1330,282,29,738,411,98,145,1381,93,1069,9290,903,14770
POA3810,1046,228,1324,314,77,3082,3195,4930,974,39,2184,1374,314,572,4639,273,3149,33020,1655,49617,41,41,11,0,17,30,9,15,32,9,24,261,2499,2893,4163,5481,1294,273,2726,1904,486,896,5718,508,4498,33595,4235,55588,0,0,0,0,6,0,0,0,4,0,0,27,0,34,186,75,74,9,105,122,27,53,127,28,111,279,18,763,192,75,74,10,111,124,32,53,126,28,113,304,18,795,3904,4346,1193,244,2556,1716,429,818,5211,474,3728,22808,1234,39354,61,39,23,22,30,29,21,17,48,9,36,169,1850,2160,4157,4460,1284,273,2699,1870,478,884,5389,504,3882,23282,3104,42311
POA3812,20,6,32,8,0,90,200,221,54,0,88,78,8,27,188,11,122,1404,87,2190,0,0,0,0,0,0,0,0,0,0,0,9,189,207,235,236,60,6,100,89,16,35,206,15,161,1428,276,2488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,6,6,0,0,4,0,3,7,4,28,3,0,5,0,6,6,0,0,4,0,3,7,3,27,230,196,55,6,96,87,15,35,194,14,141,1070,72,1846,0,0,0,0,0,0,0,0,0,0,0,8,152,159,234,202,60,6,100,89,15,35,194,15,142,1081,229,2032
POA3813,10,3,14,5,0,34,67,70,26,0,24,29,3,17,62,0,46,557,38,832,0,0,0,0,0,0,0,0,0,0,0,14,78,98,74,79,38,6,27,34,3,16,71,4,55,578,116,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,11,0,0,0,0,0,0,0,0,3,0,0,13,0,11,69,71,34,3,28,34,4,15,66,4,49,439,34,725,0,0,0,0,0,0,0,4,0,0,3,0,60,69,74,74,38,6,27,34,3,15,70,4,46,454,97,809
POA3814,33,5,38,6,3,114,166,225,68,3,85,68,20,37,185,16,144,1476,92,2312,3,0,0,0,0,0,0,0,0,0,0,7,169,177,215,248,86,18,95,96,27,51,211,23,185,1491,264,2604,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,3,0,0,0,3,0,4,0,0,0,22,0,49,7,3,0,0,0,3,0,4,0,0,0,23,0,47,195,193,75,13,92,79,29,49,192,23,154,1065,63,1855,10,0,4,0,3,6,0,3,0,0,3,10,145,177,215,200,86,18,95,92,27,53,194,23,158,1102,209,2076
POA3815,42,11,39,19,3,168,264,291,109,9,138,103,20,51,276,16,163,2145,112,3292,3,0,0,0,4,0,0,0,4,0,0,19,201,237,314,310,135,37,164,137,25,59,329,30,202,2189,322,3693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,13,3,14,8,4,3,8,6,7,25,0,73,10,4,13,3,14,8,4,3,8,6,7,32,0,73,300,259,123,36,143,118,23,52,302,23,176,1514,90,2638,8,6,3,4,3,6,0,9,4,5,0,19,150,197,315,270,138,37,154,132,24,62,314,31,185,1562,242,2904
POA3816,72,16,74,13,6,192,262,289,61,3,126,97,19,64,281,20,170,1699,91,2716,0,6,0,0,0,0,0,0,5,0,5,26,290,323,329,323,76,17,154,126,30,91,352,37,248,1735,378,3227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,10,4,4,10,0,12,9,9,7,32,7,70,23,6,10,4,4,10,0,12,9,9,7,30,7,69,303,258,69,13,149,114,24,76,323,26,210,1187,71,2225,3,0,0,0,4,4,0,0,0,0,0,15,211,232,329,267,76,17,154,132,31,91,335,37,219,1226,285,2527
POA3818,487,100,557,101,31,1226,1504,1549,450,16,754,622,126,288,1597,129,1061,9093,607,15190,16,21,8,6,7,7,3,4,14,4,5,71,762,893,1947,1767,626,191,961,895,211,438,2103,234,1620,9269,1399,17313,0,0,0,0,0,0,0,0,3,0,0,14,0,17,88,30,54,12,66,73,13,30,65,24,61,133,11,399,88,30,54,12,66,73,15,30,73,24,64,149,14,418,1826,1423,562,173,875,792,179,387,1892,208,1377,6464,478,12725,27,12,11,9,16,22,9,11,18,5,14,44,579,689,1949,1467,624,191,952,886,207,428,1982,230,1454,6654,1075,13832
POA3820,518,100,661,112,26,1474,1797,1721,602,26,806,752,145,328,1826,136,1302,10638,600,17562,23,10,5,0,9,4,0,5,14,0,18,83,875,1017,2288,1963,755,198,1031,1017,226,505,2356,242,1976,10838,1501,20054,0,0,0,0,0,0,0,0,0,0,0,10,0,13,112,35,57,8,65,96,23,33,71,17,72,164,14,466,112,35,57,8,65,94,23,33,71,17,72,176,14,478,2132,1632,682,182,948,894,197,458,2174,217,1711,7783,466,15075,42,6,10,5,15,20,8,8,9,5,18,48,712,833,2285,1676,749,198,1026,1012,224,501,2257,242,1793,8003,1193,16383
POA3821,25,3,39,19,0,100,279,255,84,3,112,104,19,52,207,22,192,1773,86,2801,0,0,0,0,0,0,0,0,0,0,0,16,220,244,309,270,87,11,122,115,20,63,232,32,228,1807,308,3142,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,4,6,0,5,11,0,5,3,4,9,23,0,63,15,4,6,0,5,11,0,5,3,4,9,28,0,63,293,231,81,8,109,104,22,51,214,27,206,1279,69,2275,0,0,0,0,0,0,0,0,0,0,3,19,179,199,309,234,87,11,121,112,20,63,218,32,218,1327,248,2537
POA3822,11,4,17,8,0,52,66,92,29,0,32,36,10,10,77,3,48,578,20,874,0,0,0,0,0,0,0,0,0,0,0,4,70,75,73,96,39,3,40,37,9,18,89,7,67,593,88,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,22,3,0,0,0,0,0,0,0,0,0,0,9,0,21,70,81,33,3,32,39,9,18,78,7,52,421,19,723,0,0,0,0,0,0,0,0,0,0,0,6,50,64,73,82,41,3,39,42,9,18,81,7,52,435,70,803
POA3823,42,15,50,3,0,114,197,191,72,0,106,96,19,41,180,11,137,1168,49,1895,3,5,0,0,0,3,0,0,0,0,3,14,85,107,247,214,87,9,130,134,24,60,225,31,190,1184,133,2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,3,8,12,0,0,7,4,4,10,0,35,8,4,9,3,8,12,0,0,7,4,4,13,0,39,235,183,80,12,117,115,25,57,202,21,175,857,47,1625,4,3,0,0,0,3,0,0,0,0,0,13,71,86,247,191,87,9,130,130,25,60,208,31,175,882,110,1755
POA3824,89,24,118,31,3,328,477,417,156,3,212,212,37,96,437,40,344,2939,163,4778,4,0,0,0,3,0,0,0,0,6,4,29,285,335,600,474,170,22,262,267,58,127,528,60,466,3005,457,5438,0,0,0,0,0,0,0,0,0,0,0,3,0,5,32,5,11,0,12,14,0,9,11,3,11,53,5,126,32,5,11,0,12,14,0,9,11,3,10,59,8,127,560,385,161,20,241,244,53,119,486,56,392,2137,137,4001,10,0,3,0,3,3,0,0,0,0,0,26,230,272,600,393,170,22,258,262,55,127,500,60,407,2224,368,4403
POA3825,755,161,819,169,41,2103,2043,2006,550,18,1152,877,181,472,1990,156,1321,9818,750,17450,29,18,9,8,15,18,4,7,28,4,17,75,1365,1529,2829,2404,792,202,1578,1291,317,750,2778,323,2160,10068,2155,21078,0,0,0,0,0,0,0,0,0,0,4,14,0,16,154,57,58,10,104,92,29,59,82,21,82,156,17,530,150,59,58,10,105,92,29,59,86,21,85,169,17,544,2616,1998,715,172,1433,1155,274,674,2510,279,1860,7408,612,15783,60,21,16,17,30,32,7,15,48,10,24,77,1080,1295,2831,2074,789,202,1567,1288,312,751,2639,319,1965,7659,1704,17625
POA3831,22,11,37,11,0,103,206,146,67,0,82,90,13,40,168,11,136,1027,55,1727,7,0,0,0,0,4,0,0,0,0,0,9,171,186,254,163,83,9,97,113,20,46,193,22,176,1041,226,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,6,0,10,7,3,3,9,6,9,16,0,54,19,3,6,0,10,7,3,3,9,6,9,16,0,53,234,133,76,12,82,100,15,48,171,21,150,759,40,1455,4,0,0,0,0,4,0,0,3,0,0,12,138,155,254,141,80,9,97,115,20,46,185,22,165,780,185,1661
POA3832,4,0,3,0,0,20,23,13,16,0,12,11,4,7,24,0,19,129,9,225,0,0,0,0,4,0,0,0,3,0,3,0,4,10,29,14,21,0,20,15,4,9,27,0,28,129,13,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,3,4,0,7,29,16,18,0,15,15,4,9,29,0,23,94,9,200,0,0,0,0,0,0,0,0,0,0,0,0,4,4,29,16,21,0,20,15,4,9,29,0,27,96,13,213
POA3833,13,3,6,4,0,28,43,24,14,0,14,21,0,7,27,3,28,146,15,266,0,0,0,0,0,0,0,0,0,0,0,0,41,41,54,26,13,7,19,24,3,11,34,3,35,145,63,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,10,0,3,0,0,0,4,0,0,0,0,0,4,0,10,56,22,12,0,16,26,3,11,35,3,30,117,11,256,0,0,0,0,0,0,0,0,0,0,0,4,38,42,54,22,13,7,19,24,3,11,34,3,32,124,53,303
POA3835,10,4,10,0,0,30,53,41,18,0,19,14,3,10,42,3,20,246,21,416,0,0,0,0,0,0,0,0,0,0,0,5,29,34,58,43,23,0,22,14,7,13,46,4,31,255,51,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,6,0,7,5,0,3,0,0,0,0,0,0,0,3,0,0,15,52,34,21,0,25,18,7,7,45,4,28,182,16,351,0,3,0,0,0,0,0,0,0,0,0,4,23,26,58,34,23,0,22,14,7,13,46,4,31,185,38,392
POA3840,587,122,568,120,127,1724,1634,1566,423,25,896,725,166,393,1674,140,1097,7680,581,13780,32,17,4,0,18,11,4,13,19,7,9,101,1560,1726,2225,1915,575,142,1207,1033,276,617,2283,266,1678,7896,2266,17225,0,0,0,0,0,0,0,0,0,0,0,11,0,18,108,43,39,9,72,82,21,43,86,22,49,116,16,402,108,43,39,9,74,82,21,43,86,22,51,127,16,420,2081,1594,533,132,1112,917,244,551,2066,238,1462,5638,563,12449,35,22,8,0,19,23,5,21,18,11,15,62,1213,1349,2224,1656,575,142,1205,1026,268,611,2167,266,1526,5830,1796,14219
POA3842,151,26,174,29,3,414,495,506,127,8,302,226,39,101,516,39,307,2255,154,4077,3,9,0,0,4,5,0,0,5,0,0,24,391,432,648,614,160,21,371,309,58,154,671,61,478,2311,546,4924,4,0,0,0,0,0,0,0,4,0,0,3,0,10,37,14,7,0,21,25,4,4,27,9,19,43,4,125,40,16,10,5,22,23,5,9,27,8,18,49,5,137,603,509,153,14,346,276,51,145,600,52,414,1605,122,3542,5,0,0,0,4,3,5,4,3,0,5,9,299,319,650,524,156,21,371,304,58,150,632,61,434,1661,416,3993
POA3844,618,165,846,164,112,2107,2667,2885,797,28,1328,1116,236,511,2716,181,1930,16425,1013,27096,45,17,19,9,23,33,4,20,37,10,41,128,1730,1974,3391,3222,1004,202,1710,1499,354,768,3371,356,2818,16718,2855,31179,0,5,0,0,0,0,0,0,0,0,7,17,0,24,164,42,67,16,103,115,15,67,86,32,88,233,28,675,164,46,70,16,103,115,15,67,87,35,97,245,31,709,3142,2648,906,172,1560,1325,324,674,3078,303,2361,12059,810,23039,67,26,23,19,39,48,0,26,46,18,50,88,1455,1693,3380,2720,995,202,1704,1492,344,761,3218,352,2513,12396,2296,25436
POA3847,50,9,60,10,0,159,218,186,59,0,103,100,24,58,199,17,119,1101,86,1867,6,5,0,0,5,3,0,0,9,0,3,10,235,252,283,230,76,7,136,130,40,85,252,32,185,1121,324,2278,0,0,0,0,0,0,0,0,0,0,0,3,0,3,22,3,4,0,9,12,4,4,16,0,12,18,5,65,22,3,4,0,9,12,4,4,16,0,12,18,5,70,256,192,65,8,127,120,38,72,231,26,156,824,63,1616,0,0,0,0,0,3,0,0,0,0,0,8,183,202,278,203,75,7,136,130,40,81,243,32,165,854,253,1887
POA3850,449,121,465,94,27,1299,1353,1415,388,19,661,530,104,314,1478,109,977,7935,507,13250,17,13,3,7,7,7,0,3,13,5,8,70,800,922,1782,1661,522,152,892,777,164,482,1940,229,1458,8098,1341,15472,30,14,10,0,0,0,8,6,27,0,30,292,14,402,133,53,46,9,92,87,16,49,99,25,93,194,22,565,157,70,56,9,97,86,21,49,127,26,125,487,35,961,1573,1332,451,126,772,670,141,419,1688,197,1164,5404,397,10853,42,16,12,12,18,23,3,10,36,3,30,42,673,822,1781,1416,516,152,888,774,163,479,1851,226,1316,5930,1109,12637
