POA_CODE_2021,POL_CL_Oth_SEO,POL_CL_Oth_UOLSE_VWorW,POL_CL_Oth_UOLSE_NWorNAA,POL_CL_Oth_UOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_UOLSE_VWorW,POL_CL_Tot_UOLSE_NWorNAA,POL_CL_Tot_UOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_UOLSE_VWorW,POL_Croatian_UOLSE_NWorNAA,POL_Croatian_UOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_French_SEO,POL_French_UOLSE_VWorW,POL_French_UOLSE_NWorNAA,POL_French_UOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_UOLSE_VWorW,POL_German_UOLSE_NWorNAA,POL_German_UOLSE_Tot,POL_German_NS,POL_German_Tot,POL_Greek_SEO,POL_Greek_UOLSE_VWorW,POL_Greek_UOLSE_NWorNAA,POL_Greek_UOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_UOLSE_VWorW,POL_IAL_Bengali_UOLSE_NWorNAA,POL_IAL_Bengali_UOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Guj_SEO,POL_IAL_Guj_UOLSE_VWorW,POL_IAL_Guj_UOLSE_NWorNAA,POL_IAL_Guj_UOLSE_Tot,POL_IAL_Guj_NS,POL_IAL_Guj_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_UOLSE_VWorW,POL_IAL_Hindi_UOLSE_NWorNAA,POL_IAL_Hindi_UOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Nepali_SEO,POL_IAL_Nepali_UOLSE_VWorW,POL_IAL_Nepali_UOLSE_NWorNAA,POL_IAL_Nepali_UOLSE_Tot,POL_IAL_Nepali_NS,POL_IAL_Nepali_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_UOLSE_VWorW,POL_IAL_Punjabi_UOLSE_NWorNAA,POL_IAL_Punjabi_UOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhal_SEO,POL_IAL_Sinhal_UOLSE_VWorW,POL_IAL_Sinhal_UOLSE_NWorNAA,POL_IAL_Sinhal_UOLSE_Tot,POL_IAL_Sinhal_NS,POL_IAL_Sinhal_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_UOLSE_VWorW,POL_IAL_Urdu_UOLSE_NWorNAA,POL_IAL_Urdu_UOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_UOLSE_VWorW,POL_IAL_Oth_UOLSE_NWorNAA,POL_IAL_Oth_UOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_UOLSE_VWorW,POL_IAL_Tot_UOLSE_NWorNAA,POL_IAL_Tot_UOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_UOLSE_VWorW,POL_Italian_UOLSE_NWorNAA,POL_Italian_UOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japan_SEO,POL_Japan_UOLSE_VWorW,POL_Japan_UOLSE_NWorNAA,POL_Japan_UOLSE_Tot,POL_Japan_NS,POL_Japan_Tot,POL_Khmer_SEO,POL_Khmer_UOLSE_VWorW,POL_Khmer_UOLSE_NWorNAA,POL_Khmer_UOLSE_Tot,POL_Khmer_NS,POL_Khmer_Tot,POL_Korean_SEO,POL_Korean_UOLSE_VWorW,POL_Korean_UOLSE_NWorNAA,POL_Korean_UOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedon_SEO,POL_Macedon_UOLSE_VWorW,POL_Macedon_UOLSE_NWorNAA,POL_Macedon_UOLSE_Tot,POL_Macedon_NS,POL_Macedon_Tot,POL_Malayalam_SEO,POL_Malayalam_UOLSE_VWorW,POL_Malayalam_UOLSE_NWorNAA,POL_Malayalam_UOLSE_Tot,POL_Malayalam_NS,POL_Malayalam_Tot,POL_Persian_ED_SEO,POL_Persian_ED_UOLSE_VWorW,POL_Persian_ED_UOLSE_NWorNAA,POL_Persian_ED_UOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_UOLSE_VWorW,POL_Polish_UOLSE_NWorNAA,POL_Polish_UOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Portuguese_SEO,POL_Portuguese_UOLSE_VWorW,POL_Portuguese_UOLSE_NWorNAA,POL_Portuguese_UOLSE_Tot,POL_Portuguese_NS,POL_Portuguese_Tot,POL_Russian_SEO,POL_Russian_UOLSE_VWorW,POL_Russian_UOLSE_NWorNAA,POL_Russian_UOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_UOLSE_VWorW,POL_Samoan_UOLSE_NWorNAA,POL_Samoan_UOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_UOLSE_VWorW,POL_Serbian_UOLSE_NWorNAA,POL_Serbian_UOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipin_SEO,POL_SAL_Filipin_UOLSE_VWorW,POL_SAL_Filipin_UOLSE_NWorNAA,POL_SAL_Filipin_UOLSE_Tot,POL_SAL_Filipin_NS,POL_SAL_Filipin_Tot,POL_SAL_Indon_SEO,POL_SAL_Indon_UOLSE_VWorW,POL_SAL_Indon_UOLSE_NWorNAA,POL_SAL_Indon_UOLSE_Tot,POL_SAL_Indon_NS,POL_SAL_Indon_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_UOLSE_VWorW,POL_SAL_Tagalog_UOLSE_NWorNAA,POL_SAL_Tagalog_UOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_UOLSE_VWorW,POL_SAL_Oth_UOLSE_NWorNAA,POL_SAL_Oth_UOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_UOLSE_VWorW,POL_SAL_Tot_UOLSE_NWorNAA,POL_SAL_Tot_UOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_UOLSE_VWorW,POL_Spanish_UOLSE_NWorNAA,POL_Spanish_UOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_UOLSE_VWorW
POA3016,..,9,0,9,0,9,..,137,18,156,4,158,..,119,9,129,0,129,..,68,3,67,0,67,..,79,0,79,6,82,..,345,37,375,0,375,..,10,0,10,0,10,..,7,0,7,0,7,..,42,0,41,0,41,..,7,0,7,0,7,..,15,0,19,0,19,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,93,0,93,0,93,..,232,20,253,3,256,..,22,0,26,0,26,..,7,4,16,0,16,..,11,0,9,0,9,..,103,17,114,0,114,..,9,0,9,0,9,..,25,0,25,0,28,..,33,3,36,0,36,..,41,3,48,0,51,..,22,4,28,0,28,..,7,0,7,0,7,..,46,8,54,0,51,..,27,0,27,0,27,..,26,0,26,0,26,..,33,0,33,0,33,..,7,0,7,0,7,..,93,0,93,0,93,..,121,11,134,0,134,..,10
POA3018,..,10,0,10,0,10,..,222,56,280,0,282,..,118,7,130,0,128,..,59,3,66,0,66,..,77,3,85,0,85,..,174,11,194,0,194,..,20,0,15,0,15,..,8,0,8,0,8,..,42,0,42,0,42,..,6,0,6,0,6,..,29,6,34,0,35,..,0,0,0,0,0,..,20,0,22,0,22,..,8,0,8,0,8,..,132,8,134,0,135,..,189,20,211,0,211,..,48,7,58,0,58,..,5,0,5,0,5,..,10,3,15,0,15,..,65,5,74,4,79,..,6,0,8,0,8,..,26,0,28,0,28,..,43,0,43,0,43,..,74,0,78,3,80,..,26,0,27,0,27,..,3,0,3,0,3,..,51,7,57,0,57,..,44,0,44,0,44,..,23,0,22,0,22,..,29,3,29,0,29,..,13,0,13,0,13,..,110,6,117,0,115,..,110,16,127,0,128,..,21
POA3019,..,44,16,60,0,60,..,574,307,885,3,889,..,22,15,39,0,39,..,13,0,16,0,16,..,8,0,8,0,8,..,42,10,48,0,48,..,64,4,66,0,66,..,38,0,35,0,35,..,82,4,84,0,84,..,27,3,33,0,33,..,46,0,50,0,50,..,4,0,4,0,4,..,111,8,119,3,122,..,4,0,4,0,4,..,371,20,396,3,394,..,19,10,26,0,26,..,16,5,20,0,25,..,0,0,8,0,8,..,26,6,30,3,34,..,32,8,39,0,39,..,11,0,11,0,11,..,11,4,13,0,13,..,20,7,28,0,28,..,19,0,19,0,19,..,5,0,5,0,5,..,15,0,15,0,15,..,33,16,49,0,49,..,71,3,79,0,79,..,36,4,37,0,37,..,110,4,114,0,114,..,22,8,31,0,31,..,240,19,261,0,261,..,103,29,138,0,138,..,38
POA3020,..,133,61,194,0,194,..,1472,732,2210,16,2225,..,267,86,352,0,358,..,46,5,51,0,48,..,53,0,55,0,58,..,917,285,1200,10,1210,..,196,20,217,0,215,..,56,0,53,0,58,..,288,22,308,3,313,..,521,16,533,4,537,..,435,47,480,4,483,..,116,5,118,0,123,..,399,24,422,10,432,..,30,3,32,0,32,..,2043,135,2170,27,2195,..,596,161,755,9,766,..,50,0,53,0,53,..,13,3,21,0,21,..,33,8,39,0,39,..,367,158,531,9,535,..,20,7,25,0,25,..,84,48,135,0,135,..,219,54,271,3,270,..,58,10,70,0,70,..,43,7,49,0,53,..,157,18,172,0,173,..,132,31,167,0,167,..,311,15,323,4,325,..,69,13,85,3,85,..,496,16,509,3,515,..,88,6,100,0,100,..,967,44,1011,10,1016,..,498,94,595,7,600,..,214
POA3021,..,188,114,299,0,299,..,1321,815,2139,9,2149,..,663,209,869,6,873,..,51,6,54,0,57,..,94,3,96,0,98,..,741,257,995,5,1000,..,82,8,88,0,88,..,29,0,29,0,29,..,406,26,432,0,436,..,376,31,406,3,410,..,1640,155,1797,18,1817,..,186,23,206,0,209,..,478,56,533,7,540,..,46,0,47,0,47,..,3245,298,3543,33,3576,..,418,72,496,3,495,..,21,0,21,0,23,..,19,3,26,0,26,..,34,6,38,0,38,..,847,414,1260,9,1270,..,90,0,95,0,97,..,50,20,69,0,71,..,207,46,253,4,259,..,45,16,65,0,65,..,34,10,40,0,39,..,545,73,620,4,623,..,449,187,634,0,635,..,571,19,586,8,603,..,36,11,45,0,43,..,757,37,795,4,796,..,84,10,105,0,105,..,1450,75,1536,17,1547,..,503,130,634,7,641,..,200
POA3022,..,11,3,11,0,14,..,56,25,80,0,83,..,27,5,31,0,31,..,3,0,3,0,3,..,11,3,18,0,12,..,33,33,64,0,65,..,12,3,16,0,16,..,4,0,4,0,5,..,22,0,28,0,28,..,9,0,9,0,9,..,50,5,59,0,56,..,15,0,21,0,21,..,12,7,15,0,15,..,6,0,5,0,5,..,133,15,144,4,148,..,36,3,39,0,39,..,8,8,13,0,13,..,0,0,0,0,0,..,8,0,8,0,7,..,16,6,24,0,24,..,0,0,0,0,0,..,12,3,14,0,14,..,49,8,61,0,61,..,3,0,3,0,3,..,12,0,12,0,12,..,25,5,32,0,32,..,16,0,14,0,17,..,8,0,13,0,13,..,3,0,6,0,6,..,30,0,30,0,30,..,0,0,0,0,0,..,46,3,49,0,49,..,21,8,29,0,29,..,15
POA3023,..,327,116,444,0,448,..,1875,731,2609,20,2626,..,539,90,635,5,634,..,71,3,71,0,71,..,51,0,51,0,52,..,692,96,789,6,789,..,208,9,221,0,221,..,152,3,158,0,158,..,1051,57,1111,0,1109,..,143,3,148,3,153,..,1613,121,1733,10,1740,..,505,30,531,3,533,..,900,83,979,9,986,..,184,9,190,5,193,..,4749,315,5064,32,5091,..,697,94,786,4,788,..,68,7,70,0,70,..,35,10,40,0,40,..,97,17,114,0,114,..,1151,192,1340,10,1352,..,262,13,272,3,274,..,163,30,190,4,191,..,263,31,292,0,296,..,123,22,142,0,145,..,46,3,52,0,52,..,311,24,332,8,343,..,484,85,568,4,574,..,1032,23,1060,3,1063,..,136,14,150,0,149,..,1623,40,1660,7,1670,..,174,14,189,0,188,..,2962,93,3061,14,3078,..,971,149,1122,6,1129,..,469
POA3024,..,16,0,19,0,19,..,403,96,501,3,501,..,37,9,47,0,47,..,75,3,80,0,83,..,26,0,26,0,26,..,93,16,110,0,110,..,431,21,450,6,453,..,462,53,514,8,522,..,1554,82,1629,14,1645,..,141,19,162,4,161,..,1879,177,2056,31,2089,..,286,16,300,9,311,..,480,45,523,6,531,..,267,21,283,0,283,..,5497,424,5927,68,5995,..,112,10,116,0,116,..,18,3,20,0,24,..,8,0,12,0,12,..,50,3,57,0,56,..,39,5,43,0,39,..,298,23,316,0,324,..,51,18,63,0,63,..,51,11,62,0,62,..,56,11,64,0,64,..,61,10,70,0,70,..,116,16,128,3,132,..,87,8,101,0,101,..,287,8,296,0,294,..,92,9,99,3,105,..,383,7,389,0,391,..,86,0,86,0,86,..,848,26,869,4,880,..,162,27,193,0,189,..,644
POA3025,..,13,4,17,0,17,..,261,88,345,0,349,..,106,36,141,0,141,..,29,3,30,0,30,..,34,0,33,0,33,..,474,172,643,3,655,..,10,0,10,0,10,..,22,3,26,0,26,..,59,0,62,0,60,..,15,0,15,0,15,..,29,6,36,0,36,..,13,0,13,0,13,..,35,4,34,0,34,..,10,0,10,0,10,..,188,10,197,0,195,..,437,145,584,4,587,..,6,0,6,0,6,..,5,4,3,0,3,..,13,5,16,0,20,..,125,59,189,5,191,..,9,0,9,0,9,..,30,12,36,0,36,..,51,11,62,0,62,..,37,4,43,0,43,..,16,0,16,0,16,..,9,0,8,0,8,..,84,19,109,0,109,..,39,3,42,0,42,..,88,12,97,8,102,..,41,4,41,0,41,..,17,3,25,0,25,..,187,17,202,8,208,..,71,13,83,0,83,..,20
POA3026,..,89,35,117,0,122,..,312,125,436,0,441,..,51,4,51,0,54,..,20,3,24,0,23,..,0,0,0,0,0,..,67,6,72,0,77,..,17,3,17,0,23,..,25,0,21,0,21,..,140,7,141,0,141,..,0,0,0,0,0,..,195,14,205,5,205,..,66,0,66,0,66,..,66,7,68,0,74,..,12,0,12,0,12,..,521,24,545,7,546,..,57,0,58,0,57,..,0,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,124,16,141,0,145,..,102,13,109,4,114,..,13,3,16,0,16,..,10,0,10,0,10,..,0,0,0,0,0,..,11,0,5,0,5,..,101,6,112,0,112,..,22,10,31,0,31,..,224,6,232,0,232,..,38,5,46,0,46,..,314,10,327,0,325,..,31,9,41,0,41,..,602,26,632,3,641,..,147,34,184,4,189,..,33
POA3027,..,22,9,32,0,32,..,863,280,1138,20,1160,..,16,0,16,0,16,..,15,0,15,0,15,..,0,0,0,0,0,..,19,0,20,0,20,..,106,3,111,0,113,..,288,29,314,0,317,..,639,18,655,11,668,..,73,4,77,0,81,..,535,35,566,0,566,..,83,0,86,0,83,..,270,20,286,3,292,..,74,5,82,0,83,..,2069,116,2181,22,2202,..,27,0,27,0,27,..,26,0,26,0,26,..,17,3,21,0,21,..,39,12,55,0,55,..,32,4,34,0,39,..,94,0,93,3,98,..,29,0,30,0,30,..,15,0,15,0,16,..,20,0,19,0,26,..,20,5,25,0,25,..,75,0,74,0,78,..,33,4,32,0,32,..,104,0,108,0,108,..,206,16,220,7,225,..,100,3,100,0,105,..,35,0,35,7,38,..,449,17,469,9,473,..,100,3,107,0,107,..,127
POA3028,..,34,9,44,0,46,..,643,274,920,15,934,..,176,30,207,0,213,..,63,0,62,0,62,..,71,0,71,0,71,..,484,99,582,3,584,..,57,0,57,0,58,..,92,5,100,0,100,..,474,18,495,6,496,..,188,3,189,4,197,..,541,48,586,6,596,..,53,7,57,0,60,..,158,14,166,6,178,..,81,7,81,0,84,..,1644,98,1740,31,1767,..,398,35,432,4,438,..,49,8,57,0,58,..,84,32,110,0,110,..,21,11,34,0,34,..,337,83,424,0,423,..,72,13,84,0,84,..,67,8,77,0,80,..,102,17,118,0,124,..,61,15,79,0,79,..,61,16,71,0,78,..,44,4,49,0,49,..,206,52,255,0,258,..,235,6,244,0,243,..,119,11,132,0,129,..,316,9,322,0,324,..,67,0,67,0,66,..,731,26,753,8,762,..,233,29,261,0,261,..,104
POA3029,..,142,46,192,0,192,..,2493,957,3456,38,3496,..,191,18,209,0,209,..,206,13,225,3,227,..,77,8,82,0,82,..,493,70,569,7,576,..,2139,128,2268,32,2302,..,4323,358,4681,50,4735,..,6147,389,6533,64,6599,..,946,87,1031,19,1059,..,13228,1252,14483,218,14700,..,1063,56,1122,11,1129,..,5234,426,5664,81,5735,..,819,48,864,17,880,..,33894,2758,36650,481,37127,..,686,98,781,6,789,..,91,16,109,3,109,..,60,17,76,0,76,..,149,54,203,0,202,..,490,74,562,5,571,..,1085,73,1153,17,1170,..,194,39,232,7,237,..,174,30,199,0,199,..,108,15,121,0,121,..,125,21,143,0,150,..,1040,85,1130,12,1140,..,286,55,345,0,351,..,1552,43,1595,24,1620,..,507,47,551,6,559,..,2096,55,2148,17,2164,..,474,28,505,6,510,..,4630,172,4798,50,4851,..,834,113,949,12,963,..,1710
POA3030,..,184,54,239,0,238,..,6103,2229,8336,79,8415,..,279,38,318,0,313,..,318,19,335,4,337,..,157,5,161,6,169,..,680,74,756,3,758,..,991,63,1049,11,1058,..,1250,77,1327,16,1340,..,4894,232,5121,51,5179,..,308,37,347,3,348,..,3259,304,3566,52,3617,..,829,55,884,8,892,..,1779,90,1869,35,1908,..,847,33,880,13,887,..,14163,880,15037,189,15228,..,1314,191,1509,7,1519,..,211,21,227,0,235,..,92,27,126,0,129,..,508,162,668,6,672,..,582,53,637,7,637,..,724,33,758,10,764,..,397,56,450,12,459,..,258,27,281,0,283,..,281,20,301,7,310,..,287,32,325,0,325,..,560,42,603,11,609,..,389,70,461,0,459,..,898,26,924,11,931,..,988,80,1068,21,1092,..,1092,40,1132,5,1138,..,398,37,439,3,447,..,3374,189,3558,48,3609,..,875,112,990,11,999,..,1512
POA3031,..,58,37,99,0,99,..,761,362,1123,15,1138,..,22,3,28,0,28,..,88,0,92,0,91,..,78,5,82,5,89,..,85,20,108,3,106,..,26,0,26,0,26,..,18,0,18,0,18,..,61,0,67,0,68,..,50,0,48,0,48,..,24,0,29,0,29,..,37,0,37,0,37,..,12,0,12,0,12,..,12,0,12,0,12,..,243,9,253,0,254,..,175,25,200,0,203,..,65,3,70,0,70,..,6,0,6,0,6,..,28,0,33,0,37,..,18,4,20,0,20,..,18,0,18,0,18,..,25,0,30,0,30,..,23,4,28,0,28,..,44,3,49,0,49,..,23,0,24,0,24,..,3,0,3,0,3,..,31,5,36,0,36,..,22,0,22,0,22,..,56,3,57,0,57,..,42,0,42,0,42,..,30,4,31,0,31,..,154,8,161,0,161,..,242,40,286,5,287,..,30
POA3032,..,116,30,143,0,148,..,1526,503,2031,27,2060,..,170,14,181,0,181,..,82,0,80,0,85,..,73,3,75,0,79,..,466,93,560,3,564,..,47,0,47,0,44,..,49,3,52,0,52,..,262,5,273,4,275,..,128,0,134,0,137,..,74,5,77,0,77,..,49,0,49,0,49,..,96,4,102,0,102,..,28,3,33,0,30,..,728,30,756,12,772,..,655,120,769,4,779,..,90,8,97,0,100,..,12,4,17,0,17,..,100,24,124,0,123,..,98,11,111,0,109,..,24,0,25,0,25,..,126,13,144,0,142,..,76,3,77,3,81,..,96,4,100,0,104,..,57,9,64,0,64,..,13,0,13,0,13,..,93,8,99,6,105,..,93,0,98,0,102,..,105,9,109,4,118,..,140,0,142,0,141,..,49,0,51,0,51,..,391,16,401,9,407,..,489,46,538,8,544,..,79
POA3033,..,17,4,22,0,22,..,368,121,491,0,491,..,149,25,174,4,177,..,16,0,16,0,17,..,32,0,37,0,37,..,617,125,737,0,739,..,14,0,14,0,14,..,16,0,16,0,16,..,63,0,62,5,64,..,5,0,5,0,5,..,64,6,67,0,67,..,54,0,53,0,61,..,19,0,19,0,19,..,17,5,18,0,18,..,252,13,262,3,268,..,1077,195,1270,8,1279,..,23,3,28,0,28,..,3,0,5,0,5,..,14,5,19,0,19,..,113,16,134,0,134,..,41,0,41,0,41,..,33,10,37,0,37,..,55,9,61,0,59,..,35,0,38,0,36,..,18,0,16,0,16,..,3,0,3,0,3,..,57,7,63,0,63,..,35,0,36,0,39,..,9,0,9,0,9,..,38,0,38,0,38,..,8,0,8,0,8,..,94,0,95,0,91,..,157,15,167,0,176,..,65
POA3034,..,28,8,37,0,37,..,455,190,649,0,647,..,254,57,309,5,313,..,24,0,25,0,25,..,24,0,31,0,31,..,458,117,578,9,579,..,11,0,11,0,11,..,16,0,16,0,16,..,48,5,51,0,51,..,8,0,8,0,8,..,37,4,41,0,41,..,17,0,20,0,20,..,73,5,76,0,76,..,6,0,6,0,6,..,210,8,219,0,219,..,1128,253,1384,16,1393,..,24,0,24,0,24,..,9,3,11,0,11,..,12,6,22,0,22,..,149,40,182,0,184,..,8,0,8,0,8,..,63,19,85,0,85,..,53,3,56,0,60,..,24,4,29,0,29,..,0,0,0,0,0,..,0,3,4,0,3,..,52,14,69,0,69,..,71,3,74,0,73,..,31,0,34,0,34,..,74,7,79,0,79,..,21,3,29,0,29,..,197,12,211,0,213,..,192,18,214,0,214,..,32
POA3036,..,0,0,0,0,0,..,68,18,86,0,86,..,108,9,117,0,116,..,8,0,8,0,8,..,18,3,19,0,19,..,166,5,171,0,171,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,6,..,5,0,5,0,5,..,10,0,10,0,10,..,4,0,4,0,4,..,41,0,41,0,42,..,268,22,292,0,293,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,64,7,72,0,72,..,5,0,5,0,5,..,4,0,4,0,4,..,16,0,13,0,13,..,9,3,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,44,0,41,0,39,..,7,0,6,0,6,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,22,0,25,0,25,..,32,3,36,0,39,..,4
POA3037,..,468,193,666,3,668,..,1205,440,1647,14,1658,..,768,118,889,4,891,..,41,7,47,0,47,..,42,6,47,0,47,..,893,93,991,5,993,..,71,4,80,0,76,..,44,4,52,0,52,..,785,45,826,5,834,..,86,4,90,0,90,..,1572,161,1734,14,1748,..,462,25,489,0,489,..,422,22,440,4,449,..,121,3,125,0,123,..,3555,281,3838,27,3863,..,929,100,1032,4,1036,..,34,0,36,0,36,..,13,0,17,0,17,..,37,7,39,0,39,..,1540,252,1792,15,1805,..,225,6,233,0,233,..,98,21,121,0,121,..,187,39,223,0,223,..,102,22,118,0,118,..,52,8,57,0,57,..,155,9,171,0,171,..,326,77,404,5,401,..,499,9,504,0,504,..,81,13,94,0,94,..,791,24,818,0,818,..,148,23,173,0,173,..,1526,76,1594,0,1594,..,664,89,759,7,766,..,354
POA3038,..,62,33,94,0,94,..,556,203,759,0,757,..,669,121,787,3,794,..,39,0,39,0,39,..,41,0,37,0,37,..,1074,139,1212,3,1216,..,26,0,27,0,27,..,5,0,5,0,5,..,196,11,200,0,202,..,13,0,13,0,13,..,320,29,350,0,358,..,179,9,186,0,186,..,91,9,101,0,101,..,25,0,29,0,29,..,864,51,915,3,919,..,996,110,1107,5,1107,..,19,0,25,0,23,..,17,4,20,0,20,..,4,0,3,0,3,..,782,211,996,5,998,..,32,0,40,0,40,..,36,7,39,0,39,..,153,16,168,0,172,..,29,11,37,0,37,..,36,4,36,0,36,..,91,15,114,0,109,..,185,31,219,0,218,..,109,0,107,0,107,..,13,5,19,0,19,..,154,3,156,0,156,..,28,0,28,0,28,..,302,6,309,0,309,..,237,44,275,0,282,..,65
POA3039,..,24,3,26,0,31,..,410,92,506,9,513,..,64,3,65,0,69,..,49,0,47,0,47,..,41,0,38,0,44,..,348,73,418,6,423,..,12,0,15,0,15,..,20,0,19,0,20,..,133,7,144,0,144,..,152,0,153,0,151,..,31,0,33,0,34,..,26,0,25,0,25,..,32,0,32,0,32,..,27,0,30,0,30,..,433,18,447,0,453,..,685,166,846,0,847,..,62,9,65,0,65,..,0,0,3,0,3,..,48,9,53,0,53,..,59,0,60,3,64,..,29,0,30,0,30,..,40,3,42,0,42,..,39,0,39,0,39,..,35,0,35,0,35,..,21,0,21,0,21,..,0,0,0,0,0,..,29,0,27,0,27,..,22,0,22,0,22,..,30,0,30,0,30,..,54,0,56,0,56,..,15,0,15,0,15,..,121,0,121,0,121,..,215,27,233,4,238,..,28
POA3040,..,26,4,31,0,31,..,608,121,731,7,736,..,145,4,150,3,154,..,56,0,56,0,56,..,74,0,77,9,84,..,569,44,619,0,621,..,37,0,38,0,38,..,59,0,58,0,58,..,203,8,208,6,208,..,251,8,254,0,254,..,61,6,63,0,64,..,116,8,124,5,124,..,46,0,50,0,49,..,41,5,39,0,39,..,803,31,839,6,849,..,1037,115,1147,6,1156,..,66,6,72,0,72,..,3,0,3,0,3,..,30,9,44,0,44,..,64,0,64,0,67,..,56,0,58,0,58,..,52,8,53,0,54,..,74,0,75,6,74,..,52,0,54,3,50,..,36,3,39,3,42,..,7,0,7,0,7,..,74,5,80,0,79,..,41,0,41,0,41,..,17,0,17,0,17,..,39,0,39,0,39,..,27,0,27,0,27,..,123,0,123,0,123,..,225,28,259,0,253,..,43
POA3041,..,9,0,9,0,9,..,243,54,293,5,296,..,39,7,42,0,42,..,17,5,25,0,25,..,16,0,16,0,16,..,288,29,316,0,320,..,22,3,26,0,26,..,28,0,28,0,28,..,93,4,101,0,102,..,52,0,52,0,52,..,30,0,33,0,33,..,77,5,84,0,84,..,39,0,39,0,40,..,27,0,30,0,30,..,375,18,387,3,387,..,469,47,506,0,514,..,23,3,28,0,28,..,0,0,0,0,0,..,27,0,28,0,28,..,29,0,29,0,29,..,42,0,42,0,42,..,26,0,25,0,25,..,24,0,24,0,24,..,21,0,23,0,23,..,9,0,9,0,9,..,3,0,3,0,3,..,39,0,41,0,41,..,21,0,21,0,21,..,10,0,10,0,10,..,15,0,15,0,17,..,7,0,7,0,7,..,50,0,50,0,48,..,78,9,88,0,90,..,30
POA3042,..,9,4,12,0,12,..,273,77,356,4,359,..,143,12,154,0,154,..,21,0,21,0,21,..,22,0,22,0,22,..,472,71,543,4,543,..,13,5,16,0,16,..,11,4,21,0,21,..,114,6,115,0,115,..,20,0,20,0,18,..,55,3,57,0,57,..,85,4,88,0,88,..,35,3,41,0,41,..,10,0,10,0,10,..,339,13,356,3,355,..,1106,215,1324,12,1330,..,29,3,32,3,33,..,0,0,0,0,0,..,12,6,18,0,20,..,51,6,57,4,55,..,11,0,11,0,11,..,33,6,38,3,36,..,65,7,74,0,74,..,10,0,17,0,14,..,26,0,30,3,30,..,17,0,17,0,17,..,25,0,29,0,29,..,28,0,32,0,32,..,19,0,19,0,19,..,24,0,24,0,24,..,3,0,3,0,3,..,78,3,81,0,81,..,155,17,172,0,172,..,24
