POA_CODE_2021,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
POA3016,3,0,0,3,8,0,0,0,3,0,0,0,3,0,0,4,217,29,4,0,252,5,6,6,258,18,0,277,10,3,4,0,14,0,0,0,14,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,230,26,6,0,264,5,6,6,270,28,0,298,58,10,0,0,71,0,0,0,68,8,0,75,53,7,0,0,64,0,0,0,60,0,0,63,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,113,17,0,0,129,4,0,4,133,9,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,117,17,0,0,133,4,0,4,135,7,0,148,13,4,0,0,19,0,0,0,18,11,0,26,0,0,0,0,0,0,0,0,0,0,0,0,127,20,0,0
POA3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,22,0,0,114,0,0,6,119,8,0,130,3,3,0,0,12,0,0,0,12,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,101,21,0,0,125,0,0,6,130,12,0,144,31,4,0,0,32,0,0,0,32,0,0,39,16,3,0,0,16,0,0,0,16,0,0,21,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,51,8,0,0,58,0,0,0,58,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,8,0,0,60,0,0,0,60,3,0,62,7,3,0,0,11,0,0,0,11,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,57,6,0,0
POA3019,0,0,0,5,3,0,0,0,3,0,0,0,3,0,0,8,33,13,0,0,51,3,4,8,59,12,0,63,9,3,0,0,15,0,0,0,13,16,0,31,0,0,0,0,0,0,0,0,0,0,0,0,42,22,7,0,63,0,4,7,74,27,0,102,14,0,0,0,12,0,0,0,12,0,0,11,5,3,0,0,11,0,0,0,11,4,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,4,0,26,0,0,0,26,6,0,27,0,0,0,0,3,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,3,19,7,4,0,30,0,0,0,28,5,0,32,11,0,0,0,10,0,0,0,10,11,0,27,0,0,0,0,0,0,0,0,0,0,0,0,23,10,6,0
POA3020,7,5,0,10,9,4,0,0,16,3,0,7,20,6,0,22,201,50,7,0,251,16,0,13,268,38,4,309,69,29,4,3,104,8,0,6,110,44,0,159,0,0,0,0,0,0,0,0,0,0,0,3,266,76,9,4,359,23,0,24,380,83,4,468,43,9,0,0,57,0,0,0,57,9,0,60,41,23,0,0,61,5,0,5,63,15,0,83,4,0,0,0,3,0,0,0,3,3,0,10,0,0,0,0,3,0,0,0,3,0,0,8,80,35,0,3,126,5,0,5,129,33,0,158,3,4,0,0,5,0,0,0,5,0,0,3,0,5,0,0,5,0,3,3,6,0,0,8,3,6,0,0,7,0,3,3,6,6,0,8,81,38,0,3,129,5,3,8,135,39,0,172,35,16,4,3,61,4,0,6,65,39,0,107,0,0,0,0,0,0,0,0,0,0,0,0,121,54,0,10
POA3021,15,0,0,20,16,9,0,0,24,9,5,8,37,4,0,45,213,60,5,3,288,9,8,20,303,55,3,362,104,51,8,3,167,6,5,10,175,73,0,252,4,0,0,4,3,0,0,0,3,0,0,9,316,113,12,11,455,16,12,27,485,133,4,617,60,5,5,3,64,0,0,0,70,9,0,81,41,18,0,0,60,0,6,4,64,16,0,84,9,0,0,0,5,0,0,0,5,3,0,8,3,0,0,5,8,0,0,0,8,0,0,8,109,27,3,4,136,5,6,4,149,31,0,182,3,0,0,0,6,3,0,3,12,0,0,15,6,4,0,0,8,0,0,0,8,0,0,7,11,4,0,0,11,4,0,4,21,0,0,25,119,24,3,4,155,13,6,14,170,31,0,202,65,14,0,5,79,3,0,6,85,77,5,163,0,0,0,0,0,0,0,0,0,0,0,0,178,40,3,14
POA3022,4,0,0,4,8,0,0,0,8,0,0,0,8,0,0,8,9,3,0,0,19,0,0,4,18,0,0,18,3,0,0,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,4,5,0,16,0,0,4,22,0,0,19,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
POA3023,16,3,0,18,25,3,0,0,30,9,0,6,43,8,0,45,626,112,18,10,769,32,8,43,809,54,0,864,164,54,7,3,230,9,4,8,236,80,0,315,0,0,0,0,4,0,0,0,4,3,5,8,796,171,22,17,1001,43,10,49,1051,133,4,1189,178,29,4,0,214,8,0,3,223,12,0,231,115,22,6,0,142,4,3,7,152,17,0,166,8,0,5,0,10,0,0,0,10,0,0,13,0,0,0,9,7,0,0,0,8,0,0,8,305,56,6,9,376,8,4,15,388,30,0,414,6,3,0,0,14,4,0,4,12,4,0,15,9,0,0,0,9,0,0,0,9,3,0,13,11,6,0,0,15,4,0,4,18,7,0,24,316,61,6,9,389,12,4,19,408,30,0,442,81,29,4,3,123,5,5,10,132,71,0,205,0,0,0,4,4,0,0,0,4,0,0,3,396,88,11,15
POA3024,0,0,0,0,10,4,0,0,10,0,0,0,13,0,0,14,158,27,11,0,186,3,3,11,197,19,0,216,50,10,0,5,65,0,0,4,69,23,0,88,0,0,0,0,0,0,0,0,0,0,0,0,208,31,11,3,248,7,9,13,262,43,0,310,33,9,0,0,36,0,0,0,36,8,0,47,31,7,0,0,39,4,0,6,43,9,0,53,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,70,14,0,3,84,5,0,5,87,15,0,101,4,0,0,0,3,0,0,0,3,0,0,8,0,0,0,0,5,0,0,0,5,0,0,5,0,5,0,0,9,0,0,0,9,3,0,9,70,16,0,3,93,5,0,5,92,16,0,111,29,5,0,0,36,0,0,0,40,11,0,52,0,0,0,0,0,0,0,0,0,0,0,0,102,18,0,3
POA3025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,8,0,0,53,10,0,10,60,5,0,59,21,9,0,0,33,0,0,0,29,21,0,51,0,0,0,0,0,0,0,0,0,0,0,0,57,21,0,0,78,6,0,6,86,20,0,109,9,3,0,0,17,0,0,0,15,5,0,18,7,3,0,0,11,0,0,0,11,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,27,0,0,0,28,9,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,20,8,0,0,29,3,0,3,30,9,0,36,8,7,0,0,14,4,0,4,13,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,29,12,3,0
POA3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,17,0,5,83,0,0,0,83,10,0,90,17,8,0,0,29,0,0,0,27,10,0,35,0,0,0,0,0,0,0,0,0,0,0,0,82,23,0,3,111,0,0,0,113,18,0,129,28,8,0,0,35,0,0,0,35,4,0,38,10,0,0,0,9,0,0,0,9,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,39,6,0,0,47,0,0,0,46,7,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,6,0,0,51,0,0,0,47,7,0,57,10,3,0,0,17,0,0,0,17,11,0,30,0,0,0,0,0,0,0,0,0,0,0,0,52,16,0,6
POA3027,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,64,9,0,0,78,7,0,7,79,9,0,88,7,4,0,0,12,0,0,0,12,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,77,12,0,0,87,7,0,7,92,13,0,104,24,0,0,0,23,0,0,0,24,6,0,24,8,3,0,0,17,0,0,0,16,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7,0,0,39,5,0,5,42,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7,0,0,40,5,0,5,40,0,0,46,9,0,0,0,5,0,0,0,5,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,39,10,0,0
POA3028,6,0,0,6,4,0,0,0,10,0,0,0,10,0,0,10,161,25,10,0,195,3,0,3,198,24,0,223,40,11,3,0,53,0,0,0,55,26,0,82,0,0,0,0,0,0,0,0,0,0,0,0,203,29,19,0,252,0,0,0,257,53,0,303,19,7,0,0,28,0,0,0,28,4,0,32,38,9,0,0,47,3,0,3,47,5,0,53,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,61,9,5,0,72,3,0,3,73,11,0,86,0,0,0,0,0,4,0,4,4,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,4,0,4,5,0,0,5,60,11,5,0,77,3,0,3,83,11,0,88,29,12,0,0,41,0,0,0,41,7,0,46,0,0,0,0,0,0,0,0,0,0,0,3,89,26,6,0
POA3029,28,5,0,25,30,11,0,0,42,14,0,14,55,9,0,59,822,159,26,18,1029,39,10,47,1071,77,3,1150,197,47,14,15,270,8,7,16,280,99,5,382,0,0,0,3,7,0,0,0,7,0,0,3,1024,203,36,33,1298,44,16,60,1357,171,6,1538,199,29,4,4,238,0,3,3,241,16,0,259,148,40,3,0,190,4,3,8,196,28,0,232,12,0,9,0,16,0,0,0,16,0,0,17,0,0,0,5,9,0,0,0,8,4,0,13,365,74,8,9,454,7,8,11,465,53,0,522,3,5,0,0,6,0,0,4,13,3,0,13,3,8,0,0,9,4,0,4,17,0,0,17,9,7,0,0,17,9,0,7,24,3,0,27,372,79,8,10,470,16,6,23,494,59,0,554,99,22,7,0,131,9,0,14,139,45,0,188,0,3,0,0,0,0,0,0,0,0,0,3,466,101,17,16
POA3030,22,0,0,23,34,0,0,0,41,3,0,0,39,3,0,42,818,111,8,8,952,20,7,25,975,57,5,1035,177,38,4,4,226,4,0,5,228,62,0,293,0,0,0,0,0,0,0,0,0,0,4,5,995,150,20,12,1174,23,9,29,1207,120,5,1333,176,35,7,5,219,7,0,7,224,22,0,247,148,27,0,0,175,3,0,3,179,21,0,203,14,0,4,0,18,0,0,0,18,0,0,19,0,0,0,5,4,0,0,0,4,0,0,4,337,67,11,8,418,9,0,9,427,42,4,471,3,5,0,0,6,0,0,0,7,0,0,7,7,0,0,0,7,0,3,3,6,0,0,6,5,5,0,0,11,0,3,5,15,0,0,15,343,67,11,8,425,12,3,15,438,42,4,489,88,17,4,3,119,6,0,6,121,46,0,166,0,0,0,0,0,0,0,0,0,0,0,0,437,87,12,9
POA3031,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,78,18,0,0,98,4,0,4,102,11,0,109,5,3,0,0,11,0,0,0,11,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,81,22,5,0,108,4,0,4,109,14,0,122,13,0,0,0,12,0,0,0,14,4,0,18,16,7,0,0,22,0,0,0,22,7,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,0,0,32,0,0,0,36,12,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7,0,0,35,0,0,0,35,12,0,53,6,7,0,0,5,0,0,0,10,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,29,12,0,0
POA3032,9,0,0,9,4,4,0,0,5,3,0,3,10,0,0,10,236,33,11,7,279,5,4,9,290,25,0,314,26,8,4,0,37,0,0,6,44,10,0,51,0,0,0,0,0,0,0,0,0,0,0,0,263,44,10,7,319,7,4,11,332,36,0,367,71,12,0,0,81,3,0,5,85,4,0,91,50,12,0,0,60,0,0,0,65,4,0,67,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,125,23,0,0,146,4,0,7,152,7,0,160,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,0,6,0,0,6,4,3,0,0,4,0,0,0,4,0,0,4,124,22,0,0,149,4,0,7,161,7,0,167,17,7,0,0,26,0,0,0,26,13,0,38,0,0,0,0,0,0,0,0,0,0,0,0,146,29,3,0
POA3033,4,0,0,3,0,3,0,0,7,0,0,0,7,0,0,7,152,17,5,0,182,3,0,5,185,17,0,192,22,3,0,0,29,0,0,0,29,10,0,38,0,0,0,0,0,0,0,0,0,0,0,0,176,16,5,0,208,3,0,5,211,25,0,233,25,5,0,0,31,0,0,0,31,5,0,38,36,4,0,0,39,0,0,0,39,4,0,44,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,63,9,0,0,77,0,0,0,77,9,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,64,9,0,0,76,0,0,0,76,9,0,88,25,3,0,0,23,0,0,0,23,11,0,38,0,0,0,0,0,0,0,0,0,0,0,4,87,13,0,0
POA3034,3,0,0,3,4,0,0,0,7,0,0,0,10,0,0,10,105,13,0,0,118,5,0,3,119,8,0,125,19,6,0,0,24,0,0,0,26,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,120,20,0,0,135,3,0,4,144,15,0,157,18,4,0,0,23,0,0,0,23,0,0,29,19,5,4,0,25,0,0,0,25,6,0,29,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,41,9,5,0,55,0,0,0,55,9,0,65,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,8,0,0,8,45,13,5,0,62,0,0,0,61,9,0,66,15,0,0,0,15,0,0,0,13,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,53,13,5,0
POA3036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,10,3,0,100,0,0,0,100,6,0,100,14,4,0,0,13,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,102,10,3,0,113,0,0,0,115,6,0,117,20,5,0,0,24,0,0,0,24,7,0,25,15,0,0,0,20,0,0,0,20,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,40,0,0,0,44,4,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,40,0,0,0,44,4,0,53,6,0,0,0,10,0,0,0,10,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,46,3,0,0
POA3037,21,0,0,17,19,10,0,0,29,0,0,0,33,3,0,36,596,95,18,11,725,18,0,18,744,43,4,794,120,30,0,4,147,5,3,10,161,48,0,210,0,0,0,0,0,0,0,0,0,0,4,4,715,125,18,11,875,31,5,30,905,95,5,1012,153,24,9,0,186,0,0,0,192,12,0,200,135,28,4,0,168,0,0,0,167,26,0,187,8,0,3,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,7,0,0,6,301,55,13,3,369,4,0,4,373,34,0,407,6,3,0,0,11,0,0,0,11,0,0,11,3,0,0,0,3,3,0,3,6,0,0,9,10,3,0,0,18,4,0,4,16,0,0,18,306,58,13,4,382,10,0,10,392,32,0,429,73,17,0,0,99,3,0,3,100,33,0,128,0,0,0,0,3,0,0,0,3,0,0,3,389,75,17,10
POA3038,7,0,0,7,13,0,0,0,12,0,0,0,12,0,0,12,336,52,9,6,400,10,0,13,415,30,0,447,62,11,4,0,82,11,0,11,90,27,0,114,0,0,0,0,0,0,0,0,0,0,0,0,402,60,14,9,478,21,0,18,503,60,0,565,90,15,5,0,103,5,0,5,108,0,0,108,87,9,0,0,98,0,0,3,102,0,0,113,4,4,0,0,8,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,182,28,3,0,213,4,0,6,218,7,0,227,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,3,0,0,3,188,28,3,0,217,9,0,11,228,11,0,233,59,10,0,0,63,0,0,0,68,13,0,80,0,0,0,0,0,0,0,0,0,0,0,0,242,38,3,0
POA3039,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,173,17,5,0,189,4,0,4,199,11,0,211,34,0,0,0,33,0,0,0,33,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,204,20,5,0,225,4,0,4,227,14,0,242,49,3,0,0,54,0,0,0,56,4,0,56,33,5,0,0,41,0,0,0,41,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,12,0,0,97,0,0,0,98,6,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,12,0,0,97,0,0,0,100,6,0,101,12,0,0,0,12,0,0,0,12,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,98,12,0,0
POA3040,6,0,0,6,9,0,0,0,9,0,0,0,11,0,0,11,422,52,7,6,487,8,3,11,500,17,3,518,64,7,0,0,75,0,0,0,76,8,0,81,0,0,0,0,0,0,0,0,0,0,0,0,483,61,6,3,559,8,5,12,573,22,3,601,104,12,0,0,114,0,0,4,112,9,0,123,99,9,6,0,113,4,0,4,117,7,0,123,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,7,3,0,0,0,3,0,0,3,197,19,7,4,230,4,0,5,233,18,0,252,5,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,3,0,0,5,202,22,7,4,230,3,0,3,237,19,0,259,35,6,0,0,42,0,0,0,43,8,0,44,0,0,0,0,0,0,0,0,0,0,0,3,237,23,7,4
POA3041,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,208,23,6,3,246,5,0,5,255,13,0,265,34,4,4,0,36,4,0,4,36,4,0,44,0,0,0,0,0,0,0,0,0,0,0,0,244,31,4,6,282,7,0,7,294,12,0,307,55,3,0,0,57,0,0,0,57,5,0,62,35,6,3,0,47,0,0,0,52,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,6,0,0,6,87,16,3,0,108,0,0,0,107,8,0,117,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,91,16,3,0,109,0,0,0,111,8,0,117,12,0,4,0,18,0,0,0,17,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,101,18,3,0
POA3042,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,131,21,4,3,150,6,0,6,154,10,0,162,22,4,0,0,32,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,151,26,0,3,180,6,0,6,185,10,0,194,27,4,0,0,33,0,0,0,33,0,0,33,33,6,0,0,35,0,0,0,35,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,8,4,0,69,0,0,0,69,6,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,63,8,4,0,73,0,0,0,73,6,0,74,14,0,0,0,16,0,0,0,16,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,72,8,3,0
