POA_CODE_2021,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
POA3016,413,6,0,0,6,0,426,60,80,0,0,83,0,144,0,3,0,0,3,0,3,0,0,0,0,0,0,0,60,86,3,0,87,0,151,0,0,0,0,0,0,0,474,95,3,0,95,0,571,593,22,0,0,22,0,614,64,94,3,0,103,0,169,0,6,0,0,4,0,4,0,0,0,0,0,0,0,64,99,5,0,109,0,170,0,0,0,0,0,0,0,657,123,5,0,128,0,791,464,15,0,0,15,0,482,34,74,0,0,77,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,79,0,0,75,0,108,0,0,0,0,0,0,0,498,93,0,0,95,0,594,305,12,0,0,12,0,318,13,45,0,0,45,0,60,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,45,0,0,43,0,59,0,0,0,0,0,0,0,324,53,0,0,53,0,375,427,9,0,0
POA3018,482,24,0,0,24,0,511,57,105,3,0,108,0,161,0,4,0,0,4,0,5,0,0,0,0,0,0,0,58,107,3,0,112,0,172,0,0,0,0,0,0,0,542,129,3,0,136,0,681,482,29,0,0,29,0,516,54,130,0,0,132,0,186,0,4,0,0,4,0,4,0,0,0,0,0,0,0,56,137,0,0,134,0,192,0,0,0,0,0,0,0,539,166,0,0,163,0,706,248,13,0,0,13,0,260,22,48,0,0,52,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,48,0,0,52,0,73,0,0,0,0,0,0,0,268,61,0,0,65,0,338,145,6,0,0,6,0,154,17,20,0,0,20,0,39,0,0,0,0,4,0,4,0,0,0,0,0,0,0,17,21,0,0,24,0,42,0,0,0,0,0,0,0,165,30,0,0,31,0,196,168,5,0,0
POA3019,80,3,0,0,3,0,84,33,187,20,0,208,0,241,0,45,32,0,73,0,80,0,0,0,0,0,0,0,32,227,53,4,284,0,323,0,0,0,0,0,0,0,113,235,53,4,288,0,402,43,0,0,0,0,0,46,18,175,15,0,192,0,205,0,54,42,0,94,0,97,0,0,0,0,0,0,0,21,229,55,0,284,0,302,0,0,0,0,0,0,0,61,234,55,0,286,0,350,17,0,0,0,0,0,17,13,79,8,0,89,0,103,4,28,21,0,50,0,51,0,0,0,0,0,0,0,15,111,28,0,137,0,157,0,0,0,0,0,0,0,38,114,28,0,138,0,173,8,0,0,0,0,0,12,7,37,4,0,43,0,49,0,22,20,0,42,0,42,0,0,0,0,0,0,0,7,62,29,0,86,0,92,0,0,0,0,0,0,0,17,59,29,0,82,0,105,13,0,0,0
POA3020,504,61,6,3,66,0,570,127,873,67,0,941,3,1070,10,183,164,0,351,0,362,0,0,0,0,0,0,0,136,1054,237,5,1296,5,1433,0,3,0,0,3,0,9,638,1121,243,4,1367,7,2013,410,42,6,0,42,0,451,90,754,69,0,816,3,913,4,185,181,0,369,0,367,0,6,0,0,6,0,4,91,937,250,0,1190,8,1285,0,4,0,0,4,0,3,499,982,255,0,1236,4,1744,205,32,0,0,29,0,238,30,368,35,0,393,0,433,0,78,104,0,180,0,180,0,3,0,0,6,0,6,30,448,136,0,581,0,617,0,0,0,0,0,4,4,237,477,140,0,619,0,853,140,18,0,0,15,0,153,23,226,20,0,246,0,267,0,68,76,0,140,0,140,0,0,0,0,0,0,0,23,290,94,0,386,0,410,0,3,0,0,3,0,3,157,306,97,0,409,5,563,133,13,0,0
POA3021,290,61,0,0,61,0,355,135,1110,149,3,1259,0,1400,9,288,310,0,600,0,609,0,0,0,4,4,0,4,145,1397,462,8,1864,0,2009,0,3,0,0,3,4,9,432,1465,462,8,1931,8,2371,258,36,0,0,39,0,304,78,884,146,4,1033,0,1119,10,295,378,0,671,0,683,0,0,0,0,7,0,7,87,1181,528,3,1712,0,1804,0,8,0,0,8,3,9,349,1219,525,3,1753,13,2117,117,16,0,0,16,0,139,32,477,76,0,551,0,577,5,178,218,0,398,0,403,0,0,0,0,4,0,4,34,656,298,0,953,0,987,0,0,0,0,0,0,5,152,670,298,0,968,3,1126,93,12,0,0,12,0,99,21,261,53,0,311,0,335,4,113,148,0,258,0,266,0,0,0,0,3,0,3,29,376,198,0,576,0,604,0,0,0,0,0,0,0,118,382,198,0,581,3,701,108,3,0,0
POA3022,51,13,0,0,13,0,62,17,47,3,0,52,0,66,0,12,6,0,21,0,22,0,0,0,0,0,0,0,21,57,10,0,71,0,92,0,0,0,0,0,0,0,71,69,10,0,84,0,155,30,8,0,0,8,0,34,3,43,4,0,51,0,52,0,10,13,0,28,0,31,0,0,0,0,0,0,0,5,59,18,0,79,0,86,0,0,0,0,0,0,0,38,68,18,0,88,0,122,15,0,0,0,0,0,17,3,16,0,0,21,0,26,0,4,3,0,14,0,14,0,0,0,0,0,0,0,3,28,6,0,32,0,35,0,0,0,0,0,0,0,23,25,6,0,34,0,58,11,0,0,0,0,0,11,3,7,0,0,12,0,10,0,0,5,0,9,0,6,0,0,0,0,0,0,0,6,13,3,0,17,0,18,0,0,0,0,0,0,0,14,13,3,0,17,0,31,17,0,0,0
POA3023,875,138,3,0,144,3,1024,197,1678,112,3,1793,0,1988,0,165,129,0,294,0,299,4,0,0,0,3,0,7,202,1848,241,3,2094,0,2297,6,7,7,0,15,5,17,1082,1995,244,3,2245,13,3338,1137,124,4,0,132,0,1276,192,2107,131,0,2239,0,2428,3,196,200,0,399,0,402,0,0,0,0,4,0,4,196,2310,332,4,2639,0,2843,6,4,0,0,9,6,15,1342,2446,339,3,2784,5,4132,766,62,0,0,62,0,833,94,1132,77,0,1204,0,1304,0,127,132,0,262,0,265,0,0,0,0,5,0,5,99,1262,206,6,1475,0,1571,4,0,0,0,0,0,3,874,1319,212,6,1532,0,2405,506,35,0,0,35,0,546,53,682,45,0,720,0,774,0,61,80,0,141,0,141,0,0,0,0,0,0,0,53,740,119,0,865,0,917,0,4,0,0,3,0,3,555,779,123,0,910,0,1464,586,40,0,0
POA3024,734,60,0,0,62,5,797,83,1655,32,0,1686,0,1771,3,64,39,0,104,0,106,5,0,0,0,0,0,5,87,1719,68,0,1785,0,1879,3,7,0,0,7,4,12,825,1786,72,0,1856,12,2689,723,37,0,0,36,0,757,74,1485,28,0,1511,4,1583,7,73,50,0,122,0,124,4,0,0,0,0,0,4,77,1556,75,0,1635,4,1712,0,9,0,0,9,3,13,801,1604,80,0,1677,3,2480,456,24,0,0,29,0,486,28,560,12,0,571,0,601,0,42,50,0,92,0,91,0,0,0,0,0,0,0,32,603,60,0,663,0,695,0,0,0,0,0,3,8,491,630,59,0,691,3,1181,281,18,4,0,17,0,292,19,238,5,0,250,0,268,0,30,33,0,62,0,63,0,0,0,0,0,0,0,20,263,44,0,307,0,324,0,0,0,0,0,0,5,302,274,46,0,326,0,626,327,8,0,0
POA3025,421,39,0,0,34,3,461,49,284,23,0,303,0,354,0,28,3,0,28,0,28,0,0,0,0,0,0,0,49,311,25,0,333,0,387,0,0,0,0,0,4,4,479,344,26,0,370,4,854,323,35,0,0,34,0,357,27,236,28,0,267,0,300,0,27,6,0,29,0,29,0,0,0,0,0,0,0,27,264,31,0,299,0,328,0,0,0,0,0,0,0,351,296,36,0,335,0,687,136,9,0,0,10,0,145,6,105,18,0,130,0,133,0,11,9,0,17,0,17,0,0,0,0,0,0,0,6,117,24,0,141,0,146,0,0,0,0,0,0,0,146,124,23,0,155,0,296,66,9,0,0,9,0,80,9,60,10,0,73,0,81,0,10,4,0,16,0,15,0,0,0,0,0,0,0,10,72,8,0,85,0,97,0,0,0,0,0,0,0,74,82,8,0,98,0,173,68,5,0,0
POA3026,156,20,0,0,20,0,178,49,321,13,0,334,0,381,0,40,10,0,50,0,50,0,0,0,0,0,0,0,49,362,24,0,384,0,434,0,0,0,0,0,0,4,206,383,24,0,410,0,612,208,26,0,0,26,0,228,52,392,20,0,412,0,460,0,38,20,0,60,0,62,0,0,0,0,0,0,0,54,430,38,0,471,0,522,0,3,0,0,3,0,4,259,451,38,0,494,0,753,101,8,0,0,8,0,115,23,209,7,0,215,0,239,0,17,13,0,27,0,27,0,0,0,0,0,0,0,23,227,19,0,245,0,266,0,0,0,0,0,0,0,129,230,19,0,251,0,378,71,7,0,0,7,0,82,7,140,4,0,146,0,149,0,21,12,0,33,0,33,0,0,0,0,0,0,0,7,159,18,0,176,0,185,0,0,0,0,0,0,0,80,164,18,0,182,0,262,66,3,0,0
POA3027,144,33,0,0,33,0,186,48,529,8,0,535,0,584,0,15,0,0,23,0,18,0,0,0,0,0,0,0,49,548,12,0,556,0,608,0,5,0,0,5,0,4,195,585,12,0,595,0,795,146,14,0,0,14,0,165,30,478,10,0,488,0,519,0,10,19,0,27,0,27,0,0,0,0,0,0,0,30,490,29,0,514,0,548,0,0,0,0,0,0,0,179,512,29,0,536,0,721,80,5,0,0,5,0,86,10,199,0,0,203,0,213,0,7,4,0,14,0,14,0,0,0,0,0,0,0,10,207,4,0,215,0,226,0,0,0,0,0,0,0,93,215,4,0,223,0,315,46,5,0,0,5,0,46,3,97,0,0,100,0,102,0,9,0,0,8,0,10,0,0,0,0,0,0,0,4,104,0,0,104,0,115,0,0,0,0,0,0,0,49,108,0,0,111,0,164,37,0,0,0
POA3028,665,59,0,0,59,0,727,105,488,23,3,505,3,617,0,41,23,0,70,0,70,0,0,0,0,0,0,0,108,531,46,3,580,3,685,0,0,0,0,0,0,3,768,588,46,3,639,8,1417,550,42,0,0,42,0,587,84,457,7,0,469,0,549,0,59,41,0,94,0,94,0,0,0,0,0,0,0,84,516,42,0,556,0,647,0,0,0,0,0,0,0,636,554,42,0,595,0,1229,283,19,0,0,19,0,302,41,202,8,0,211,0,256,0,26,35,0,64,0,64,0,0,0,0,0,0,0,41,238,44,0,281,0,321,0,0,0,0,0,0,0,324,256,44,0,294,0,621,183,17,0,0,17,0,197,21,111,7,0,120,0,138,0,17,16,0,29,0,36,0,0,0,0,0,0,0,23,125,26,0,149,0,174,0,0,0,0,0,0,0,205,136,26,0,159,0,371,272,10,0,0
POA3029,1607,244,11,0,260,0,1872,282,7680,188,6,7878,10,8164,6,414,141,4,558,0,568,0,4,0,4,9,0,9,289,8100,333,11,8451,10,8747,13,18,0,0,24,11,46,1906,8368,347,12,8729,23,10655,1630,201,4,0,210,3,1837,252,7092,165,13,7268,6,7523,15,402,172,0,566,0,586,0,5,0,0,5,0,7,273,7494,337,10,7840,7,8117,10,23,0,3,22,11,50,1910,7716,343,14,8076,24,10008,927,78,4,0,84,0,1014,130,3030,87,4,3124,0,3255,9,193,107,0,298,0,303,0,7,0,0,7,0,6,133,3227,197,6,3425,4,3568,3,6,0,0,9,3,12,1065,3317,200,6,3521,3,4595,643,48,4,0,51,0,690,87,1367,55,0,1418,0,1506,0,111,62,0,173,0,170,0,7,0,0,7,0,5,87,1477,116,0,1598,0,1684,0,0,0,0,0,3,5,727,1527,116,0,1648,10,2383,802,49,0,0
POA3030,2572,205,0,0,205,0,2781,332,4213,106,3,4323,9,4663,5,251,162,0,410,0,420,0,4,0,0,9,0,14,342,4471,266,11,4745,9,5090,12,14,0,0,14,4,22,2919,4688,266,11,4966,11,7894,2687,194,0,0,198,0,2883,346,4483,118,4,4601,6,4948,5,258,196,0,463,0,465,0,5,0,0,3,0,7,350,4747,315,6,5064,11,5427,3,20,0,0,20,9,29,3048,4962,315,11,5279,11,8340,1645,96,0,0,96,0,1745,165,2120,61,0,2182,0,2346,3,124,122,0,246,0,250,0,0,0,0,0,0,0,167,2245,185,0,2428,0,2595,4,9,0,0,9,0,8,1812,2341,184,4,2532,0,4346,1117,48,0,0,48,0,1167,94,939,31,0,975,0,1064,0,69,90,0,161,0,160,0,0,0,0,0,0,0,96,1010,124,4,1132,0,1226,0,0,0,0,0,0,3,1214,1055,124,4,1183,0,2395,1351,68,0,0
POA3031,514,43,0,0,40,0,548,54,179,3,0,184,0,239,0,11,11,0,25,0,25,0,0,0,0,0,0,0,54,192,14,0,204,0,263,0,0,0,0,0,0,0,571,228,16,0,248,0,818,384,15,0,0,18,0,406,39,132,8,0,145,0,180,0,12,5,0,15,0,15,0,3,0,0,3,0,3,39,150,12,0,159,0,197,0,0,0,0,0,0,0,417,165,15,0,180,0,596,189,12,0,0,12,0,206,15,55,5,0,62,0,76,0,9,7,0,16,0,16,0,0,0,0,0,0,0,15,63,15,0,80,0,93,0,0,0,0,0,0,0,205,77,15,0,88,0,297,116,3,0,0,3,0,119,10,25,3,0,35,0,46,0,3,4,0,8,0,7,0,0,0,0,0,0,0,13,29,7,0,38,0,50,0,0,0,0,0,0,0,129,36,7,0,44,0,172,132,10,0,0
POA3032,725,50,0,0,53,0,775,125,435,13,4,449,0,574,0,37,15,0,51,0,51,0,0,0,0,0,0,0,125,466,29,3,503,0,630,0,0,0,0,0,3,7,851,525,26,3,553,3,1411,711,29,0,0,29,0,735,76,340,14,4,357,0,436,0,19,7,0,30,0,29,0,0,0,0,0,0,0,85,360,23,0,387,0,471,0,0,0,0,0,7,3,793,383,23,0,416,7,1211,392,23,0,0,23,0,414,28,151,5,0,155,0,182,0,9,0,0,13,0,13,0,0,0,0,0,0,0,28,161,10,0,168,0,204,0,0,0,0,0,0,4,426,183,10,0,193,0,619,265,11,0,0,11,0,276,18,110,8,0,121,0,138,0,21,6,0,29,0,27,0,0,0,0,0,0,0,18,133,21,0,150,0,167,0,0,0,0,0,0,3,283,141,21,0,160,0,441,298,15,0,0
POA3033,444,38,0,0,35,0,484,55,173,0,0,177,0,230,0,4,5,0,6,0,6,0,0,0,0,0,0,0,55,179,6,0,178,0,231,0,0,0,0,0,0,0,500,214,9,0,218,0,719,426,20,0,0,20,0,449,51,222,6,0,229,0,277,0,5,0,0,3,0,3,0,0,0,0,0,0,0,54,226,7,0,229,0,284,0,0,0,0,0,0,0,482,246,7,0,256,0,734,255,9,0,0,9,0,268,28,113,7,0,118,0,141,0,8,5,0,9,0,11,0,0,0,0,0,0,0,29,114,6,0,128,0,153,0,0,0,0,0,0,0,286,124,6,0,135,0,422,189,13,0,0,13,0,198,14,78,5,0,83,0,98,0,3,0,0,3,0,3,0,0,0,0,0,0,0,14,81,5,0,84,0,105,0,0,0,0,0,0,0,205,101,5,0,101,0,308,245,12,0,0
POA3034,262,35,0,0,35,0,303,42,176,4,0,184,0,223,0,12,10,0,12,0,17,0,0,0,0,4,0,4,44,188,11,0,197,0,245,0,3,0,0,3,0,3,311,224,11,0,239,0,548,294,33,0,0,33,5,333,51,180,3,0,184,0,242,6,14,9,0,14,0,20,0,0,0,0,4,0,4,51,192,15,0,204,0,263,0,0,0,0,0,0,0,355,228,15,0,243,7,595,134,12,0,0,12,0,153,26,118,9,0,126,0,151,0,6,7,0,9,0,13,0,0,0,0,0,0,0,26,121,14,0,132,3,165,3,0,0,0,0,0,3,163,134,14,0,150,3,318,85,0,0,0,0,0,87,4,72,4,0,74,0,78,0,0,5,0,9,0,9,0,0,0,0,0,0,0,4,75,11,0,83,0,84,0,0,0,0,0,0,0,92,69,11,0,83,0,172,100,5,0,0
POA3036,170,12,0,0,12,0,182,12,43,0,0,43,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,41,0,0,41,0,55,0,0,0,0,0,0,0,183,49,0,0,49,0,230,171,11,0,0,11,0,191,7,62,0,0,62,0,73,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,66,0,0,66,0,76,0,0,0,0,0,0,0,181,81,0,0,81,0,266,124,6,0,0,6,0,126,12,33,0,0,34,0,48,0,4,0,0,4,0,4,0,0,0,0,0,0,0,12,40,0,0,36,0,45,0,0,0,0,0,0,0,129,42,0,0,41,0,175,87,4,0,0,4,0,91,5,29,0,0,29,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,0,0,26,0,35,0,0,0,0,0,0,0,89,33,0,0,33,0,126,133,3,0,0
POA3037,946,117,0,0,117,8,1071,156,991,41,0,1032,0,1193,5,73,40,0,119,0,122,0,0,0,4,4,0,4,160,1066,83,3,1154,0,1315,5,3,0,0,3,6,6,1111,1182,83,3,1272,12,2392,1201,92,0,0,92,6,1295,128,1179,39,0,1221,0,1348,0,78,59,0,144,0,145,0,0,0,0,0,0,0,126,1261,101,0,1365,0,1492,3,0,0,0,0,4,9,1332,1352,101,0,1458,10,2800,820,62,0,0,57,0,882,90,727,24,4,754,3,847,0,57,34,0,87,0,89,0,0,0,0,0,0,0,91,778,60,4,844,3,939,0,0,0,0,0,0,0,914,838,61,4,905,3,1820,615,39,0,0,37,0,656,53,505,23,0,530,0,582,0,35,20,0,60,0,56,0,0,0,0,0,0,0,52,541,45,0,587,0,641,0,0,0,0,0,5,3,673,583,47,0,627,5,1308,807,52,4,0
POA3038,503,66,0,0,60,0,566,88,244,8,0,252,0,342,0,20,8,0,26,0,26,0,0,0,0,0,0,0,88,266,16,0,279,0,369,0,0,0,0,0,0,6,593,325,20,0,348,0,937,489,63,0,0,62,0,555,65,349,11,0,366,0,432,0,25,9,0,31,0,31,0,0,0,0,0,0,3,68,375,22,0,394,0,464,0,0,0,0,0,0,0,557,441,21,0,460,0,1021,272,28,0,0,28,0,303,34,230,10,0,239,0,273,0,12,11,0,18,0,18,0,0,0,0,0,0,0,31,241,18,0,258,0,292,0,0,0,0,0,0,0,302,272,18,0,290,0,597,239,20,0,0,20,0,254,39,166,3,0,171,0,204,0,15,7,0,16,0,16,0,0,0,0,0,0,0,39,181,12,0,190,0,226,0,0,0,0,0,0,0,275,194,12,0,206,0,481,394,23,0,0
POA3039,445,34,0,0,34,0,478,46,129,6,0,135,0,188,4,3,0,0,3,0,9,0,0,0,0,0,0,0,51,133,6,0,138,0,192,0,0,0,0,0,0,0,498,163,6,0,173,0,668,479,20,0,0,20,0,496,32,109,7,0,112,0,144,0,8,0,0,8,0,8,0,0,0,0,0,0,0,32,114,7,0,115,0,147,0,0,0,0,0,0,3,512,130,7,0,133,0,648,259,7,0,0,7,0,267,28,36,3,0,42,0,70,0,3,0,0,3,0,3,0,0,0,0,0,0,0,28,44,3,0,51,0,74,0,0,0,0,0,0,0,285,53,3,0,54,0,344,192,15,0,0,15,0,202,4,37,0,0,37,0,43,0,0,5,0,5,0,5,0,0,0,0,0,0,0,4,37,5,0,36,0,43,0,0,0,0,0,0,0,197,48,5,0,51,0,251,262,19,0,0
POA3040,613,45,0,0,49,0,661,86,225,0,0,228,0,316,0,5,3,0,10,0,10,0,0,0,0,0,0,0,87,234,7,0,239,0,330,3,0,0,0,0,0,4,705,278,11,0,286,0,995,773,39,0,0,39,0,812,74,332,3,0,334,0,409,0,10,5,0,9,0,8,0,0,0,0,0,0,0,71,338,10,0,345,0,415,5,0,0,0,0,0,8,850,378,10,0,386,0,1240,485,16,0,0,16,0,503,52,168,10,0,175,0,225,0,0,8,0,7,0,7,0,0,0,0,0,0,0,52,176,10,0,187,0,234,0,0,0,0,0,0,0,538,187,10,0,198,0,738,363,21,0,0,21,0,385,33,117,0,0,121,0,154,0,0,0,0,3,0,3,0,0,0,0,0,0,0,33,120,4,0,121,0,161,0,0,0,0,0,0,0,402,143,4,0,144,0,548,524,31,0,0
POA3041,297,20,0,0,20,0,315,44,118,4,0,117,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,114,4,0,119,0,166,0,0,0,0,0,0,0,341,138,4,0,141,0,478,444,26,0,0,26,0,470,53,157,5,0,168,0,213,8,8,0,0,6,0,10,0,0,0,0,0,0,0,57,164,7,0,172,0,224,0,0,0,0,0,0,0,497,194,7,0,199,0,698,307,12,0,0,17,0,324,19,120,4,0,128,0,145,0,3,0,0,6,0,6,0,0,0,0,0,0,0,19,125,3,0,127,0,153,3,0,0,0,0,0,3,335,142,6,0,146,0,477,205,8,0,0,9,0,213,23,78,4,0,81,0,101,0,4,0,0,6,0,6,0,0,0,0,0,0,0,23,80,7,0,86,0,103,0,0,0,0,0,0,0,223,89,10,0,93,0,322,279,20,0,0
