POA_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
POA3016,0,10,0,10,..,12,0,12,0,12,..,4,0,4,0,4,..,3,0,3,0,3,..,29,0,29,0,29,..,48,3,50,0,50,..,4,0,4,0,4,..,11,0,11,0,11,..,4,0,6,0,6,..,53,15,73,0,68,..,127,13,139,4,141,..,990,83,1072,8,1083,..,25,5,30,229,256,6548,1019,90,1107,234,7891,6535,..,..,..,..,6535,..,9,0,9,0,9,..,50,5,52,0,51,..,0,0,0,0,0,..,25,4,30,0,30,..,56,3,61,3,63,..,4,0,6,0,6,..,86,9,100,3,101,..,65,7,71,0,71,..,39,4,40,0,40,..,40,0,43,6,45,..,172,22,196,0,196,..,4,0,4,0,4,..,6,0,6,0,6,..,21,0,17,0,17,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3
POA3018,0,11,0,11,..,9,0,9,0,9,..,13,0,12,0,12,..,3,0,3,0,3,..,37,0,41,0,41,..,52,7,59,0,59,..,12,0,12,0,12,..,4,0,4,0,4,..,14,0,11,0,11,..,56,15,72,0,72,..,232,27,255,8,262,..,1053,121,1169,14,1185,..,24,0,21,273,298,4993,1077,124,1197,286,6470,5351,..,..,..,..,5351,..,6,0,6,0,6,..,32,3,39,0,39,..,0,0,0,0,0,..,39,18,56,0,56,..,84,16,99,0,102,..,3,0,3,0,3,..,127,28,158,0,159,..,61,8,68,0,67,..,33,0,33,0,33,..,42,4,47,0,47,..,88,6,95,0,95,..,11,0,10,0,10,..,3,0,3,0,3,..,23,0,23,0,23,..,7,0,7,0,7,..,12,0,12,0,12,..,0,0,0,0,0,..,6,0,10,0,10,..,3,0,3
POA3019,3,39,0,39,..,10,0,11,0,11,..,58,0,62,0,62,..,13,3,17,0,17,..,121,10,128,0,128,..,56,11,68,0,68,..,23,4,27,0,27,..,5,0,10,0,10,..,23,6,25,0,25,..,937,366,1300,11,1311,..,498,77,575,13,584,..,2389,670,3057,27,3084,..,31,14,43,318,361,1482,2420,679,3100,350,4927,1318,..,..,..,..,1318,..,0,0,0,0,0,..,59,24,81,0,81,..,0,0,0,0,0,..,190,116,304,0,304,..,85,42,129,0,129,..,22,9,29,0,29,..,299,168,465,0,466,..,10,10,25,0,25,..,4,0,4,0,4,..,0,0,0,0,0,..,16,4,22,0,22,..,25,4,33,0,33,..,16,0,16,0,16,..,31,0,35,0,35,..,13,4,9,0,9,..,21,0,23,0,23,..,0,0,0,0,0,..,23,9,31,3,37,..,0,0,0
POA3020,5,141,0,142,..,34,3,37,3,37,..,211,5,216,0,220,..,48,0,49,0,49,..,432,14,440,6,450,..,259,37,296,3,302,..,140,52,192,5,199,..,37,6,37,0,37,..,206,43,249,5,256,..,3429,1416,4841,46,4889,..,2130,507,2644,25,2665,..,10403,2889,13290,124,13414,..,146,48,193,1366,1558,7599,10551,2936,13481,1486,22570,6961,..,..,..,..,6961,..,3,0,3,0,3,..,245,69,317,0,317,..,0,0,0,0,0,..,411,209,626,4,626,..,268,138,407,3,413,..,75,39,109,0,109,..,756,385,1139,5,1151,..,130,55,189,0,191,..,16,4,24,0,24,..,37,0,38,0,38,..,455,181,631,5,635,..,74,13,81,0,82,..,29,0,29,0,29,..,122,16,139,0,141,..,200,12,210,0,210,..,197,25,222,4,224,..,43,0,43,0,45,..,113,14,126,3,128,..,13,0,22
POA3021,5,260,8,270,..,17,3,21,0,21,..,339,11,356,0,350,..,43,7,50,0,50,..,657,25,681,8,693,..,238,56,289,0,292,..,115,26,146,6,145,..,34,5,38,0,38,..,186,55,240,0,239,..,4670,2404,7078,50,7128,..,2396,683,3085,38,3124,..,13461,4472,17928,151,18089,..,188,60,251,2209,2460,7102,13655,4528,18182,2359,27643,6348,..,..,..,..,6348,..,0,0,0,0,0,..,457,149,604,4,611,..,5,0,5,0,5,..,357,278,636,3,637,..,214,118,333,0,335,..,84,59,144,0,144,..,658,451,1108,4,1113,..,351,125,474,4,473,..,23,4,28,0,28,..,51,0,52,0,52,..,391,144,530,0,530,..,41,5,43,0,43,..,11,0,11,0,11,..,176,16,194,0,195,..,158,14,172,3,175,..,715,76,789,9,796,..,81,15,94,0,94,..,165,29,192,0,198,..,21,0,21
POA3022,0,5,0,5,..,4,0,5,0,5,..,13,0,13,0,13,..,0,0,0,0,0,..,20,4,19,0,19,..,9,5,17,0,17,..,13,0,13,0,13,..,4,0,4,0,4,..,4,0,4,0,4,..,140,57,200,0,198,..,155,38,191,0,192,..,582,136,719,10,728,..,7,0,7,161,170,704,594,135,728,171,1600,648,..,..,..,..,648,..,3,0,3,0,3,..,10,8,13,0,13,..,0,0,0,0,0,..,8,3,11,0,11,..,21,8,29,0,29,..,3,3,7,0,7,..,35,19,53,0,53,..,11,0,13,0,15,..,4,0,4,0,4,..,10,0,5,0,4,..,19,27,50,0,48,..,6,0,4,0,4,..,0,0,0,0,3,..,12,0,12,0,12,..,4,0,4,0,4,..,21,0,24,0,24,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4
POA3023,10,471,3,477,..,68,3,68,0,73,..,737,20,760,5,757,..,87,9,96,0,96,..,1352,34,1391,8,1402,..,461,60,517,4,521,..,255,10,266,0,268,..,48,7,53,0,53,..,306,59,367,3,372,..,2682,996,3682,37,3716,..,2793,576,3367,47,3418,..,14514,2642,17162,167,17320,..,201,55,256,3347,3605,13157,14713,2699,17418,3513,34082,12702,..,..,..,..,12702,..,11,0,11,0,12,..,673,130,806,7,814,..,0,0,0,0,0,..,384,174,561,4,559,..,389,157,547,7,553,..,148,62,206,0,212,..,915,395,1314,10,1322,..,275,44,318,6,324,..,45,0,45,0,45,..,33,0,33,0,31,..,347,48,395,3,393,..,101,8,108,0,108,..,74,0,74,0,74,..,531,38,573,0,573,..,65,4,71,0,71,..,723,67,790,0,794,..,234,15,252,0,255,..,386,50,435,0,441,..,91,7,98
POA3024,0,121,0,122,..,43,3,49,0,49,..,173,3,179,0,185,..,40,0,40,0,40,..,378,9,388,0,391,..,83,14,96,0,92,..,312,13,326,10,337,..,22,12,33,0,38,..,25,0,26,0,26,..,51,3,57,0,57,..,1934,378,2311,55,2370,..,6563,756,7318,114,7433,..,123,23,148,832,982,8494,6689,778,7464,944,16901,8652,..,..,..,..,8652,..,19,0,19,0,19,..,128,16,148,0,148,..,3,0,3,0,3,..,53,7,63,0,63,..,157,46,198,0,202,..,10,0,7,0,7,..,214,56,270,0,276,..,17,3,25,0,25,..,40,6,44,0,45,..,23,0,23,0,23,..,42,10,45,0,45,..,205,17,220,6,224,..,226,25,256,0,257,..,753,46,797,6,802,..,72,10,87,0,88,..,875,84,957,13,975,..,137,6,142,5,146,..,235,20,256,5,259,..,134,12,149
POA3025,0,13,0,13,..,50,7,54,0,55,..,12,0,15,0,15,..,10,0,11,0,11,..,84,9,95,0,94,..,41,9,49,0,49,..,12,0,12,0,12,..,8,0,8,0,8,..,6,0,6,0,6,..,173,61,234,3,240,..,246,39,285,5,289,..,2097,429,2522,29,2546,..,32,7,46,346,389,3314,2129,437,2564,375,6254,3361,..,..,..,..,3361,..,4,0,4,0,4,..,637,99,731,0,736,..,3,0,3,0,3,..,72,30,100,0,100,..,60,18,74,0,78,..,5,4,7,0,7,..,140,49,185,0,186,..,53,23,75,0,75,..,16,3,20,0,20,..,24,0,24,0,24,..,249,109,356,0,358,..,3,0,3,0,3,..,11,0,12,0,12,..,27,0,24,0,24,..,0,0,0,0,0,..,12,3,17,0,17,..,5,0,5,0,5,..,18,4,19,0,19,..,7,0,7
POA3026,4,104,0,109,..,12,7,19,0,19,..,149,3,151,0,154,..,20,0,25,0,25,..,286,13,303,0,302,..,67,15,84,0,84,..,17,0,16,0,16,..,5,0,5,0,5,..,20,0,27,0,27,..,463,165,629,6,636,..,452,66,523,4,529,..,2081,367,2446,25,2471,..,49,6,52,210,261,1693,2126,373,2497,239,4425,1485,..,..,..,..,1485,..,0,0,0,0,0,..,69,9,81,0,81,..,0,0,0,0,0,..,62,26,86,0,86,..,65,24,90,0,90,..,43,16,66,0,65,..,173,67,238,0,242,..,18,0,25,0,25,..,11,3,12,0,12,..,0,0,0,0,0,..,43,3,44,0,42,..,10,0,9,0,7,..,9,0,9,0,9,..,68,0,66,0,66,..,0,0,0,0,0,..,83,5,96,0,100,..,36,0,36,0,36,..,29,3,32,0,29,..,10,0,10
POA3027,0,57,0,57,..,112,3,113,0,116,..,47,3,45,0,49,..,18,0,18,7,26,..,223,4,232,9,239,..,55,3,51,0,51,..,64,0,61,0,68,..,24,5,30,0,30,..,3,3,11,0,11,..,55,19,73,0,73,..,433,24,458,8,465,..,2748,258,3009,50,3059,..,24,9,26,251,277,1605,2777,266,3035,298,4939,1419,..,..,..,..,1419,..,8,0,8,0,8,..,65,9,67,0,68,..,0,0,0,0,0,..,93,18,114,0,113,..,339,132,471,10,475,..,15,3,18,0,18,..,447,154,594,7,606,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,11,0,11,0,11,..,52,0,56,0,57,..,125,18,142,0,143,..,296,16,317,5,317,..,35,4,39,0,39,..,228,15,247,0,247,..,38,0,37,0,37,..,97,9,104,0,104,..,33,4,35
POA3028,0,92,0,92,..,58,6,62,0,62,..,132,3,135,0,131,..,26,0,34,0,34,..,315,7,322,0,328,..,99,20,118,0,118,..,49,0,50,0,50,..,17,5,26,0,26,..,23,5,29,0,33,..,280,79,361,4,367,..,759,179,943,21,957,..,4108,694,4810,63,4873,..,72,13,83,726,811,8229,4177,711,4894,795,13915,8333,..,..,..,..,8333,..,9,0,9,0,9,..,298,63,358,6,360,..,0,0,0,0,0,..,114,55,166,0,171,..,206,87,293,3,294,..,24,8,30,0,32,..,343,144,483,3,490,..,97,22,116,0,115,..,24,0,28,0,28,..,45,0,45,0,45,..,257,52,311,0,311,..,31,0,29,3,33,..,34,3,34,0,34,..,234,11,249,3,247,..,85,6,87,0,87,..,240,21,262,3,264,..,26,3,29,0,29,..,65,3,65,0,65,..,45,0,47
POA3029,24,702,9,712,..,234,15,245,3,252,..,940,24,961,11,974,..,212,17,233,4,234,..,2059,71,2138,29,2161,..,400,56,459,6,462,..,892,44,940,18,958,..,65,14,71,0,72,..,98,16,116,0,114,..,535,169,701,10,714,..,6159,891,7050,145,7198,..,34022,3449,37471,538,38010,..,426,93,521,4665,5182,23410,34441,3546,37988,5204,66596,22713,..,..,..,..,22713,..,40,0,42,0,42,..,1627,228,1854,18,1868,..,5,0,5,0,5,..,304,105,411,0,413,..,944,402,1340,17,1358,..,62,29,95,0,95,..,1309,534,1847,20,1871,..,109,10,119,0,119,..,100,5,109,0,111,..,46,4,51,0,51,..,253,42,296,0,298,..,1043,94,1140,14,1150,..,2019,217,2241,27,2269,..,2930,233,3170,26,3193,..,469,54,524,12,534,..,5718,627,6347,95,6444,..,521,32,555,6,558,..,2450,257,2707,40,2747,..,379,30,411
POA3030,13,409,8,415,..,472,37,502,10,512,..,467,16,482,8,491,..,175,23,198,0,198,..,1511,86,1593,21,1616,..,442,42,481,11,494,..,789,24,805,14,817,..,86,19,104,0,104,..,68,9,77,0,77,..,472,112,590,8,594,..,3734,783,4525,87,4607,..,21669,2856,24527,331,24858,..,322,61,378,2878,3253,31151,21985,2913,24899,3205,59258,30992,..,..,..,..,30992,..,175,9,179,0,187,..,629,93,721,8,729,..,11,4,16,0,16,..,606,171,773,6,780,..,2442,1024,3465,33,3498,..,94,28,121,0,121,..,3140,1223,4360,35,4400,..,148,17,164,0,165,..,155,8,169,0,170,..,80,3,91,0,88,..,337,46,383,0,383,..,474,39,514,7,513,..,599,46,643,4,653,..,2411,156,2568,29,2601,..,149,10,164,0,161,..,1499,169,1668,19,1684,..,398,38,435,0,439,..,790,52,846,20,864,..,429,24,455
POA3031,0,13,0,13,..,21,3,19,0,19,..,17,0,17,0,17,..,15,0,16,0,16,..,66,3,67,0,67,..,122,24,140,5,149,..,16,0,12,0,12,..,13,0,13,0,13,..,44,3,49,0,49,..,190,69,263,0,266,..,423,55,483,13,494,..,1833,368,2205,36,2240,..,43,5,41,431,470,5823,1875,372,2246,467,8534,5993,..,..,..,..,5993,..,0,0,0,0,0,..,146,39,180,0,187,..,0,0,0,0,0,..,189,112,306,3,306,..,190,77,272,0,270,..,32,20,51,0,51,..,414,219,628,4,629,..,10,6,15,0,15,..,38,0,46,0,41,..,42,0,42,4,46,..,49,13,53,0,57,..,11,0,11,0,11,..,6,0,6,0,6,..,24,0,30,0,28,..,20,0,25,0,25,..,14,3,12,0,12,..,17,0,17,0,17,..,3,0,3,0,3,..,6,0,6
POA3032,0,43,0,43,..,50,4,57,0,57,..,58,6,61,0,61,..,14,0,22,0,22,..,162,9,179,3,180,..,234,21,253,8,258,..,39,0,39,0,39,..,18,3,27,0,27,..,65,7,80,0,80,..,878,202,1080,12,1085,..,538,80,614,15,632,..,4333,701,5035,69,5105,..,65,9,79,640,718,9002,4400,713,5120,712,14824,8797,..,..,..,..,8797,..,6,0,6,0,6,..,165,27,188,3,191,..,0,0,0,0,0,..,360,162,521,0,525,..,389,107,496,6,504,..,54,20,71,0,76,..,803,287,1093,5,1100,..,85,3,92,0,92,..,49,0,49,0,49,..,35,0,39,0,41,..,231,55,287,0,284,..,16,0,16,0,16,..,25,0,25,0,23,..,119,3,121,4,123,..,56,0,57,0,57,..,32,0,38,0,38,..,23,0,23,0,23,..,32,3,36,0,36,..,16,0,18
POA3033,0,16,0,20,..,8,0,8,0,8,..,15,0,15,0,15,..,0,0,0,0,0,..,44,0,44,0,45,..,75,7,82,3,84,..,37,0,38,0,41,..,6,0,6,0,6,..,30,9,36,5,42,..,153,42,199,0,200,..,165,20,184,3,185,..,2035,298,2335,23,2361,..,28,8,35,221,258,4681,2069,303,2371,248,7297,4858,..,..,..,..,4858,..,0,0,0,0,0,..,133,11,148,0,148,..,0,0,0,0,0,..,75,43,114,0,114,..,112,29,133,0,133,..,11,4,14,0,14,..,193,68,262,0,262,..,82,16,100,4,98,..,6,0,6,0,6,..,19,0,19,0,19,..,310,79,384,0,389,..,5,0,5,0,5,..,11,0,11,0,11,..,29,3,32,0,34,..,4,0,4,0,4,..,31,0,25,0,25,..,29,0,29,0,29,..,10,0,10,0,10,..,6,0,9
POA3034,0,32,0,38,..,7,0,10,0,10,..,29,0,26,0,26,..,9,4,11,0,11,..,76,6,83,0,87,..,89,9,96,0,96,..,12,0,12,0,12,..,11,3,12,0,12,..,22,7,26,0,26,..,328,74,405,0,410,..,194,12,205,0,205,..,2267,422,2697,21,2713,..,32,7,34,202,241,3081,2300,431,2733,222,6032,3018,..,..,..,..,3018,..,3,0,3,0,3,..,120,23,139,0,143,..,0,0,0,0,0,..,129,86,212,0,212,..,95,18,115,0,111,..,15,5,22,0,22,..,236,111,349,0,350,..,130,33,163,4,163,..,19,0,21,0,21,..,17,0,21,0,21,..,235,73,310,0,312,..,0,0,0,0,0,..,5,0,5,0,5,..,25,0,26,0,26,..,7,0,7,0,7,..,11,0,18,0,18,..,6,0,6,0,6,..,26,0,26,0,26,..,0,0,0
POA3036,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,9,0,9,0,9,..,12,5,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,27,0,27,0,27,..,45,4,47,0,47,..,65,3,67,0,68,..,584,47,627,8,631,..,22,0,22,74,92,2212,602,47,643,75,2934,2233,..,..,..,..,2233,..,0,0,0,0,0,..,46,8,47,5,50,..,0,0,0,0,0,..,22,3,25,0,25,..,19,0,24,0,24,..,0,0,0,0,0,..,39,8,45,0,45,..,52,3,57,0,61,..,3,0,3,0,3,..,4,3,7,0,7,..,87,9,93,0,93,..,6,0,6,0,6,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,7,0,7,0,7,..,0,0,0
POA3037,3,218,0,218,..,31,4,33,0,33,..,379,6,385,0,385,..,60,10,71,0,71,..,682,30,707,0,707,..,304,41,342,7,349,..,185,16,198,4,200,..,21,4,27,0,27,..,306,36,344,5,346,..,801,344,1152,11,1161,..,1356,189,1549,22,1569,..,9542,1359,10909,89,10997,..,140,31,174,906,1070,13409,9687,1387,11074,989,25477,13076,..,..,..,..,13076,..,10,0,10,0,10,..,800,96,894,0,893,..,0,0,0,0,0,..,164,62,225,0,225,..,220,75,294,6,299,..,236,104,342,0,342,..,628,235,862,3,865,..,409,66,477,0,473,..,23,0,23,0,23,..,25,4,29,0,29,..,461,62,520,3,524,..,36,7,37,0,37,..,23,3,24,0,24,..,387,30,422,4,423,..,38,3,45,0,45,..,717,94,813,7,818,..,242,17,258,0,257,..,197,12,214,0,214,..,67,3,69
POA3038,0,47,0,47,..,10,0,7,0,7,..,71,0,67,0,67,..,10,0,10,0,10,..,132,4,133,0,133,..,125,19,141,0,141,..,36,0,33,0,33,..,7,0,7,0,3,..,156,23,182,0,184,..,448,119,568,0,567,..,564,78,637,0,641,..,4683,684,5365,23,5393,..,73,9,86,444,527,7299,4757,694,5450,465,13215,7197,..,..,..,..,7197,..,5,0,5,0,5,..,437,44,487,0,488,..,0,0,0,0,0,..,143,55,203,0,203,..,106,47,153,0,153,..,24,19,47,0,47,..,277,119,396,0,396,..,348,68,414,0,416,..,20,0,20,0,20,..,16,0,18,0,18,..,534,74,608,4,609,..,15,0,13,0,13,..,3,0,3,0,3,..,96,8,103,0,103,..,4,0,4,0,4,..,135,16,153,0,153,..,92,5,93,0,93,..,37,5,46,0,46,..,16,0,17
POA3039,0,14,0,14,..,16,0,16,0,16,..,22,0,19,0,19,..,5,0,5,0,5,..,48,0,50,0,50,..,97,9,100,0,101,..,9,0,14,0,14,..,9,0,8,0,8,..,31,3,32,0,32,..,71,8,73,0,73,..,137,18,152,9,164,..,1607,180,1789,24,1807,..,18,9,22,237,259,5748,1627,184,1808,260,7821,5985,..,..,..,..,5985,..,0,0,0,0,0,..,56,6,62,0,62,..,0,0,0,0,0,..,75,18,99,0,100,..,156,26,179,0,179,..,10,3,17,0,15,..,245,53,292,0,298,..,32,6,37,0,37,..,19,0,20,0,20,..,23,0,23,0,23,..,179,39,217,4,221,..,3,0,7,0,7,..,8,0,11,0,4,..,64,3,67,0,67,..,47,0,47,0,53,..,19,0,19,0,21,..,10,0,7,0,7,..,19,0,19,0,19,..,14,0,14
POA3040,0,15,0,15,..,10,0,10,0,10,..,12,0,12,0,12,..,8,0,8,0,8,..,51,0,51,0,51,..,98,10,114,0,111,..,25,0,20,0,20,..,7,0,7,0,7,..,63,6,74,0,74,..,170,15,187,0,190,..,267,18,285,5,295,..,2670,199,2876,38,2913,..,35,6,40,390,434,9655,2710,206,2916,433,12997,9980,..,..,..,..,9980,..,4,0,4,0,4,..,159,22,181,0,181,..,0,0,0,0,0,..,119,17,140,0,137,..,211,48,256,0,255,..,18,6,18,0,18,..,347,65,415,4,420,..,80,0,84,0,81,..,34,0,37,0,37,..,32,0,32,0,31,..,295,29,326,5,330,..,18,0,18,0,18,..,26,0,30,0,30,..,96,5,96,0,101,..,119,0,119,0,119,..,24,3,25,0,28,..,53,4,59,0,62,..,20,0,21,0,21,..,13,5,15
POA3041,0,7,0,7,..,6,0,6,0,6,..,6,0,6,0,12,..,4,0,4,0,4,..,19,0,19,0,21,..,37,6,40,0,40,..,13,0,19,0,20,..,9,3,5,0,5,..,122,16,136,0,137,..,54,10,59,0,65,..,169,11,176,0,184,..,1323,119,1440,13,1449,..,30,0,31,160,188,4801,1353,118,1469,168,6437,4905,..,..,..,..,4905,..,0,0,0,0,0,..,69,10,81,0,81,..,0,0,0,0,0,..,30,11,38,0,38,..,88,17,108,5,109,..,5,0,5,0,5,..,125,26,153,5,156,..,19,0,21,0,21,..,14,0,13,0,13,..,11,0,11,0,11,..,139,20,162,0,164,..,15,0,17,0,17,..,14,0,14,0,14,..,49,5,56,0,51,..,27,0,27,0,27,..,16,0,17,0,17,..,32,5,36,0,36,..,15,0,17,0,17,..,14,0,14
