POA_CODE_2021,A0_14_SEO_B_05,A0_14_SEO_05_10,A0_14_SEO_11_15,A0_14_SEO_16,A0_14_SEO_17,A0_14_SEO_18,A0_14_SEO_19,A0_14_SEO_20,A0_14_SEO_21,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_UOLSE_VWW_B_05,A0_14_UOLSE_VWW_05_10,A0_14_UOLSE_VWW_11_15,A0_14_UOLSE_VWW_16,A0_14_UOLSE_VWW_17,A0_14_UOLSE_VWW_18,A0_14_UOLSE_VWW_19,A0_14_UOLSE_VWW_20,A0_14_UOLSE_VWW_21,A0_14_UOLSE_VWW_YNS,A0_14_UOLSE_VWW_T,A0_14_UOLSE_NWNAA_B_05,A0_14_UOLSE_NWNAA_05_10,A0_14_UOLSE_NWNAA_11_15,A0_14_UOLSE_NWNAA_16,A0_14_UOLSE_NWNAA_17,A0_14_UOLSE_NWNAA_18,A0_14_UOLSE_NWNAA_19,A0_14_UOLSE_NWNAA_20,A0_14_UOLSE_NWNAA_21,A0_14_UOLSE_NWNAA_YNS,A0_14_UOLSE_NWNAA_T,A0_14_UOLSE_PinE_NS_B_05,A0_14_UOLSE_PinE_NS_05_10,A0_14_UOLSE_PinE_NS_11_15,A0_14_UOLSE_PinE_NS_16,A0_14_UOLSE_PinE_NS_17,A0_14_UOLSE_PinE_NS_18,A0_14_UOLSE_PinE_NS_19,A0_14_UOLSE_PinE_NS_20,A0_14_UOLSE_PinE_NS_21,A0_14_UOLSE_PinE_NS_YNS,A0_14_UOLSE_PinE_NS_T,A0_14_UOLSE_T_B_05,A0_14_UOLSE_T_05_10,A0_14_UOLSE_T_11_15,A0_14_UOLSE_T_16,A0_14_UOLSE_T_17,A0_14_UOLSE_T_18,A0_14_UOLSE_T_19,A0_14_UOLSE_T_20,A0_14_UOLSE_T_21,A0_14_UOLSE_T_YNS,A0_14_UOLSE_T_T,A0_14_L_PinE_NS_B_05,A0_14_L_PinE_NS_05_10,A0_14_L_PinE_NS_11_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_17,A0_14_L_PinE_NS_18,A0_14_L_PinE_NS_19,A0_14_L_PinE_NS_20,A0_14_L_PinE_NS_21,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B_05,A0_14_T_05_10,A0_14_T_11_15,A0_14_T_16,A0_14_T_17,A0_14_T_18,A0_14_T_19,A0_14_T_20,A0_14_T_21,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B_05,A15_24_SEO_05_10,A15_24_SEO_11_15,A15_24_SEO_16,A15_24_SEO_17,A15_24_SEO_18,A15_24_SEO_19,A15_24_SEO_20,A15_24_SEO_21,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_UOLSE_VWW_B_05,A15_24_UOLSE_VWW_05_10,A15_24_UOLSE_VWW_11_15,A15_24_UOLSE_VWW_16,A15_24_UOLSE_VWW_17,A15_24_UOLSE_VWW_18,A15_24_UOLSE_VWW_19,A15_24_UOLSE_VWW_20,A15_24_UOLSE_VWW_21,A15_24_UOLSE_VWW_YNS,A15_24_UOLSE_VWW_T,A15_24_UOLSE_NWNAA_B_05,A15_24_UOLSE_NWNAA_05_10,A15_24_UOLSE_NWNAA_11_15,A15_24_UOLSE_NWNAA_16,A15_24_UOLSE_NWNAA_17,A15_24_UOLSE_NWNAA_18,A15_24_UOLSE_NWNAA_19,A15_24_UOLSE_NWNAA_20,A15_24_UOLSE_NWNAA_21,A15_24_UOLSE_NWNAA_YNS,A15_24_UOLSE_NWNAA_T,A15_24_UOLSE_PinE_NS_B_05,A15_24_UOLSE_PinE_NS_05_10,A15_24_UOLSE_PinE_NS_11_15,A15_24_UOLSE_PinE_NS_16,A15_24_UOLSE_PinE_NS_17,A15_24_UOLSE_PinE_NS_18,A15_24_UOLSE_PinE_NS_19,A15_24_UOLSE_PinE_NS_20,A15_24_UOLSE_PinE_NS_21,A15_24_UOLSE_PinE_NS_YNS,A15_24_UOLSE_PinE_NS_T,A15_24_UOLSE_T_B_05,A15_24_UOLSE_T_05_10,A15_24_UOLSE_T_11_15,A15_24_UOLSE_T_16,A15_24_UOLSE_T_17,A15_24_UOLSE_T_18,A15_24_UOLSE_T_19,A15_24_UOLSE_T_20,A15_24_UOLSE_T_21,A15_24_UOLSE_T_YNS,A15_24_UOLSE_T_T,A15_24_L_PinE_NS_B_05,A15_24_L_PinE_NS_05_10,A15_24_L_PinE_NS_11_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_17,A15_24_L_PinE_NS_18,A15_24_L_PinE_NS_19,A15_24_L_PinE_NS_20,A15_24_L_PinE_NS_21,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B_05,A15_24_T_05_10,A15_24_T_11_15,A15_24_T_16,A15_24_T_17,A15_24_T_18,A15_24_T_19,A15_24_T_20,A15_24_T_21,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B_05,A25_34_SEO_05_10,A25_34_SEO_11_15,A25_34_SEO_16,A25_34_SEO_17,A25_34_SEO_18,A25_34_SEO_19,A25_34_SEO_20,A25_34_SEO_21,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_UOLSE_VWW_B_05,A25_34_UOLSE_VWW_05_10,A25_34_UOLSE_VWW_11_15,A25_34_UOLSE_VWW_16,A25_34_UOLSE_VWW_17,A25_34_UOLSE_VWW_18,A25_34_UOLSE_VWW_19,A25_34_UOLSE_VWW_20,A25_34_UOLSE_VWW_21,A25_34_UOLSE_VWW_YNS,A25_34_UOLSE_VWW_T,A25_34_UOLSE_NWNAA_B_05,A25_34_UOLSE_NWNAA_05_10,A25_34_UOLSE_NWNAA_11_15,A25_34_UOLSE_NWNAA_16,A25_34_UOLSE_NWNAA_17,A25_34_UOLSE_NWNAA_18,A25_34_UOLSE_NWNAA_19,A25_34_UOLSE_NWNAA_20,A25_34_UOLSE_NWNAA_21,A25_34_UOLSE_NWNAA_YNS,A25_34_UOLSE_NWNAA_T,A25_34_UOLSE_PinE_NS_B_05,A25_34_UOLSE_PinE_NS_05_10,A25_34_UOLSE_PinE_NS_11_15,A25_34_UOLSE_PinE_NS_16,A25_34_UOLSE_PinE_NS_17,A25_34_UOLSE_PinE_NS_18,A25_34_UOLSE_PinE_NS_19,A25_34_UOLSE_PinE_NS_20,A25_34_UOLSE_PinE_NS_21,A25_34_UOLSE_PinE_NS_YNS,A25_34_UOLSE_PinE_NS_T,A25_34_UOLSE_T_B_05,A25_34_UOLSE_T_05_10
POA3016,..,24,55,16,8,7,12,0,3,6,125,..,7,26,3,0,3,4,7,0,7,66,..,0,0,0,0,0,0,4,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,7,26,3,0,3,4,12,0,7,66,..,0,0,0,0,0,0,0,0,0,0,..,30,78,22,8,14,17,20,3,3,195,40,46,23,4,8,0,0,0,0,4,130,9,15,14,5,6,0,0,3,0,0,52,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,15,14,5,6,0,4,3,0,0,57,0,0,0,0,0,0,0,0,0,0,0,47,60,39,8,10,3,10,3,4,4,183,40,29,37,12,10,10,4,5,0,0,134,31,19,40,10,6,13,20,3,0,4,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19
POA3018,..,3,30,3,4,11,13,3,5,0,73,..,3,9,13,12,5,4,0,4,0,57,..,0,0,0,0,0,4,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,3,9,13,12,5,9,0,4,0,58,..,0,0,0,0,0,0,0,0,0,0,..,11,39,14,15,19,22,4,8,4,130,9,28,12,0,5,6,0,4,0,0,60,0,22,12,0,0,5,8,0,5,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,0,0,0,8,0,5,0,52,0,0,0,0,0,0,0,0,0,0,0,13,49,24,0,4,6,10,5,3,0,115,42,29,62,13,23,18,21,0,0,0,214,18,27,71,18,23,22,33,5,3,3,223,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,18,27
POA3019,..,0,11,4,0,3,6,0,3,0,33,..,11,44,26,20,16,24,8,0,3,147,..,0,3,0,0,10,0,8,0,0,24,..,0,0,0,0,0,0,0,0,0,0,..,11,52,29,18,25,27,15,0,3,178,..,0,0,0,0,0,0,0,0,0,0,..,12,62,32,20,22,32,18,6,3,208,14,17,0,5,4,4,7,3,0,0,56,27,46,69,21,36,56,86,22,0,3,371,0,0,7,4,0,3,9,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,27,51,69,23,44,64,100,22,0,5,397,0,0,0,0,0,0,0,0,0,0,6,40,71,76,29,42,66,100,22,0,10,459,62,30,41,17,15,23,15,0,4,0,209,115,151,243,61,97,108,105,20,0,31,940,4,13,46,9,13,23,19,11,0,0,138,0,0,0,0,0,3,0,0,0,0,9,126,163
POA3020,..,12,52,16,5,10,12,4,0,4,121,..,51,218,56,61,78,53,31,3,35,585,..,0,4,3,5,15,15,10,13,10,77,..,0,0,0,0,0,0,0,0,0,8,..,54,226,59,67,92,69,42,16,39,671,..,0,0,0,0,0,0,0,0,0,0,..,69,275,73,77,102,87,48,20,44,791,22,48,33,12,6,10,25,8,0,9,175,99,202,330,98,141,193,272,88,14,39,1473,0,0,14,7,14,14,20,11,4,11,106,0,0,0,0,0,0,0,0,0,0,0,99,202,345,106,155,212,300,104,15,50,1581,0,0,0,0,0,0,0,0,0,8,11,123,252,385,121,161,220,322,116,19,58,1764,142,70,121,39,37,42,27,5,3,19,513,410,593,884,222,280,383,362,67,15,86,3300,24,85,284,41,43,76,54,21,12,23,661,0,3,5,0,0,0,0,0,0,0,7,437,673
POA3021,..,26,67,19,27,25,16,10,7,15,205,..,89,286,115,166,87,128,39,4,66,969,..,0,9,8,9,23,35,23,13,24,148,..,3,0,0,0,0,0,0,0,0,9,..,89,298,125,174,114,166,64,21,83,1126,..,0,4,0,0,3,0,0,0,3,9,..,112,365,145,202,140,185,72,22,106,1342,49,104,49,9,12,18,21,10,0,7,272,171,408,443,161,163,302,394,127,18,65,2249,4,9,26,20,10,30,54,13,12,9,190,0,3,0,0,0,0,0,0,0,3,6,175,425,468,183,174,339,449,136,26,73,2448,0,0,0,0,0,0,0,0,0,9,11,229,523,523,190,186,352,471,147,26,87,2729,142,75,94,31,23,26,27,10,0,14,437,568,723,1141,308,300,368,435,75,14,79,4005,21,169,390,80,66,81,82,37,8,45,971,0,0,0,0,0,0,0,0,0,3,10,585,888
POA3022,..,0,0,0,0,0,0,0,0,0,7,..,3,10,11,3,8,3,0,0,0,46,..,0,3,0,0,0,4,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,3,12,11,3,5,13,0,0,0,52,..,0,0,0,0,0,0,0,0,0,0,..,3,15,9,3,9,13,0,3,0,60,3,3,4,0,0,0,0,0,0,0,12,9,14,8,6,4,10,3,3,0,4,60,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,14,8,6,4,14,12,3,0,4,70,0,0,0,0,0,0,0,0,0,0,0,10,16,9,6,7,14,13,3,0,4,86,14,10,10,4,0,0,5,0,0,0,47,23,35,74,17,12,17,13,4,0,6,198,0,0,16,5,0,6,3,0,0,3,36,0,0,0,0,0,0,0,0,0,0,5,21,36
POA3023,..,35,163,23,31,31,27,3,12,15,335,..,78,327,194,138,146,180,41,7,29,1137,..,3,6,5,8,13,30,19,18,12,113,..,0,0,0,0,0,4,0,0,0,5,..,77,331,197,144,159,211,62,20,42,1250,..,0,0,0,0,0,0,0,0,0,4,..,111,496,223,178,188,239,73,35,56,1593,135,256,100,15,7,8,11,10,10,4,556,244,534,392,136,106,131,193,48,9,25,1828,0,6,9,6,6,0,24,11,8,3,68,0,4,0,0,0,0,0,0,0,0,5,244,541,405,144,115,135,213,56,18,34,1904,0,4,0,0,3,0,0,0,0,110,116,382,801,510,159,120,144,227,66,22,150,2580,265,127,121,29,24,26,25,10,0,14,646,687,723,904,196,209,230,233,66,21,40,3305,6,99,174,41,26,33,78,33,6,22,510,0,3,3,0,0,0,0,0,0,3,9,696,818
POA3024,..,46,125,54,31,34,40,11,10,17,362,..,83,388,131,134,108,129,25,12,34,1040,..,0,4,0,0,14,34,7,13,5,80,..,0,4,0,0,0,5,0,3,0,16,..,86,393,132,135,122,166,36,25,44,1137,..,0,0,0,0,0,0,0,0,3,8,..,134,516,183,168,155,206,50,33,57,1507,91,169,53,18,12,17,17,0,0,14,393,87,411,234,59,45,83,80,29,3,17,1053,0,0,6,3,5,10,18,4,0,5,49,0,0,0,0,0,0,0,0,0,0,0,87,416,240,63,48,96,100,32,3,17,1099,0,0,0,0,0,0,0,0,0,3,3,172,589,290,89,67,112,109,33,3,37,1499,126,114,119,35,24,20,20,3,0,14,481,154,681,988,328,287,274,251,46,29,26,3054,0,40,46,13,16,11,20,7,0,8,163,0,0,0,0,0,0,0,0,0,0,0,152,716
POA3025,..,7,11,4,11,0,3,5,0,4,45,..,8,26,6,4,6,6,0,0,9,71,..,0,0,0,0,0,6,0,0,0,11,..,0,0,0,0,0,0,0,0,0,0,..,8,30,6,4,6,14,0,0,8,82,..,0,0,0,0,0,0,0,0,0,0,..,9,44,10,15,12,15,6,3,11,127,8,11,7,3,3,3,5,0,0,4,34,6,20,30,5,4,15,14,0,0,0,100,0,0,0,0,3,4,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,20,30,5,5,14,18,0,0,5,108,0,0,0,0,0,0,0,0,0,0,0,11,32,35,9,8,15,19,4,0,8,146,57,29,75,11,11,9,14,3,3,5,213,68,77,114,27,36,38,36,7,0,8,402,0,3,10,6,3,5,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,68,78
POA3026,..,6,17,14,0,4,13,0,3,4,62,..,16,43,20,11,14,16,0,8,4,128,..,0,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,16,48,20,11,16,18,3,8,7,136,..,0,0,0,0,0,0,0,0,3,3,..,29,69,31,14,15,26,4,7,11,209,24,43,19,0,0,0,5,0,0,0,94,56,85,52,24,14,16,24,8,5,6,285,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,55,85,54,24,14,17,22,6,5,0,296,0,0,0,0,0,0,0,0,0,0,0,82,131,72,24,14,19,29,6,5,0,389,36,17,17,9,0,4,5,0,0,5,84,117,121,134,24,33,37,36,9,0,16,530,4,13,33,5,0,4,3,0,0,8,73,0,0,0,0,0,0,0,0,0,0,0,124,132
POA3027,..,5,30,4,9,12,12,8,3,4,82,..,17,63,22,24,10,16,15,4,11,177,..,0,0,0,0,0,3,3,4,0,8,..,0,0,0,0,0,0,0,0,0,0,..,17,62,22,24,10,20,19,9,14,192,..,0,0,0,0,0,0,0,0,0,0,..,23,94,28,33,21,31,19,10,16,271,20,44,22,0,3,3,12,3,0,0,113,38,81,90,30,42,66,93,39,0,7,494,0,4,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,38,86,97,28,47,67,93,46,0,7,510,0,0,0,0,0,0,0,0,0,0,0,56,130,114,36,47,67,108,48,0,12,624,50,36,44,16,11,12,20,10,0,0,205,81,246,315,100,133,152,135,36,4,10,1212,4,7,13,5,4,7,10,4,0,0,55,0,0,0,0,0,0,0,0,0,0,3,88,247
POA3028,..,15,49,10,14,16,27,9,0,3,148,..,10,112,49,46,54,35,3,3,9,322,..,0,5,0,8,4,22,0,0,0,47,..,0,0,0,0,0,0,0,0,0,3,..,10,115,50,56,61,59,4,7,3,375,..,0,0,0,0,0,0,0,0,0,6,..,30,168,63,67,80,87,17,3,15,528,33,45,24,6,0,8,4,0,0,5,133,34,70,78,36,25,72,87,23,5,11,440,0,0,4,5,13,0,19,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,38,70,81,38,38,72,107,22,4,11,477,0,0,0,0,0,0,0,0,0,0,0,63,113,105,45,34,80,111,25,5,13,604,90,63,109,27,17,33,20,5,0,3,372,107,176,375,118,126,152,188,33,8,20,1316,0,6,20,18,8,8,22,4,4,0,87,0,0,0,0,0,0,0,0,0,0,7,114,183
POA3029,..,130,550,151,176,152,154,47,40,52,1455,..,361,1318,383,444,413,362,133,79,118,3594,..,0,13,13,35,46,80,29,35,32,282,..,0,0,0,0,3,13,3,5,4,31,..,360,1335,396,475,457,453,164,109,153,3911,..,0,0,3,0,4,0,0,6,8,16,..,493,1883,549,648,611,610,212,154,217,5383,207,583,309,34,37,69,76,42,17,34,1424,370,1439,988,275,338,765,1022,372,39,73,5685,6,12,11,6,23,19,38,5,9,0,127,0,3,0,0,0,0,0,0,0,0,12,379,1454,1002,280,355,787,1055,378,51,79,5827,0,4,5,0,0,3,3,0,0,69,79,583,2035,1314,321,396,856,1141,418,74,185,7330,479,374,402,102,96,80,101,26,15,50,1729,820,3105,4599,1158,1267,1630,1579,369,106,217,14850,18,92,213,54,67,95,118,25,7,15,714,0,5,8,0,0,3,0,0,0,4,32,840,3201
POA3030,..,170,646,198,153,166,196,72,28,51,1685,..,205,1098,412,410,431,353,123,75,77,3185,..,0,15,21,22,40,89,37,22,13,264,..,0,0,0,3,0,6,7,0,4,21,..,211,1120,435,435,470,447,164,94,96,3473,..,0,4,0,0,0,0,0,0,4,14,..,378,1772,633,588,635,646,239,123,155,5168,225,590,404,56,52,62,63,16,18,23,1508,250,861,765,203,215,251,316,114,14,49,3048,5,12,34,18,23,27,51,19,4,0,182,0,0,0,0,0,0,0,0,0,0,3,259,879,803,221,238,273,362,131,17,51,3239,0,0,4,0,0,0,0,0,0,9,17,489,1467,1213,283,288,339,427,149,31,82,4766,434,338,490,84,109,115,108,31,13,41,1760,585,1716,2264,594,658,607,632,175,46,58,7348,7,93,159,70,50,78,78,32,4,14,583,0,0,0,0,0,3,0,0,0,0,11,592,1810
POA3031,..,12,25,8,5,5,11,11,8,8,85,..,8,23,6,9,10,7,9,0,0,76,..,0,0,0,0,0,0,7,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,8,23,6,9,11,9,14,5,0,87,..,0,0,0,0,0,0,0,0,0,0,..,22,48,16,11,15,17,20,9,7,165,31,47,19,4,4,10,6,0,0,3,133,30,53,44,14,18,22,32,15,0,9,243,0,0,3,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,30,53,46,14,18,30,30,15,0,9,249,0,0,0,0,0,0,0,0,0,0,0,67,97,62,24,28,34,37,23,0,14,384,171,67,138,38,54,49,43,9,7,3,572,128,99,202,55,81,75,86,34,3,16,769,5,4,13,0,13,5,15,0,0,0,61,0,0,0,0,0,0,0,0,0,0,4,131,104
POA3032,..,8,50,17,19,14,11,9,0,4,138,..,8,47,17,15,28,33,9,5,6,165,..,0,0,0,0,3,11,6,4,4,22,..,0,0,0,0,0,3,0,4,0,5,..,8,47,17,15,32,42,12,9,14,197,..,0,0,0,0,0,0,0,0,0,0,..,24,91,37,31,47,53,22,9,19,329,50,33,36,8,7,14,21,8,0,9,185,37,62,113,41,42,88,89,24,4,8,513,5,0,5,0,0,3,9,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,39,62,114,48,45,86,96,26,5,11,541,0,0,0,0,0,0,0,0,0,0,0,88,100,153,51,50,106,118,37,10,18,730,198,102,159,50,43,55,50,8,8,3,675,199,269,438,122,165,168,184,48,11,23,1630,6,14,24,11,13,20,20,0,0,5,122,0,0,0,0,0,0,0,0,0,0,0,204,286
POA3033,..,8,26,8,3,3,3,0,0,3,55,..,8,17,13,6,10,9,3,0,4,60,..,0,0,0,0,0,0,0,6,0,8,..,0,0,0,0,0,0,0,0,0,0,..,8,17,13,6,10,9,3,6,4,62,..,0,0,0,0,0,0,0,0,0,0,..,16,43,18,6,12,16,3,6,6,124,11,28,8,0,4,0,0,0,0,0,59,13,29,23,11,6,14,18,0,0,0,115,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,29,23,11,6,14,13,6,0,0,118,0,0,0,0,0,0,0,0,0,0,0,29,55,27,12,7,12,19,0,0,3,173,36,20,21,8,7,3,4,0,7,5,102,37,36,49,15,11,19,14,0,6,5,191,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,37,40
POA3034,..,8,18,5,3,0,0,0,0,0,39,..,3,38,8,7,6,11,4,0,6,82,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,3,38,7,7,6,9,4,0,6,86,..,0,0,0,0,0,0,0,0,0,0,..,7,55,14,8,6,15,4,0,6,127,13,17,3,0,0,0,0,0,0,0,37,14,22,29,6,9,12,18,0,0,5,119,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,22,29,6,9,12,21,0,0,5,126,0,0,0,0,0,0,0,0,0,0,0,30,35,36,7,9,14,20,4,0,0,160,27,20,15,3,0,3,7,0,0,0,76,40,57,79,16,13,26,14,8,0,3,266,0,3,8,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,40,56
POA3036,..,0,12,0,0,0,0,0,0,0,11,..,0,3,0,0,4,0,0,0,0,5,..,0,0,0,0,4,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,3,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,0,..,0,12,0,0,3,0,0,0,0,22,4,7,0,0,0,0,0,0,0,0,17,3,7,8,0,0,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,0,0,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,10,8,12,0,0,5,0,0,0,0,33,6,0,3,0,4,0,0,0,0,0,14,12,7,8,4,4,5,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,7
POA3037,..,33,79,24,23,19,11,12,0,3,205,..,47,162,50,66,57,40,12,3,11,446,..,0,0,3,3,3,9,8,0,5,32,..,0,0,0,0,0,0,0,0,0,0,..,47,169,51,67,59,48,16,5,13,480,..,0,0,0,0,0,0,0,0,0,4,..,81,247,77,86,80,58,27,10,21,684,80,159,58,13,9,5,7,0,4,10,339,125,314,197,48,59,75,86,38,3,15,953,3,5,0,0,6,0,10,3,3,0,30,0,3,0,0,0,0,0,0,0,0,3,129,320,200,54,64,72,90,39,5,15,986,0,0,0,0,0,0,0,0,0,0,4,205,480,260,58,71,78,94,41,9,24,1324,179,77,79,20,13,18,14,4,0,17,422,376,350,458,105,110,138,145,37,19,25,1759,5,42,56,17,15,13,8,9,0,5,175,0,0,0,0,0,0,0,0,0,0,0,378,393
POA3038,..,11,37,4,11,10,0,4,3,5,86,..,6,49,26,16,22,16,0,0,8,154,..,0,0,0,0,0,5,0,0,0,12,..,0,0,0,0,0,0,0,0,0,0,..,6,49,27,19,24,17,5,4,7,166,..,0,0,0,0,0,0,0,0,0,0,..,20,80,33,32,34,22,6,5,8,251,27,45,23,0,4,5,0,0,0,6,102,36,66,77,17,20,21,34,4,4,5,279,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,36,66,78,12,21,24,31,4,5,5,290,0,0,0,0,0,0,0,0,0,0,0,67,117,101,14,20,22,31,10,5,8,394,56,24,23,8,9,4,7,0,0,4,140,94,80,89,27,26,33,26,7,0,10,397,0,3,7,6,0,4,8,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,94,90
POA3039,..,8,22,0,12,14,12,10,4,7,84,..,0,21,9,5,15,12,4,0,5,69,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,19,7,5,15,15,4,3,5,76,..,0,0,0,0,0,0,0,0,0,0,..,6,43,13,16,35,21,9,5,10,158,31,21,10,0,6,11,7,5,0,3,96,7,19,19,14,25,31,45,10,0,0,186,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,19,19,14,25,36,48,11,0,0,186,0,0,0,0,0,0,0,0,0,0,0,42,40,31,16,30,46,56,16,0,5,275,97,34,90,22,46,32,26,12,7,0,369,68,76,168,66,74,110,103,30,7,3,710,4,0,5,5,0,7,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,71,76
POA3040,..,15,46,9,11,12,18,9,9,3,145,..,16,47,20,24,22,23,8,3,6,164,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,16,47,20,24,21,21,8,3,6,163,..,0,0,0,0,0,0,0,0,0,0,..,32,94,34,34,35,42,18,8,12,309,39,28,14,0,14,9,5,0,3,3,122,17,32,51,26,32,49,61,18,0,0,290,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,32,51,26,32,50,68,18,0,0,294,0,0,0,0,0,0,0,0,0,0,4,61,63,63,29,46,61,72,17,3,7,418,112,50,79,15,21,22,19,8,4,6,336,65,71,189,84,77,93,102,17,7,6,705,0,0,0,0,0,7,11,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,65,73
POA3041,..,9,34,3,5,7,3,0,5,0,82,..,8,22,8,9,17,9,4,0,5,71,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,8,22,8,9,20,8,7,3,5,77,..,0,0,0,0,0,0,0,0,0,0,..,15,55,14,8,27,15,7,5,6,159,12,23,6,0,0,0,0,0,0,0,49,10,20,16,7,5,12,13,6,0,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,16,7,5,12,13,6,0,3,94,0,0,0,0,0,0,0,0,0,0,0,26,41,21,4,5,18,13,5,0,3,143,36,18,33,8,4,12,3,0,0,0,111,45,39,58,34,19,28,36,9,4,6,277,0,0,5,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,45,40
POA3042,..,8,25,0,3,4,4,5,0,0,56,..,3,24,4,13,12,10,0,4,4,66,..,0,0,0,0,0,0,0,5,0,9,..,0,0,0,0,0,0,0,0,0,0,..,3,20,4,13,10,11,0,8,3,76,..,0,0,0,0,0,0,0,0,0,0,..,10,50,6,15,10,14,5,11,6,130,20,17,11,5,4,0,0,4,3,4,51,3,14,16,9,10,11,25,6,0,7,93,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,14,16,9,11,9,25,5,0,7,102,0,0,0,0,0,0,0,0,0,0,0,21,34,28,9,13,9,25,7,3,4,157,48,17,31,7,5,9,6,5,0,0,127,38,55,68,17,23,28,22,0,0,9,273,0,0,0,4,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,38,55
POA3043,..,7,30,3,8,9,6,0,0,0,67,..,3,58,39,22,39,23,8,0,7,182,..,0,0,0,0,0,3,0,0,3,11,..,0,0,0,0,0,0,0,0,0,0,..,3,57,36,22,39,24,6,0,6,195,..,0,0,0,0,0,0,0,0,0,0,..,13,83,39,26,45,29,6,8,8,265,26,33,8,0,0,0,4,0,3,0,75,33,48,61,44,22,27,30,3,0,4,274,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,33,48,65,44,22,38,35,3,0,4,289,0,0,0,0,0,0,0,0,0,0,0,59,79,73,41,22,38,39,3,3,3,367,50,16,33,5,9,6,0,0,0,0,126,93,65,81,36,34,41,51,3,8,4,428,0,0,4,7,3,4,13,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,93,68
