POA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
POA3717,12,15,26,201,256,456,0,0,0,30,28,55,0,0,0,274,276,551,0,0,4,7,11,23,0,0,0,0,0,6,10,4,10,0,0,0,5,4,5,13,14,20,59,61,118,6,9,12,5,4,5,46,39,88,40,48,85,4,3,6,698,750,1449,0,0,0,0,3,7,6,0,6,0,0,0,0,0,0,4,14,15,4,14,15,850,743,1592,6,8,13,10,6,13,864,754,1622,216,214,430,1795,1751,3544
POA3718,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,5,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,18,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,45,0,0,0,0,0,0,19,21,45,5,5,15,46,50,91
POA3719,0,0,4,32,28,65,0,0,0,0,0,0,0,0,0,19,22,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,9,24,0,0,0,0,0,7,14,23,37,3,3,11,0,0,0,85,91,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,94,202,0,0,0,0,0,0,106,94,202,23,17,39,211,205,420
POA3720,4,3,12,37,38,80,0,0,0,7,6,6,0,0,0,57,64,120,0,0,0,7,0,4,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,10,5,15,0,0,0,0,0,0,13,15,27,3,0,7,5,3,8,143,141,288,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,138,322,0,0,0,0,0,0,179,141,324,21,26,48,348,314,666
POA3722,3,26,31,294,419,709,0,0,0,22,20,45,0,0,0,520,564,1084,0,4,4,3,7,14,4,4,7,0,0,0,14,17,30,0,0,0,14,14,29,21,21,34,63,73,142,0,0,0,3,8,17,122,142,263,52,85,134,0,0,0,1127,1383,2506,3,8,10,6,7,15,0,5,5,0,0,0,6,4,12,10,0,7,15,7,19,1441,1372,2815,4,4,10,3,3,8,1456,1379,2828,185,201,386,2801,3014,5815
POA3723,11,11,15,186,205,388,0,0,0,20,11,31,0,0,0,243,270,511,0,0,0,9,8,16,0,0,0,0,4,3,3,7,12,0,0,0,5,3,11,0,4,4,32,27,63,0,0,0,16,12,25,51,76,128,21,26,46,3,3,7,596,639,1244,4,4,3,3,0,6,8,8,16,0,0,0,0,0,0,6,11,15,6,11,15,936,896,1830,10,6,20,4,5,6,949,905,1852,288,293,577,1863,1867,3727
POA3725,0,0,0,38,31,72,0,0,0,6,0,4,0,0,0,44,67,109,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,12,16,12,26,0,0,0,0,0,4,24,20,42,19,5,22,0,0,0,147,147,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,147,119,268,0,0,3,0,0,0,147,118,268,41,36,71,341,304,645
POA3726,0,5,5,26,25,50,0,0,0,6,10,17,0,0,0,20,29,53,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,4,9,14,11,9,21,0,0,0,0,0,0,10,7,12,4,12,13,0,0,0,90,104,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,70,148,0,0,0,0,0,0,87,70,148,30,33,60,208,208,411
POA3727,0,0,0,17,26,38,0,0,0,0,0,0,0,0,0,33,25,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,12,0,0,0,0,0,0,6,13,15,3,0,3,0,0,0,70,73,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,58,130,0,0,0,0,0,0,73,58,130,21,12,34,164,139,303
POA3728,0,0,0,55,68,124,0,0,0,0,0,0,0,0,0,82,77,166,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,6,10,10,8,11,0,0,0,0,0,0,14,17,34,10,5,7,0,0,0,177,183,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,143,125,270,0,0,0,0,0,0,143,123,273,28,19,52,353,330,687
POA3730,28,33,60,647,753,1405,0,0,0,15,31,45,0,0,0,1317,1440,2758,4,10,16,24,22,41,6,9,10,0,0,0,9,11,23,0,0,0,9,9,22,31,43,79,135,148,279,3,8,9,0,0,0,202,301,503,42,40,84,0,0,0,2450,2831,5278,21,26,47,21,16,34,0,5,6,0,0,0,6,7,13,7,3,7,11,12,25,1840,1683,3520,11,5,10,8,9,17,1861,1696,3553,361,358,720,4747,4967,9719
POA3732,3,0,4,33,31,67,0,0,0,0,0,0,0,0,0,38,47,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,17,0,0,3,0,0,0,17,11,33,10,3,11,0,0,0,115,108,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,175,150,326,0,0,0,0,0,0,175,150,326,27,24,50,312,294,608
POA3733,0,0,0,8,7,16,0,0,0,0,0,4,0,0,0,20,35,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,14,3,4,4,0,0,0,47,52,96,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,46,50,92,0,0,0,0,4,9,49,52,100,9,6,14,105,112,220
POA3735,7,3,12,37,33,69,0,0,0,0,0,0,0,0,0,119,93,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,16,0,0,0,0,0,3,14,18,32,0,3,3,0,0,0,180,161,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,110,242,0,0,0,0,0,0,136,110,244,20,16,37,346,291,638
POA3737,7,13,23,192,236,422,0,0,0,18,20,33,0,0,0,686,783,1475,0,0,3,7,14,12,19,29,50,4,0,4,4,3,8,0,0,0,4,6,6,5,14,21,39,48,95,0,5,5,5,0,9,79,123,198,36,34,67,0,0,0,1100,1307,2406,12,17,30,8,5,12,0,0,0,0,0,0,0,0,0,9,9,20,9,15,19,879,736,1607,7,0,8,4,9,9,886,739,1624,159,155,313,2184,2244,4426
POA3738,0,0,0,8,14,19,0,0,0,0,0,0,0,0,0,34,21,56,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,6,7,3,3,9,0,0,0,49,51,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,41,78,0,0,0,0,0,0,36,40,76,7,7,16,99,95,197
POA3739,0,7,0,18,10,27,0,0,0,0,0,0,0,0,0,20,22,36,0,0,0,0,0,0,5,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,5,9,12,4,9,0,0,0,51,50,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,43,94,0,0,0,0,0,0,45,43,94,15,21,41,118,123,239
POA3740,0,3,3,52,66,121,0,0,0,0,8,6,0,0,0,82,70,152,4,6,8,4,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,9,5,12,0,0,0,0,0,0,27,47,79,9,16,31,0,0,0,201,226,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,4,6,330,336,663,3,0,5,0,0,0,332,337,677,41,40,77,575,611,1183
POA3741,4,10,18,135,174,307,0,0,0,4,5,13,0,0,0,210,241,453,16,20,36,13,15,25,4,0,7,0,0,4,4,8,17,0,0,0,0,0,0,10,7,11,30,15,47,3,0,8,0,0,0,57,64,123,32,42,70,0,0,0,518,603,1122,11,3,18,0,4,4,4,4,4,0,0,0,0,0,4,5,8,11,6,14,19,955,875,1833,5,4,8,0,6,6,963,889,1853,197,200,396,1706,1720,3426
POA3744,0,3,3,5,9,17,0,0,0,0,0,0,0,0,0,24,26,55,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,4,4,7,0,0,0,3,0,0,3,13,16,3,8,8,0,0,0,55,67,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,171,345,0,3,3,0,0,0,174,173,346,26,22,51,260,262,522
POA3746,0,5,5,18,23,43,0,0,0,0,0,0,0,0,0,48,40,87,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,4,5,10,0,0,0,0,0,0,11,10,12,3,3,8,0,0,0,89,79,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,93,78,171,0,0,0,0,0,0,95,75,172,19,18,41,201,187,382
POA3747,13,12,28,236,277,521,0,0,0,12,22,31,0,0,0,311,429,744,0,4,3,4,0,9,3,0,5,0,5,5,7,14,20,0,0,0,5,9,10,4,6,6,35,43,79,3,7,9,0,10,12,82,116,195,47,57,104,4,3,7,759,994,1751,0,3,6,0,3,10,9,3,7,0,0,0,0,0,0,11,8,21,11,8,21,1368,1334,2706,15,3,21,4,9,9,1386,1348,2733,323,189,513,2494,2563,5054
POA3749,9,6,13,149,123,273,0,0,0,24,27,49,0,0,0,135,185,314,0,0,0,0,0,4,0,0,6,0,0,0,3,10,16,0,0,0,10,17,25,4,5,12,23,16,35,0,0,0,0,3,0,39,51,92,40,36,80,0,4,4,432,478,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,501,501,1005,5,3,9,0,0,0,504,511,1019,96,76,169,1044,1080,2123
POA3750,361,376,739,127,180,303,14,15,30,61,60,115,0,0,0,2179,2346,4536,3,10,11,739,720,1461,25,32,58,26,27,49,5,12,12,93,106,197,38,39,75,129,144,276,51,63,110,10,9,21,22,19,42,57,72,134,481,539,1020,0,3,8,4061,4385,8449,1760,1560,3318,2303,2265,4570,3,0,3,7,4,7,1659,1445,3105,26,22,45,1689,1468,3159,1498,1465,2964,8,13,18,8,4,9,1516,1481,2998,597,572,1174,12295,12108,24407
POA3751,0,0,0,6,9,15,0,0,0,0,3,3,0,0,0,21,13,38,0,0,0,8,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,9,11,0,0,0,45,43,92,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,22,0,0,0,0,0,0,16,8,22,11,10,26,80,70,150
POA3752,243,315,552,433,579,1014,0,5,13,116,119,239,0,3,6,3841,4176,8013,3,10,12,1140,1252,2393,25,32,61,11,12,29,10,11,24,102,90,190,48,61,105,135,149,283,93,103,194,16,20,32,12,6,22,115,150,269,589,610,1198,0,0,3,6701,7402,14105,723,647,1368,582,521,1102,3,0,3,0,0,0,280,243,517,42,48,90,317,295,609,3118,2943,6058,22,16,38,9,22,30,3147,2979,6127,570,555,1122,12286,12704,24989
POA3753,19,25,38,105,133,234,6,6,12,19,21,42,0,0,0,548,601,1150,3,3,5,95,74,168,3,0,4,4,3,14,4,0,11,0,0,3,13,18,26,36,39,74,8,22,25,0,0,0,17,9,27,20,35,54,57,57,119,0,0,0,939,1026,1964,80,70,147,116,101,215,0,0,0,0,0,0,170,159,325,10,13,20,178,170,347,847,763,1614,3,4,6,0,3,9,858,771,1623,160,136,296,2350,2290,4642
POA3754,526,637,1161,1247,1585,2834,5,3,3,248,270,520,35,30,68,5464,6343,11813,12,19,30,1148,1250,2403,92,100,189,58,59,118,36,43,78,162,177,345,88,106,198,405,432,838,275,327,599,37,34,71,51,54,105,242,364,610,883,965,1845,4,4,9,10490,12176,22665,1679,1490,3169,876,874,1752,13,11,27,0,0,3,728,648,1373,68,90,157,793,736,1532,9073,8775,17847,50,39,89,25,48,68,9145,8857,17999,1132,1053,2186,24647,25841,50494
POA3755,4,0,4,17,11,21,0,0,0,0,0,0,0,0,0,26,30,57,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,5,5,5,8,7,0,5,0,0,0,57,53,106,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,107,0,0,0,0,0,0,52,53,109,17,9,30,125,121,246
POA3756,61,90,145,509,624,1131,5,9,10,56,52,113,0,0,0,1860,1972,3824,5,12,17,178,171,350,6,13,22,12,14,28,18,25,43,0,3,3,20,21,37,56,44,96,93,97,187,3,8,17,14,7,20,119,160,275,193,229,422,0,3,0,3140,3460,6593,191,180,368,253,228,484,0,0,3,0,0,0,348,294,638,51,74,126,398,368,762,3406,3036,6439,29,21,46,7,13,20,3438,3068,6511,544,515,1055,8023,7910,15931
POA3757,22,25,49,401,476,880,0,0,0,21,35,62,0,0,0,1086,1145,2232,3,0,8,121,119,240,8,13,25,8,8,10,5,14,18,0,0,0,8,8,15,38,43,87,87,143,232,4,5,14,0,3,8,120,154,275,95,120,215,0,0,6,2028,2289,4318,8,6,17,43,29,68,4,0,6,0,0,0,18,9,32,9,21,22,29,31,58,2291,2087,4382,17,15,30,5,17,20,2309,2122,4429,404,382,786,4849,4885,9735
POA3758,0,7,7,103,104,204,0,0,0,6,3,11,0,0,0,307,308,613,0,0,0,16,20,41,0,5,5,0,3,3,0,4,4,0,0,0,4,3,11,4,11,9,22,26,46,0,0,6,0,0,0,31,26,58,30,18,51,0,0,0,532,527,1058,0,0,0,9,4,14,0,0,0,0,0,0,0,0,0,7,5,7,10,5,11,526,430,963,5,11,9,0,5,3,531,443,978,111,99,214,1198,1086,2281
POA3759,4,5,10,55,55,110,0,0,0,0,3,0,0,0,0,53,68,125,0,0,3,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,11,14,19,0,0,0,0,0,0,12,19,29,16,8,21,3,3,9,159,187,345,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,5,5,0,5,5,300,312,609,7,5,10,0,4,4,303,320,623,40,33,76,515,548,1063
POA3760,0,3,5,15,20,35,0,0,0,0,0,0,0,0,0,24,21,37,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,5,5,3,4,12,0,0,6,0,0,0,45,55,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,105,210,0,0,0,0,0,0,107,105,209,18,14,31,169,188,356
POA3761,0,11,16,68,61,128,0,0,0,6,10,12,0,0,0,89,71,158,0,0,0,0,5,4,0,0,0,0,0,0,3,7,7,0,0,0,0,0,0,0,0,0,9,4,8,0,0,0,0,0,0,20,12,31,10,15,29,3,0,3,205,187,388,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,352,320,671,8,0,7,0,0,0,359,320,680,58,39,93,622,557,1186
POA3762,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,18,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,10,0,0,0,33,31,63,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,32,0,0,0,0,0,0,15,20,32,8,12,23,59,61,117
POA3763,3,9,9,46,67,114,0,0,0,16,9,31,0,0,0,81,87,172,0,0,0,6,7,15,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,7,6,7,20,0,0,0,4,3,10,16,16,34,29,15,42,0,0,0,218,231,446,0,0,0,5,6,6,0,0,0,0,0,0,0,0,0,10,16,20,10,16,20,539,454,993,10,3,13,0,0,0,547,462,1004,89,81,173,872,797,1662
POA3764,30,46,82,459,653,1112,0,0,0,23,50,71,0,0,0,1521,1577,3103,3,8,11,43,58,103,4,5,5,18,13,35,14,18,36,0,0,0,15,8,24,11,12,24,79,109,189,14,4,20,0,0,0,126,141,265,61,78,139,3,0,6,2391,2735,5122,39,38,71,35,36,65,0,4,4,0,0,3,36,39,71,27,27,53,62,64,132,2187,2077,4272,15,19,37,6,3,10,2217,2105,4316,394,393,783,5163,5415,10578
POA3765,22,34,60,269,342,614,0,0,0,72,68,145,0,0,0,520,622,1141,25,32,54,28,39,70,7,14,19,8,6,15,17,24,37,3,0,5,23,22,45,36,34,64,58,72,126,3,10,15,10,11,20,78,94,173,115,131,248,10,9,14,1275,1526,2802,3,4,13,10,7,12,9,7,12,0,0,0,0,4,4,3,15,19,4,19,26,1888,1763,3651,15,9,27,4,11,12,1902,1783,3690,163,128,286,3390,3510,6900
POA3766,11,11,18,36,48,78,0,0,0,19,12,30,0,0,0,78,79,157,0,4,4,16,6,23,0,0,0,0,0,3,5,3,6,0,0,0,0,0,3,4,5,4,7,6,3,0,0,0,0,0,0,15,23,46,23,33,47,3,5,7,203,213,420,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,9,7,0,9,7,418,347,768,0,0,0,3,4,7,425,352,775,35,19,52,673,604,1277
POA3767,8,3,13,46,62,108,0,0,0,5,17,24,0,0,0,64,95,159,0,0,0,5,0,5,0,0,6,0,0,0,4,4,6,0,0,0,3,3,0,0,3,3,9,3,11,0,3,3,0,0,0,11,16,27,17,19,36,3,3,11,160,238,396,4,0,3,0,0,0,5,3,4,0,0,0,0,0,0,4,9,11,3,9,9,387,363,749,3,0,9,0,4,4,391,368,758,44,35,80,614,653,1271
POA3770,6,13,19,134,161,296,0,0,0,24,29,54,0,0,3,261,283,548,6,3,8,4,10,14,8,5,4,6,0,4,0,0,7,0,0,0,10,3,10,12,15,20,27,32,57,0,0,0,3,0,7,36,45,81,52,64,118,0,0,4,579,665,1239,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,3,3,16,937,830,1770,10,12,17,0,0,8,942,842,1790,118,125,241,1653,1655,3306
POA3775,4,15,19,164,212,382,0,0,0,24,17,45,0,0,0,318,326,642,0,8,12,10,17,20,0,5,3,0,0,3,4,15,13,0,0,0,0,0,3,9,11,22,29,28,56,7,0,6,6,7,13,54,72,125,58,65,124,5,5,11,693,786,1479,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,11,9,19,11,9,19,1152,1060,2210,5,4,4,0,3,11,1156,1069,2229,172,155,329,2039,2037,4080
POA3777,28,60,94,405,536,938,0,0,0,52,43,93,0,0,0,697,764,1462,4,12,20,17,31,52,15,17,34,5,6,3,19,22,39,0,0,0,10,13,24,34,35,69,72,86,156,10,7,20,8,16,28,136,188,325,162,194,357,0,5,7,1647,1986,3629,9,12,17,12,6,21,5,9,9,6,0,6,4,0,3,31,34,62,37,37,74,3133,3068,6209,24,17,43,12,24,34,3176,3109,6282,405,396,799,5309,5613,10922
POA3778,0,0,0,21,14,31,0,0,0,0,0,0,0,0,0,11,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,5,7,0,4,4,4,5,3,0,0,0,44,36,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,36,100,0,0,0,0,0,0,63,43,104,10,8,13,115,81,201
POA3779,13,5,10,45,37,79,0,0,0,5,5,3,0,0,3,25,29,55,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,5,8,12,0,0,0,0,3,6,8,14,21,8,4,13,0,0,0,105,101,209,0,0,6,0,0,4,0,0,0,0,0,0,3,3,7,0,0,0,3,3,7,114,95,212,0,0,0,0,0,0,114,95,212,28,34,55,262,239,501
POA3781,27,27,53,169,207,372,0,0,0,32,21,52,0,0,0,219,253,468,6,4,12,20,20,38,4,0,5,0,0,0,0,8,8,0,0,0,5,3,8,7,4,16,20,19,42,0,4,4,6,5,9,40,57,97,55,60,115,3,0,3,578,666,1247,3,3,6,8,3,18,7,8,7,0,0,0,0,0,0,3,17,16,3,17,16,1453,1333,2782,13,13,21,7,10,20,1473,1359,2825,246,215,463,2343,2292,4638
POA3782,26,41,64,352,444,801,0,0,0,43,41,86,0,0,0,485,496,974,3,8,11,29,41,72,5,9,12,0,0,0,13,13,27,0,0,0,9,13,23,10,19,35,35,49,77,0,4,6,0,0,3,62,94,155,122,122,243,5,3,9,1178,1365,2548,0,0,3,10,10,17,6,9,16,0,0,0,0,0,0,11,27,39,11,27,39,2548,2252,4797,14,17,34,9,18,19,2570,2288,4854,217,210,426,4023,3947,7974
POA3783,7,8,14,99,136,239,0,0,0,11,14,30,0,0,0,159,151,309,0,0,0,15,12,22,10,11,18,4,5,12,3,0,0,0,0,0,0,0,3,10,7,18,11,17,33,0,0,0,0,0,5,25,31,56,23,33,54,0,7,9,376,426,800,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,5,0,0,5,0,731,661,1389,4,6,6,0,4,5,731,668,1399,176,159,341,1294,1259,2559
POA3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,19,47,0,0,0,0,0,0,29,19,47,0,4,7,35,30,69
POA3786,3,9,12,52,50,103,0,0,0,3,11,20,0,0,0,56,71,135,0,0,3,10,8,19,4,0,4,0,0,0,8,3,8,0,0,0,3,3,7,3,10,12,14,13,28,0,0,0,7,4,11,15,30,40,29,30,53,0,8,12,214,238,447,0,0,0,0,0,0,5,9,9,0,0,0,0,0,0,6,7,12,6,7,12,489,444,933,3,0,3,0,9,8,494,447,941,46,43,92,771,753,1524
POA3787,4,4,15,24,31,58,0,0,0,4,5,9,0,0,0,45,64,107,0,0,3,9,8,16,4,0,4,6,0,4,0,3,7,0,0,0,0,4,10,0,0,0,4,5,8,0,0,0,0,0,0,14,12,21,11,11,25,0,3,3,120,142,264,0,0,0,4,0,6,9,4,8,0,0,0,0,0,0,0,6,5,0,6,5,320,295,615,3,0,4,0,4,0,319,304,623,27,13,40,487,475,961
POA3788,12,26,37,61,69,128,0,0,0,6,4,11,0,0,0,84,90,183,0,0,0,8,0,14,0,0,0,0,0,0,5,5,4,0,0,0,4,0,3,4,7,11,10,4,20,0,0,0,5,4,12,24,26,44,35,24,62,0,0,0,256,251,506,4,7,10,0,0,0,3,5,12,0,0,0,0,0,0,8,11,17,8,11,17,552,477,1036,5,10,15,0,3,3,565,489,1056,67,71,138,914,856,1773
POA3789,0,8,8,8,13,19,0,0,0,0,4,4,0,0,0,11,7,15,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,4,0,4,0,0,0,0,0,0,4,3,3,3,0,3,0,0,0,31,40,71,0,3,4,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,4,10,79,85,163,0,0,4,0,0,0,77,87,165,21,15,35,141,154,294
POA3791,3,9,13,45,45,92,0,0,0,0,6,3,0,0,0,77,86,168,0,0,0,7,4,15,3,5,7,0,0,0,4,0,9,0,0,0,0,0,0,3,7,5,7,7,13,0,0,0,0,0,0,13,18,38,18,27,45,0,0,4,193,212,399,4,3,7,0,0,0,5,6,9,0,0,0,4,0,0,5,0,3,5,6,9,446,417,866,13,7,24,3,9,14,464,435,895,41,38,77,714,707,1418
POA3792,5,4,14,20,38,60,0,0,0,9,3,13,0,0,0,49,76,124,5,5,3,5,8,10,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,4,4,13,13,28,0,0,0,0,0,6,16,23,40,13,21,34,0,0,4,134,182,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,3,5,323,328,647,0,0,5,0,9,9,324,335,657,22,27,52,492,557,1046
POA3793,12,28,36,131,166,289,0,0,0,12,17,29,0,0,0,222,266,491,12,11,27,5,6,12,3,9,11,6,0,7,5,3,11,0,0,0,6,12,20,8,10,20,28,28,47,4,6,7,8,14,25,26,44,71,64,87,156,0,0,0,542,675,1225,3,4,3,11,0,17,4,0,3,0,3,4,0,0,0,11,18,27,10,24,34,1113,977,2091,11,6,18,6,11,16,1127,995,2127,124,91,217,1830,1823,3651
POA3795,8,13,21,39,53,97,0,0,0,8,5,17,0,0,0,142,140,282,0,4,3,5,0,3,11,11,23,3,6,5,3,0,3,0,0,0,0,3,3,8,3,10,4,0,4,6,0,6,11,9,25,4,13,21,38,42,81,4,4,8,285,305,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,8,337,288,625,0,0,0,0,0,4,339,289,631,38,38,81,672,648,1323
