POA_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
POA3806,96,28,241,149,130,79,37,61,10,837,0,0,0,0,0,3,0,0,0,8,35,57,35,43,49,17,23,26,9,283,53,48,71,33,61,31,34,35,87,455,2719,5659,2677,2062,2349,1038,717,849,294,18370
POA3807,10,0,39,31,19,14,9,11,3,146,0,0,0,0,0,0,0,0,0,5,9,12,9,7,5,0,0,0,0,45,9,8,10,7,10,4,3,5,8,65,439,779,522,300,388,155,88,142,42,2856
POA3808,13,0,15,5,10,6,0,4,0,54,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,24,4,0,13,3,9,5,5,4,0,45,253,297,231,90,138,58,23,64,20,1169
POA3809,35,8,156,79,64,64,45,36,11,498,0,0,3,0,0,0,0,0,0,7,15,18,18,20,13,10,19,12,0,119,22,23,19,22,10,13,14,22,33,180,905,2168,1267,1082,1036,462,416,405,131,7873
POA3810,105,33,345,180,142,120,130,161,16,1237,0,0,0,0,0,0,6,5,0,19,34,36,50,42,39,17,45,37,7,305,45,22,73,47,48,35,59,64,128,523,1829,3662,3255,2713,2074,1067,1260,1366,331,17552
POA3812,8,0,8,6,11,5,4,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,9,0,16,0,8,0,3,0,8,44,146,138,212,84,103,30,47,47,20,835
POA3813,0,0,3,0,4,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,6,5,0,0,0,0,0,3,14,53,63,82,24,38,20,15,24,4,328
POA3814,11,0,11,7,4,3,6,0,0,42,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,20,9,0,9,0,3,0,5,6,13,40,135,175,191,69,92,27,42,58,31,829
POA3815,6,0,18,10,15,6,0,6,5,64,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,11,8,0,11,5,0,11,7,9,5,52,168,209,293,134,154,45,66,77,32,1177
POA3816,9,0,13,9,8,0,6,6,0,51,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,7,3,0,4,4,6,5,15,43,113,152,195,133,104,34,64,97,19,915
POA3818,39,13,105,42,43,34,24,34,6,339,0,0,0,0,4,0,0,0,0,4,14,8,8,15,6,9,6,3,6,73,23,6,18,16,15,6,14,20,21,150,676,1132,1047,753,545,299,279,424,85,5236
POA3820,27,9,109,61,41,42,16,52,4,365,0,0,0,3,0,0,0,0,0,3,13,16,14,23,15,0,9,10,0,99,14,13,24,23,15,3,15,30,32,166,811,1905,1047,944,701,311,268,512,92,6585
POA3821,4,0,11,9,10,0,0,4,4,50,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,18,7,3,6,6,4,8,0,0,0,31,238,304,190,121,109,48,37,64,14,1127
POA3822,0,0,3,4,0,3,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,5,0,0,0,0,0,5,0,4,17,46,70,71,43,35,12,22,27,6,333
POA3823,6,0,13,4,0,5,0,5,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,3,0,5,0,0,5,0,19,108,141,126,111,54,32,32,49,6,662
POA3824,18,0,24,21,4,10,0,15,0,88,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,0,5,0,19,8,0,8,4,6,0,10,12,3,50,241,382,294,223,186,62,96,122,21,1619
POA3825,33,15,91,55,37,37,16,46,7,329,0,0,0,0,0,0,0,0,0,5,9,8,12,15,4,3,6,9,4,75,20,19,45,27,20,20,17,36,34,232,525,924,1165,946,606,266,281,442,106,5263
POA3831,0,0,15,10,3,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,10,0,0,3,0,0,0,0,6,4,20,107,120,117,74,58,28,38,51,10,600
POA3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,8,19,13,19,7,7,6,0,11,0,75
POA3833,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,22,13,14,7,3,9,8,9,0,83
POA3835,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,29,18,19,14,3,5,10,0,133
POA3840,24,3,84,44,31,21,10,25,6,254,0,0,0,0,0,0,0,0,0,4,9,5,17,4,10,0,10,9,0,58,7,11,21,19,11,15,17,31,22,166,334,695,784,600,449,199,253,301,81,3701
POA3842,4,4,18,10,8,9,4,6,3,64,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,0,3,0,0,26,0,9,5,7,6,0,0,5,0,32,123,253,211,211,115,75,85,93,14,1178
POA3844,67,17,177,97,119,52,23,59,4,617,0,0,0,0,0,3,0,0,0,4,13,16,28,17,16,4,16,13,4,132,26,14,46,30,21,12,26,39,39,252,1092,2750,1827,1274,1221,426,475,582,155,9795
POA3847,0,0,13,3,3,5,7,6,0,39,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,8,10,0,12,0,0,7,6,7,9,45,94,111,127,88,46,30,34,68,15,613
POA3850,38,8,98,52,29,27,4,39,3,300,5,0,0,0,0,0,0,0,0,6,16,19,7,4,9,6,3,5,0,62,19,11,15,14,12,9,8,15,10,99,613,1368,746,718,443,207,137,264,68,4555
POA3851,16,9,25,14,8,7,8,10,0,87,0,0,0,0,0,0,0,0,0,0,8,6,8,3,3,0,3,4,0,29,12,11,11,3,7,3,3,11,5,69,284,329,299,195,122,54,68,104,31,1485
POA3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,56,83,0,9,0,0,0,0,3,149
POA3854,0,0,4,3,4,0,3,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,0,0,0,4,4,5,21,75,92,117,55,47,12,47,31,14,489
POA3856,3,0,6,4,8,3,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,5,0,0,5,0,0,0,13,33,68,87,43,37,16,27,24,0,333
POA3857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,22,11,11,0,6,3,3,102
POA3858,8,0,14,0,0,7,3,7,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,5,0,6,0,0,4,0,12,0,35,144,115,140,103,58,29,49,79,15,725
POA3859,3,0,3,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,81,56,48,26,19,11,13,39,3,289
POA3860,12,6,53,19,20,17,0,12,0,139,0,0,0,0,0,0,0,0,0,0,5,5,9,0,5,0,3,0,0,31,11,6,22,4,3,8,12,17,9,93,242,491,482,313,192,78,149,158,26,2141
POA3862,10,0,21,9,4,3,5,11,0,61,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,18,8,5,5,10,3,5,0,0,4,42,177,228,229,184,100,42,58,80,19,1115
POA3864,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,10,9,6,0,4,6,0,72
POA3865,0,0,10,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,14,27,28,11,7,3,6,23,7,125
POA3869,0,7,10,10,3,0,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,13,4,0,8,0,0,0,0,9,0,23,63,130,135,89,75,22,39,36,6,598
POA3870,0,0,5,0,0,3,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,9,0,0,0,3,0,0,6,0,3,23,49,90,70,47,40,23,26,27,14,387
POA3871,5,0,3,5,0,0,0,7,0,31,0,0,0,0,0,0,0,0,0,0,8,10,0,3,0,0,0,0,0,28,3,5,11,3,0,8,3,4,3,34,157,252,155,111,90,36,47,65,18,922
POA3873,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,16,22,17,10,0,11,11,0,103
POA3874,0,0,0,4,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,42,33,23,25,5,4,3,14,0,151
POA3875,33,3,94,65,59,46,12,62,0,371,0,0,0,0,0,0,0,6,0,8,16,5,10,12,8,8,5,8,4,77,14,9,36,15,23,16,8,32,28,187,694,1289,908,814,601,309,244,439,99,5393
POA3878,0,0,13,3,3,0,0,5,0,30,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,10,3,0,6,0,0,0,0,0,0,22,57,92,53,52,45,18,12,19,0,352
POA3880,3,0,28,11,4,7,0,8,0,61,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,15,4,0,11,6,10,0,0,4,3,38,119,226,151,149,96,67,28,54,18,904
POA3882,0,0,4,9,0,3,0,4,0,26,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,12,0,0,5,0,3,0,0,0,4,13,52,79,73,55,61,16,18,33,14,401
POA3885,4,0,8,6,0,3,0,9,0,34,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,0,9,9,0,10,3,0,8,3,3,3,36,109,116,97,99,44,31,35,40,11,587
POA3886,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,9,13,15,21,13,8,0,12,15,0,102
POA3887,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,12,12,5,6,5,8,0,65
POA3888,13,0,13,5,8,0,3,8,0,58,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,14,3,3,3,3,4,6,3,9,4,45,159,191,88,142,79,36,40,74,16,820
POA3889,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,13,4,3,3,3,0,0,3,0,31
POA3890,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,10,8,9,8,0,3,10,0,61
POA3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,3,0,6,0,30
POA3892,5,0,8,3,0,3,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,4,0,4,0,0,0,0,5,0,17,57,79,55,41,29,13,3,42,0,326
POA3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,3,0,0,0,0,14
POA3895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,5,0,0,0,0,0,0,0,6,6,28,9,7,4,5,0,4,8,6,60
POA3896,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,31,27,10,8,10,0,3,4,9,108
POA3898,4,0,8,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,58,32,29,29,19,7,11,26,3,218
POA3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,14,3,0,3,0,4,4,8,0,30
POA3902,0,0,6,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,4,22,12,24,18,7,0,0,10,0,99
POA3903,5,0,0,0,5,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,6,15,27,42,35,31,30,9,9,18,15,218
POA3904,8,0,8,3,3,3,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,8,0,0,5,0,3,5,20,85,130,86,71,64,32,14,37,6,532
POA3909,27,7,46,29,16,16,0,25,4,175,0,0,0,0,0,0,0,0,0,0,8,13,0,3,5,0,3,3,0,27,8,4,9,14,3,8,7,15,14,84,279,398,304,337,183,102,72,175,49,1883
POA3910,54,11,146,95,77,46,17,40,3,479,0,0,0,0,0,0,0,3,0,9,12,16,17,20,24,7,8,11,3,116,20,11,31,11,26,16,17,20,24,177,1007,1975,1866,1131,1103,498,341,465,121,8512
POA3911,10,0,22,5,14,5,6,10,0,68,0,0,0,0,0,0,4,0,0,0,3,3,4,4,0,0,5,0,0,21,3,0,13,0,0,0,4,8,3,33,161,254,323,142,140,54,52,83,19,1232
POA3912,36,7,107,52,46,31,10,41,4,339,0,0,0,0,0,0,0,0,0,3,16,11,18,6,7,6,0,11,7,81,15,8,25,27,16,11,10,16,22,142,642,1174,1236,743,661,261,212,343,70,5348
POA3913,8,0,21,17,7,5,9,19,0,82,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,16,6,3,4,0,5,4,0,4,3,25,164,282,277,154,129,57,48,85,9,1211
POA3915,24,10,74,44,28,19,13,27,6,230,0,0,0,0,0,0,0,0,0,0,8,3,13,0,5,9,0,4,0,38,3,5,24,7,6,0,9,25,16,90,323,434,661,463,300,141,146,283,53,2805
POA3916,4,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,4,95,126,53,13,29,8,6,14,4,350
POA3918,3,0,23,10,10,11,4,11,0,80,0,0,0,0,0,0,0,0,0,0,4,3,8,4,0,0,0,0,0,17,0,5,9,5,0,0,3,8,5,36,167,284,328,208,129,64,50,92,23,1344
POA3919,3,0,19,10,9,3,4,6,0,54,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,14,4,0,5,3,6,0,3,0,9,36,105,176,279,178,123,54,54,80,23,1068
POA3920,0,0,15,18,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,17,0,0,0,7,0,0,0,0,0,10,37,51,229,170,6,5,0,3,0,506
POA3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,0,0,0,0,0,3,37
POA3922,38,4,81,24,8,32,8,24,3,219,0,0,0,0,0,0,0,0,0,0,7,8,8,7,4,4,0,4,0,52,13,7,23,12,11,4,0,20,6,95,413,659,485,391,253,204,57,217,51,2723
POA3923,0,0,3,4,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,55,45,36,17,27,15,6,18,3,214
POA3925,16,3,32,11,13,8,0,6,0,90,0,0,0,0,0,0,0,0,0,0,3,11,0,7,0,0,0,3,0,19,7,3,11,3,4,3,0,7,7,40,236,404,247,186,135,73,42,90,23,1427
POA3926,4,0,17,0,11,0,3,3,0,41,0,0,0,0,0,0,0,0,0,0,10,4,0,3,0,0,0,0,3,28,11,3,4,3,4,3,0,0,3,29,266,390,183,107,108,49,23,55,18,1194
POA3927,3,0,7,7,3,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,0,12,0,3,0,6,4,0,0,9,5,24,106,232,92,63,61,37,13,27,8,645
POA3928,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,55,60,23,9,10,7,5,3,5,173
POA3929,0,0,4,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,11,97,123,23,18,32,22,3,17,6,346
POA3930,34,16,76,30,31,16,3,6,3,230,0,0,0,0,0,0,0,0,0,0,17,24,7,10,28,0,0,3,7,103,25,16,11,14,15,11,4,10,24,126,1608,2381,748,500,721,365,78,151,98,6645
POA3931,63,12,155,79,57,40,7,38,6,455,0,4,0,0,0,0,0,0,0,7,26,28,14,27,9,5,11,12,0,120,17,16,40,22,21,9,9,30,25,184,1305,2266,1283,988,859,435,155,369,104,7766
POA3933,0,0,3,4,4,3,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,11,91,102,70,22,39,11,11,21,4,372
POA3934,49,14,93,57,46,32,0,22,0,321,0,0,0,0,0,0,0,0,0,0,29,24,14,13,15,7,0,5,3,110,34,19,29,12,16,5,0,9,16,148,1361,2108,955,719,729,401,117,236,105,6732
POA3936,38,3,96,37,33,29,13,24,3,263,0,0,0,0,0,0,0,0,0,0,8,12,4,13,17,9,0,5,0,61,20,12,36,16,8,9,9,16,19,145,645,971,784,469,427,262,97,195,76,3913
POA3937,7,0,3,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,3,0,0,0,16,0,0,0,0,0,3,0,0,3,12,165,240,64,47,40,26,8,13,14,623
POA3938,4,4,16,11,11,9,0,6,0,53,0,0,0,0,0,0,0,0,0,0,7,4,0,4,5,0,5,0,0,29,4,0,10,6,5,4,4,3,4,43,165,296,194,108,111,61,31,50,15,1023
POA3939,38,7,127,46,33,32,12,36,6,326,0,0,0,0,0,4,0,0,0,3,11,11,5,17,8,3,0,11,0,63,18,12,22,22,21,18,10,16,11,151,577,1028,884,637,419,278,130,296,79,4332
POA3940,19,0,40,14,3,3,3,13,0,103,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,20,4,0,6,3,4,8,5,9,7,46,131,203,223,172,95,74,38,96,27,1053
POA3941,40,8,107,50,25,37,9,40,0,315,0,0,0,0,0,0,0,3,0,6,13,20,16,9,0,0,0,0,6,62,14,3,30,15,11,21,6,14,11,131,652,1003,837,504,373,233,90,243,67,4008
POA3942,7,3,15,13,6,6,0,0,0,46,0,0,0,0,0,0,0,0,0,0,5,3,5,5,0,0,0,4,0,13,12,0,9,8,3,0,0,3,6,32,172,246,120,62,70,66,10,37,16,795
POA3943,5,0,8,3,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12,7,0,3,0,6,7,0,0,5,21,162,188,61,30,48,40,3,11,15,563
POA3944,3,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,5,80,84,13,6,14,19,0,5,7,226
POA3945,3,0,5,4,0,0,0,5,0,21,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,5,0,8,0,4,0,0,4,4,16,85,76,59,41,35,11,18,27,8,357
POA3946,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,30,28,17,11,10,0,3,7,3,102
POA3950,10,0,27,15,9,14,8,13,0,89,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,4,0,4,27,11,4,10,9,3,3,3,9,0,52,199,276,274,218,118,87,103,127,21,1429
POA3951,4,0,7,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,81,77,59,38,36,15,13,19,5,338
POA3953,20,7,45,18,17,13,6,25,3,147,0,0,0,0,0,0,0,0,0,3,3,4,3,0,7,0,3,4,0,22,11,5,14,4,5,7,9,7,9,75,353,568,435,294,225,120,109,157,29,2287
POA3954,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,29,38,27,13,8,13,13,3,0,145
POA3956,12,0,17,3,6,5,3,3,0,54,0,0,0,0,0,0,0,0,0,0,5,7,4,0,3,0,0,0,0,15,7,3,6,5,0,0,3,7,3,35,202,216,143,92,77,39,27,65,23,877
POA3957,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,14,11,16,12,3,8,5,0,101
POA3958,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,18,3,10,7,4,10,3,0,83
POA3959,3,0,9,0,3,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,0,0,0,0,0,3,5,12,90,100,64,30,34,13,8,23,9,374
POA3960,9,0,10,7,5,3,0,6,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,4,0,5,0,5,6,5,3,0,26,156,174,90,84,62,35,30,64,10,706
POA3962,0,0,7,0,0,3,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,3,3,12,45,50,38,39,17,15,12,24,9,252
POA3964,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,11,8,10,4,3,12,0,56
POA3965,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,9,12,0,6,0,0,11,0,48
POA3966,0,0,6,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,34,23,16,12,9,8,13,17,0,152
POA3967,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,3,0,0,0,0,5,0,24
POA3971,9,0,20,3,6,11,0,13,0,59,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,12,4,0,13,6,5,0,4,8,6,52,186,179,174,145,89,58,62,106,20,1016
POA3975,41,5,90,55,38,22,33,48,8,336,0,0,0,0,0,0,0,5,0,5,20,17,21,21,15,10,13,14,3,138,14,11,25,18,19,3,23,18,46,180,704,1751,833,805,868,326,477,438,155,6359
POA3976,26,7,112,65,48,35,47,73,10,416,0,0,4,0,0,0,0,3,0,9,10,11,17,25,14,10,29,7,3,134,12,13,42,25,18,24,41,58,63,281,485,1135,1200,1074,835,393,690,731,177,6719
POA3977,238,69,667,376,325,246,329,308,26,2586,0,7,0,0,6,3,6,6,0,31,98,75,99,112,82,38,114,92,24,735,81,70,192,127,81,49,146,113,233,1091,4040,7798,6516,5763,4590,2144,3035,2806,706,37408
POA3978,111,28,349,171,122,90,231,131,16,1245,0,0,0,0,0,0,3,0,0,15,32,27,27,60,48,22,54,31,5,307,31,31,59,35,42,27,54,38,81,397,1791,4108,2525,2514,2028,965,1363,1104,297,16696
POA3979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,36,25,27,14,14,3,6,5,0,122
POA3980,4,0,15,10,13,4,5,5,0,67,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,17,3,3,4,0,4,6,8,4,10,35,123,165,286,145,137,66,80,96,20,1117
POA3981,12,0,35,9,24,10,0,20,0,115,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,6,21,5,4,11,4,3,5,10,9,9,58,222,216,391,217,192,85,118,147,24,1611
POA3984,18,4,46,13,15,20,19,17,0,144,0,0,0,0,0,0,0,5,0,0,5,8,4,7,4,0,7,0,0,30,9,0,24,10,8,17,14,5,13,104,251,348,488,283,220,128,163,164,42,2091
POA3987,4,0,4,3,4,8,5,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,4,0,5,0,6,0,3,0,8,22,79,78,118,64,59,22,38,38,9,509
POA3988,0,0,9,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,8,87,70,60,26,40,9,20,29,4,342
POA3990,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,9,7,7,7,0,4,3,4,0,41
POA3991,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,12,17,9,15,19,12,10,8,5,0,98
POA3992,7,0,7,0,0,4,0,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,66,86,62,67,35,23,19,48,6,415
POA3995,32,3,67,37,24,29,9,31,0,238,0,0,0,0,0,0,0,0,0,0,8,11,3,5,4,5,0,4,4,43,8,3,24,3,9,13,10,26,14,111,365,654,549,456,267,206,116,231,46,2894
