POA_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
POA3016,875,1081,369,50,333,411,76,141,952,78,911,7730,389,11835,23,23,10,0,10,14,0,0,29,5,25,206,5,323,108,76,47,3,45,49,11,18,99,18,104,613,36,1029,35,25,15,0,11,19,5,6,20,5,23,201,5,310,129,26,42,15,77,69,17,8,47,12,85,383,17,703,24,6,3,0,20,10,3,0,18,0,22,102,11,184,22,23,13,0,20,3,3,0,18,0,24,309,7,392,9,4,3,0,3,3,0,0,6,0,0,106,0,130,4,6,0,0,5,3,4,0,9,0,6,108,8,143,17,18,4,0,10,8,0,0,26,0,23,192,10,271,10,16,0,0,4,7,0,0,7,0,10,130,0,181,367,214,136,28,216,194,48,48,272,42,325,2357,100,3663,16,0,8,0,3,4,0,3,8,3,3,41,462,533,1257,1301,505,83,551,604,123,192,1225,124,1243,10128,952,16025,435,728,191,0
POA3018,716,874,271,30,319,323,87,120,892,77,746,5808,349,9197,24,47,5,0,22,10,0,10,26,3,33,209,13,354,129,60,58,9,63,79,15,25,75,14,70,438,22,833,38,18,16,0,22,20,3,8,19,3,28,227,10,364,156,40,52,13,120,107,19,23,63,22,98,393,29,827,8,5,4,0,8,6,5,0,7,0,20,68,0,120,24,26,22,0,25,12,3,4,12,3,40,293,10,431,6,10,0,0,5,0,0,4,7,0,10,179,5,224,13,10,4,0,22,13,0,0,11,0,18,177,0,232,17,17,9,3,17,14,6,0,20,0,16,183,6,264,9,10,0,0,9,0,0,0,9,0,8,94,4,142,423,252,165,27,307,255,52,72,245,58,350,2265,111,3783,23,8,3,0,4,9,0,0,3,0,9,23,521,583,1161,1131,442,56,637,586,137,196,1143,133,1103,8092,980,13556,316,618,136,0
POA3019,235,448,56,12,136,85,21,73,432,26,282,2433,156,3747,13,29,4,0,22,6,0,3,15,0,9,95,5,163,14,16,3,0,7,10,0,7,15,6,12,40,6,86,4,4,3,0,5,0,0,0,7,3,6,33,0,55,69,18,15,4,53,29,7,14,35,11,22,112,11,271,12,19,0,5,16,12,0,3,18,0,19,126,9,199,116,162,44,9,220,65,29,12,100,28,247,2004,115,2876,16,11,6,3,24,10,7,0,11,4,29,283,4,373,11,23,3,0,28,5,0,0,10,0,25,747,19,851,16,7,5,0,14,3,4,0,11,0,14,102,5,157,11,22,0,0,18,5,4,0,10,0,14,217,18,303,289,307,85,26,407,153,51,37,229,49,396,3764,196,5330,13,8,0,0,5,5,0,0,11,0,9,33,542,608,536,760,141,35,557,243,74,112,670,81,683,6229,895,9682,102,323,33,0
POA3020,1053,2048,298,73,612,426,147,224,1805,160,1386,12641,806,18995,62,93,17,5,71,24,11,11,58,8,56,590,19,886,93,73,26,10,53,50,6,27,63,15,56,213,13,496,53,20,9,5,40,34,8,7,24,4,35,141,4,285,1028,213,265,180,765,517,137,140,436,152,582,1497,137,3997,97,62,22,8,100,53,14,10,79,11,107,600,43,958,375,582,144,53,770,232,108,61,321,97,802,7138,413,10088,34,28,14,10,48,22,3,5,25,6,59,736,18,932,62,68,12,5,121,32,11,5,62,12,89,2988,89,3430,50,40,17,4,61,26,4,12,39,10,39,372,15,580,27,33,6,6,51,4,8,3,26,10,52,735,52,951,1875,1198,538,271,2079,991,319,290,1139,331,1871,15015,802,22605,78,18,14,10,51,37,11,12,33,10,32,232,2371,2766,3001,3268,848,356,2738,1453,480,527,2975,496,3288,27882,3978,44372,571,1463,181,0
POA3021,1019,2181,318,41,662,426,154,254,1722,119,1468,13528,818,19811,60,80,12,0,117,30,8,10,41,11,52,890,54,1238,83,55,33,4,53,42,12,24,57,7,43,141,9,373,144,34,54,14,62,70,17,33,49,25,66,210,17,528,1544,376,398,193,1191,757,201,200,704,202,886,2322,216,6113,164,82,50,11,179,97,43,27,97,29,208,1153,83,1814,508,761,196,55,1064,319,145,59,360,130,1026,10399,589,14256,39,33,18,5,46,17,3,3,20,0,59,566,16,754,95,78,24,5,184,52,21,9,69,10,119,3725,91,4289,107,48,28,6,93,25,16,11,68,7,92,281,14,590,36,27,10,0,58,18,4,6,32,0,31,630,18,810,2775,1584,817,302,3045,1416,466,374,1488,414,2582,20323,1120,30771,102,33,33,6,79,44,18,17,50,15,52,295,4000,4534,3890,3795,1169,344,3788,1885,642,638,3264,548,4096,34142,5943,55112,579,1357,194,6
POA3022,93,159,29,22,55,24,11,28,178,7,140,960,53,1498,6,8,0,0,4,0,4,0,7,0,0,72,0,96,6,8,7,0,3,4,0,4,3,0,0,16,0,39,13,0,3,3,10,6,0,0,6,0,8,25,0,60,97,10,18,40,52,43,5,6,50,16,82,94,6,280,3,4,0,0,0,4,0,4,6,0,6,30,0,53,11,18,5,4,15,9,4,0,14,6,30,307,16,399,0,0,0,0,0,0,0,0,0,0,7,61,4,71,5,6,0,0,8,5,7,0,10,0,8,177,6,215,3,0,0,0,0,0,0,0,0,0,3,25,0,39,3,4,0,0,7,0,0,0,3,0,8,84,0,107,148,62,27,42,100,73,15,18,103,23,156,896,39,1373,5,0,0,0,3,0,0,0,3,0,0,14,269,297,249,221,57,67,155,96,24,47,286,33,293,1866,365,3170,52,114,21,4
POA3023,1229,3074,394,47,800,470,178,233,2187,123,2031,22891,2967,33551,80,148,16,9,165,50,22,12,71,16,84,1271,140,1881,117,73,46,16,66,70,18,30,73,20,80,329,36,726,63,33,18,14,38,40,11,15,19,6,33,178,35,383,888,251,246,79,720,407,118,114,436,139,522,2527,259,5079,181,118,32,13,221,98,31,22,133,23,246,1923,184,2823,439,676,188,57,934,245,122,53,289,89,911,7020,530,10409,34,39,21,6,68,29,11,9,29,11,86,977,48,1272,185,193,32,8,423,142,35,21,111,25,236,4514,175,5713,122,93,38,3,134,41,16,13,88,20,118,628,65,1129,33,43,9,5,76,21,5,4,36,4,74,978,84,1288,2148,1667,651,205,2836,1143,383,291,1290,359,2395,20342,1563,30705,51,24,16,7,37,26,9,16,32,10,37,251,2492,2894,3427,4759,1055,255,3671,1630,567,546,3516,492,4455,43480,7025,67146,998,2269,319,7
POA3024,1015,2007,293,53,619,408,119,228,2072,115,1570,11339,631,17507,62,105,20,0,97,39,8,5,65,7,67,933,35,1305,125,84,40,13,81,55,13,37,86,18,88,348,28,747,28,16,8,10,13,8,3,5,23,5,22,95,3,179,96,35,27,8,93,46,11,18,66,11,75,357,23,644,20,36,6,5,33,11,4,4,23,3,43,516,19,659,69,154,24,6,158,50,13,18,74,12,166,1893,54,2494,11,14,6,0,17,5,6,0,6,0,23,298,5,359,91,165,16,0,338,57,16,11,90,3,234,6176,143,7174,23,24,6,0,26,7,0,6,36,0,36,207,6,325,21,27,7,0,33,7,0,3,25,3,35,833,27,975,529,646,158,40,897,291,80,110,497,67,784,11657,341,14863,17,8,7,0,9,7,0,3,5,4,5,91,1497,1627,1562,2657,456,91,1519,702,197,340,2578,186,2361,23081,2476,34004,581,1326,172,0
POA3025,354,675,132,76,205,181,57,92,687,43,456,5294,304,7663,24,36,7,0,26,9,10,5,17,5,16,165,0,261,37,23,15,16,14,20,3,9,35,10,27,160,3,288,18,9,13,7,10,17,6,7,16,3,18,118,3,184,421,101,118,103,324,235,87,63,147,67,218,546,49,1567,66,34,12,12,69,45,13,3,42,9,65,407,31,656,34,48,11,8,66,18,3,11,24,9,63,592,22,822,11,10,3,0,5,3,0,6,7,0,12,110,0,139,8,19,0,0,13,3,0,0,11,0,9,242,9,302,12,13,4,0,0,4,0,0,13,0,11,116,3,165,3,8,3,0,3,0,0,0,5,0,3,91,11,127,633,294,182,147,543,353,123,99,323,113,445,2543,136,4505,28,6,8,9,14,8,8,3,17,3,9,72,653,791,1012,977,322,233,758,548,188,194,1021,154,916,7909,1098,12962,194,478,74,5
POA3026,73,350,26,0,60,39,8,18,184,3,235,3236,139,4165,12,28,11,0,28,5,0,3,8,0,14,303,11,392,8,3,6,0,3,7,3,0,13,0,6,29,3,59,0,0,0,0,5,0,0,0,0,0,0,21,0,25,22,22,12,5,30,10,4,11,34,0,36,199,8,318,6,8,0,0,13,9,3,6,9,0,15,188,14,258,49,84,26,4,130,47,20,9,41,9,151,1336,40,1795,0,4,5,0,9,3,0,0,0,0,16,114,0,147,17,16,5,0,42,10,0,0,10,0,21,669,15,781,21,5,10,0,11,3,0,0,17,9,16,101,4,160,6,8,0,0,18,7,0,0,3,0,17,204,14,259,148,172,65,10,278,97,34,29,134,19,293,3159,108,4196,0,3,0,3,0,0,0,0,5,0,0,27,369,409,226,529,95,16,336,138,45,49,316,28,529,6419,621,8770,96,269,35,0
POA3027,86,257,22,0,33,34,11,7,239,5,209,2666,109,3458,16,31,6,0,23,6,0,3,16,8,21,310,7,416,6,10,0,0,9,0,0,0,6,0,7,90,0,130,0,0,0,0,0,0,0,0,0,0,0,26,0,33,12,3,0,0,18,7,0,0,8,0,15,106,6,160,9,15,0,0,10,4,5,0,11,0,10,126,0,181,27,46,12,0,49,15,4,0,17,4,46,777,17,962,6,16,14,0,23,12,0,0,6,7,37,653,15,770,39,49,16,0,111,27,9,4,37,5,98,2135,37,2489,12,6,0,0,7,4,0,0,5,0,12,123,4,150,4,5,0,0,14,3,0,0,5,5,9,196,3,239,127,181,57,0,259,86,17,16,114,17,272,4546,95,5526,0,0,0,0,3,0,0,0,0,0,0,26,437,466,216,435,78,0,291,121,29,26,353,24,479,7238,639,9448,121,248,43,0
POA3028,1158,1747,349,57,688,451,138,243,1842,129,1427,10237,659,16297,52,76,26,4,51,24,6,8,62,10,49,441,17,702,187,93,57,15,99,78,12,47,93,21,90,388,35,879,46,26,23,5,24,28,9,19,17,0,42,184,12,332,450,111,124,60,360,248,58,59,210,76,333,1013,97,2306,61,31,16,10,68,34,10,10,41,11,44,353,20,567,142,126,28,10,227,51,18,11,83,23,194,1472,59,2165,11,21,9,0,32,8,6,7,20,6,47,473,7,619,33,34,8,4,84,30,9,6,35,8,61,1866,61,2151,38,29,13,0,37,12,4,3,28,3,27,214,16,352,23,27,11,6,28,7,0,0,25,6,33,255,9,375,1056,581,318,111,1010,527,127,160,621,155,916,6659,341,10450,42,12,12,4,26,19,3,4,21,4,23,77,1278,1443,2250,2340,671,177,1722,988,274,409,2479,286,2364,16966,2278,28191,666,1143,206,0
POA3029,2654,4881,738,74,1587,1149,292,543,3905,231,3529,39238,2641,55219,234,503,59,9,445,151,47,51,215,33,296,4252,309,6026,331,211,100,19,207,155,27,76,157,28,194,787,61,1709,109,32,43,5,48,61,12,23,40,17,50,291,12,546,612,179,166,49,487,270,72,85,305,81,340,1669,143,3325,152,142,37,6,181,78,23,10,135,23,193,2474,150,3267,321,554,99,22,633,195,66,36,206,63,675,6617,241,8992,40,59,25,3,117,34,12,8,45,10,159,2035,48,2496,455,753,118,14,1551,345,100,28,424,51,1006,31195,752,35919,107,77,30,3,81,33,5,10,73,8,98,727,44,1118,102,148,16,0,250,46,13,11,87,10,161,3232,181,4070,2461,2661,685,134,3995,1360,383,343,1685,326,3178,53270,1946,67471,75,39,15,0,53,33,5,11,30,8,35,432,6573,7203,5192,7580,1434,216,5636,2537,685,897,5620,560,6746,92946,11157,129888,1769,3607,436,15
POA3030,3712,6009,1095,215,2077,1512,371,756,6020,377,4726,40792,2075,60700,243,445,62,9,306,144,45,47,252,34,283,3472,143,4921,563,315,170,63,317,249,58,122,370,63,359,1840,117,3483,135,70,46,14,71,66,12,32,79,23,104,554,26,950,618,211,185,118,516,322,68,90,370,82,460,2141,125,3995,103,80,29,0,117,51,22,8,103,7,150,1611,58,2139,283,456,123,23,469,151,50,42,228,38,620,7139,178,9175,93,124,74,12,252,66,27,12,112,22,300,5130,86,6098,268,448,59,12,976,214,46,20,236,38,623,14346,333,17090,109,93,35,12,65,39,7,11,117,7,113,1035,31,1470,100,150,34,3,158,50,11,7,117,4,184,2575,80,3301,2514,2392,816,263,3242,1353,340,397,1991,326,3209,39842,1178,52618,79,51,26,15,52,34,9,19,49,10,55,359,5307,5885,6296,8445,1939,495,5371,2899,718,1169,8062,716,7983,80996,8555,119201,2163,4427,691,8
POA3031,536,1249,237,42,236,227,63,123,1587,56,960,7023,288,11034,9,41,6,4,8,5,0,0,46,3,36,298,14,444,46,51,28,4,25,16,0,9,47,0,46,393,13,599,13,10,11,0,10,6,0,4,29,4,34,202,9,302,76,22,28,18,46,33,17,8,58,7,52,220,18,452,38,27,18,0,37,14,8,10,36,8,34,190,11,325,98,96,19,15,98,39,18,9,77,18,157,803,38,1268,37,26,6,8,51,31,8,6,62,3,82,424,10,652,19,18,5,0,19,11,3,3,15,0,21,358,3,448,39,43,6,4,16,18,5,5,50,6,38,347,7,508,39,49,5,0,63,14,8,6,34,5,45,563,34,779,412,399,138,60,374,187,73,57,461,51,548,3787,168,5767,14,3,3,0,12,8,0,3,14,0,8,80,849,967,964,1647,375,101,619,419,144,183,2059,104,1514,10889,1294,17772,328,1078,154,0
POA3032,814,1679,391,33,342,378,78,140,1920,69,1397,12098,554,17943,35,72,19,0,19,15,5,4,76,0,57,294,14,534,65,73,24,5,25,31,5,11,72,5,70,415,18,689,31,17,16,5,16,19,0,0,32,7,29,282,4,405,291,60,89,36,179,159,39,27,131,41,178,674,44,1404,40,29,9,5,43,20,5,7,58,0,60,432,13,618,152,162,60,20,198,86,33,8,109,27,236,2221,83,3098,29,44,20,20,56,31,11,0,58,9,89,943,25,1231,17,34,8,0,46,9,9,0,31,5,37,1003,16,1185,35,39,8,0,29,31,0,0,64,6,49,548,23,766,18,23,7,0,40,12,3,4,37,0,32,481,28,651,706,564,257,89,653,401,101,75,666,101,839,7299,282,10579,25,4,3,4,9,7,3,3,14,3,7,91,1206,1356,1539,2256,651,122,1007,787,182,220,2596,167,2250,19489,2045,29874,554,1447,269,3
POA3033,672,883,275,67,336,315,79,114,761,80,706,6907,367,10212,13,9,6,0,3,5,4,0,7,0,8,90,5,131,41,18,8,3,14,26,9,4,25,7,28,118,7,242,13,11,5,4,14,11,0,3,11,0,16,83,3,146,440,99,120,81,282,229,45,46,142,70,215,667,72,1761,59,17,24,8,51,37,12,4,36,10,64,218,15,410,34,45,17,34,67,21,9,6,44,16,124,423,17,683,12,9,0,0,14,5,3,3,6,3,26,203,6,273,19,20,3,0,36,16,6,6,12,3,34,324,13,441,25,19,8,3,14,8,7,0,15,3,21,133,0,194,7,0,0,0,6,8,0,0,7,0,0,56,0,78,654,256,191,136,511,364,86,72,305,107,533,2323,141,4365,16,7,5,3,12,9,10,6,9,6,7,43,412,505,1339,1145,470,205,857,682,172,187,1073,190,1248,9273,920,15078,305,584,119,0
POA3034,436,606,165,87,209,198,38,79,584,51,536,4728,282,6969,3,14,0,5,4,3,0,0,9,0,16,81,0,118,32,13,13,11,17,23,4,6,27,4,25,102,0,198,23,0,14,6,5,18,0,3,11,8,14,54,0,114,614,102,146,162,374,327,61,79,254,86,343,729,79,2104,52,28,12,5,47,28,9,4,39,0,52,234,8,405,75,60,21,9,81,35,14,4,31,13,132,739,34,1083,17,4,5,0,21,12,0,0,10,9,31,208,8,293,8,11,3,3,20,12,0,4,10,0,18,226,11,303,23,23,3,0,15,8,9,0,25,3,19,144,7,226,9,8,0,0,5,3,8,3,0,0,13,51,3,79,854,262,218,206,594,461,95,112,418,122,666,2559,156,4926,38,14,3,12,16,17,6,3,19,4,15,73,349,496,1323,890,385,299,821,680,137,194,1014,171,1215,7355,786,12388,235,397,81,0
POA3036,370,391,163,18,146,188,37,55,279,38,296,2907,189,4467,0,3,0,0,5,4,0,0,0,0,0,38,0,59,31,15,13,4,9,13,8,6,12,0,13,62,8,150,24,5,7,6,7,12,0,4,3,4,9,42,0,94,111,24,33,22,84,70,8,9,40,14,51,263,25,592,13,9,8,0,19,13,0,3,0,0,13,46,0,85,3,6,3,0,17,5,0,0,0,0,10,75,3,120,4,0,4,0,4,0,0,0,0,0,5,32,0,51,8,7,3,0,11,8,0,0,5,0,3,58,0,92,5,3,0,0,7,0,0,0,0,0,0,30,5,45,3,0,0,0,0,0,0,6,4,0,4,23,0,36,212,72,64,23,161,119,18,33,71,23,118,668,49,1315,7,0,3,0,0,7,0,0,3,0,0,20,153,188,592,465,229,46,313,315,58,86,357,60,418,3596,386,5974,156,232,70,0
POA3037,1325,2979,421,99,856,502,174,243,2168,129,2063,21425,1243,30486,48,95,16,5,78,36,11,6,46,5,68,686,46,1015,126,67,40,19,49,43,11,30,68,12,59,323,19,647,50,37,22,11,42,35,10,15,35,11,55,164,12,348,977,249,259,202,729,450,133,145,503,146,643,2380,178,4952,197,98,39,18,166,98,37,15,91,21,206,1100,55,1716,219,321,69,21,432,132,42,22,143,33,404,2890,143,4312,22,20,8,4,36,9,5,4,18,5,37,420,11,555,207,145,31,9,410,112,23,20,106,20,241,3265,79,4273,69,53,20,11,66,27,12,0,57,9,87,449,20,739,23,39,4,6,47,20,4,4,22,5,37,368,17,529,1937,1127,507,308,2055,954,282,264,1089,262,1835,12043,570,19086,42,18,16,12,46,18,7,10,26,4,26,120,1594,1835,3300,4121,943,413,2950,1468,465,515,3283,400,3926,33585,3413,51402,1044,2111,334,3
POA3038,901,1427,308,30,487,385,100,146,1103,80,1196,11239,625,16226,32,25,8,4,37,9,3,4,27,3,25,256,15,393,50,30,29,5,36,31,7,10,28,11,37,195,15,381,38,18,19,0,20,35,6,6,11,10,19,122,6,225,854,222,231,84,641,434,94,115,314,98,495,1820,127,4028,118,50,22,11,146,66,22,16,44,15,89,502,26,889,98,95,40,7,168,57,17,8,50,15,178,994,37,1555,13,11,9,0,32,17,4,5,5,0,27,261,3,349,96,53,27,3,181,73,16,8,41,3,85,756,31,1189,34,29,16,0,35,25,4,3,22,3,48,164,12,306,15,16,0,0,26,12,0,0,10,0,13,115,10,195,1355,540,401,114,1322,751,178,177,553,165,1021,5181,276,9512,35,15,11,0,20,14,8,4,14,6,13,80,808,966,2290,1977,725,153,1829,1149,280,331,1669,243,2230,16503,1707,26703,650,972,258,0
POA3039,691,1060,342,61,297,319,82,125,1236,77,946,7189,389,11128,18,38,12,0,11,4,0,3,46,0,25,204,14,323,61,43,17,11,20,25,8,10,53,6,59,260,12,466,23,20,6,4,12,20,0,3,23,4,20,149,6,226,265,63,75,48,158,137,35,36,101,35,142,499,30,1092,36,16,6,0,20,16,3,0,31,3,29,167,9,260,16,25,10,0,23,14,3,4,20,5,42,456,6,591,6,14,3,0,16,10,0,3,18,3,40,324,8,414,17,19,0,3,28,11,4,0,14,0,17,569,12,663,20,25,11,0,9,4,0,6,38,0,27,277,4,385,4,13,3,0,11,6,0,0,14,0,11,97,0,151,467,269,144,72,307,255,62,65,351,61,411,3001,92,4574,15,3,3,0,3,6,5,5,8,3,7,56,438,524,1173,1334,490,135,614,575,147,196,1594,139,1364,10245,921,16224,367,840,181,0
POA3040,1252,1840,557,79,465,594,127,212,1649,118,1499,12927,728,19589,30,43,16,0,11,17,3,0,41,0,31,231,6,366,77,53,17,17,40,36,9,11,57,11,60,316,16,586,38,18,18,7,14,20,5,9,14,7,33,179,5,301,273,77,83,54,173,152,35,38,106,39,199,637,44,1365,41,24,9,5,36,36,0,4,31,0,58,313,16,483,29,45,7,0,33,26,5,3,37,0,60,559,16,764,12,20,6,3,17,13,0,6,24,0,38,441,10,564,53,47,11,8,82,36,0,4,35,3,58,988,31,1252,23,20,10,0,11,8,0,3,21,3,26,300,10,393,6,12,0,0,10,0,0,0,12,4,5,171,4,217,577,370,177,94,427,340,55,80,386,74,573,4127,160,6300,12,5,5,0,7,9,0,5,12,3,10,33,758,833,1847,2216,736,167,896,946,185,298,2047,198,2078,17088,1647,26722,606,1354,279,3
