POA_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
POA3753,351,717,19,110,54,284,20,95,513,1947,608,2436,38,158,29,112,88,284,154,556,762,2992,0,5,14,49,5,8,67,195,85,259,4,16,6,15,45,102,53,135,137,389,7,18,1267,4122
POA3754,3575,7241,102,551,828,3815,174,794,5239,20417,6341,25579,326,1412,449,1574,874,2889,1646,5879,7986,31460,35,161,227,759,80,300,919,2457,1265,3677,122,388,215,486,696,1553,1037,2428,2303,6106,138,298,13998,45102
POA3755,29,68,4,11,0,21,0,13,11,45,21,90,0,5,0,0,7,26,11,32,32,127,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,4,15,7,13,0,0,69,209
POA3756,1356,2727,38,225,190,901,72,321,1358,5308,1657,6761,99,431,119,435,372,1246,589,2112,2242,8869,6,32,47,172,35,146,302,860,397,1213,32,98,61,144,260,581,357,831,746,2040,45,95,4398,13731
POA3757,910,1816,37,195,117,538,31,145,620,2484,804,3360,82,333,96,334,270,878,445,1554,1243,4914,7,32,35,124,26,79,117,289,180,528,25,73,47,102,180,385,246,564,429,1091,28,55,2606,7875
POA3758,228,459,6,41,27,131,13,67,169,675,213,911,16,74,16,61,82,258,109,394,327,1307,0,0,6,11,0,10,23,56,21,73,3,11,10,11,25,44,26,66,56,144,4,14,618,1925
POA3759,120,246,4,18,8,32,4,17,62,243,75,310,12,44,21,83,34,115,69,241,143,549,0,3,6,5,4,8,4,17,18,38,0,0,9,22,12,34,27,54,41,94,4,5,305,899
POA3760,34,72,0,9,0,7,0,7,23,91,25,113,9,21,9,30,14,51,28,95,57,209,0,0,0,0,0,0,3,10,3,10,0,0,0,3,10,11,5,10,11,21,0,0,98,302
POA3761,134,264,3,24,11,61,5,32,64,249,86,366,8,38,17,69,43,139,74,241,157,606,0,3,4,6,4,8,15,34,20,50,0,7,4,8,23,53,31,71,55,116,0,0,345,992
POA3762,14,29,0,0,0,3,0,4,10,33,12,46,0,0,0,0,9,11,9,11,12,59,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,9,0,0,35,95
POA3763,198,400,0,10,19,88,10,42,97,389,126,522,5,33,17,63,48,151,77,242,199,769,0,9,3,7,6,12,16,47,27,74,0,4,5,17,24,47,30,69,57,143,4,7,457,1319
POA3764,1138,2284,29,162,123,564,25,127,654,2604,836,3452,79,334,88,307,242,766,405,1404,1242,4858,9,18,35,119,13,69,161,422,217,633,22,63,54,126,163,365,242,554,453,1183,32,75,2868,8399
POA3765,676,1357,10,78,93,441,18,81,527,2060,655,2653,62,288,78,268,206,684,351,1233,1004,3888,0,3,17,45,9,34,72,177,92,264,17,50,17,32,92,198,119,280,218,535,15,30,1907,5817
POA3766,138,282,0,8,15,85,3,17,102,380,123,486,10,57,17,56,30,87,57,195,181,682,0,0,0,0,0,3,13,33,18,38,3,10,5,8,10,20,16,42,34,73,0,0,354,1040
POA3767,161,321,3,13,11,66,4,10,80,327,98,415,6,47,17,52,27,94,58,193,153,604,0,4,0,6,0,0,17,36,15,45,0,13,7,11,18,40,25,64,44,109,0,8,358,1042
POA3770,375,753,3,29,45,213,14,49,211,825,275,1118,34,156,33,115,103,348,173,614,443,1732,0,0,9,17,3,19,37,93,47,123,4,15,13,26,59,133,75,172,116,298,10,15,944,2796
POA3775,482,966,5,32,53,245,11,56,269,1053,344,1394,31,133,34,113,141,434,205,681,550,2070,0,5,10,45,8,15,38,89,56,149,7,36,14,27,52,111,78,176,127,330,15,26,1177,3389
POA3777,1307,2614,20,94,94,448,47,220,610,2422,770,3188,59,248,76,250,284,922,419,1426,1192,4611,8,30,37,103,14,51,159,412,217,602,28,80,39,89,211,474,281,646,496,1246,30,59,3022,8530
POA3778,27,56,0,0,0,0,0,5,11,32,11,40,0,6,3,7,8,17,8,29,21,70,0,0,0,0,0,5,4,4,5,11,0,0,0,0,3,6,3,6,4,21,0,6,55,144
POA3779,109,216,0,0,8,28,0,0,14,57,21,85,0,9,0,0,11,34,13,40,29,125,0,0,0,3,0,0,0,9,4,14,0,4,0,0,4,8,11,15,13,24,0,0,153,363
POA3781,408,814,12,69,61,307,10,47,359,1411,445,1827,41,162,42,150,115,366,201,678,646,2506,4,19,8,32,11,27,64,170,87,249,16,41,17,29,66,144,92,215,179,465,4,10,1241,3798
POA3782,907,1840,27,137,120,554,20,91,520,2070,691,2854,82,360,101,360,235,788,426,1500,1119,4357,0,9,9,51,4,20,89,232,106,312,17,47,25,54,100,217,136,316,249,624,11,21,2281,6845
POA3783,250,498,10,39,28,126,17,55,168,678,214,891,17,73,23,82,85,272,128,432,345,1322,0,9,8,31,3,4,31,82,40,124,5,20,6,14,26,55,36,88,75,209,7,14,675,2043
POA3785,10,21,0,0,3,9,0,0,5,17,5,23,0,0,0,0,0,0,0,0,5,23,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,4,0,9,3,10,0,0,24,57
POA3786,178,346,7,17,21,87,3,10,108,425,133,538,21,87,28,97,42,137,90,321,220,855,0,4,0,0,0,0,7,25,10,27,0,4,9,15,14,39,29,58,31,87,4,3,439,1292
POA3787,126,256,0,8,12,41,0,14,64,224,73,284,8,40,19,73,24,76,55,187,129,469,0,0,3,9,0,0,17,43,19,46,0,0,3,11,21,46,25,59,46,109,4,10,304,834
POA3788,205,414,8,22,15,75,3,14,119,467,145,580,17,61,18,68,36,112,69,247,217,831,0,0,4,7,4,7,21,53,32,69,5,13,8,18,28,57,42,89,73,159,5,7,494,1408
POA3789,40,72,0,0,3,28,0,0,22,75,28,104,5,18,0,3,3,18,13,41,39,144,0,0,0,0,0,0,0,5,4,8,0,0,0,0,4,12,4,12,6,22,0,0,82,240
POA3791,198,403,0,3,14,57,0,7,87,348,107,416,13,43,17,66,42,141,71,253,179,665,0,3,0,5,0,3,19,35,21,43,0,10,5,15,20,41,27,69,49,110,3,7,430,1191
POA3792,139,266,0,8,11,65,0,7,85,313,97,393,6,32,15,48,27,90,50,169,148,557,0,0,3,4,0,0,14,33,19,40,5,14,6,10,10,21,15,38,38,82,4,4,317,916
POA3793,369,733,0,16,60,276,4,19,243,957,310,1275,38,164,39,145,94,295,172,603,481,1877,0,4,20,59,3,10,59,143,80,220,10,25,22,44,55,112,81,184,160,408,14,28,1026,3053
POA3795,149,298,0,11,14,69,3,21,88,370,107,467,18,73,15,62,47,151,77,283,183,752,0,0,3,5,0,3,8,29,18,42,0,8,0,0,11,28,17,33,29,77,0,10,361,1136
POA3796,970,1948,28,145,115,565,33,161,720,2882,899,3760,86,389,113,393,333,1092,535,1884,1439,5641,3,12,23,80,11,26,115,313,153,431,25,82,33,68,131,294,186,446,339,873,31,63,2776,8524
POA3797,388,775,5,35,49,236,10,44,217,831,279,1151,14,62,25,75,104,334,136,473,417,1625,5,12,6,20,8,28,63,166,84,230,6,14,10,23,62,135,73,169,158,401,12,20,971,2810
POA3799,616,1233,6,36,57,265,16,82,270,1034,348,1415,32,151,39,114,111,364,185,632,534,2046,5,32,18,74,12,44,127,318,167,471,15,38,39,82,122,240,169,367,334,838,26,51,1508,4172
POA3802,2223,4500,64,397,343,1661,86,410,1521,5906,2011,8368,251,1133,320,1128,913,3030,1476,5292,3489,13662,13,63,53,199,26,101,299,820,394,1185,62,218,94,221,491,1132,650,1575,1040,2754,86,178,6842,21101
POA3803,883,1797,49,331,149,786,52,260,684,2772,938,4145,83,378,116,402,313,1064,509,1847,1446,5989,18,84,23,112,16,53,133,380,192,637,33,110,41,103,219,506,297,713,486,1346,44,93,2857,9228
POA3804,787,1593,45,310,166,812,27,169,453,1886,690,3171,135,579,146,520,360,1234,637,2327,1330,5501,9,24,16,53,0,10,55,145,78,233,15,45,19,36,66,154,94,240,171,473,21,37,2303,7599
POA3805,4268,8679,263,1690,1051,5204,234,1150,3931,15622,5480,23672,658,2958,752,2709,1819,6167,3227,11829,8712,35500,57,275,177,647,96,367,803,2195,1140,3482,150,512,230,546,988,2301,1364,3355,2502,6838,202,454,15687,51471
POA3806,4289,8641,115,687,932,4314,153,692,3962,15368,5167,21060,513,2208,850,3028,1286,4297,2652,9534,7816,30590,23,94,153,503,36,138,647,1758,853,2490,109,369,251,572,692,1549,1054,2493,1904,4987,119,244,14118,44464
POA3807,653,1310,30,152,138,640,26,126,518,2077,715,2999,96,419,144,528,241,799,483,1749,1198,4746,4,30,17,45,7,18,72,187,96,284,19,58,25,56,87,203,132,313,233,604,21,42,2101,6699
POA3808,289,577,10,34,69,315,8,28,227,936,311,1312,42,161,57,200,90,317,181,674,498,1988,0,0,5,10,0,0,16,34,18,47,5,10,10,14,25,58,38,77,56,125,5,18,843,2704
POA3809,1691,3448,45,277,249,1173,44,185,2036,7765,2372,9396,121,546,160,555,289,953,567,2057,2941,11456,18,70,66,222,20,61,319,858,420,1216,62,212,90,205,235,523,388,938,806,2154,68,138,5507,17191
POA3810,4638,9393,129,772,681,3253,212,1005,4528,17849,5544,22876,278,1217,403,1407,919,3003,1600,5621,7145,28501,57,290,219,844,93,354,1215,3339,1581,4827,139,460,223,504,898,2026,1255,2989,2836,7818,221,463,14845,46182
POA3812,257,522,12,61,45,201,14,45,141,559,202,871,27,105,24,75,78,258,123,430,326,1303,0,6,5,14,0,3,23,61,27,82,4,18,7,21,37,79,47,117,77,197,8,19,674,2038
POA3813,96,189,0,10,10,45,0,3,45,196,61,254,11,53,16,49,33,121,64,221,118,473,0,4,4,11,3,16,5,23,18,46,6,11,3,10,14,33,25,58,36,103,0,3,250,772
POA3814,301,606,8,67,28,140,10,38,184,756,226,995,28,132,9,33,75,226,109,386,335,1384,0,0,0,8,0,9,20,63,21,72,3,10,6,14,30,79,40,96,65,171,4,8,705,2164
POA3815,400,794,9,91,65,285,11,61,244,1019,338,1461,39,154,36,125,76,249,147,534,482,1991,0,13,9,23,0,6,36,108,43,153,5,17,13,19,45,88,57,125,105,274,8,21,994,3076
POA3816,306,632,12,59,32,150,17,64,205,806,256,1078,12,55,11,48,81,267,108,373,366,1445,0,9,4,13,5,26,66,202,81,246,3,11,11,30,54,117,70,158,152,409,9,24,843,2510
POA3818,2084,4149,48,292,170,840,59,268,1102,4367,1377,5762,64,282,133,431,374,1212,567,1934,1941,7695,16,79,57,187,21,79,318,870,411,1211,25,77,66,143,248,542,339,761,752,1970,54,112,4835,13925
POA3820,2338,4680,45,250,221,1031,44,201,1225,4806,1539,6291,112,503,168,561,382,1220,667,2284,2204,8574,20,84,69,243,26,100,318,890,440,1312,30,102,101,207,282,612,417,929,854,2243,67,138,5459,15637
POA3821,371,747,7,51,47,231,5,15,180,747,235,1039,34,135,39,132,98,289,164,561,399,1602,3,9,6,12,0,0,24,73,37,105,4,13,4,11,32,69,47,97,76,197,10,16,860,2561
POA3822,111,225,4,23,14,73,4,24,60,237,82,356,7,27,10,30,35,108,52,167,131,522,0,0,5,12,0,0,11,23,10,37,0,4,0,8,16,36,19,43,31,81,7,11,276,844
POA3823,333,658,5,33,25,113,7,36,116,452,150,630,8,43,13,41,36,120,59,198,211,827,0,6,9,24,0,4,37,97,39,125,6,14,7,13,22,50,30,70,71,204,9,15,627,1705
POA3824,640,1290,8,52,59,294,11,74,334,1314,420,1738,23,98,46,152,99,309,167,559,586,2298,8,35,22,84,12,30,90,238,130,383,12,30,28,60,77,174,117,262,248,648,17,39,1491,4276
POA3825,2258,4539,33,216,154,720,85,382,919,3566,1193,4887,103,435,115,386,470,1493,689,2312,1885,7195,10,49,58,210,59,203,500,1368,631,1829,38,132,90,198,408,886,538,1221,1165,3051,82,168,5392,14954
POA3831,268,549,5,23,19,90,6,28,106,428,131,562,18,65,16,61,47,146,83,282,212,839,0,0,4,32,6,10,19,47,27,86,0,0,9,16,26,55,31,72,54,153,4,10,547,1556
POA3832,39,75,0,0,4,8,0,0,12,47,14,56,0,0,3,11,10,24,12,32,23,89,0,0,0,7,0,0,8,17,9,23,0,5,0,9,0,4,3,15,11,32,0,0,77,192
POA3833,44,97,0,4,0,7,0,11,5,22,13,49,0,4,0,0,7,24,11,32,22,78,0,0,0,4,0,0,0,5,0,11,0,0,0,0,5,10,5,10,8,15,0,4,78,200
POA3835,65,130,0,0,6,7,4,10,21,100,31,116,6,25,8,22,13,39,25,83,55,200,0,4,3,10,4,10,13,24,17,50,0,3,0,0,7,15,3,16,21,63,0,0,139,392
POA3840,1857,3710,28,169,116,572,42,192,760,3003,944,3941,63,272,76,276,355,1125,499,1673,1444,5612,23,116,58,204,36,161,386,1095,504,1580,28,98,70,145,380,808,470,1057,976,2630,80,164,4361,12107
POA3842,545,1106,9,43,36,165,15,59,245,949,300,1215,23,84,20,71,91,275,128,433,434,1650,0,13,28,91,8,42,136,375,174,521,8,21,21,48,112,255,143,329,320,855,24,47,1326,3655
POA3844,3407,6764,61,346,339,1590,84,375,1839,7130,2326,9439,152,617,258,851,605,1924,1009,3389,3332,12827,25,115,83,300,53,190,633,1666,796,2280,57,173,134,275,517,1111,705,1554,1500,3832,103,214,8336,23640
POA3847,290,571,3,24,21,84,11,62,120,454,151,629,11,32,21,62,50,163,78,252,231,881,0,0,4,17,9,29,36,92,39,136,0,6,3,13,35,75,37,95,81,228,10,16,612,1694
POA3850,1735,3452,25,129,142,640,36,165,882,3460,1079,4399,73,295,128,399,227,713,425,1411,1505,5811,14,47,59,195,40,156,292,800,404,1190,23,88,72,155,262,558,356,799,763,1982,65,136,4065,11385
POA3851,802,1601,11,38,61,268,14,54,259,1033,333,1393,28,112,53,168,102,333,180,613,518,2008,0,3,15,48,4,15,51,133,71,201,0,11,10,21,67,139,81,172,152,371,20,42,1488,4022
POA3852,0,4,0,0,0,5,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13
POA3854,182,361,4,38,20,80,3,16,107,420,133,548,13,65,15,47,44,143,73,248,200,798,0,0,6,18,0,7,8,34,17,49,0,7,0,0,17,38,20,45,40,95,0,0,423,1261
POA3856,127,258,3,20,9,36,6,16,76,291,90,364,3,21,16,37,34,104,47,163,140,525,0,0,4,10,0,3,18,49,18,65,0,8,0,5,13,21,15,33,38,96,0,0,304,882
POA3857,58,114,0,4,5,12,0,0,19,69,18,83,8,27,0,4,10,41,23,73,40,159,0,0,0,6,0,3,4,12,7,21,0,0,0,0,6,6,6,13,9,36,0,3,110,305
POA3858,367,736,8,45,34,170,17,83,138,553,198,844,22,90,20,56,71,215,107,362,305,1211,0,7,4,17,3,18,45,125,54,165,6,20,6,18,38,80,51,118,107,284,16,33,795,2258
POA3859,114,232,4,27,12,36,5,30,59,229,76,320,4,13,3,13,19,62,29,86,103,408,0,0,3,9,0,0,15,31,17,46,0,4,3,4,8,14,6,17,21,62,3,7,248,710
POA3860,949,1880,21,118,71,330,28,137,396,1606,517,2186,32,128,63,207,132,407,224,745,740,2933,8,27,20,70,4,12,135,353,164,459,14,45,16,32,110,237,144,316,308,776,22,46,2018,5630
POA3862,478,962,3,23,37,191,10,59,228,897,283,1163,16,52,26,83,76,248,119,391,399,1554,0,0,15,51,3,20,39,107,64,188,3,13,7,18,33,73,48,103,105,290,13,24,998,2823
POA3864,40,74,0,0,0,6,0,3,11,52,14,63,0,0,0,0,6,23,10,26,21,96,0,0,0,0,0,0,0,12,4,15,0,0,0,3,0,4,3,9,6,22,0,0,73,188
POA3865,80,157,0,6,0,14,0,3,23,101,30,129,0,6,0,6,16,43,12,53,47,178,0,0,0,4,0,0,5,17,9,16,0,0,0,10,8,7,6,20,13,36,0,0,140,374
POA3869,240,473,0,11,24,88,7,24,104,424,136,548,10,41,19,67,49,157,73,255,211,801,0,0,8,21,7,7,16,49,32,82,0,0,4,8,26,62,36,74,58,153,0,0,510,1434
POA3870,176,343,5,14,19,83,0,15,54,235,82,337,7,37,10,33,27,95,45,162,129,502,0,0,5,3,0,7,22,45,23,61,0,0,3,8,17,38,21,48,46,105,3,10,350,964
POA3871,387,759,0,7,34,184,13,55,154,633,211,882,5,33,23,81,65,194,93,313,301,1192,5,16,11,43,0,3,41,112,58,177,3,19,12,31,37,80,57,125,115,299,6,14,811,2269
POA3873,38,78,0,4,0,3,0,0,26,111,30,121,0,11,0,5,4,16,8,30,37,154,0,0,0,0,0,0,3,12,3,12,0,0,0,3,7,10,5,7,13,26,0,0,83,252
POA3874,99,209,0,0,5,30,0,14,21,70,27,117,0,0,8,31,6,26,15,54,42,171,0,0,0,0,0,0,5,10,5,10,0,5,5,6,15,28,16,36,20,46,4,4,175,426
POA3875,2535,5060,43,225,167,771,69,300,1034,4093,1311,5391,79,349,126,419,411,1302,612,2068,1924,7459,10,43,62,221,22,94,353,1001,442,1365,27,90,75,161,320,706,426,960,873,2321,73,144,5402,14984
POA3878,264,525,9,26,5,26,3,13,39,172,55,233,0,3,8,25,26,87,36,111,91,349,0,0,3,15,0,8,9,37,19,59,0,0,0,3,27,57,32,59,49,113,0,5,408,992
POA3880,860,1713,3,25,12,54,10,43,120,465,145,590,8,24,22,71,70,231,100,330,249,912,0,3,7,26,7,28,53,146,72,204,3,15,5,17,58,121,68,148,136,349,13,24,1265,2999
POA3882,186,381,0,17,13,68,8,31,82,328,108,437,4,23,3,16,27,99,41,147,146,578,0,7,0,5,3,11,18,44,24,61,0,3,9,12,16,37,23,51,46,108,3,8,379,1080
POA3885,244,483,5,11,17,78,9,38,106,402,135,524,11,37,17,36,39,129,65,205,196,732,0,7,4,15,3,22,31,73,44,110,4,9,10,18,24,47,34,70,82,187,8,11,527,1412
POA3886,63,118,4,18,3,24,0,5,16,69,23,112,4,12,4,14,3,13,13,37,35,155,0,0,0,3,0,4,10,18,5,24,0,0,0,0,8,12,8,15,12,38,0,6,115,309
POA3887,38,61,0,0,0,6,0,4,12,29,13,43,0,0,0,4,7,31,9,34,25,71,0,0,0,0,0,3,0,3,3,6,0,0,0,6,5,11,3,11,10,14,0,0,65,152
POA3888,469,918,7,43,30,152,13,60,128,517,183,774,10,31,16,53,62,197,92,281,273,1056,3,11,13,43,4,18,51,127,71,204,0,0,7,10,54,106,58,119,131,320,13,27,886,2318
POA3889,30,65,0,0,0,0,0,0,4,12,4,12,0,0,0,3,4,11,4,16,7,30,0,0,0,0,0,4,3,7,4,11,0,0,0,0,0,5,0,5,0,7,3,4,48,106
POA3890,49,93,0,0,0,0,0,0,15,60,19,62,0,3,0,0,0,5,0,6,20,73,0,0,0,0,0,0,3,14,3,14,0,4,3,3,6,10,7,22,12,34,0,3,81,199
POA3891,20,31,0,0,0,9,0,0,4,14,0,18,0,0,0,0,5,9,5,9,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,26,67
