POA_CODE_2021,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
POA3016,5,6,0,0,0,0,0,0,0,14,23,58,0,0,0,0,0,0,0,81,152,206,16,5,23,7,3,3,9,417,5,14,0,0,4,0,0,0,0,21,26,63,0,3,9,0,0,0,4,116,13,14,0,0,3,0,0,0,0,30,391,604,52,50,91,38,13,21,13,1274,0,0,0,0,0,0,0,0,0,0,64,69,29,13,14,12,4,5,0,210,72,66,24,21,29,19,9,14,3,257,125,38,289,29,23,32,32,53,14,626,7,0,0,4,0,3,6,4,0,15,14,4,9,4,4,10,3,10,0,52,4,7,5,0,0,0,0,0,0,19,6,7,6,3,0,6,5,3,4,48,913,1141,430,135,205,126,70,113,50,3190,0,14,0,0,0,0,0,0,0,20,15,83,0,5,5,0,0,0,5,107,126,285,3,18,40,14,0,0,10,507,11,12,0,0,4,0,0,0,0,26
POA3018,0,4,0,0,0,0,0,0,0,4,7,42,0,0,0,0,0,0,0,56,88,135,8,8,21,4,0,7,6,273,6,8,0,0,0,0,0,0,0,12,13,40,0,8,8,3,0,4,0,72,4,3,0,0,0,0,0,0,0,13,198,353,48,62,63,28,11,26,17,821,0,0,0,0,0,0,0,0,0,0,38,30,33,12,9,0,5,7,0,139,51,51,45,28,25,10,20,3,3,234,104,37,355,36,43,25,71,72,15,765,0,3,5,0,4,3,0,0,0,16,11,8,11,3,3,5,3,4,0,51,3,3,0,0,0,0,0,0,0,11,10,8,9,0,5,3,4,8,9,48,537,724,514,151,184,91,114,130,64,2517,0,3,0,0,5,0,0,0,0,9,7,36,0,0,0,0,0,0,0,43,72,203,8,7,36,4,0,3,4,348,4,11,0,0,0,0,0,0,0,17
POA3019,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,9,28,94,18,11,30,37,48,22,12,305,4,0,0,0,0,0,0,0,0,8,6,11,0,0,6,0,0,4,0,24,3,3,0,0,0,0,0,0,0,9,76,220,54,34,70,39,61,42,13,610,0,0,0,0,0,0,0,0,0,0,12,18,24,9,10,5,15,7,0,101,12,22,33,17,4,11,19,12,3,130,17,12,82,28,13,13,48,45,7,272,0,4,0,4,5,0,4,5,0,28,9,0,9,5,5,4,5,4,0,43,0,5,6,4,0,3,4,3,3,23,0,0,3,11,6,9,5,16,15,64,165,402,235,114,157,111,212,162,54,1619,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,17,13,98,4,13,35,11,10,10,0,198,0,6,0,0,0,0,0,0,0,8
POA3020,0,4,0,0,0,0,0,0,0,3,6,51,0,0,4,0,0,0,0,67,81,293,63,51,70,76,124,80,23,868,4,7,0,0,0,5,3,4,0,27,15,64,6,4,10,0,5,4,0,115,7,14,0,3,3,0,3,0,0,26,273,808,219,122,235,110,196,145,49,2168,0,0,4,0,0,0,0,0,0,8,35,40,94,19,31,14,45,31,3,309,85,70,180,77,62,32,86,110,15,726,132,56,679,115,98,64,253,197,37,1635,8,3,21,11,16,16,20,14,0,102,17,5,31,13,16,8,43,19,3,150,3,13,13,4,9,5,12,5,4,65,17,9,32,9,14,9,44,31,46,211,681,1443,1344,432,575,340,837,656,177,6484,4,8,0,0,0,0,0,0,0,13,3,46,0,3,3,0,0,0,0,55,57,339,17,54,66,34,16,36,13,639,3,8,0,0,0,5,0,7,0,22
POA3021,0,3,0,0,0,0,0,0,0,5,3,39,3,0,0,0,0,0,0,52,45,197,56,36,51,39,116,54,17,615,5,8,3,0,0,3,3,0,0,31,6,35,4,9,12,3,5,3,0,65,4,6,0,0,0,0,0,0,0,15,176,578,245,120,216,89,236,153,36,1838,0,0,3,0,0,0,5,0,3,19,26,35,92,38,29,15,72,36,7,346,65,51,221,71,62,41,114,99,18,742,115,42,833,131,98,60,314,259,51,1911,6,3,19,20,12,6,22,35,5,129,8,9,30,15,14,9,45,31,3,168,3,13,9,5,0,6,20,10,0,71,8,24,36,10,10,12,44,44,47,229,478,1030,1551,452,518,272,1003,733,193,6228,0,0,0,0,0,0,0,0,0,6,3,25,0,3,0,0,0,0,0,32,27,235,22,72,63,35,20,61,3,547,0,18,0,7,0,0,0,0,0,25
POA3022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,3,3,3,6,9,0,63,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,25,63,17,9,14,10,14,8,0,159,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,4,0,0,28,3,4,10,14,4,4,9,0,0,50,9,7,62,12,9,7,22,17,0,145,3,0,6,0,0,0,0,3,0,11,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,15,49,119,106,37,31,24,63,50,9,495,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,3,31,0,0,4,5,0,0,0,50,0,0,0,0,0,0,0,0,0,3
POA3023,6,6,0,0,0,0,0,0,0,11,11,76,4,0,3,0,0,0,0,93,202,430,45,43,90,37,85,29,25,983,16,24,6,0,7,0,0,0,0,53,33,85,3,10,9,3,3,7,0,150,11,22,0,0,4,0,7,0,0,37,530,1258,311,174,359,155,251,161,55,3255,4,0,8,0,0,5,0,0,0,11,88,86,134,49,73,35,87,50,12,615,185,125,228,90,124,68,150,77,23,1049,235,89,1336,173,152,92,423,300,84,2886,13,0,28,15,15,17,32,26,0,139,18,16,51,36,37,18,48,25,8,248,14,28,15,6,0,9,17,9,0,92,24,20,46,22,22,12,46,31,48,264,1374,2261,2202,617,891,442,1144,713,252,9896,3,15,0,0,3,0,0,0,0,24,7,77,4,0,7,0,0,0,0,86,101,513,25,88,132,32,7,21,20,947,9,30,0,0,4,0,0,0,0,44
POA3024,0,4,0,0,0,0,0,0,0,6,6,59,6,3,4,0,0,0,0,76,156,555,66,24,104,38,62,29,24,1058,4,20,4,5,6,0,6,0,0,40,18,42,3,9,4,3,0,0,0,83,7,17,0,4,8,0,0,0,0,29,229,921,143,87,173,60,136,64,27,1841,0,0,0,0,0,0,0,0,0,3,36,52,63,25,39,16,56,23,0,306,69,51,99,88,71,19,116,39,4,548,119,53,721,121,116,75,278,201,28,1719,7,0,10,11,12,0,21,19,0,80,3,3,13,11,16,6,29,12,0,104,5,7,6,4,7,6,10,11,4,56,11,18,21,6,13,4,25,11,29,138,666,1807,1160,395,562,229,744,414,129,6109,0,3,0,0,0,0,0,0,0,4,9,16,0,3,5,0,0,0,0,30,70,363,36,126,144,45,5,22,22,839,5,13,0,4,0,0,0,0,0,29
POA3025,0,0,0,0,0,0,0,0,0,6,0,19,0,0,0,0,0,0,0,22,44,88,5,5,15,11,7,6,7,184,0,5,0,0,0,0,0,0,0,5,13,28,8,5,3,6,0,0,0,58,7,11,0,0,0,0,0,0,0,13,147,296,41,40,55,28,26,23,12,664,0,0,0,0,0,0,0,0,0,0,20,22,19,0,11,4,8,7,0,90,43,33,54,17,17,11,22,9,5,202,65,27,325,13,28,34,54,50,24,631,0,4,0,3,5,4,0,4,0,21,10,3,6,3,0,3,9,3,0,42,3,5,0,0,3,7,0,0,0,20,4,4,4,0,4,0,3,3,9,41,371,527,465,97,150,103,134,104,53,2004,0,5,0,0,0,0,0,0,0,3,4,16,0,0,0,3,0,0,0,25,27,128,3,10,25,0,3,0,3,207,0,9,0,0,4,0,0,0,0,11
POA3026,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,8,27,57,5,8,14,8,19,8,6,145,0,6,0,0,0,0,0,0,0,7,0,5,0,0,0,0,4,0,0,8,4,6,0,0,3,0,0,0,0,8,70,188,55,16,66,17,40,25,4,479,0,0,0,0,0,0,0,0,0,0,9,13,17,9,3,4,14,3,0,82,25,21,37,18,20,8,27,12,3,162,27,15,159,22,27,11,61,42,11,365,0,0,0,0,0,0,12,0,0,16,6,4,4,0,0,0,9,8,0,32,0,3,0,0,0,0,0,0,0,11,4,0,4,6,0,0,9,4,11,45,168,325,280,76,141,51,199,98,37,1373,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,11,44,6,11,23,5,0,0,4,105,0,10,0,0,0,0,0,0,0,16
POA3027,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,31,106,260,24,22,61,40,46,21,13,594,8,9,3,0,0,0,0,0,0,28,8,19,0,0,0,3,0,5,0,35,0,0,0,0,0,0,0,0,0,6,143,381,58,26,68,51,52,30,12,827,0,0,0,0,0,0,0,0,0,0,17,11,24,5,10,9,21,9,0,106,37,20,35,18,21,14,44,15,3,202,25,10,106,23,21,17,52,35,12,311,0,5,0,0,0,4,5,0,0,15,6,5,0,0,0,0,3,5,0,19,6,12,4,0,0,0,0,5,0,23,0,16,5,0,0,4,7,0,10,49,360,782,258,91,197,132,238,133,53,2247,0,0,0,0,3,0,0,0,0,7,0,26,0,0,0,0,0,0,0,32,47,195,13,43,86,28,5,20,8,448,3,3,0,0,3,0,0,0,0,10
POA3028,0,0,0,0,0,0,0,0,0,0,6,42,6,0,0,0,0,3,0,56,94,232,41,21,40,33,56,31,11,561,3,3,0,0,0,0,0,0,0,13,7,42,8,5,9,0,5,0,3,79,0,19,5,5,4,0,0,0,0,32,193,529,111,76,101,51,84,73,24,1242,0,0,9,0,0,0,0,0,0,6,35,42,69,28,18,20,44,18,6,271,74,58,110,58,31,21,50,38,5,458,142,63,843,79,81,42,222,183,43,1685,3,4,6,3,5,7,8,14,0,53,11,0,15,12,7,3,23,6,0,92,3,10,11,0,0,0,7,4,0,42,8,8,27,8,8,4,11,16,21,119,588,1054,1257,296,312,188,513,393,122,4716,0,3,0,0,0,0,0,0,0,11,3,29,3,0,3,0,0,0,0,41,52,258,17,56,68,25,5,18,13,499,3,18,0,7,3,0,0,0,0,30
POA3029,3,14,3,0,3,0,6,0,0,25,33,177,8,3,10,0,6,5,3,252,737,1836,383,206,549,265,580,232,112,4894,25,70,9,6,17,7,23,7,4,174,61,143,20,25,36,10,33,10,0,340,15,38,6,4,5,0,5,0,0,74,936,2495,683,415,726,347,1072,423,151,7257,6,0,12,0,6,6,18,4,0,51,183,150,294,105,122,67,355,122,19,1417,310,203,629,260,246,139,829,251,70,2932,363,131,2247,332,291,209,1035,595,134,5332,11,9,21,22,14,21,79,31,0,209,33,22,66,48,32,26,134,49,11,415,34,50,43,21,19,16,80,29,3,306,29,49,81,29,39,35,155,72,155,640,2779,5385,4507,1487,2101,1148,4408,1843,668,24324,3,25,0,0,4,0,0,0,0,36,10,122,6,7,3,3,0,4,0,163,312,1297,146,516,675,223,117,177,77,3546,13,63,0,24,24,7,0,4,3,149
POA3030,4,11,0,0,0,3,0,0,0,24,47,286,10,0,13,0,7,0,0,363,834,1768,182,114,373,187,182,70,63,3784,41,56,5,3,15,8,3,3,0,142,82,184,19,32,30,11,11,5,0,379,36,52,9,3,10,3,8,0,0,111,1269,3019,577,302,590,298,416,260,90,6829,4,5,7,0,4,0,4,6,0,22,214,200,244,97,106,65,120,64,22,1138,366,304,386,230,190,110,268,145,35,2039,610,279,2612,346,291,219,789,607,121,5881,20,18,25,28,14,21,36,49,3,216,52,39,63,37,35,24,83,52,11,396,51,70,34,19,17,12,23,29,10,267,60,70,58,18,27,26,72,39,93,455,3682,6362,4229,1242,1713,1001,2017,1331,464,22046,3,36,0,4,0,0,0,0,0,47,32,156,6,9,8,0,5,0,0,221,385,1477,97,304,522,152,22,62,61,3092,8,64,4,6,20,10,4,0,3,117
POA3031,3,8,0,0,0,0,0,0,0,13,21,142,0,0,4,0,0,0,0,173,135,438,23,15,51,15,12,8,3,709,0,8,0,0,0,0,0,0,0,9,29,101,0,6,3,0,3,0,0,148,13,18,0,0,0,0,0,0,0,33,337,976,109,82,158,71,34,58,18,1854,0,0,0,0,0,0,0,0,0,0,34,41,24,19,12,12,11,5,0,157,51,56,55,38,28,7,16,20,4,274,61,41,156,51,39,22,31,43,10,453,5,0,3,0,0,0,3,12,0,22,3,4,9,6,0,7,0,6,0,42,5,6,7,0,3,0,0,4,0,26,4,10,4,0,3,0,6,4,4,41,708,1853,395,222,316,144,117,165,49,3969,7,15,0,0,6,0,0,0,0,25,28,177,0,0,5,0,0,0,0,223,184,588,10,40,93,8,9,8,7,938,9,24,0,0,0,0,0,0,0,36
POA3032,0,7,0,0,0,0,0,0,0,10,23,151,3,0,3,5,0,0,0,185,262,543,24,37,69,39,42,20,20,1057,8,22,0,0,0,0,0,0,0,34,55,113,9,0,24,3,6,3,0,213,10,17,0,4,5,0,0,0,0,40,585,1314,169,150,275,133,73,98,37,2836,0,0,0,0,0,0,0,0,0,5,71,82,62,22,29,23,26,21,3,328,115,95,72,70,48,30,32,30,8,511,146,78,453,94,65,64,88,91,16,1091,7,5,10,8,6,8,5,10,0,57,17,18,17,7,12,12,11,11,3,105,13,12,4,3,6,3,3,5,3,55,14,21,10,9,8,7,17,9,27,112,1321,2478,834,419,546,317,296,311,114,6633,4,17,0,6,0,0,0,0,0,28,23,154,0,4,12,3,0,0,0,195,197,679,20,45,108,32,7,16,15,1126,7,33,0,5,9,5,0,0,4,52
POA3033,0,0,0,0,0,0,0,0,0,5,6,30,0,0,0,0,0,0,0,37,46,122,10,14,13,6,0,0,4,213,3,9,0,0,0,0,0,0,0,12,16,42,0,3,5,0,0,3,0,67,6,8,0,0,0,0,0,0,0,15,198,369,55,39,92,41,26,21,16,855,0,0,0,0,0,0,0,0,0,5,39,40,32,9,16,7,7,10,7,167,52,34,41,20,26,13,18,13,6,224,99,27,399,24,29,33,87,73,15,784,0,5,0,0,0,0,4,0,0,13,10,10,7,5,0,0,6,5,0,46,0,7,4,0,6,0,0,3,4,19,6,11,8,0,3,0,10,4,11,59,480,712,561,122,190,104,164,131,56,2518,0,7,0,0,0,0,0,0,0,14,3,26,0,0,0,0,0,0,0,32,36,146,4,14,26,8,0,3,0,234,0,13,0,0,4,0,0,0,0,19
POA3034,0,0,0,0,0,0,0,0,0,5,8,24,0,3,0,0,0,0,0,32,51,111,9,0,14,12,4,9,0,202,0,5,0,0,0,0,0,0,0,5,4,22,6,0,5,0,0,5,0,38,3,5,0,0,0,0,0,0,0,12,146,352,48,19,64,38,27,16,18,723,0,0,0,0,0,0,0,0,0,3,23,13,23,10,15,3,4,6,0,97,43,33,40,19,20,5,13,17,5,182,65,21,258,19,20,18,44,59,12,515,0,0,0,0,3,5,0,3,0,18,5,0,3,3,3,8,4,8,0,42,0,0,0,0,0,0,0,0,0,7,5,11,9,6,0,0,4,0,10,46,352,591,386,91,149,91,106,117,44,1926,3,4,0,0,0,0,0,0,0,3,4,16,0,0,0,0,0,0,0,20,29,112,6,5,21,6,0,7,4,184,0,8,0,0,0,0,0,0,0,9
POA3036,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,17,25,27,5,5,0,0,0,0,0,58,0,3,0,0,0,0,0,0,0,3,7,9,0,4,0,0,0,0,0,21,0,3,0,0,0,0,0,0,0,8,76,159,13,7,29,16,0,11,9,323,0,0,0,0,0,0,0,0,0,0,15,17,17,0,4,4,0,0,0,60,25,20,7,15,6,5,0,3,0,82,68,16,212,14,23,16,25,31,14,419,0,0,7,0,0,0,4,3,0,14,4,0,4,6,0,5,5,4,0,22,0,0,3,0,0,0,0,0,0,11,8,4,0,0,0,0,0,0,0,19,240,266,261,53,75,49,32,53,21,1051,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,15,58,0,3,3,0,0,0,0,83,0,4,0,0,0,0,0,0,0,4
POA3037,0,7,0,0,0,0,0,0,0,10,4,33,0,3,3,0,0,0,0,47,153,308,19,26,53,31,52,23,9,671,0,15,0,0,3,4,4,3,0,29,37,68,4,6,6,11,4,0,0,141,4,9,0,0,3,0,0,0,0,29,399,901,199,115,254,134,186,103,43,2339,0,0,0,0,0,0,0,0,0,3,98,72,112,35,46,27,69,34,14,502,152,109,176,86,108,54,106,70,15,872,313,105,1557,111,165,142,374,378,77,3223,7,4,16,8,14,21,12,18,0,104,23,26,38,13,29,18,43,30,8,237,18,14,20,4,5,3,13,8,0,93,15,18,29,15,13,14,22,32,29,186,1232,1692,2194,424,697,459,882,702,199,8478,3,10,0,0,0,0,0,0,0,15,8,47,0,0,5,0,0,0,0,59,87,352,13,59,113,44,4,14,15,689,11,25,0,3,6,0,0,0,0,48
POA3038,0,5,0,0,0,0,0,0,0,9,3,32,0,0,0,0,0,0,0,41,59,151,12,7,28,10,13,9,9,296,0,6,0,0,4,0,0,0,0,8,19,36,0,8,12,3,0,3,0,78,0,7,0,3,3,0,0,0,0,15,266,529,80,60,136,49,53,50,16,1258,0,0,0,0,0,0,0,0,0,0,75,50,54,23,29,20,16,10,0,286,74,54,94,26,40,29,36,23,10,392,172,50,845,71,99,59,173,149,28,1637,3,5,8,8,8,3,0,8,0,49,24,4,33,13,7,14,19,9,0,129,10,13,0,0,8,0,12,7,5,47,19,14,21,9,11,11,5,10,22,123,728,966,1147,232,387,201,327,280,101,4366,0,11,0,0,0,0,0,0,0,13,0,22,3,0,0,0,0,0,0,26,47,200,5,12,30,12,0,7,3,317,0,14,0,3,3,0,0,0,0,22
POA3039,8,12,0,0,0,0,0,0,0,19,19,96,4,0,4,0,0,0,4,126,131,296,22,17,25,19,5,13,7,534,6,12,0,0,0,0,0,0,0,23,28,70,0,11,13,6,0,3,0,137,9,8,0,5,3,6,0,0,4,37,335,832,84,65,131,51,30,33,13,1571,0,0,0,0,0,0,0,0,0,3,37,56,33,18,18,8,4,10,0,193,62,60,54,32,27,19,8,15,3,273,98,28,289,42,41,28,32,46,5,622,4,0,3,3,3,4,3,8,0,25,8,5,6,3,5,4,5,0,0,44,0,8,0,0,0,0,0,0,5,12,6,10,9,0,7,3,4,5,13,62,760,1502,507,195,280,148,91,139,54,3685,0,11,0,0,3,0,0,0,0,18,16,97,0,0,7,0,0,0,0,127,120,370,16,25,65,23,4,3,10,624,12,17,0,0,3,0,0,0,0,40
POA3040,3,4,0,0,3,0,0,0,0,15,25,111,0,0,4,0,0,0,0,142,187,370,36,12,57,20,14,14,12,722,7,20,0,0,0,0,0,4,0,40,60,131,8,9,18,6,0,3,4,229,9,16,5,4,0,0,0,0,0,37,554,1093,119,106,209,103,33,65,33,2310,0,0,0,4,0,0,0,4,0,8,81,77,68,27,27,18,12,21,6,337,114,89,83,36,38,31,14,25,6,440,225,58,506,57,62,47,49,89,24,1123,10,0,7,5,0,3,0,4,0,39,23,13,8,13,3,13,10,9,0,94,13,11,7,5,5,3,0,5,0,36,24,20,16,11,7,4,6,6,10,110,1331,2014,866,276,438,255,143,250,100,5674,6,25,0,0,0,0,0,0,0,36,10,110,0,4,9,0,0,0,0,134,153,524,15,27,78,19,8,11,13,839,11,22,0,0,6,0,0,0,0,45
POA3041,0,0,0,0,0,0,0,0,0,7,7,41,0,0,0,0,0,0,0,48,76,162,7,12,35,3,3,5,4,310,6,7,0,0,0,0,0,0,0,17,25,36,0,0,3,0,0,3,0,67,9,9,0,5,0,0,0,0,0,23,243,433,50,36,90,40,16,26,12,944,0,0,0,0,0,0,0,0,0,0,33,44,27,19,14,8,6,13,0,164,77,47,31,25,29,11,4,11,3,245,109,44,309,16,33,27,38,68,16,668,3,0,5,7,6,0,5,0,0,26,18,6,7,12,0,0,3,0,0,50,8,5,0,0,0,0,0,0,0,17,6,10,0,0,3,3,4,7,11,39,609,839,449,133,223,99,94,128,52,2628,0,3,0,0,0,0,0,0,0,10,6,40,0,0,3,0,0,0,0,49,45,173,4,8,42,9,4,3,7,300,3,7,0,0,0,0,0,0,0,11
