POA_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
POA3016,41,150,0,13,17,10,0,0,7,223,12,37,0,0,6,0,0,0,0,57,274,708,31,113,180,48,3,17,19,1399,0,0,0,4,6,0,0,0,0,0,25,47,8,28,52,9,3,0,0,176,41,50,12,52,75,22,4,5,3,281,33,23,33,46,58,23,3,14,3,238,8,8,0,0,6,3,0,3,5,31,10,5,4,16,27,10,0,0,0,67,3,15,0,3,7,0,0,0,0,24,5,11,0,7,9,0,0,0,3,43,603,1447,92,306,484,143,11,47,49,3186,8,18,0,0,0,0,0,0,0,31,42,136,3,3,3,0,0,0,4,191,283,491,16,25,66,17,5,4,10,928,13,29,0,0,3,0,0,0,0,49,70,211,0,18,24,6,0,6,3,344,22,47,3,0,9,0,0,0,0,84,665,1308,84,162,269,84,19,34,35,2674,0,0,0,4,6,0,0,0,0,0
POA3018,21,93,0,16,15,0,0,0,0,154,11,37,0,0,4,0,0,0,0,56,150,557,41,100,156,49,8,16,9,1075,0,0,0,0,0,0,0,0,0,5,29,37,7,28,38,3,0,5,0,147,46,50,17,63,69,22,4,7,0,272,27,27,35,63,100,30,3,16,3,304,0,0,0,3,12,0,0,0,0,23,4,7,3,12,28,6,0,7,0,69,0,0,0,0,5,3,0,0,0,6,0,11,0,8,8,0,0,4,12,48,372,1070,109,305,470,124,24,64,42,2576,0,7,0,0,5,0,0,0,0,11,12,78,0,0,0,0,0,0,0,100,160,338,12,16,59,10,0,9,14,615,5,20,0,0,0,0,0,0,0,26,39,128,0,24,21,8,0,3,0,227,15,44,0,5,4,0,0,0,0,67,352,910,89,159,218,80,21,42,28,1893,0,0,0,0,0,0,0,0,0,3
POA3019,6,20,0,12,7,0,0,0,0,49,3,4,0,0,0,0,0,0,0,11,62,239,25,72,109,37,6,25,6,598,0,0,0,5,0,0,0,0,0,5,8,9,4,19,14,4,0,4,6,70,8,14,16,53,20,12,0,10,0,133,5,6,20,51,33,18,4,22,0,161,0,0,0,3,7,4,0,0,0,11,7,3,0,8,7,9,5,0,0,40,0,5,0,5,0,0,0,3,0,16,0,5,0,9,4,6,0,0,11,35,123,431,70,251,230,105,31,76,28,1349,0,0,0,0,0,0,0,0,0,4,4,21,4,0,0,0,0,0,0,25,40,190,24,24,66,46,59,32,12,495,4,5,5,0,0,0,0,0,0,18,12,33,0,15,11,0,0,4,0,71,5,8,3,0,0,0,0,0,0,19,142,464,80,110,174,79,69,73,17,1204,0,0,0,5,0,0,0,0,0,3
POA3020,20,146,3,59,24,4,0,0,0,268,11,33,0,4,3,0,0,0,3,54,221,1030,78,251,393,142,31,100,20,2265,0,0,0,3,3,0,0,0,0,10,30,52,21,78,65,25,9,22,8,312,56,59,47,236,148,50,24,51,12,686,54,48,74,307,167,78,46,83,12,867,6,6,3,25,16,11,0,22,0,90,4,13,7,36,30,22,10,22,4,145,5,11,5,17,12,3,0,0,0,53,15,17,9,36,19,14,3,18,27,154,492,1821,260,1105,962,387,142,372,97,5641,5,11,0,0,0,0,0,0,0,21,13,98,0,5,3,0,0,0,0,120,140,633,83,105,143,111,141,117,32,1507,6,19,5,0,3,4,3,5,0,52,35,213,4,59,38,9,8,9,0,379,18,47,0,5,9,0,3,0,3,86,493,1838,300,380,630,252,225,248,72,4438,3,0,3,3,5,0,0,0,0,15
POA3021,5,79,0,72,14,6,0,0,3,186,0,19,0,4,6,0,0,0,0,30,146,769,88,281,400,156,34,130,28,2031,0,0,0,11,0,3,0,3,0,16,35,38,25,85,69,26,11,34,3,336,45,59,59,299,138,84,20,63,10,789,45,40,93,377,153,83,55,122,17,993,8,4,10,27,23,12,6,19,4,119,12,8,18,56,27,10,5,32,3,166,6,9,0,7,5,0,0,11,0,44,4,23,11,49,16,20,6,27,45,205,349,1318,322,1339,926,448,174,506,135,5516,0,7,0,0,4,0,0,0,0,15,11,62,3,0,4,0,0,0,0,81,78,431,80,106,117,68,141,112,20,1159,4,23,3,6,6,9,3,5,0,54,12,109,6,79,24,8,0,10,3,249,4,22,0,5,3,0,0,0,0,44,318,1348,335,399,617,246,262,279,66,3868,0,0,3,15,0,3,5,4,3,36
POA3022,8,10,0,4,0,0,0,0,0,24,0,5,0,0,0,0,0,0,0,5,12,79,5,22,28,10,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,0,0,0,0,19,8,5,5,12,19,3,3,0,0,62,6,12,3,25,13,5,6,8,0,76,3,0,0,3,0,0,0,0,0,11,0,0,0,8,3,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,13,44,154,17,80,82,25,7,16,7,439,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,5,57,5,3,5,8,6,9,0,109,0,0,0,0,0,0,0,0,0,5,7,14,0,8,0,0,0,0,0,34,0,9,0,0,0,0,0,0,0,9,34,139,27,29,38,18,14,14,3,317,0,0,0,0,0,0,0,0,0,0
POA3023,25,184,6,107,25,10,4,7,0,360,11,57,4,4,9,0,0,0,0,87,401,1746,123,436,757,216,46,124,57,3898,0,0,0,9,6,0,0,0,0,15,77,86,26,119,180,51,5,24,5,564,118,136,62,443,277,101,22,60,18,1247,100,66,149,497,335,136,69,122,21,1493,17,8,12,31,46,33,7,20,5,171,10,20,16,64,87,35,12,34,10,284,10,24,3,12,17,4,0,5,0,78,16,34,9,49,48,27,5,20,63,272,898,2990,441,1848,1921,646,188,445,202,9578,3,25,0,0,3,0,0,0,0,30,17,149,6,3,7,0,0,0,0,182,304,943,73,135,221,69,90,46,43,1929,23,53,6,3,13,0,0,0,0,104,50,269,11,117,31,12,11,12,0,515,25,75,8,4,11,0,7,0,0,128,928,3007,428,604,1118,374,297,285,111,7145,3,0,8,9,6,4,0,0,0,26
POA3024,20,65,0,74,15,8,0,5,0,183,5,22,0,3,3,0,0,0,0,38,126,836,71,236,282,84,24,44,33,1736,0,0,0,7,4,4,0,6,0,10,28,45,20,60,52,16,7,17,0,238,72,85,43,301,173,58,18,41,13,801,70,60,92,345,216,120,53,116,13,1082,8,0,5,22,26,9,9,12,0,88,9,3,0,45,30,8,10,12,0,117,9,10,0,18,14,5,0,0,3,58,7,13,3,23,17,5,3,15,24,116,438,1548,275,1269,969,358,127,284,109,5380,0,8,0,0,0,0,0,0,0,11,13,75,3,4,7,0,0,0,3,111,229,918,102,157,256,83,67,48,50,1904,7,35,6,11,6,0,0,0,0,73,34,100,9,81,16,8,0,8,0,262,11,40,0,4,9,0,0,0,0,71,358,1761,206,318,460,147,158,113,61,3576,0,0,0,9,4,3,0,3,0,15
POA3025,9,74,0,19,11,0,3,0,3,110,5,12,0,0,6,0,0,0,0,31,133,404,28,49,150,44,6,17,9,833,0,0,0,0,0,0,0,0,0,3,15,21,4,14,35,7,3,3,0,109,36,28,12,56,62,16,6,10,0,232,23,12,32,58,60,26,5,17,10,244,4,5,4,8,0,8,0,3,0,32,5,0,0,6,16,0,0,0,0,33,4,7,0,0,7,0,0,0,0,16,4,8,0,3,9,3,0,5,4,38,271,735,86,229,381,107,25,61,35,1921,0,3,0,0,0,0,0,0,0,7,6,34,0,0,0,3,0,0,0,46,72,221,10,16,40,15,9,10,8,387,0,16,0,0,4,0,0,0,0,20,19,103,8,21,14,6,3,0,4,168,11,27,0,0,5,0,0,0,0,43,279,696,69,91,206,71,35,43,25,1499,0,0,0,0,0,0,0,0,0,3
POA3026,6,25,0,13,10,0,0,0,0,46,0,0,0,0,0,0,0,0,0,7,58,265,11,55,127,19,8,22,10,579,0,0,0,0,0,0,0,0,0,0,12,13,4,19,23,7,6,6,0,87,12,15,3,40,39,16,8,9,0,153,10,10,15,55,45,10,10,22,3,179,8,0,0,0,9,0,3,3,0,23,3,0,4,8,13,4,0,5,0,31,0,3,0,0,0,4,0,0,0,10,3,7,3,9,3,5,3,7,12,43,121,406,52,220,292,73,44,71,27,1308,0,3,0,0,0,0,0,0,0,6,0,13,0,0,5,0,0,0,0,24,37,103,13,17,33,16,23,7,7,253,0,18,0,0,0,0,0,0,0,21,9,26,0,17,10,0,4,0,0,56,4,6,0,0,5,0,0,0,0,19,128,458,64,71,195,41,48,44,18,1060,0,0,0,0,0,0,0,0,0,6
POA3027,11,29,0,11,6,0,0,0,0,57,5,15,0,0,0,0,0,0,0,14,99,354,32,89,131,53,19,18,11,808,0,0,0,0,0,0,0,0,0,0,10,4,10,11,15,6,0,7,3,64,16,23,11,52,39,14,4,7,9,160,11,9,13,33,28,20,9,7,0,135,0,0,0,5,6,4,0,0,0,11,4,3,0,4,5,3,0,0,0,22,0,5,0,0,0,0,0,0,0,12,5,0,0,7,8,0,3,0,10,26,201,677,76,250,330,124,53,59,39,1814,0,6,0,0,3,0,0,0,0,7,3,55,0,0,0,0,0,0,0,59,154,458,35,66,149,61,56,48,18,1049,12,12,3,0,3,0,0,0,0,36,14,46,0,11,10,5,0,4,0,88,5,12,0,0,4,0,0,0,0,19,246,737,82,121,195,101,68,51,22,1634,0,0,0,0,0,0,0,0,0,3
POA3028,16,108,5,50,24,10,0,0,0,204,4,50,0,4,10,0,0,3,0,75,162,756,48,144,243,79,14,51,21,1507,0,0,0,0,0,0,0,0,0,4,30,44,14,46,69,15,3,8,0,242,63,74,53,232,162,34,10,28,10,665,42,38,89,240,198,70,32,49,17,788,6,3,8,9,26,6,3,9,0,70,9,7,4,31,43,15,0,12,0,122,0,11,0,4,5,4,0,4,0,37,5,14,9,20,20,5,6,13,29,122,402,1416,253,849,865,261,85,195,91,4415,0,3,0,0,0,0,0,0,0,10,11,71,9,0,3,0,0,3,0,101,147,486,56,76,113,56,65,45,23,1061,7,24,0,6,3,0,0,0,0,43,28,146,7,50,31,8,5,0,4,286,10,69,4,9,13,0,0,3,0,104,356,1284,155,225,343,126,93,124,45,2754,0,0,7,0,0,0,0,0,0,16
POA3029,58,253,9,235,75,27,6,5,9,681,16,100,0,5,20,0,0,0,0,146,540,2989,267,1023,1219,460,211,325,136,7173,3,4,0,10,8,3,3,5,0,38,81,131,46,202,180,66,23,60,12,803,197,194,173,1102,428,211,108,146,40,2608,150,132,261,876,538,225,153,253,39,2630,11,12,12,38,60,26,18,24,0,210,30,23,16,142,87,43,22,52,8,416,19,50,20,54,40,28,11,27,6,249,20,67,26,118,75,32,27,49,85,496,1466,5455,985,4364,3445,1373,713,1119,412,19335,10,36,3,0,8,0,6,0,0,61,47,304,15,16,17,4,6,7,8,418,1047,3133,529,726,1226,485,695,410,183,8444,35,132,13,33,40,15,30,10,8,317,123,391,24,261,114,39,41,19,9,1025,27,140,5,15,24,5,6,0,0,218,1477,5486,951,1435,1943,812,1287,750,290,14434,11,3,9,13,10,8,21,8,6,83
POA3030,75,391,16,229,86,17,3,9,9,845,30,121,5,11,26,5,0,0,5,198,800,3343,279,808,1179,416,82,193,108,7215,0,0,0,10,3,3,0,0,0,31,130,175,61,190,264,91,18,58,20,1001,268,299,118,785,563,203,57,94,37,2428,205,162,349,833,711,288,126,208,50,2947,23,18,8,33,89,45,21,36,3,275,34,29,18,108,147,64,13,33,10,452,21,51,8,28,36,19,5,16,7,203,31,67,16,51,71,34,16,29,78,390,2061,6398,987,3421,3725,1357,365,754,393,19458,8,47,0,3,7,3,0,0,0,73,72,440,13,12,19,5,7,0,0,581,1224,3244,277,418,901,342,200,135,124,6878,44,119,8,9,31,16,6,5,3,254,155,574,34,262,118,34,13,20,15,1220,59,175,14,14,39,5,6,0,5,313,2069,6360,855,1112,1767,719,501,451,200,14045,7,0,4,15,3,5,7,3,0,51
POA3031,56,164,7,29,21,0,0,0,0,283,18,46,5,0,12,0,0,0,0,78,336,1046,51,153,258,111,0,45,24,2020,0,0,0,0,3,0,0,0,0,5,22,44,12,25,41,13,3,6,0,171,40,44,19,70,64,28,3,9,0,286,27,28,30,75,55,15,7,27,9,266,3,0,3,0,3,4,0,8,0,27,4,10,3,14,9,5,0,8,0,49,3,14,0,0,9,0,0,0,0,26,3,9,0,7,9,5,0,7,11,45,735,2214,134,414,585,187,22,108,64,4463,11,29,0,0,6,0,0,0,0,41,48,324,0,0,13,0,0,3,3,393,325,1029,28,54,142,19,15,16,13,1643,10,32,4,0,0,0,0,0,0,48,86,268,9,33,25,0,3,0,7,427,26,64,7,0,16,0,0,0,0,113,679,2021,163,231,416,182,37,100,44,3873,0,0,0,0,3,0,0,0,0,8
POA3032,68,203,3,46,43,0,0,0,0,370,23,65,0,6,4,0,0,0,0,104,466,1499,76,231,436,167,18,56,39,2971,0,3,0,7,5,0,0,0,0,7,49,82,13,48,67,20,6,5,5,303,77,105,23,129,141,49,6,18,9,543,49,48,53,164,128,43,14,34,5,530,7,3,3,18,14,6,0,4,0,67,15,15,11,31,35,26,5,10,0,144,3,23,0,8,10,3,0,4,0,49,6,22,0,17,22,10,0,10,18,105,997,2946,207,744,1024,374,48,154,104,6597,5,21,0,3,0,0,0,0,0,40,47,306,3,6,13,3,0,0,4,384,458,1225,37,84,179,76,47,41,31,2177,9,50,0,7,5,0,0,4,4,91,125,316,11,50,69,3,6,3,0,580,36,87,0,9,11,5,0,0,6,142,1047,2809,244,379,718,295,83,156,75,5808,0,5,0,3,5,0,0,0,0,10
POA3033,12,79,0,10,14,0,0,0,0,118,5,27,0,0,0,0,0,0,0,35,130,525,28,84,188,52,9,11,9,1037,3,0,0,0,0,0,0,0,0,3,14,33,12,35,47,8,0,4,4,155,37,36,13,67,72,25,0,4,0,260,26,24,37,92,80,34,10,13,4,325,0,0,3,7,16,3,0,5,0,36,4,6,5,14,29,10,0,0,0,89,3,3,0,0,4,0,0,0,0,14,5,6,0,9,14,8,0,0,11,56,292,934,103,339,502,151,22,45,33,2419,4,11,0,0,0,0,0,0,0,17,8,53,0,0,6,0,0,0,0,68,80,269,15,22,40,7,0,10,0,448,9,23,0,0,8,0,0,0,0,38,32,122,0,10,14,0,0,3,0,188,8,38,0,3,0,4,0,0,0,50,329,898,83,124,276,92,34,34,20,1890,3,0,0,0,0,0,0,0,0,7
POA3034,5,50,0,17,8,0,0,0,3,84,7,9,0,0,3,0,0,0,0,24,102,379,23,71,164,43,4,17,3,806,0,0,0,0,0,0,0,0,0,0,17,27,0,18,34,9,0,0,0,102,18,34,11,50,64,6,0,4,5,194,21,12,34,68,60,24,7,9,3,236,0,0,3,0,14,4,0,0,0,30,0,3,0,14,20,9,6,3,4,56,0,5,0,3,6,0,0,0,0,15,3,6,4,8,11,4,0,0,7,38,208,663,91,253,408,100,14,40,27,1799,4,4,0,0,0,0,0,0,0,10,10,36,0,3,4,0,0,0,0,51,82,220,14,11,35,16,3,4,3,387,3,11,0,0,4,0,0,0,0,14,14,72,8,17,12,0,0,5,0,127,10,19,0,3,8,0,0,0,0,33,248,721,74,95,226,81,29,32,28,1528,0,0,0,0,0,0,0,0,0,6
POA3036,3,36,0,8,10,0,0,0,0,60,3,9,0,0,4,0,0,0,0,16,65,215,3,17,74,11,0,3,3,400,0,0,0,0,0,0,0,0,0,0,11,8,3,9,23,5,0,0,0,69,20,23,0,13,37,8,0,0,3,103,19,15,10,38,39,16,4,8,0,140,0,0,0,0,7,0,0,4,0,16,3,4,0,8,12,5,0,0,0,32,0,0,0,0,5,3,0,0,0,13,3,4,0,3,12,4,0,0,7,32,139,389,22,99,223,58,8,12,12,971,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,28,35,83,5,3,7,0,0,3,0,146,0,3,0,0,0,0,0,0,0,6,12,45,0,9,9,0,0,5,0,80,3,9,0,0,4,0,0,0,0,21,141,374,18,29,104,27,0,16,12,721,0,0,0,0,0,0,0,0,0,0
POA3037,33,169,6,88,37,7,0,7,3,348,3,42,0,6,12,0,0,0,0,69,300,1375,96,276,560,170,29,52,51,2912,0,0,0,3,3,0,0,0,0,8,66,86,19,98,159,43,9,14,11,503,82,115,61,333,286,96,20,44,23,1060,99,79,145,423,388,165,55,93,25,1472,11,4,5,23,50,24,10,14,0,141,28,8,18,69,106,38,9,19,4,299,3,18,4,8,20,12,0,0,6,69,15,25,12,51,37,19,7,15,24,207,751,2353,380,1431,1789,631,136,284,158,7905,5,16,0,0,6,0,0,0,0,22,12,88,0,3,4,0,0,0,0,112,240,655,35,82,169,67,55,39,18,1360,14,40,0,3,4,4,4,3,5,77,73,229,13,94,45,20,4,7,7,484,15,49,3,4,11,3,4,0,0,95,696,2276,297,394,814,305,215,157,97,5250,3,0,0,3,6,0,0,0,0,14
POA3038,13,113,5,36,17,5,0,0,0,190,7,18,0,0,4,0,0,0,0,31,148,795,39,115,270,78,6,26,16,1492,0,0,0,0,0,0,0,0,0,7,33,63,12,39,79,30,0,11,4,264,66,74,21,142,131,53,5,13,0,513,50,31,78,194,184,50,26,32,8,657,7,8,4,21,28,14,0,3,0,93,15,9,0,38,51,19,3,14,4,150,3,7,0,7,3,4,0,3,0,33,7,18,7,18,28,17,0,3,17,113,407,1382,171,634,838,272,47,109,67,3924,3,13,0,0,3,0,0,0,0,22,7,55,3,0,0,0,0,0,0,63,107,357,18,26,57,15,13,10,13,607,4,24,0,3,7,0,0,0,0,32,31,152,9,39,34,6,0,3,0,275,10,26,0,3,3,0,0,0,0,53,413,1324,120,176,407,128,66,80,40,2744,0,0,0,0,3,0,0,0,0,6
POA3039,45,146,0,28,23,0,0,0,7,253,13,56,0,0,11,0,0,0,0,90,272,884,40,127,227,73,3,24,19,1666,0,0,0,0,0,0,0,0,0,0,31,58,6,26,61,12,0,4,0,202,51,49,20,70,93,42,6,9,5,331,37,31,33,68,69,29,0,13,3,289,6,5,0,9,12,7,0,0,0,35,8,8,0,12,25,12,0,0,0,60,5,5,0,6,6,0,3,0,0,24,6,10,3,10,5,7,0,5,5,49,625,1750,123,373,607,196,13,64,50,3803,8,23,0,0,3,0,0,0,0,33,32,193,0,4,13,0,0,0,3,248,247,666,35,41,88,36,9,21,17,1161,22,31,0,0,3,0,0,3,0,63,72,220,3,39,34,3,0,3,3,385,29,67,3,9,11,6,0,0,5,123,610,1712,123,193,360,120,29,65,32,3236,0,0,0,0,0,0,0,0,0,3
POA3040,48,190,5,24,40,6,0,4,0,325,10,58,0,3,6,7,0,0,0,91,381,1340,53,191,384,129,11,54,34,2567,0,0,0,0,0,0,0,0,0,6,50,73,12,47,78,22,0,13,3,308,82,84,25,121,136,53,5,21,10,533,41,41,44,122,147,54,8,31,7,490,7,6,3,6,22,13,0,0,0,63,13,16,0,15,47,18,0,0,6,121,6,12,0,4,12,0,0,0,0,33,9,28,6,19,21,9,0,7,25,115,836,2527,164,590,985,318,39,134,94,5690,8,35,0,0,4,0,0,0,0,47,36,224,0,4,6,0,0,0,0,277,340,892,45,41,140,38,23,25,21,1562,24,43,0,0,7,0,0,4,0,84,107,318,11,32,57,11,0,4,7,554,24,77,3,8,5,7,5,0,0,127,933,2425,171,293,595,228,41,117,69,4875,0,5,0,4,0,0,0,0,0,9
POA3041,30,90,0,11,19,0,0,0,0,146,5,25,0,0,4,0,0,0,0,43,182,562,22,76,183,41,7,15,13,1093,0,0,0,3,0,0,0,0,0,3,22,29,6,35,51,9,0,4,0,166,33,40,18,54,77,22,5,4,0,247,26,26,30,59,81,25,4,7,5,257,4,3,0,10,11,3,0,0,0,32,6,10,5,11,30,10,0,3,3,76,6,9,0,0,5,0,0,5,0,13,9,11,0,6,8,6,0,0,8,50,378,1023,82,279,513,130,15,42,38,2491,0,6,0,0,0,0,0,0,0,14,23,75,0,0,3,0,0,0,0,99,123,332,7,24,81,18,6,9,15,609,3,11,0,3,0,0,0,0,0,25,52,116,0,12,25,3,0,3,0,218,13,35,0,4,10,0,0,0,0,63,425,997,70,111,271,82,26,42,25,2036,0,0,0,3,0,0,0,0,0,4
