POA_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
POA3746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,43,106,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,65,51,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,18,11,9,20,0,0,0,87,73,157
POA3747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,619,1274,32,38,70,11,0,11,6,0,6,10,0,12,5,5,15,61,78,137,780,740,1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,5,4,8,5,3,14,0,0,0,0,0,0,0,0,0,0,0,0,211,255,462,116,214,328,10,10,23,1125,1224,2349
POA3749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,273,553,17,14,31,0,0,0,4,0,3,4,0,3,0,0,0,38,20,59,354,307,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,123,217,55,70,123,0,6,6,499,503,1001
POA3750,76,112,189,26,54,86,5,0,5,0,0,3,21,8,24,4287,2674,6961,177,256,435,89,3,93,6,0,6,4,3,7,38,24,62,15,30,42,4748,3165,7906,27,64,87,0,0,0,0,3,3,46,26,76,0,8,9,4,0,3,76,102,180,0,0,0,0,0,0,4,0,7,3,7,6,0,0,4,12,6,15,31,18,53,121,125,247,28,40,59,0,0,0,0,4,0,24,42,63,855,1072,1925,388,659,1040,41,23,63,6166,5081,11246
POA3751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,15,0,6,4,0,0,0,37,24,58
POA3752,148,107,256,42,45,84,0,0,0,0,0,0,12,4,13,4295,3147,7444,227,232,459,62,0,62,13,0,16,11,0,9,29,14,47,11,31,48,4858,3587,8441,31,32,63,0,0,0,4,8,12,24,16,37,3,7,10,6,3,7,68,71,133,0,0,0,0,4,5,3,4,5,4,7,15,0,0,3,7,13,28,34,21,53,116,103,218,19,25,44,3,3,6,0,0,3,19,30,54,1198,1499,2694,502,980,1483,37,22,58,6727,6225,12943
POA3753,5,8,14,3,0,3,0,0,0,0,0,0,0,0,0,930,566,1499,45,41,80,33,0,30,4,0,8,0,0,0,8,3,12,8,12,18,1030,632,1665,0,0,0,0,0,0,0,0,0,6,3,12,0,3,3,0,0,0,6,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,19,7,27,0,3,6,0,0,0,0,0,0,0,3,6,141,245,382,96,159,252,9,7,15,1295,1054,2350
POA3754,275,227,499,22,47,71,0,0,0,0,0,0,21,7,26,8248,6031,14278,336,456,799,130,8,137,29,3,28,16,3,23,58,30,92,39,93,126,9177,6910,16088,62,59,119,0,0,0,6,9,13,83,46,124,6,8,17,11,3,21,173,130,299,0,0,0,0,0,0,0,4,3,0,15,15,0,3,3,0,22,21,82,43,126,252,196,445,43,51,93,0,0,0,0,4,4,41,48,93,2441,3074,5513,970,2015,2988,44,33,73,12926,12276,25205
POA3755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,23,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,38,22,66,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,8,10,19,0,6,9,0,0,0,57,45,100
POA3756,41,41,83,3,5,10,3,0,3,0,0,0,0,6,6,2925,1969,4899,174,158,334,75,0,77,10,0,10,4,0,4,26,5,29,37,42,78,3303,2223,5525,6,17,18,0,0,0,0,0,0,17,15,34,0,0,3,0,0,0,31,30,58,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,9,25,10,32,58,42,101,8,11,16,0,0,0,5,0,4,7,10,21,495,747,1238,304,530,831,20,12,31,4187,3558,7744
POA3757,19,11,32,0,7,6,0,0,0,0,0,0,0,0,0,1619,1100,2718,95,61,156,73,3,77,7,0,7,4,3,4,10,3,15,30,41,72,1859,1229,3090,4,6,6,0,0,0,0,0,0,11,10,29,6,0,5,0,0,0,22,22,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,6,20,35,26,62,4,0,8,0,0,0,0,0,0,4,0,8,290,514,812,164,381,550,16,15,37,2380,2172,4548
POA3758,7,8,17,0,0,0,0,0,0,0,0,0,0,0,0,407,277,684,25,15,41,20,0,22,3,0,3,0,0,0,0,5,5,0,3,6,469,307,781,0,4,4,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,7,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,10,20,0,0,4,0,0,0,0,0,0,6,0,3,53,129,179,43,82,129,9,0,10,587,532,1117
POA3759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,127,293,6,7,11,8,0,8,0,0,0,0,0,0,0,0,4,6,3,13,182,143,328,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,79,99,168,29,35,62,4,5,6,294,284,578
POA3760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,43,94,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,58,45,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,29,42,69,13,16,30,0,0,0,102,104,209
POA3761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,130,319,10,5,10,5,0,5,0,0,0,0,0,0,0,0,0,6,3,7,214,139,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,75,83,158,41,34,73,0,0,5,329,256,587
POA3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,16,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17,0,6,4,0,0,0,34,27,62
POA3763,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,302,208,510,11,6,23,13,0,18,0,0,0,0,0,0,0,0,0,4,0,3,338,220,557,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,0,5,0,0,0,0,0,0,0,0,0,0,0,3,69,87,157,41,79,120,6,6,10,461,396,848
POA3764,20,12,38,0,4,3,3,0,3,0,0,0,0,0,0,1726,1319,3046,93,83,180,50,3,58,3,0,3,0,0,4,13,11,22,40,48,85,1950,1493,3438,0,3,3,0,0,0,0,0,0,7,7,13,0,0,0,0,0,0,8,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,26,30,16,46,5,3,8,0,0,0,5,0,5,9,3,4,321,502,819,198,332,531,14,12,27,2514,2361,4875
POA3765,13,8,16,5,4,8,3,0,3,0,0,0,0,3,4,1127,823,1946,67,58,123,36,0,41,7,0,7,9,0,11,9,0,12,18,6,21,1281,902,2185,9,0,9,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,8,15,9,24,0,0,0,0,0,0,0,0,0,0,0,0,315,477,793,170,284,446,10,7,19,1795,1677,3473
POA3766,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,181,141,321,10,10,18,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,205,151,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,97,107,208,36,56,90,0,0,0,339,319,664
POA3767,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,177,148,323,10,13,16,0,0,0,5,0,5,0,0,0,3,0,4,3,6,6,201,162,367,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,84,107,191,33,44,74,6,0,6,324,310,640
POA3770,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,588,419,999,40,24,57,25,0,25,4,0,4,0,0,0,3,0,8,23,19,45,694,466,1161,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6,4,0,13,14,7,21,0,0,0,0,0,0,0,0,0,0,0,0,145,229,373,81,115,203,7,3,13,942,826,1765
POA3775,3,4,8,0,3,4,0,0,0,0,0,0,0,0,0,697,496,1196,38,26,60,27,0,27,3,0,6,4,0,4,0,0,3,28,15,45,807,542,1345,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,175,277,455,97,168,269,10,5,13,1101,996,2097
POA3777,3,0,4,3,8,7,0,0,0,0,0,0,0,0,0,1618,1256,2873,89,78,168,55,4,61,3,0,10,15,4,19,15,11,24,59,73,135,1859,1434,3298,3,4,12,0,0,0,0,0,0,9,8,15,0,0,0,0,0,0,11,12,24,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,5,5,16,7,20,38,18,52,5,0,7,0,0,3,0,0,0,8,4,11,392,611,1006,272,479,750,11,12,24,2587,2557,5142
POA3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,56,0,6,7,3,0,3,0,0,0,0,0,0,5,0,5,0,3,4,41,26,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,31,7,12,20,0,0,0,61,54,117
POA3779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,25,73,7,0,17,0,0,0,0,0,0,0,0,0,0,3,9,15,11,30,72,50,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,41,15,21,31,0,0,0,110,90,196
POA3781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,828,569,1394,39,40,82,27,0,27,9,0,9,0,0,0,3,5,6,7,16,22,923,621,1549,0,0,6,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,11,10,24,0,0,4,0,0,0,0,0,0,3,0,0,160,280,438,108,190,298,6,12,16,1207,1113,2321
POA3782,3,4,11,6,4,11,0,0,0,0,0,0,0,0,0,1381,929,2312,69,75,144,37,5,39,6,0,6,0,0,0,6,4,13,30,21,51,1547,1047,2596,3,6,4,0,0,0,0,0,0,6,7,16,0,0,0,0,0,0,13,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,21,12,33,0,3,3,0,0,3,0,0,0,5,5,8,404,593,1001,191,316,508,9,8,14,2170,1980,4146
POA3783,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,421,315,742,13,9,26,10,0,10,0,0,0,0,0,0,4,0,4,11,10,20,467,343,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,10,4,13,4,0,0,0,0,0,0,0,0,4,0,0,121,144,260,62,104,160,6,0,12,663,586,1255
POA3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,13,0,8,9,0,0,0,14,14,32
POA3786,3,0,6,3,0,8,0,0,0,0,0,0,0,0,0,220,158,376,12,16,23,3,0,3,3,0,3,0,0,0,0,0,0,3,9,7,243,174,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,5,139,134,280,42,49,96,0,3,6,441,370,808
POA3787,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,127,100,229,12,6,16,0,0,0,0,0,0,0,0,0,0,3,3,6,0,6,150,110,261,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,79,88,166,41,48,89,0,0,0,272,251,527
POA3788,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,230,156,382,12,16,24,8,0,8,6,0,6,3,0,3,0,3,3,12,14,24,266,185,453,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,4,5,7,10,0,0,5,0,0,0,0,0,0,4,5,6,130,147,276,60,82,139,3,3,0,473,422,892
POA3789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,30,71,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,42,36,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,41,4,9,20,0,0,0,65,71,137
POA3791,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,207,146,350,3,12,14,7,0,7,0,0,0,0,0,0,3,0,3,6,6,11,228,163,393,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,4,0,4,107,126,238,45,57,107,3,4,3,391,354,744
POA3792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,111,234,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,143,117,257,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,80,116,195,33,50,87,0,0,0,264,286,543
POA3793,4,0,10,6,7,9,0,0,0,0,0,0,0,0,0,567,424,992,26,21,48,24,0,24,5,0,5,0,0,0,7,3,5,33,20,58,670,474,1152,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,9,3,13,0,0,0,0,0,0,0,0,0,0,0,0,176,206,373,71,152,220,3,0,6,928,835,1763
POA3795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,159,382,15,6,21,7,0,4,0,0,0,0,0,0,0,0,0,26,15,38,271,182,452,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,71,93,158,23,48,71,0,0,0,368,320,691
POA3796,12,11,16,13,13,21,0,0,3,0,0,0,0,4,4,1776,1280,3057,82,90,171,66,0,66,9,0,10,8,0,8,14,5,14,13,29,39,1995,1421,3418,3,3,7,0,0,0,0,0,0,5,8,10,0,0,0,0,0,0,11,15,23,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,7,6,11,23,3,28,40,19,60,0,0,0,0,0,0,0,0,0,3,0,4,448,657,1109,226,461,692,9,0,9,2719,2566,5289
POA3797,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,557,394,956,44,19,64,21,0,21,4,0,4,0,0,6,4,0,3,33,18,55,667,437,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,8,4,16,0,0,0,0,0,0,0,0,0,0,0,0,111,164,271,78,159,237,14,7,19,875,771,1655
POA3799,3,0,6,11,3,17,0,0,0,0,0,0,0,0,0,845,642,1488,47,35,78,30,0,30,3,0,5,6,0,7,8,0,8,22,8,32,972,694,1671,0,6,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,8,0,8,12,0,14,18,4,27,0,0,0,0,0,0,0,0,0,3,4,3,169,263,431,134,200,333,13,8,22,1313,1169,2482
POA3802,51,37,84,33,20,56,0,0,0,0,0,0,12,10,14,3985,2675,6657,195,295,489,107,0,105,14,3,17,10,6,9,29,20,48,23,29,51,4446,3083,7535,21,12,33,0,0,0,0,6,6,29,23,54,3,5,7,3,3,3,59,47,100,0,0,0,0,0,0,0,4,3,0,8,11,0,0,0,5,16,16,44,25,71,103,83,183,13,19,30,0,0,0,3,0,3,17,23,35,1016,1245,2252,413,673,1085,22,19,39,6013,5119,11135
POA3803,35,40,70,24,25,48,0,0,0,0,0,0,4,11,15,1812,1062,2872,99,137,234,36,0,37,0,0,8,3,0,3,26,14,36,16,15,32,2051,1305,3359,5,9,19,0,0,0,0,0,0,12,6,21,0,4,9,0,3,3,25,20,47,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,0,8,20,10,30,45,34,85,4,11,10,0,0,0,0,0,0,6,11,13,297,380,674,185,232,415,16,7,24,2599,1972,4572
POA3804,11,5,21,0,0,3,0,0,0,0,0,0,3,0,4,1529,1003,2532,78,75,152,71,0,71,0,0,0,3,0,3,8,6,10,14,12,22,1716,1105,2819,3,0,3,0,0,0,0,0,0,4,5,6,0,0,0,0,0,0,6,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,24,26,12,39,0,0,0,0,0,0,4,0,4,4,0,4,404,575,978,144,275,417,16,10,21,2305,1975,4277
POA3805,219,159,377,55,75,129,0,3,10,0,0,0,30,20,50,10382,6838,17220,547,685,1232,198,4,205,49,5,49,25,3,24,87,45,129,54,79,127,11645,7913,19561,64,65,122,0,0,0,8,14,20,76,34,112,13,21,33,6,5,11,161,131,288,0,0,0,0,0,0,3,7,11,9,22,31,5,3,7,18,29,47,109,52,157,281,213,500,42,36,78,7,0,6,3,4,6,53,47,98,2201,2972,5171,1118,1927,3041,56,43,91,15348,13112,28461
POA3806,194,146,332,21,29,44,4,0,0,0,0,5,19,17,32,8207,6013,14219,441,526,966,101,0,103,47,5,52,22,3,33,68,31,102,69,89,163,9186,6864,16051,32,45,77,0,0,0,3,3,3,54,26,79,11,5,15,9,0,13,112,80,190,0,0,0,0,0,0,4,0,9,0,9,9,0,0,0,7,13,17,65,34,104,189,130,312,25,40,68,0,6,3,8,0,8,30,44,76,3038,3504,6537,985,1838,2825,40,31,75,13474,12411,25882
POA3807,25,25,53,4,5,7,0,0,0,0,0,0,0,0,0,1408,921,2329,102,85,183,31,0,31,11,0,8,4,0,7,4,3,12,11,16,32,1604,1060,2662,0,0,4,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,9,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,18,12,28,0,0,0,0,0,0,0,0,0,0,0,0,399,604,1001,170,336,509,7,0,8,2194,2011,4210
POA3808,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,555,353,912,31,34,56,32,0,29,0,0,0,0,0,0,0,0,3,6,6,13,632,402,1030,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,169,266,431,67,135,202,4,4,7,872,804,1680
POA3809,107,97,202,3,11,7,0,0,0,0,0,0,9,11,20,3482,2583,6064,134,181,314,59,0,64,21,0,24,8,0,9,32,4,43,26,35,56,3868,2927,6796,17,24,43,0,0,0,3,5,12,24,7,31,4,4,9,4,3,10,53,52,106,0,0,0,0,0,0,0,3,6,0,3,9,0,0,0,4,6,8,36,14,50,92,79,171,20,24,47,0,0,0,0,0,0,20,24,47,1043,1275,2317,368,798,1167,15,15,27,5405,5115,10526
POA3810,241,238,478,26,34,59,8,0,6,0,0,0,21,29,48,9528,6589,16123,545,575,1115,205,6,210,58,3,55,36,11,49,68,42,114,118,116,232,10857,7644,18498,60,72,129,0,0,0,15,11,22,53,26,83,8,10,22,25,8,27,160,130,286,4,0,4,0,0,0,0,4,4,4,4,11,0,0,5,9,10,23,120,57,175,278,201,480,23,47,74,0,0,0,5,0,3,30,53,81,1712,2517,4224,949,1839,2793,53,40,98,13887,12293,26180
POA3812,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,443,316,761,19,24,42,32,0,35,0,0,0,0,0,0,5,0,10,11,11,22,520,358,883,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,10,6,15,0,0,0,0,0,0,0,0,0,0,0,0,88,154,244,47,88,140,3,4,11,675,618,1291
POA3813,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,157,112,267,5,7,12,11,0,11,0,0,0,0,0,0,0,0,4,8,6,14,184,130,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,0,3,0,0,0,0,0,0,3,0,3,54,66,121,19,35,56,4,0,4,263,234,495
POA3814,7,5,7,0,7,7,0,0,0,0,0,0,0,0,0,461,314,768,14,21,31,24,0,29,3,0,3,0,0,0,4,0,5,21,17,36,528,358,885,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,12,3,20,0,0,0,0,0,0,0,0,0,0,0,0,72,131,210,48,84,133,13,10,21,678,589,1273
POA3815,9,3,8,0,3,4,0,0,0,0,0,0,0,0,0,602,454,1057,29,29,58,31,0,34,0,0,0,0,0,0,0,0,0,17,9,25,701,497,1193,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,3,0,3,10,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,16,7,24,0,0,0,0,0,0,0,0,0,0,0,0,109,202,310,68,154,221,15,17,29,906,873,1779
