POA_CODE_2021,A75_84_L_PinE_NS_19,A75_84_L_PinE_NS_20,A75_84_L_PinE_NS_21,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B_05,A75_84_T_05_10,A75_84_T_11_15,A75_84_T_16,A75_84_T_17,A75_84_T_18,A75_84_T_19,A75_84_T_20,A75_84_T_21,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B_05,A85ov_SEO_05_10,A85ov_SEO_11_15,A85ov_SEO_16,A85ov_SEO_17,A85ov_SEO_18,A85ov_SEO_19,A85ov_SEO_20,A85ov_SEO_21,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_UOLSE_VWW_B_05,A85ov_UOLSE_VWW_05_10,A85ov_UOLSE_VWW_11_15,A85ov_UOLSE_VWW_16,A85ov_UOLSE_VWW_17,A85ov_UOLSE_VWW_18,A85ov_UOLSE_VWW_19,A85ov_UOLSE_VWW_20,A85ov_UOLSE_VWW_21,A85ov_UOLSE_VWW_YNS,A85ov_UOLSE_VWW_T,A85ov_UOLSE_NWNAA_B_05,A85ov_UOLSE_NWNAA_05_10,A85ov_UOLSE_NWNAA_11_15,A85ov_UOLSE_NWNAA_16,A85ov_UOLSE_NWNAA_17,A85ov_UOLSE_NWNAA_18,A85ov_UOLSE_NWNAA_19,A85ov_UOLSE_NWNAA_20,A85ov_UOLSE_NWNAA_21,A85ov_UOLSE_NWNAA_YNS,A85ov_UOLSE_NWNAA_T,A85ov_UOLSE_PinE_NS_B_05,A85ov_UOLSE_PinE_NS_05_10,A85ov_UOLSE_PinE_NS_11_15,A85ov_UOLSE_PinE_NS_16,A85ov_UOLSE_PinE_NS_17,A85ov_UOLSE_PinE_NS_18,A85ov_UOLSE_PinE_NS_19,A85ov_UOLSE_PinE_NS_20,A85ov_UOLSE_PinE_NS_21,A85ov_UOLSE_PinE_NS_YNS,A85ov_UOLSE_PinE_NS_T,A85ov_UOLSE_T_B_05,A85ov_UOLSE_T_05_10,A85ov_UOLSE_T_11_15,A85ov_UOLSE_T_16,A85ov_UOLSE_T_17,A85ov_UOLSE_T_18,A85ov_UOLSE_T_19,A85ov_UOLSE_T_20,A85ov_UOLSE_T_21,A85ov_UOLSE_T_YNS,A85ov_UOLSE_T_T,A85ov_L_PinE_NS_B_05,A85ov_L_PinE_NS_05_10,A85ov_L_PinE_NS_11_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_17,A85ov_L_PinE_NS_18,A85ov_L_PinE_NS_19,A85ov_L_PinE_NS_20,A85ov_L_PinE_NS_21,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B_05,A85ov_T_05_10,A85ov_T_11_15,A85ov_T_16,A85ov_T_17,A85ov_T_18,A85ov_T_19,A85ov_T_20,A85ov_T_21,A85ov_T_YNS,A85ov_T_T,T_SEO_B_05,T_SEO_05_10,T_SEO_11_15,T_SEO_16,T_SEO_17,T_SEO_18,T_SEO_19,T_SEO_20,T_SEO_21,T_SEO_YNS,T_SEO_T,T_UOLSE_VWW_B_05,T_UOLSE_VWW_05_10,T_UOLSE_VWW_11_15,T_UOLSE_VWW_16,T_UOLSE_VWW_17,T_UOLSE_VWW_18,T_UOLSE_VWW_19,T_UOLSE_VWW_20,T_UOLSE_VWW_21,T_UOLSE_VWW_YNS,T_UOLSE_VWW_T,T_UOLSE_NWNAA_B_05,T_UOLSE_NWNAA_05_10,T_UOLSE_NWNAA_11_15,T_UOLSE_NWNAA_16,T_UOLSE_NWNAA_17,T_UOLSE_NWNAA_18,T_UOLSE_NWNAA_19,T_UOLSE_NWNAA_20,T_UOLSE_NWNAA_21,T_UOLSE_NWNAA_YNS,T_UOLSE_NWNAA_T,T_UOLSE_PinE_NS_B_05,T_UOLSE_PinE_NS_05_10,T_UOLSE_PinE_NS_11_15,T_UOLSE_PinE_NS_16,T_UOLSE_PinE_NS_17,T_UOLSE_PinE_NS_18,T_UOLSE_PinE_NS_19,T_UOLSE_PinE_NS_20,T_UOLSE_PinE_NS_21,T_UOLSE_PinE_NS_YNS,T_UOLSE_PinE_NS_T,T_UOLSE_T_B_05,T_UOLSE_T_05_10,T_UOLSE_T_11_15,T_UOLSE_T_16,T_UOLSE_T_17,T_UOLSE_T_18,T_UOLSE_T_19,T_UOLSE_T_20,T_UOLSE_T_21,T_UOLSE_T_YNS,T_UOLSE_T_T,T_L_PinE_NS_B_05,T_L_PinE_NS_05_10,T_L_PinE_NS_11_15,T_L_PinE_NS_16,T_L_PinE_NS_17,T_L_PinE_NS_18,T_L_PinE_NS_19,T_L_PinE_NS_20,T_L_PinE_NS_21,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B_05,T_T_05_10,T_T_11_15,T_T_16,T_T_17,T_T_18,T_T_19,T_T_20,T_T_21,T_T_YNS,T_T_T
POA3024,0,0,0,0,0,181,33,18,3,5,0,11,5,0,10,262,32,0,0,0,0,0,0,0,0,3,36,18,0,0,0,0,0,0,0,0,0,18,7,0,3,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,22,0,3,0,0,0,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,52,0,7,0,0,0,3,0,0,3,69,1407,675,488,141,88,87,87,21,14,81,3091,1602,3077,2869,775,689,620,634,147,51,120,10588,140,333,224,60,58,77,169,45,14,32,1145,4,3,5,0,0,0,3,3,3,3,32,1742,3411,3095,835,745,697,816,199,67,149,11761,3,0,0,0,4,0,5,0,0,19,29,3157,4089,3584,974,836,788,908,222,82,247,14888
POA3025,0,0,0,0,0,661,4,0,3,0,0,3,0,0,52,724,31,0,0,0,0,0,0,0,0,19,46,159,0,0,0,0,0,0,0,0,12,165,142,0,0,0,0,0,0,0,0,24,174,4,0,0,0,0,0,0,0,0,0,3,305,0,0,0,0,0,0,0,0,40,345,0,0,0,0,0,0,0,0,0,0,5,333,0,0,0,0,0,0,0,0,59,397,646,162,155,32,31,28,29,9,3,55,1139,1528,272,289,58,55,71,74,10,5,66,2435,708,39,58,9,6,11,22,11,3,57,929,9,0,0,0,0,0,0,0,0,6,14,2242,318,344,69,58,85,99,23,10,124,3375,0,0,0,0,0,0,0,0,0,12,11,2890,476,504,96,94,109,124,34,12,194,4526
POA3026,0,0,0,0,0,75,13,9,0,0,0,4,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,19,373,142,85,25,5,6,26,0,3,15,679,1390,631,391,89,75,75,86,23,19,42,2815,367,105,98,17,9,21,33,19,0,23,690,0,0,0,0,0,0,0,0,0,0,3,1754,744,485,99,84,90,119,40,21,66,3511,0,0,0,0,0,0,0,0,0,9,7,2130,884,564,126,90,97,145,42,28,89,4202
POA3027,0,0,0,0,0,23,3,5,0,0,0,5,0,0,4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,333,197,167,29,33,39,53,17,7,19,892,1072,1034,866,219,239,268,300,115,22,45,4182,82,66,118,21,30,32,52,29,6,7,449,6,3,0,0,0,0,0,0,0,0,10,1154,1103,989,237,268,297,354,142,28,53,4639,0,0,0,0,0,0,0,0,0,3,10,1484,1304,1156,268,300,341,405,160,36,76,5537
POA3028,0,0,0,0,0,714,8,8,0,0,0,0,0,0,27,761,81,0,0,0,0,0,0,0,0,3,89,104,0,0,0,0,0,0,0,0,16,125,86,0,0,0,0,0,0,0,0,7,95,6,0,0,0,0,0,0,0,0,0,6,190,3,0,0,0,0,0,0,0,21,222,0,0,0,0,0,0,0,0,0,0,0,278,3,0,0,0,0,0,0,0,32,311,2025,329,348,70,48,71,68,23,8,62,3045,2750,841,953,280,290,351,378,73,21,113,6055,781,94,141,60,57,24,105,24,3,35,1323,15,0,0,0,0,3,0,0,0,4,26,3544,938,1096,341,355,379,490,94,26,153,7408,0,0,9,0,0,0,0,0,0,4,21,5569,1270,1448,406,402,449,554,120,34,218,10468
POA3029,0,0,0,4,9,1067,77,53,13,11,7,46,21,0,41,1332,99,4,3,0,0,0,0,0,0,7,115,82,4,6,0,0,0,0,0,0,0,89,90,13,0,0,0,0,5,3,0,5,112,0,0,0,0,0,0,0,0,0,0,0,167,15,7,0,0,0,5,3,0,3,199,0,0,0,0,0,0,0,0,0,0,0,273,16,6,5,0,0,9,3,0,13,318,4899,2019,1787,356,386,357,399,138,93,271,10696,9749,15353,11510,2573,2791,3443,3549,1098,325,646,51037,1228,967,996,222,274,346,700,305,70,166,5276,33,24,24,4,3,16,22,9,3,21,157,11011,16341,12529,2798,3076,3807,4264,1411,405,828,56470,15,13,24,4,10,7,6,0,6,310,381,15922,18375,14338,3158,3468,4167,4663,1548,495,1405,67546
POA3030,0,0,0,0,3,1217,97,80,10,10,10,27,16,3,41,1511,172,0,4,0,3,0,0,0,0,12,186,137,5,0,0,0,0,0,5,0,27,175,130,8,7,0,0,0,3,0,0,16,169,0,0,0,0,0,0,0,0,0,0,0,270,21,15,0,0,0,3,5,0,38,339,3,0,0,0,0,0,0,0,0,0,6,448,17,15,0,3,0,3,5,0,49,540,6132,2467,2553,479,419,437,516,155,87,239,13482,8262,8615,7940,2040,1994,1922,1893,669,248,389,33976,1144,932,1041,316,283,329,618,252,51,124,5086,15,12,12,3,3,3,15,4,0,5,73,9414,9563,8993,2357,2283,2256,2520,932,297,526,39143,14,6,12,4,0,0,10,0,0,41,94,15557,12036,11554,2846,2706,2694,3039,1087,382,810,52710
POA3031,0,0,0,0,0,281,16,5,0,0,0,0,0,0,11,316,13,0,0,0,0,0,0,0,0,0,13,36,0,0,0,0,0,0,0,0,0,36,85,3,4,0,0,0,0,0,0,3,101,0,0,0,0,0,0,0,0,0,0,0,123,5,4,0,0,0,0,0,0,7,136,0,0,0,0,0,0,0,0,0,0,0,138,5,4,0,0,0,0,0,0,5,153,1176,314,306,74,83,67,75,25,14,30,2161,1222,378,433,104,135,139,144,75,13,47,2678,617,104,82,13,17,25,21,14,3,25,915,10,0,0,0,0,0,0,0,3,0,16,1844,477,514,115,152,157,165,87,18,67,3608,0,0,0,0,0,0,0,0,0,9,9,3020,789,825,189,235,227,240,110,34,112,5780
POA3032,0,0,0,0,4,555,8,4,5,0,0,3,0,0,9,588,36,0,0,0,0,0,0,0,0,0,36,73,0,0,0,0,0,0,0,0,6,77,119,0,0,0,0,0,0,0,0,25,144,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,30,215,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,30,250,1808,383,409,88,87,103,102,38,7,44,3072,2761,835,968,251,288,353,366,100,27,95,6040,902,114,120,33,38,58,69,21,8,71,1444,6,0,0,0,0,0,5,0,4,0,19,3671,948,1096,282,328,412,437,125,42,169,7503,3,3,0,0,0,3,5,0,0,9,24,5479,1334,1507,369,410,519,540,161,48,222,10594
POA3033,0,0,0,0,0,774,0,0,0,0,0,3,0,0,34,811,31,0,0,0,0,0,0,0,0,5,39,135,0,0,0,0,0,0,0,0,4,133,159,0,0,0,0,0,0,0,0,12,177,0,0,0,0,0,0,0,0,0,0,5,293,0,0,0,0,0,0,0,0,12,313,0,0,0,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,19,353,811,113,85,22,16,11,19,6,7,47,1129,1802,293,181,64,40,51,57,10,10,44,2551,550,14,26,13,5,6,19,4,4,32,677,4,0,0,0,0,0,0,0,0,0,10,2361,306,212,75,44,53,77,11,15,83,3243,0,0,0,0,0,0,0,0,0,0,5,3171,423,295,105,63,63,102,17,19,124,4373
POA3034,0,0,0,3,3,893,0,4,0,0,0,9,0,0,25,929,43,0,0,0,0,0,0,0,0,5,51,211,0,0,0,0,0,0,0,0,23,232,172,0,0,0,0,0,0,0,0,19,188,9,0,0,0,0,0,0,0,0,0,6,382,0,0,0,0,0,0,0,0,42,424,0,0,0,0,0,0,0,0,0,3,4,433,0,0,0,0,0,0,0,0,46,472,711,101,76,18,7,6,13,0,0,16,953,2202,235,271,49,40,61,58,18,3,78,3021,760,26,53,17,13,6,19,3,0,33,926,9,0,0,0,0,0,0,0,0,3,18,2977,267,320,62,59,66,78,24,5,108,3969,6,0,0,0,0,0,0,0,0,6,12,3693,373,400,81,67,71,92,26,5,132,4929
POA3036,0,0,0,0,0,240,0,0,0,0,0,0,0,0,6,251,25,0,0,0,0,0,0,0,0,0,25,30,0,0,0,0,0,0,0,0,0,30,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,76,488,24,36,0,4,0,4,0,0,9,569,558,34,37,9,9,19,0,0,0,7,669,62,5,11,0,0,4,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,626,39,41,3,12,19,0,4,0,10,753,0,0,0,0,0,0,0,0,0,0,0,1119,66,71,6,19,21,0,4,0,23,1323
POA3037,0,0,0,5,5,1047,45,18,5,6,5,17,0,0,47,1189,82,0,0,3,0,0,0,0,0,8,91,110,5,0,0,0,0,0,0,0,5,113,172,7,0,0,0,0,0,0,0,16,195,0,0,0,0,0,0,0,0,0,0,0,280,12,0,0,0,0,0,0,0,22,312,0,0,0,0,0,0,0,0,0,3,3,357,12,0,3,0,0,0,0,0,32,409,2845,534,341,80,66,51,48,18,10,96,4087,7000,2071,1470,304,314,349,342,113,36,192,12198,1755,296,231,84,53,57,95,48,9,112,2740,18,0,0,0,0,0,0,0,0,9,27,8773,2369,1702,396,367,409,435,163,40,315,14973,10,7,3,0,0,4,0,0,0,28,49,11628,2912,2042,477,436,465,491,182,49,434,19108
POA3038,0,0,0,0,0,1122,6,6,7,0,5,0,0,0,22,1167,45,0,0,0,0,0,0,0,0,0,50,145,0,0,0,0,0,0,0,0,0,151,143,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,336,5,0,0,0,0,0,0,0,0,346,1844,197,130,24,32,23,10,7,4,40,2314,4317,466,415,94,80,107,97,23,14,91,5701,1201,54,69,24,20,26,39,16,0,25,1471,11,0,0,0,0,0,0,0,0,5,18,5535,525,485,118,101,128,134,39,11,121,7200,9,0,0,0,0,0,0,0,0,5,7,7379,723,618,136,129,157,147,46,21,166,9523
POA3039,0,0,0,0,0,417,9,3,0,0,0,0,0,0,14,442,38,0,0,0,0,0,0,0,0,0,34,83,0,0,0,0,0,0,0,0,4,85,97,0,0,0,0,0,0,0,0,4,98,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,10,182,3,0,0,0,0,0,0,0,0,0,3,217,0,0,0,0,0,0,0,0,9,228,1107,192,226,48,71,76,50,29,9,30,1839,961,246,340,116,139,198,198,57,15,31,2303,315,15,24,10,7,12,12,4,0,17,426,0,0,0,0,0,0,0,0,0,0,0,1282,265,361,127,144,212,209,65,16,54,2730,0,0,0,0,0,0,0,0,0,4,14,2392,449,590,173,216,289,262,93,22,87,4576
POA3040,0,0,0,0,0,502,0,9,0,0,0,0,4,0,11,532,60,0,0,0,0,0,0,0,0,0,66,98,0,0,0,0,0,0,0,0,0,97,80,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,5,186,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,248,1663,205,233,53,65,60,61,32,12,44,2429,1585,426,512,195,189,205,214,54,10,34,3428,272,32,51,12,13,9,26,8,3,14,428,8,0,0,0,0,0,0,0,0,0,9,1863,455,563,208,192,214,245,63,13,47,3869,0,0,0,0,5,0,0,0,0,5,13,3523,661,796,262,262,277,309,89,31,93,6308
POA3041,0,0,0,0,0,241,3,0,0,0,0,0,0,0,4,245,29,0,0,0,0,0,0,0,0,0,28,50,0,0,0,0,0,0,0,0,3,53,32,0,0,0,0,0,0,0,0,4,38,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,4,87,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,8,118,765,103,113,26,15,25,14,7,12,19,1085,820,244,203,67,49,76,73,23,6,19,1589,144,19,19,8,3,6,3,12,0,3,213,3,0,0,0,0,0,0,0,0,0,0,967,261,226,73,51,85,75,27,12,28,1807,0,0,0,0,0,0,0,0,0,0,0,1732,363,340,98,65,118,89,30,21,42,2893
POA3042,0,0,0,4,4,628,3,0,0,0,0,0,0,0,14,651,59,0,0,0,0,0,0,0,0,0,61,123,0,0,0,0,0,0,0,0,0,125,102,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,6,290,1067,116,121,14,17,17,16,5,0,29,1416,1404,226,220,53,69,61,72,18,9,45,2170,383,18,15,6,8,13,10,7,6,9,470,4,0,0,0,0,0,0,0,0,0,7,1787,236,238,59,78,74,84,25,13,53,2647,3,0,0,0,0,0,0,0,0,8,10,2860,357,364,79,92,98,102,28,17,86,4082
POA3043,0,0,0,0,0,752,0,8,0,6,0,5,0,0,31,807,63,0,0,0,0,0,0,0,0,0,66,92,0,0,0,0,0,0,0,0,0,95,66,0,0,0,0,0,0,0,0,0,73,3,0,0,0,0,0,0,0,0,0,7,156,0,0,0,0,0,0,0,0,3,169,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,6,233,1354,140,105,14,21,23,18,6,5,42,1724,1990,346,353,174,110,154,131,17,10,60,3348,416,31,62,49,35,56,45,9,0,9,720,6,0,0,0,0,0,0,0,0,0,11,2410,381,415,224,153,207,178,27,11,72,4081,6,0,4,0,0,0,0,0,0,3,10,3768,521,524,240,172,231,193,31,21,117,5815
POA3044,0,0,0,0,0,759,6,5,0,0,0,0,0,0,27,799,76,0,0,0,0,0,0,0,0,9,84,217,0,0,0,0,0,0,0,0,0,219,180,3,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,395,3,0,0,0,0,0,0,0,3,401,0,0,0,0,0,0,0,0,0,0,0,473,3,0,0,0,0,0,0,0,16,492,1515,324,289,60,78,53,51,19,6,60,2461,2175,653,710,183,257,223,273,83,22,53,4637,645,46,72,15,16,13,17,12,14,27,872,4,0,0,0,0,0,0,0,3,3,19,2829,698,784,200,278,237,289,98,42,83,5529,4,0,0,0,0,0,0,0,0,11,11,4343,1024,1075,258,352,290,342,120,46,151,7999
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13
POA3046,0,0,0,18,19,1040,12,12,6,5,0,7,0,0,54,1129,84,0,0,0,0,0,0,0,0,11,88,272,0,0,0,0,0,0,0,0,16,285,205,4,0,0,4,0,0,0,0,15,228,4,0,0,0,0,0,0,0,0,0,3,479,4,3,0,4,0,0,0,0,29,521,0,0,0,0,0,0,0,0,0,53,56,566,4,3,0,4,0,0,0,0,91,670,1562,358,402,68,90,85,80,29,8,76,2757,3367,1408,1686,547,704,875,869,283,44,180,9959,983,160,184,73,72,48,90,39,10,58,1715,22,3,4,0,0,0,0,0,0,8,41,4372,1575,1873,624,771,922,961,321,56,246,11719,7,0,0,0,0,0,4,3,0,87,103,5941,1935,2277,693,858,1010,1037,356,65,414,14572
POA3047,0,0,0,0,0,463,12,19,0,4,0,3,0,0,36,536,42,0,0,0,0,0,0,0,0,0,46,42,0,0,0,0,0,0,0,0,5,47,60,4,0,0,3,0,3,0,0,6,79,0,0,0,0,0,0,0,0,0,5,5,104,6,0,0,3,0,3,0,0,11,128,0,0,0,0,0,0,0,0,0,0,0,148,6,0,0,3,0,3,0,0,14,178,572,94,96,22,25,31,26,14,0,42,928,2204,957,1207,426,403,491,482,140,16,151,6472,1132,231,378,157,124,106,166,48,15,90,2440,11,5,9,0,0,0,6,0,0,6,38,3343,1189,1591,580,527,602,651,189,36,241,8947,9,4,0,0,0,0,0,0,0,261,272,3923,1286,1693,603,550,638,683,204,35,546,10154
POA3048,0,0,0,0,3,463,3,17,12,10,0,0,0,0,22,537,20,0,0,0,0,0,0,0,0,4,23,36,0,0,0,0,0,0,0,0,4,39,69,4,4,3,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,101,4,10,3,0,0,0,0,0,6,128,0,0,0,0,0,0,0,0,0,0,0,124,4,10,3,0,0,0,0,0,15,154,547,80,60,9,11,17,8,3,4,24,766,2690,688,702,292,212,173,171,42,6,96,5071,1298,223,318,197,132,76,102,39,15,54,2447,5,0,3,0,4,0,0,0,0,4,26,3991,907,1026,491,343,252,270,86,21,155,7550,0,0,3,0,0,0,0,0,0,3,14,4549,991,1090,499,354,268,278,86,24,181,8326
POA3049,0,0,0,0,0,268,3,3,4,3,0,3,4,0,19,300,20,0,0,0,0,0,0,0,0,6,21,38,0,0,0,0,0,0,0,0,3,39,32,0,0,0,0,0,0,0,0,3,35,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,9,77,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,10,101,669,41,53,3,7,0,8,0,0,38,827,902,149,171,47,47,51,40,34,0,22,1471,180,21,34,19,20,8,13,12,0,3,317,4,0,0,0,0,0,0,0,0,3,6,1087,169,209,72,68,59,54,46,0,34,1794,0,0,0,0,0,0,0,0,0,0,0,1755,212,259,76,76,61,68,46,3,73,2630
POA3051,0,0,0,0,0,158,9,4,3,0,0,0,0,0,0,176,11,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,19,46,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,71,875,262,252,81,92,85,97,52,26,24,1840,977,521,705,249,302,342,390,172,52,40,3752,343,73,72,23,33,45,56,32,9,15,694,0,0,0,0,0,0,3,3,0,0,7,1324,595,776,275,335,388,442,204,60,53,4455,0,0,0,0,0,0,0,0,0,0,5,2202,856,1027,350,434,473,538,259,80,83,6306
POA3052,0,0,0,0,0,73,0,0,0,0,0,0,0,0,3,83,15,0,0,0,0,0,0,0,0,4,14,23,0,0,0,0,0,0,0,0,0,18,33,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,3,54,0,0,0,0,0,0,0,0,3,55,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,4,72,432,166,140,19,29,45,64,52,28,25,1018,344,212,254,113,106,142,171,108,39,18,1506,76,11,16,5,12,16,15,12,0,8,171,0,0,0,0,0,0,0,0,0,0,0,424,225,271,118,122,160,180,117,40,21,1675,0,0,0,0,0,0,0,0,0,6,6,852,398,416,141,150,202,247,169,66,57,2698
POA3053,0,0,0,0,0,168,9,0,4,0,0,0,0,0,14,195,15,0,0,0,0,0,0,0,0,4,22,31,0,0,0,0,0,0,0,0,9,46,30,0,0,0,0,0,0,0,0,16,44,5,0,0,0,0,0,0,0,0,0,5,66,3,0,0,0,0,0,0,0,27,93,0,0,0,0,0,0,0,0,0,0,4,78,3,0,0,0,0,0,0,0,33,118,761,271,248,80,120,155,198,123,65,53,2067,834,495,967,433,645,708,1116,560,98,84,5940,250,67,71,32,48,61,113,76,14,43,770,8,0,3,0,0,0,3,0,0,0,11,1086,561,1038,466,692,769,1229,638,115,125,6723,0,0,0,0,0,0,0,0,0,7,11,1849,831,1285,551,811,918,1434,762,175,186,8802
POA3054,0,0,0,0,0,135,0,0,0,0,0,0,0,0,4,140,18,0,0,0,0,0,0,0,0,0,21,33,0,0,0,0,0,0,0,0,0,34,30,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,5,62,0,0,0,0,0,0,0,0,7,70,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,3,88,647,115,158,37,39,48,46,17,14,24,1140,314,70,62,26,41,39,37,12,0,15,605,73,6,6,0,0,3,4,3,0,6,98,0,0,0,0,0,0,0,0,0,0,5,386,79,72,26,41,40,40,10,0,19,711,0,0,0,0,0,0,0,0,0,4,4,1031,197,224,64,77,84,84,25,17,43,1853
POA3055,0,0,0,0,0,363,5,0,0,0,0,0,0,0,18,386,15,0,0,0,0,0,0,0,0,3,17,85,0,0,0,0,0,0,0,0,5,83,88,0,0,0,0,0,0,0,0,5,89,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,6,178,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,9,198,819,271,254,58,56,62,64,32,18,38,1671,1001,260,326,109,165,185,173,55,8,22,2305,340,27,14,3,8,12,24,8,0,10,439,4,0,0,0,0,0,0,0,0,4,8,1341,286,332,115,165,204,192,63,13,35,2743,0,0,0,0,0,0,0,0,0,5,9,2157,551,593,174,223,265,259,98,26,75,4423
POA3056,0,0,0,0,4,665,4,0,0,0,0,0,0,0,10,689,13,0,0,0,0,0,0,0,0,0,13,105,0,0,0,0,0,0,0,0,4,105,232,0,0,0,0,0,0,0,0,3,232,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,8,343,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,8,353,1693,478,546,130,141,162,198,82,37,70,3541,1323,352,485,184,179,205,243,83,17,43,3110,798,31,26,8,12,17,18,21,4,19,956,5,0,0,0,0,0,0,0,0,0,7,2133,383,513,194,193,222,262,103,15,58,4070,4,0,0,0,0,0,0,0,0,7,7,3830,864,1057,320,335,392,466,184,48,130,7621
POA3057,0,0,0,0,0,259,0,0,0,0,0,0,0,0,3,270,5,0,0,0,0,0,0,0,0,0,3,51,0,0,0,0,0,0,0,0,0,51,77,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,4,135,880,289,333,85,98,88,109,32,15,33,1966,709,212,301,102,108,132,120,29,3,12,1734,235,5,4,10,6,4,11,0,0,7,287,0,0,0,0,0,0,4,0,0,0,8,953,223,312,110,112,134,130,34,3,28,2028,0,0,0,0,0,0,0,0,0,3,8,1826,508,644,192,210,230,240,69,18,60,3997
