POA_CODE_2021,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
POA3016,0,12,13,7,12,8,7,50,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,14,13,8,13,13,6,67,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,14,13,11,13,11,6,65,0,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,13,13,12,13,13,6,74,4,26,31,30,37,26,12,172,3,28,23,15,15,4,4,99,10,12,4,3,3,0,3,33,0,0,0,0,0,0,0,6,22,66,61,50,57,32,25,309,0,4,4,0,3,3,0,14,0,0,0,0,0,0,0,3,0,6,4,0,6,3,0,18,24,68,67,49,59,35,27,323,21,24,12,10,6,9,3,86,0,0,0,0,0,0,0,3,38,98,77,58,73,40,33,415,11,36,49,32,52,30,20,227
POA3018,0,16,10,7,13,0,4,46,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,8,11,14,0,4,59,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,15,9,8,17,4,3,65,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,3,17,17,11,17,8,3,75,9,28,31,27,30,19,17,159,11,27,14,13,18,12,3,104,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,25,60,48,42,51,28,16,265,0,0,7,0,0,0,0,5,6,10,0,0,0,0,0,12,6,5,7,4,0,0,0,17,24,67,50,41,51,30,16,286,25,21,16,12,8,5,4,80,0,0,0,0,0,0,0,0,54,81,61,50,62,34,20,360,12,47,39,32,47,18,18,208
POA3019,0,0,4,0,0,0,0,18,0,0,0,4,0,4,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,6,12,0,0,6,0,27,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,12,0,9,9,0,31,0,6,4,3,0,0,3,27,0,0,0,0,0,0,0,4,4,10,13,7,10,9,3,62,8,14,20,9,21,12,10,98,11,26,16,3,11,9,7,81,5,9,0,0,3,0,0,13,0,0,0,0,0,0,0,10,24,43,37,21,35,25,16,199,0,0,6,0,6,0,0,16,4,5,4,3,3,6,5,21,3,10,8,4,6,4,5,37,31,50,48,22,39,28,14,235,52,50,38,38,40,27,11,250,0,0,3,3,0,0,0,10,79,96,90,66,87,57,25,500,7,11,25,18,24,16,10,114
POA3020,10,23,22,0,18,16,11,113,5,5,9,3,3,9,3,36,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,4,13,37,36,7,25,20,15,158,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,37,36,9,25,22,16,164,3,16,13,13,14,5,6,76,7,0,0,0,0,0,0,7,27,57,46,26,45,34,21,248,53,85,70,52,72,61,27,417,51,109,74,64,76,38,21,429,14,13,4,6,10,4,3,58,4,9,6,4,5,0,3,35,115,215,156,129,163,101,56,931,6,8,5,4,9,12,3,52,14,17,11,6,18,11,5,78,22,27,18,11,24,21,12,129,140,237,171,137,189,124,61,1063,203,221,133,92,103,72,44,861,3,4,8,5,0,0,7,27,344,469,308,232,291,200,108,1951,62,110,92,55,88,77,40,528
POA3021,12,20,15,13,27,3,9,105,6,10,14,4,8,6,0,48,0,0,0,0,3,5,0,5,0,5,0,0,4,0,4,13,17,37,25,15,41,13,18,174,0,3,5,0,0,6,0,18,0,0,0,0,0,8,0,15,0,9,10,4,0,6,0,30,22,39,32,24,46,20,18,202,10,31,22,11,13,22,6,127,0,0,0,0,0,0,0,4,38,80,54,37,59,43,21,334,38,97,80,54,82,71,38,460,90,167,89,69,111,70,34,640,6,13,5,0,16,6,7,61,6,4,4,9,5,5,3,33,146,276,182,135,215,153,83,1198,8,17,6,14,22,24,7,94,9,49,35,15,22,15,5,155,20,58,40,26,47,34,17,253,166,341,224,167,264,188,97,1449,250,373,187,159,188,97,54,1314,12,19,18,7,10,7,0,70,434,729,426,338,456,292,158,2830,51,116,97,72,108,78,48,568
POA3022,8,4,3,0,0,4,0,21,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,0,4,4,3,25,6,0,5,6,7,5,0,32,11,15,4,3,4,6,0,43,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,23,20,11,6,9,11,0,79,0,0,0,0,0,0,0,9,3,6,4,0,0,0,0,6,3,3,4,0,0,3,0,13,21,23,16,6,9,11,0,92,12,18,10,0,4,5,0,45,0,0,0,0,0,0,0,0,37,38,23,5,14,14,0,137,16,7,8,6,7,3,0,53
POA3023,12,37,35,35,40,25,3,185,3,5,11,4,9,3,6,43,3,3,0,0,3,0,0,12,4,9,3,0,0,0,0,8,17,49,50,43,53,26,10,256,4,3,4,9,5,0,5,22,0,3,6,0,0,0,0,8,3,4,6,5,3,0,5,31,22,57,54,48,55,30,11,287,5,18,13,10,12,8,7,68,5,4,0,0,0,0,0,8,31,78,72,58,69,43,17,363,67,134,106,105,164,90,45,711,72,161,110,84,153,58,34,672,24,28,17,12,19,10,7,114,6,17,6,0,10,5,0,41,166,339,240,200,341,165,87,1539,9,22,15,15,12,12,7,89,19,39,15,27,21,14,3,139,28,64,29,39,41,21,16,230,195,401,268,238,377,189,101,1772,200,251,160,107,117,71,52,976,7,10,10,3,3,0,4,40,407,664,438,352,499,262,159,2778,81,166,138,135,207,115,50,897
POA3024,11,23,11,12,16,14,4,90,4,3,4,9,3,0,0,29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,20,26,16,18,19,14,9,121,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,3,5,5,0,0,0,0,11,19,35,18,18,19,14,9,131,5,8,15,8,8,0,3,46,0,0,0,0,0,0,0,0,23,39,35,34,23,18,9,179,41,94,60,54,82,26,23,389,81,122,91,43,64,26,6,430,11,16,12,0,4,5,0,56,8,12,6,5,3,0,0,27,134,245,171,105,161,54,34,900,10,18,8,13,12,0,5,63,19,16,5,10,8,0,0,56,34,33,19,14,17,0,5,121,165,278,188,115,175,60,37,1022,213,221,120,86,105,25,16,778,5,3,5,4,4,0,0,20,386,501,308,205,281,80,51,1816,50,122,74,67,99,38,26,475
POA3025,5,9,5,9,7,7,0,34,0,0,4,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,8,7,6,0,45,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,3,14,10,11,5,6,0,53,0,3,0,6,0,0,0,7,0,0,0,0,0,0,0,0,3,16,12,15,12,6,0,63,13,25,23,23,27,8,10,128,12,27,22,15,16,12,13,124,3,6,6,6,5,0,0,18,0,0,0,0,0,0,0,0,27,63,49,43,47,19,20,267,4,4,5,0,0,7,0,22,0,4,5,0,6,0,3,16,3,11,8,3,0,7,3,36,37,74,52,46,46,29,28,305,42,38,29,16,20,8,3,148,0,3,0,4,0,0,0,8,76,110,84,65,71,32,25,462,15,37,27,34,30,13,11,162
POA3026,3,6,3,5,4,0,0,22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,5,3,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,8,7,5,6,4,0,0,29,0,6,6,0,0,4,0,12,0,0,0,0,3,0,0,4,6,14,13,3,5,6,5,52,9,31,20,11,23,12,3,112,13,19,15,15,17,8,3,93,0,5,0,0,0,0,0,9,6,4,0,0,0,0,0,9,28,61,35,24,43,21,7,220,0,5,0,0,4,0,0,5,0,0,11,0,0,0,0,12,0,5,12,4,8,0,0,24,33,61,39,27,47,27,10,239,21,37,17,10,10,7,9,106,0,5,0,0,0,0,0,3,54,99,55,39,52,28,21,349,13,43,21,12,26,13,6,135
POA3027,3,3,8,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,5,8,3,3,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,3,3,5,0,23,0,3,0,0,0,5,0,8,0,0,0,0,0,0,0,0,7,6,8,3,5,5,0,32,15,30,8,8,19,13,8,97,15,12,9,3,9,6,0,49,4,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,31,46,17,13,28,13,10,159,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,14,29,53,21,11,31,16,10,170,14,12,8,11,20,13,3,74,0,0,0,0,0,0,0,0,39,64,27,26,48,25,10,246,17,33,13,8,22,14,9,120
POA3028,11,19,12,7,11,4,5,73,7,8,5,3,4,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,28,21,8,16,11,6,104,4,5,0,0,0,3,0,10,0,0,0,0,0,0,0,3,4,5,4,0,0,3,0,11,19,29,21,10,16,8,6,114,3,8,12,5,5,5,0,27,0,0,0,0,0,0,0,0,23,34,32,15,23,16,8,142,14,47,38,26,45,27,15,223,37,71,62,38,53,22,25,305,3,5,7,0,4,0,0,29,7,3,0,3,0,0,0,20,57,122,112,77,106,56,36,572,10,5,8,0,9,6,0,35,9,3,3,5,0,0,0,19,12,11,20,3,6,6,3,57,71,133,129,80,117,61,43,628,96,98,54,41,31,19,14,358,6,4,0,0,0,0,0,14,174,237,181,117,149,85,54,994,28,62,53,36,62,37,22,293
POA3029,52,63,64,46,66,25,13,331,25,16,10,18,32,9,0,104,4,4,0,3,4,0,0,12,5,11,5,5,0,0,0,33,81,96,81,72,99,31,16,478,11,10,8,0,6,0,4,34,0,8,0,0,0,0,0,21,8,18,6,8,5,0,4,52,91,119,88,79,108,35,18,529,32,41,26,19,19,14,3,150,0,10,8,10,0,0,3,23,127,167,116,100,127,48,24,709,114,305,224,133,206,107,68,1154,169,290,193,129,159,77,36,1049,31,43,22,19,23,14,4,159,0,28,15,6,9,9,3,61,318,655,456,282,393,208,114,2437,24,36,12,15,20,5,5,125,35,63,35,22,14,11,3,182,62,101,48,34,37,11,10,305,383,754,502,319,434,224,124,2745,480,458,264,176,209,75,43,1706,19,27,10,5,9,3,0,69,875,1243,770,502,654,299,175,4513,162,363,291,181,275,135,83,1485
POA3030,33,78,56,51,70,31,16,335,7,15,13,6,16,8,4,77,6,3,0,0,3,0,3,19,3,0,0,0,7,0,0,14,40,102,69,62,95,39,23,440,0,0,9,0,0,0,0,15,0,3,6,0,0,0,3,12,0,6,11,4,6,0,3,28,50,108,82,70,100,42,29,464,30,37,27,18,25,13,11,157,0,6,5,6,0,0,0,16,76,149,109,91,125,53,36,635,112,293,241,174,235,128,56,1235,170,310,198,158,197,69,49,1159,42,43,27,21,27,13,3,177,10,17,13,10,12,9,0,54,337,661,477,360,465,213,107,2627,19,51,24,15,21,6,8,148,37,59,28,26,23,8,6,184,55,109,51,42,43,14,13,334,398,775,528,408,508,225,122,2962,476,511,215,181,181,96,57,1721,30,13,3,4,6,0,0,49,903,1294,752,588,702,321,176,4728,147,368,298,221,304,158,69,1566
POA3031,9,6,5,4,8,8,0,32,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,8,5,10,8,10,0,49,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,4,0,0,0,0,0,5,0,8,11,14,4,8,9,14,0,57,0,0,3,3,3,0,0,12,0,0,0,0,0,0,0,0,12,10,5,8,11,12,0,69,17,40,22,10,32,16,13,151,14,38,19,19,22,17,3,130,5,6,0,3,0,0,3,14,3,0,0,0,0,0,0,3,39,82,38,32,60,33,14,302,8,4,0,0,0,0,0,16,10,4,5,0,4,3,0,24,10,7,5,3,9,4,3,37,50,92,44,36,60,40,20,341,61,67,33,22,33,15,16,244,0,0,0,0,6,0,0,3,113,153,78,55,100,57,35,587,20,43,20,17,38,22,13,181
POA3032,6,16,8,8,18,3,7,60,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,20,12,11,15,6,7,80,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,8,20,15,7,21,6,8,82,0,4,8,0,4,0,3,19,0,0,0,0,0,0,0,0,7,27,25,13,17,9,7,106,15,56,34,44,53,35,24,268,29,32,39,26,34,32,14,198,6,0,4,0,0,0,0,15,3,0,0,0,4,0,0,4,54,96,74,77,85,67,40,490,4,6,5,0,4,7,3,26,3,0,0,4,9,0,6,19,10,5,4,3,7,11,6,44,55,95,78,83,99,73,42,534,77,65,32,22,23,17,11,250,3,6,0,0,0,0,0,7,138,164,114,104,125,93,55,788,17,68,48,55,65,42,32,327
POA3033,5,15,0,6,12,9,3,54,0,9,0,3,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,23,3,10,15,9,8,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,3,10,15,9,8,77,0,0,0,0,7,0,0,13,0,0,0,0,0,0,0,4,8,32,10,12,16,7,10,87,8,32,26,22,34,19,16,152,5,27,30,19,29,16,5,131,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,3,12,63,58,47,62,32,24,293,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,6,0,6,0,0,0,4,0,10,15,69,58,48,60,40,23,305,23,29,18,11,9,11,0,105,0,0,0,0,0,0,0,5,42,100,75,58,69,49,27,412,12,50,32,30,42,28,20,207
POA3034,0,5,3,5,6,0,10,30,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,8,0,7,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,8,0,7,43,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,9,10,8,4,7,50,11,25,25,8,29,12,4,110,12,20,18,21,20,13,3,109,8,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,30,44,41,29,53,31,6,234,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,9,3,3,5,0,0,0,0,10,28,47,43,32,54,27,11,244,20,25,15,5,10,6,9,84,0,0,0,0,0,0,0,0,48,71,52,37,63,35,13,331,11,28,25,14,35,19,14,142
POA3036,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,17,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,3,4,3,4,3,0,0,0,24,8,8,10,7,12,3,4,51,5,4,7,9,7,5,5,37,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,3,14,13,15,15,19,9,9,99,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,7,18,13,20,17,19,9,11,105,6,12,3,4,3,0,0,29,0,0,0,0,0,0,0,0,20,25,21,21,27,11,10,134,13,10,9,7,13,3,4,63
POA3037,8,22,22,10,25,22,14,132,5,4,5,10,7,0,0,34,0,0,0,0,5,0,0,11,4,0,0,0,0,0,0,14,16,29,27,26,40,25,14,187,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,12,15,39,32,23,42,29,20,202,0,10,3,9,19,8,4,52,0,0,0,0,0,0,0,4,19,46,39,32,59,41,21,261,38,111,86,62,116,72,41,520,64,106,98,65,89,47,26,496,10,17,20,7,11,3,5,65,7,5,0,0,5,3,0,19,121,235,207,134,216,127,69,1105,11,22,22,11,12,9,4,80,4,23,3,14,10,7,6,63,17,39,25,27,20,15,10,146,133,276,226,157,237,136,78,1253,105,162,102,68,71,28,35,572,0,3,0,0,3,3,0,10,245,443,330,224,312,167,117,1836,49,136,111,75,143,93,54,660
POA3038,7,15,13,12,13,10,10,83,0,0,3,0,3,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,21,13,23,12,10,17,99,5,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,8,12,21,13,19,16,10,17,109,0,8,0,3,8,0,0,23,0,0,0,0,0,0,0,0,12,26,11,25,25,16,17,133,17,55,52,33,47,36,19,261,20,46,39,29,45,21,22,216,4,3,3,3,4,0,0,21,0,0,0,0,0,0,0,7,42,103,89,61,100,59,47,506,0,5,11,3,4,4,3,29,0,6,3,0,0,0,0,13,4,10,11,3,6,8,3,41,44,110,104,67,110,64,49,548,64,70,25,34,29,14,15,259,4,6,0,0,5,0,0,13,116,186,131,101,136,88,64,819,30,71,65,47,55,42,32,340
POA3039,0,9,4,3,10,10,3,28,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,3,10,6,6,34,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,11,4,6,11,6,5,41,5,0,0,4,0,3,0,14,0,0,0,0,0,0,0,0,5,13,11,7,12,8,5,54,9,18,20,14,26,16,5,109,10,23,17,5,9,11,8,86,0,3,0,6,0,0,0,5,0,0,0,0,0,0,0,0,22,46,38,27,37,23,12,204,0,3,0,0,0,0,0,4,7,3,0,0,0,0,0,5,7,5,3,5,0,0,0,13,24,55,39,24,37,22,12,218,10,21,11,9,3,0,3,57,0,5,0,0,0,0,0,7,35,76,46,36,45,24,15,277,9,33,24,15,37,20,9,141
POA3040,5,6,10,9,16,13,8,77,0,0,3,7,7,5,5,22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,6,17,13,27,17,9,102,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,17,17,28,17,9,109,0,3,6,0,0,0,6,18,0,0,0,0,0,0,0,0,13,11,23,17,34,16,20,126,19,49,52,31,49,33,13,246,6,26,32,34,36,27,14,163,4,0,0,0,0,0,0,10,0,0,0,0,3,0,0,4,27,79,78,70,87,62,29,429,0,0,0,0,3,7,0,10,0,0,0,3,0,0,0,13,0,0,0,7,6,7,0,17,29,79,81,77,90,61,29,450,8,26,20,13,18,4,13,109,0,0,0,0,0,0,0,3,38,110,102,91,113,71,45,562,29,56,64,40,69,43,21,321
POA3041,0,0,10,6,11,7,4,47,0,0,3,0,5,6,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,17,7,13,11,4,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,17,7,13,16,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,21,7,13,16,4,72,8,26,27,25,39,24,8,155,14,14,16,13,15,8,8,83,0,0,0,9,3,6,0,16,0,0,0,0,0,0,0,0,20,35,42,40,56,38,22,257,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,5,0,5,3,3,0,0,0,9,20,38,40,44,58,38,22,260,19,9,12,9,6,4,0,59,0,0,0,0,0,0,0,0,34,51,59,51,66,39,23,319,4,27,41,30,51,29,18,207
POA3042,0,3,7,3,11,10,5,46,0,4,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,7,3,12,13,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,7,3,12,13,3,57,7,4,3,0,0,0,6,10,0,0,0,0,0,0,0,0,11,14,7,5,13,13,5,70,20,30,32,27,31,38,8,184,21,39,29,28,40,27,7,190,3,0,3,0,0,0,3,14,0,0,0,0,0,0,0,0,43,73,66,53,70,64,22,388,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,9,0,5,0,6,7,0,0,17,42,77,66,56,75,64,22,400,38,25,24,15,12,8,4,122,6,0,3,0,0,0,0,5,82,102,90,67,83,71,25,529,21,36,39,32,38,42,18,227
