POA_CODE_2021,A25_34_UOLSE_T_11_15,A25_34_UOLSE_T_16,A25_34_UOLSE_T_17,A25_34_UOLSE_T_18,A25_34_UOLSE_T_19,A25_34_UOLSE_T_20,A25_34_UOLSE_T_21,A25_34_UOLSE_T_YNS,A25_34_UOLSE_T_T,A25_34_L_PinE_NS_B_05,A25_34_L_PinE_NS_05_10,A25_34_L_PinE_NS_11_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_17,A25_34_L_PinE_NS_18,A25_34_L_PinE_NS_19,A25_34_L_PinE_NS_20,A25_34_L_PinE_NS_21,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B_05,A25_34_T_05_10,A25_34_T_11_15,A25_34_T_16,A25_34_T_17,A25_34_T_18,A25_34_T_19,A25_34_T_20,A25_34_T_21,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B_05,A35_44_SEO_05_10,A35_44_SEO_11_15,A35_44_SEO_16,A35_44_SEO_17,A35_44_SEO_18,A35_44_SEO_19,A35_44_SEO_20,A35_44_SEO_21,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_UOLSE_VWW_B_05,A35_44_UOLSE_VWW_05_10,A35_44_UOLSE_VWW_11_15,A35_44_UOLSE_VWW_16,A35_44_UOLSE_VWW_17,A35_44_UOLSE_VWW_18,A35_44_UOLSE_VWW_19,A35_44_UOLSE_VWW_20,A35_44_UOLSE_VWW_21,A35_44_UOLSE_VWW_YNS,A35_44_UOLSE_VWW_T,A35_44_UOLSE_NWNAA_B_05,A35_44_UOLSE_NWNAA_05_10,A35_44_UOLSE_NWNAA_11_15,A35_44_UOLSE_NWNAA_16,A35_44_UOLSE_NWNAA_17,A35_44_UOLSE_NWNAA_18,A35_44_UOLSE_NWNAA_19,A35_44_UOLSE_NWNAA_20,A35_44_UOLSE_NWNAA_21,A35_44_UOLSE_NWNAA_YNS,A35_44_UOLSE_NWNAA_T,A35_44_UOLSE_PinE_NS_B_05,A35_44_UOLSE_PinE_NS_05_10,A35_44_UOLSE_PinE_NS_11_15,A35_44_UOLSE_PinE_NS_16,A35_44_UOLSE_PinE_NS_17,A35_44_UOLSE_PinE_NS_18,A35_44_UOLSE_PinE_NS_19,A35_44_UOLSE_PinE_NS_20,A35_44_UOLSE_PinE_NS_21,A35_44_UOLSE_PinE_NS_YNS,A35_44_UOLSE_PinE_NS_T,A35_44_UOLSE_T_B_05,A35_44_UOLSE_T_05_10,A35_44_UOLSE_T_11_15,A35_44_UOLSE_T_16,A35_44_UOLSE_T_17,A35_44_UOLSE_T_18,A35_44_UOLSE_T_19,A35_44_UOLSE_T_20,A35_44_UOLSE_T_21,A35_44_UOLSE_T_YNS,A35_44_UOLSE_T_T,A35_44_L_PinE_NS_B_05,A35_44_L_PinE_NS_05_10,A35_44_L_PinE_NS_11_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_17,A35_44_L_PinE_NS_18,A35_44_L_PinE_NS_19,A35_44_L_PinE_NS_20,A35_44_L_PinE_NS_21,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B_05,A35_44_T_05_10,A35_44_T_11_15,A35_44_T_16,A35_44_T_17,A35_44_T_18,A35_44_T_19,A35_44_T_20,A35_44_T_21,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B_05,A45_54_SEO_05_10,A45_54_SEO_11_15,A45_54_SEO_16,A45_54_SEO_17,A45_54_SEO_18,A45_54_SEO_19,A45_54_SEO_20,A45_54_SEO_21,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_UOLSE_VWW_B_05,A45_54_UOLSE_VWW_05_10,A45_54_UOLSE_VWW_11_15,A45_54_UOLSE_VWW_16,A45_54_UOLSE_VWW_17,A45_54_UOLSE_VWW_18,A45_54_UOLSE_VWW_19,A45_54_UOLSE_VWW_20,A45_54_UOLSE_VWW_21,A45_54_UOLSE_VWW_YNS,A45_54_UOLSE_VWW_T,A45_54_UOLSE_NWNAA_B_05,A45_54_UOLSE_NWNAA_05_10,A45_54_UOLSE_NWNAA_11_15,A45_54_UOLSE_NWNAA_16,A45_54_UOLSE_NWNAA_17,A45_54_UOLSE_NWNAA_18,A45_54_UOLSE_NWNAA_19,A45_54_UOLSE_NWNAA_20,A45_54_UOLSE_NWNAA_21,A45_54_UOLSE_NWNAA_YNS,A45_54_UOLSE_NWNAA_T,A45_54_UOLSE_PinE_NS_B_05,A45_54_UOLSE_PinE_NS_05_10,A45_54_UOLSE_PinE_NS_11_15,A45_54_UOLSE_PinE_NS_16,A45_54_UOLSE_PinE_NS_17,A45_54_UOLSE_PinE_NS_18,A45_54_UOLSE_PinE_NS_19,A45_54_UOLSE_PinE_NS_20,A45_54_UOLSE_PinE_NS_21,A45_54_UOLSE_PinE_NS_YNS,A45_54_UOLSE_PinE_NS_T,A45_54_UOLSE_T_B_05,A45_54_UOLSE_T_05_10,A45_54_UOLSE_T_11_15,A45_54_UOLSE_T_16,A45_54_UOLSE_T_17,A45_54_UOLSE_T_18,A45_54_UOLSE_T_19,A45_54_UOLSE_T_20,A45_54_UOLSE_T_21,A45_54_UOLSE_T_YNS,A45_54_UOLSE_T_T,A45_54_L_PinE_NS_B_05,A45_54_L_PinE_NS_05_10,A45_54_L_PinE_NS_11_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_17,A45_54_L_PinE_NS_18,A45_54_L_PinE_NS_19,A45_54_L_PinE_NS_20,A45_54_L_PinE_NS_21,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B_05,A45_54_T_05_10,A45_54_T_11_15,A45_54_T_16,A45_54_T_17,A45_54_T_18,A45_54_T_19,A45_54_T_20,A45_54_T_21,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B_05,A55_64_SEO_05_10,A55_64_SEO_11_15,A55_64_SEO_16,A55_64_SEO_17,A55_64_SEO_18,A55_64_SEO_19,A55_64_SEO_20,A55_64_SEO_21,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_UOLSE_VWW_B_05,A55_64_UOLSE_VWW_05_10,A55_64_UOLSE_VWW_11_15,A55_64_UOLSE_VWW_16
POA3018,76,21,23,28,33,5,3,0,234,0,0,0,0,0,0,0,0,0,0,0,56,59,133,38,50,39,57,9,4,0,450,137,104,108,12,8,11,12,0,0,3,398,90,95,91,17,33,13,18,4,0,5,370,4,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,92,100,97,18,33,16,19,4,0,4,382,0,0,0,0,0,0,0,0,0,0,0,232,198,206,30,42,29,30,3,0,6,779,242,57,36,0,8,0,0,0,0,4,347,116,45,30,0,5,0,4,0,0,5,211,4,6,5,0,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,121,50,33,3,5,0,7,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,362,110,63,7,11,5,6,5,0,8,578,284,19,4,7,5,0,4,0,0,0,319,157,10,3,0
POA3019,291,74,108,133,123,32,4,35,1079,0,0,0,0,0,0,0,0,0,3,3,187,199,329,87,124,151,140,32,4,41,1299,87,24,15,0,3,0,6,0,0,0,138,324,146,90,18,21,20,16,5,6,13,651,34,40,35,14,16,8,10,8,0,4,176,0,0,0,0,0,0,0,0,0,0,3,355,189,124,35,40,25,28,11,6,19,831,0,0,0,0,0,0,0,0,0,0,0,441,218,141,32,39,27,34,8,6,21,969,38,7,3,3,3,0,0,0,0,0,57,378,62,21,10,5,7,0,0,0,10,490,161,37,30,3,3,6,11,0,0,3,255,0,0,0,0,0,0,0,0,0,0,0,541,95,45,9,8,11,11,0,0,19,749,5,0,0,0,0,0,0,0,0,0,7,577,107,52,13,10,10,16,0,0,19,808,57,4,0,0,0,0,0,0,0,0,65,270,18,17,0
POA3020,1172,263,326,457,417,94,28,105,3969,4,0,3,0,4,4,0,0,0,12,24,582,746,1295,304,365,500,447,104,31,134,4505,295,115,77,13,11,10,3,0,0,3,529,1075,693,476,72,72,77,68,25,5,50,2599,114,200,218,36,35,35,33,20,6,19,712,3,0,0,0,0,0,3,0,0,0,7,1197,898,693,106,109,109,100,45,11,65,3331,0,0,0,0,0,0,0,0,0,3,4,1492,1011,770,121,123,114,105,46,7,80,3862,287,43,18,3,4,3,0,0,0,12,380,1261,208,124,24,15,12,9,0,0,40,1694,626,147,144,26,32,27,27,6,5,45,1091,6,0,0,0,0,0,0,0,0,0,11,1892,360,270,54,44,33,35,15,5,87,2790,0,0,0,0,0,0,0,0,0,6,10,2184,400,284,52,42,38,35,11,5,106,3181,361,25,11,0,0,3,0,0,0,15,416,1249,50,34,8
POA3021,1529,384,370,453,517,109,26,123,4983,3,0,4,0,0,0,0,0,0,12,28,736,958,1626,417,392,484,546,115,25,154,5446,205,75,54,9,10,5,5,0,0,10,388,1180,871,516,83,91,82,68,14,3,41,2958,261,428,359,64,90,46,91,32,13,38,1419,4,9,0,0,0,0,0,0,0,0,17,1442,1309,879,148,179,130,160,47,18,81,4393,0,0,0,0,0,0,0,0,0,7,10,1651,1389,934,156,185,144,169,54,18,96,4790,286,37,18,6,0,0,0,0,0,8,366,1632,320,143,20,17,19,21,11,0,38,2225,1070,276,239,47,43,41,61,30,3,78,1883,0,0,0,0,0,0,0,0,0,0,7,2705,599,382,70,64,61,81,39,3,112,4115,3,0,0,0,0,0,0,0,0,7,14,2993,637,406,77,66,63,83,41,4,131,4487,457,19,9,0,0,3,0,0,0,13,510,1818,87,45,3
POA3022,95,19,13,21,15,4,4,8,238,0,0,0,0,0,0,0,0,0,0,0,34,46,110,22,13,23,20,4,4,10,281,27,8,8,0,0,0,0,0,0,0,44,60,58,43,6,5,0,12,4,3,6,192,6,5,20,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,3,70,61,67,6,6,4,21,4,3,6,242,0,0,0,0,0,0,0,0,0,0,0,94,68,73,10,7,6,21,4,3,6,289,28,3,10,0,0,0,0,0,0,0,40,63,12,12,0,0,0,0,0,0,6,95,28,3,4,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,87,21,15,0,3,0,0,0,0,9,131,0,0,0,0,0,0,0,0,0,0,0,113,24,24,0,3,0,0,0,0,10,173,28,5,0,0,0,0,0,0,0,3,36,54,5,0,0
POA3023,1079,243,237,263,304,92,29,61,3829,0,0,3,0,0,0,0,0,0,195,197,962,946,1207,271,264,290,332,106,34,266,4676,583,142,90,14,20,3,10,0,0,7,875,2032,1398,770,174,156,112,135,24,15,50,4856,152,221,158,49,20,33,38,17,6,21,724,7,4,0,0,0,0,0,0,0,0,16,2186,1628,931,218,185,145,172,40,24,70,5602,6,3,3,0,0,0,0,0,0,146,150,2770,1766,1026,233,202,151,186,45,27,219,6631,730,89,59,4,7,5,6,0,0,10,912,2565,644,252,61,26,16,17,7,0,49,3643,589,124,106,30,19,26,45,9,8,26,983,3,0,0,0,0,0,0,0,0,5,12,3159,772,354,90,48,43,67,17,8,79,4631,0,0,0,0,0,0,0,0,0,62,66,3894,864,412,96,56,45,72,24,8,151,5610,661,42,14,3,5,5,0,5,0,18,750,2124,208,78,19
POA3024,1032,341,305,288,275,57,32,29,3222,0,0,0,0,0,0,0,0,0,8,9,279,840,1154,374,323,305,297,56,34,53,3710,190,189,110,20,10,7,7,0,0,5,543,530,1416,1078,227,193,132,123,24,8,20,3756,10,89,46,11,11,12,11,0,0,0,183,0,0,0,0,0,0,0,0,0,0,6,540,1503,1129,237,204,145,137,24,8,26,3941,0,0,0,0,0,0,0,0,0,5,10,733,1686,1240,256,220,148,143,25,8,37,4493,275,102,49,9,8,0,0,0,0,10,455,369,354,135,26,14,7,16,7,0,3,931,20,97,41,9,6,7,11,4,0,0,198,0,0,0,0,0,0,0,0,0,0,0,395,450,172,33,17,14,32,8,0,3,1125,0,0,0,0,0,0,0,0,0,5,6,670,550,221,40,31,19,32,8,4,18,1593,319,38,23,0,0,3,0,0,0,8,389,249,97,28,7
POA3025,130,33,38,43,44,4,0,3,437,0,0,0,0,0,0,0,0,0,6,6,119,113,201,42,46,51,50,6,4,14,655,120,79,54,9,5,12,0,0,0,0,278,180,134,83,13,8,10,12,3,0,8,459,6,22,19,0,0,0,8,5,0,0,56,0,0,0,0,0,0,0,0,0,0,0,188,152,101,10,9,10,17,6,3,8,510,0,0,0,0,0,0,0,0,0,0,0,306,237,154,19,12,20,17,10,3,11,790,126,29,5,4,3,0,0,5,0,3,171,225,31,26,0,4,3,0,0,0,12,295,61,10,5,5,0,0,5,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,278,42,29,5,7,0,5,0,0,11,385,0,0,0,0,0,0,0,0,0,0,0,406,69,36,9,9,0,0,3,0,14,556,115,7,0,0,0,0,0,0,0,4,127,221,0,10,0
POA3026,168,29,35,43,42,12,0,19,606,0,0,0,0,0,0,0,0,0,0,0,155,156,184,32,39,44,46,12,0,22,689,137,34,21,0,0,0,8,0,0,5,209,451,249,108,13,9,8,9,0,6,6,860,33,49,16,0,3,4,0,0,0,4,115,0,0,0,0,0,0,0,0,0,0,0,484,298,119,16,11,13,10,0,3,12,979,0,0,0,0,0,0,0,0,0,0,3,623,336,137,18,11,14,16,3,3,18,1189,78,22,4,0,0,0,0,0,0,6,105,404,133,33,3,5,0,0,0,0,7,582,96,14,19,3,0,0,3,3,0,4,139,0,0,0,0,0,0,0,0,0,0,0,499,141,50,9,0,0,3,5,5,12,727,0,0,0,0,0,0,0,0,0,0,0,575,165,54,8,0,0,5,5,5,12,829,49,8,5,0,0,0,0,0,0,0,67,218,21,15,0
POA3027,331,98,137,171,138,36,5,15,1265,0,0,0,0,0,0,0,0,0,0,4,134,286,376,122,146,178,160,47,5,18,1474,105,67,52,0,5,4,9,3,0,4,257,455,505,288,52,35,36,40,16,11,8,1439,12,27,14,5,4,5,5,4,0,0,68,0,0,0,0,0,0,0,0,0,0,0,463,533,297,53,35,36,45,18,11,8,1509,0,0,0,0,0,0,0,0,0,0,0,570,596,357,55,48,44,50,18,9,13,1771,80,35,11,0,0,6,3,0,0,0,131,293,135,50,9,11,9,3,0,4,0,501,15,11,17,3,5,6,0,5,0,0,66,0,0,0,0,0,0,0,0,0,0,0,307,140,67,10,16,8,4,9,4,5,565,0,0,0,0,0,0,0,0,0,0,0,383,176,76,10,14,13,10,9,4,5,694,38,8,10,0,0,0,0,0,0,0,54,133,40,34,8
POA3028,398,136,141,160,210,34,12,20,1403,0,0,4,0,0,0,0,0,0,3,5,195,248,509,161,156,194,229,41,18,30,1781,221,125,104,15,17,10,7,3,0,10,502,337,420,307,59,88,66,57,7,8,8,1365,17,44,34,13,10,7,16,3,0,0,132,0,0,0,0,0,0,0,0,0,0,4,357,464,348,75,94,75,69,6,8,8,1506,0,0,0,0,0,0,0,0,0,0,3,577,585,452,87,113,79,76,11,8,19,2011,316,54,34,6,3,0,4,0,0,6,421,501,125,60,4,8,4,6,0,0,0,714,91,24,17,10,3,0,12,0,0,6,164,0,0,0,0,0,0,0,0,0,0,0,591,149,79,13,13,4,15,0,0,6,876,0,0,0,0,0,0,0,0,0,0,0,904,205,109,21,13,9,15,3,0,12,1299,586,18,18,4,0,3,0,0,0,14,641,658,23,11,0
POA3029,4817,1218,1334,1737,1697,398,116,240,15592,0,3,4,0,3,4,0,0,0,108,122,1321,3578,5231,1324,1437,1820,1801,424,132,390,17450,755,532,312,49,56,31,39,6,4,32,1822,2883,8085,3664,615,609,515,410,119,75,107,17088,76,306,233,40,44,45,58,9,8,17,838,5,8,10,0,0,0,0,0,0,4,29,2966,8393,3901,650,665,564,470,130,86,133,17955,0,5,8,0,0,0,0,0,0,66,83,3721,8932,4228,702,716,598,509,134,89,227,19858,829,249,112,9,12,14,10,4,3,25,1262,2364,1865,692,79,89,74,57,21,17,49,5308,195,244,132,33,21,27,53,23,3,15,753,7,6,0,0,0,0,0,4,0,0,16,2565,2115,824,115,115,98,112,47,20,68,6074,6,0,0,0,0,0,0,0,0,33,41,3393,2361,935,119,124,116,125,52,27,122,7376,1204,110,67,4,4,4,4,4,7,34,1442,1739,375,173,39
POA3030,2425,667,706,690,716,206,57,75,7942,0,0,0,4,3,0,3,0,0,11,23,1029,2147,2914,762,813,807,833,234,71,119,9730,881,620,517,81,60,43,87,13,15,28,2350,2523,4232,2883,650,607,506,402,136,91,80,12103,54,264,237,57,66,53,64,26,3,21,844,5,0,7,0,0,0,0,0,0,0,14,2575,4497,3122,709,671,560,469,162,94,100,12955,0,7,0,0,0,0,0,0,0,5,14,3448,5120,3644,790,731,607,557,179,108,139,15320,1264,473,328,39,30,23,30,10,4,22,2229,1988,1229,648,133,71,77,68,30,7,31,4290,167,228,169,59,52,45,43,37,3,19,814,0,4,0,0,0,0,0,0,0,0,3,2156,1456,820,189,124,115,111,66,14,54,5107,4,0,0,0,0,0,0,0,0,4,5,3421,1928,1145,233,150,144,146,77,18,79,7339,1396,200,102,13,13,13,12,4,3,33,1792,1389,269,157,13
POA3031,221,53,92,86,99,41,6,12,836,0,0,0,0,0,0,0,0,0,0,4,303,167,354,95,141,126,140,51,7,19,1411,238,130,90,11,18,6,15,3,4,7,525,281,145,124,16,23,20,22,9,4,10,653,18,22,17,3,0,12,3,3,0,0,77,0,0,0,0,0,0,0,0,0,0,0,292,166,140,24,26,23,23,16,4,10,728,0,0,0,0,0,0,0,0,0,0,8,530,301,233,36,44,35,40,14,13,18,1255,249,45,30,4,3,0,5,0,0,6,332,296,45,30,8,0,4,0,0,0,4,391,55,20,14,3,0,0,0,0,0,6,99,0,0,0,0,0,0,0,0,0,0,0,353,71,45,5,0,3,0,3,0,9,490,0,0,0,0,0,0,0,0,0,0,0,596,111,75,11,5,3,3,6,0,14,819,213,10,6,0,0,0,0,0,0,4,238,210,19,5,0
POA3032,459,135,181,191,205,51,10,29,1751,0,0,0,0,0,0,0,0,0,0,4,398,390,620,183,221,247,262,56,17,37,2430,299,154,133,11,15,19,8,5,0,7,642,542,350,292,56,54,58,46,17,7,12,1426,29,23,24,4,5,10,12,3,0,3,118,0,0,0,0,0,0,0,0,0,0,3,572,374,314,60,57,68,55,20,9,18,1545,0,0,0,0,0,0,0,0,0,0,3,872,528,444,67,77,80,65,22,10,31,2194,401,58,26,12,4,5,3,0,0,5,514,675,104,61,10,13,14,3,5,0,15,897,105,24,24,0,11,3,5,7,5,9,183,0,0,0,0,0,0,0,0,0,0,5,775,127,87,10,21,14,8,4,5,21,1080,0,0,0,0,0,0,0,0,0,0,0,1183,185,117,23,21,22,12,4,5,26,1594,384,10,9,5,0,0,0,3,0,7,422,582,29,12,4
POA3033,52,19,9,19,12,0,6,5,196,0,0,0,0,0,0,0,0,0,0,0,76,56,71,24,16,22,23,0,8,10,301,73,37,25,8,0,0,6,0,0,3,148,180,141,72,11,12,13,14,3,3,7,456,5,3,9,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,180,145,76,22,12,11,17,3,3,7,470,0,0,0,0,0,0,0,0,0,0,0,256,183,98,24,13,11,19,3,3,5,624,133,18,9,5,4,0,0,0,0,6,178,214,58,24,7,3,3,4,0,0,3,313,22,3,3,5,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,230,62,24,13,6,0,3,0,0,9,350,0,0,0,0,0,0,0,0,0,0,0,361,75,38,13,9,0,3,0,0,15,518,198,3,3,3,0,0,0,0,0,7,215,300,17,4,3
POA3034,83,19,13,26,16,8,0,8,278,0,0,0,0,0,0,0,0,0,0,0,63,78,102,20,18,35,21,8,0,8,351,91,42,26,3,4,0,0,0,0,0,166,193,109,105,9,15,5,5,3,0,9,460,10,11,17,3,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,199,122,122,11,15,14,13,3,0,5,505,0,0,0,0,0,0,0,0,0,0,0,294,164,146,16,14,14,10,3,0,11,672,93,11,4,0,0,0,0,0,0,0,122,291,34,12,3,0,3,0,0,0,5,353,41,8,0,3,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,329,40,20,5,0,6,3,0,0,11,409,0,0,0,0,0,0,0,0,0,0,0,423,50,28,11,0,6,4,0,0,12,538,130,7,0,0,0,0,0,0,0,4,142,370,11,3,0
POA3036,7,4,3,5,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,16,15,14,4,10,5,0,0,0,0,57,34,9,8,0,0,0,0,0,0,0,51,26,13,14,0,0,5,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,11,14,0,0,5,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,63,18,17,0,5,5,0,0,0,0,114,66,4,3,0,0,0,0,0,0,0,77,79,6,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,77,6,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,142,11,6,0,3,0,0,0,0,0,164,116,3,0,0,0,0,0,0,0,0,122,126,0,0,0
POA3037,513,122,125,152,158,47,20,32,1934,0,4,3,0,0,0,0,0,0,3,9,557,470,592,148,139,169,167,47,20,50,2364,364,104,64,16,12,8,5,5,0,14,594,1026,807,429,74,60,62,35,20,0,30,2534,49,82,56,12,9,13,4,8,0,3,239,0,0,0,0,0,0,0,0,0,0,0,1077,891,481,82,71,70,47,26,0,33,2775,0,0,0,0,0,0,0,0,0,0,4,1438,994,549,102,80,79,50,34,0,44,3373,610,100,30,3,4,3,7,3,0,12,779,1696,403,149,22,14,21,10,0,3,41,2362,220,47,35,8,0,5,14,6,0,14,353,0,0,0,0,0,0,0,0,0,0,3,1917,449,184,35,19,28,28,3,6,57,2724,0,0,0,0,0,0,0,0,0,0,0,2531,550,215,35,22,28,38,7,6,78,3504,786,38,14,0,5,0,0,0,0,11,862,1857,106,48,6
POA3038,98,30,23,42,29,7,0,14,437,0,0,0,0,0,0,0,0,0,0,0,148,112,121,44,35,46,40,5,0,17,576,124,53,16,4,3,8,4,0,0,3,221,285,167,117,17,9,18,12,3,0,6,646,14,6,18,5,5,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,298,178,136,24,10,16,16,5,0,8,701,0,0,0,0,0,0,0,0,0,0,0,427,235,155,23,21,26,17,8,0,16,924,296,35,22,0,0,3,0,0,0,8,364,683,96,60,7,5,7,3,0,0,14,885,71,7,13,8,3,0,0,5,0,0,107,0,0,0,0,0,0,0,0,0,0,0,752,105,76,12,5,9,9,5,0,22,992,0,0,0,0,0,0,0,0,0,0,0,1046,145,94,12,10,8,9,5,0,25,1357,624,24,0,0,0,0,0,4,0,5,664,1264,37,13,3
POA3039,175,66,76,112,104,34,7,5,731,0,0,0,0,0,0,0,0,0,0,4,171,112,259,89,121,146,131,42,7,11,1103,152,70,78,13,12,12,6,8,4,3,361,125,102,115,28,25,34,31,9,4,5,479,3,0,5,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,132,104,118,25,30,33,34,9,4,3,499,0,0,0,0,0,0,0,0,0,0,0,289,169,202,43,38,50,41,18,3,11,861,211,49,16,4,4,3,0,0,0,0,285,129,30,20,4,6,5,0,0,6,0,193,8,6,0,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,136,38,25,4,5,9,0,0,6,3,214,0,0,0,0,0,0,0,0,0,0,0,346,84,39,6,7,11,0,0,6,3,501,236,3,0,0,0,0,0,3,0,3,261,168,6,5,0
POA3040,189,81,81,100,113,17,7,5,727,0,0,0,0,0,0,0,0,0,0,0,181,126,265,103,102,116,131,25,9,12,1069,184,81,54,15,7,6,13,3,3,5,387,244,210,179,42,46,34,24,5,0,0,796,4,9,15,4,3,0,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,247,212,196,47,48,34,31,8,0,5,829,0,0,0,0,0,0,0,0,0,0,0,438,299,250,65,58,41,37,17,7,7,1216,295,28,17,4,5,3,3,6,0,3,363,311,79,43,18,12,6,6,0,0,5,474,9,9,11,4,6,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,319,91,55,19,14,6,7,4,0,4,520,0,0,0,0,0,0,0,0,0,0,0,619,113,72,25,14,11,11,6,0,11,880,453,4,9,0,0,5,0,0,0,9,473,285,15,3,0
POA3041,62,34,19,37,36,9,4,6,290,0,0,0,0,0,0,0,0,0,0,0,78,57,95,39,28,43,42,9,4,4,402,90,26,22,6,4,4,0,0,3,0,156,138,130,88,12,15,16,10,7,0,5,428,5,7,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,148,137,91,12,14,16,10,7,0,5,443,0,0,0,0,0,0,0,0,0,0,0,238,163,115,20,16,21,10,10,5,5,599,145,13,8,3,4,3,0,0,0,4,183,162,42,20,7,0,0,3,0,0,0,238,12,0,6,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,177,42,26,7,0,5,3,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,331,55,36,10,7,10,4,0,0,4,442,162,4,3,0,0,0,0,0,0,3,177,153,10,6,0
POA3042,68,24,23,31,28,6,0,9,280,0,0,0,0,0,0,0,0,0,8,5,88,69,102,27,29,45,35,4,0,14,411,105,46,29,5,9,3,3,0,0,7,203,115,88,84,15,16,13,16,0,3,5,358,3,9,8,0,4,0,3,5,0,0,18,0,0,0,0,0,0,0,0,0,0,3,123,98,88,13,16,13,19,4,3,5,383,0,0,0,0,0,0,0,0,0,0,0,226,142,121,18,23,15,19,4,3,13,585,164,30,19,0,0,0,0,0,0,0,220,137,47,29,3,3,3,0,0,0,3,226,15,3,8,0,4,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,147,51,32,3,0,5,0,0,0,3,252,0,0,0,0,0,0,0,0,0,0,0,313,79,50,6,5,5,4,0,0,9,473,234,7,3,0,4,4,0,0,0,9,249,241,10,5,0
POA3043,94,40,34,50,62,3,8,9,455,0,0,0,0,0,0,0,0,0,0,0,153,86,118,47,43,57,63,3,8,6,584,102,31,29,3,4,0,4,4,0,4,190,149,129,112,27,25,29,16,3,4,4,495,7,8,19,5,8,17,0,3,0,0,75,0,0,0,0,0,0,0,0,0,0,0,155,146,129,38,32,42,21,3,6,4,574,0,0,0,0,0,0,0,0,0,0,0,258,179,161,36,36,47,24,5,6,5,762,165,23,9,0,0,0,0,0,0,3,204,298,62,20,24,16,11,5,4,0,5,442,26,11,12,17,7,13,4,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,321,74,29,43,16,26,13,0,0,5,526,0,0,0,0,0,0,0,0,0,0,0,493,97,34,44,21,23,10,0,5,6,735,294,14,7,0,0,0,0,0,0,9,318,442,27,12,3
POA3044,276,84,129,99,121,36,5,14,1001,0,0,0,0,0,0,0,0,0,3,3,203,203,394,112,159,132,140,46,11,20,1416,273,136,110,12,15,10,8,6,0,12,579,271,319,259,52,63,55,38,20,7,7,1082,11,11,23,3,0,5,0,0,4,0,60,0,0,0,0,0,0,0,0,0,0,0,285,328,278,60,63,57,41,18,10,7,1143,0,0,0,0,0,0,0,0,0,0,0,558,475,385,70,71,65,49,22,10,20,1722,308,48,10,3,6,0,0,0,0,5,385,345,98,48,3,8,5,5,0,0,6,537,32,12,18,0,3,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,379,111,68,3,9,5,7,0,4,6,598,0,0,0,0,0,0,0,0,0,0,0,689,152,79,6,14,8,9,0,4,12,981,318,19,4,0,0,0,0,0,0,8,351,434,19,12,5
