POA_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
POA3016,9,0,435,26,48,0,0,48,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,48,0,0,48,0,73,0,0,0,0,0,0,0,451,57,0,0,57,0,512,240,9,0,0,9,0,244,21,40,0,0,40,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,40,0,0,40,0,56,0,0,0,0,0,0,0,253,49,0,0,49,0,298,148,9,0,0,9,0,150,9,15,0,0,15,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,15,0,21,0,0,0,0,0,0,0,155,16,0,0,16,0,175,2590,79,0,0,79,0,2668,224,397,8,0,405,0,630,0,11,3,0,13,0,13,0,0,0,0,0,0,0,224,406,9,0,416,0,645,0,0,0,0,0,0,0,2813,488,9,0,497,0,3320
POA3018,5,0,177,16,38,0,0,41,0,59,0,3,0,0,5,0,5,0,0,0,0,0,0,0,16,39,5,0,42,0,61,0,0,0,0,0,0,0,181,42,5,0,51,0,234,96,3,0,0,3,0,101,12,26,0,0,30,0,42,0,0,0,0,4,0,4,0,0,0,0,0,0,0,12,28,3,0,32,0,44,0,0,0,0,0,0,0,103,34,3,0,34,0,144,50,0,0,0,0,0,52,3,23,0,0,23,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,24,0,22,0,0,0,0,0,0,0,57,22,0,0,23,0,74,1678,86,0,0,86,0,1759,182,393,12,0,406,0,590,0,16,4,0,17,0,24,0,0,0,0,0,0,0,182,413,21,0,428,0,607,0,0,0,0,0,0,4,1857,497,21,0,516,0,2374
POA3019,0,0,13,3,55,10,0,64,0,75,0,37,30,0,69,0,69,0,0,0,0,0,0,0,3,89,39,0,133,0,141,0,0,0,0,0,0,0,22,89,39,0,133,0,156,0,0,0,0,0,0,0,5,36,10,0,47,0,51,0,20,35,0,49,0,49,0,0,0,0,0,0,0,5,60,40,0,97,0,104,0,0,0,0,0,0,0,7,60,40,0,97,0,102,0,0,0,0,0,0,0,0,23,4,0,26,0,30,0,13,15,0,27,0,27,0,0,0,0,0,0,0,0,38,18,0,60,0,57,0,0,0,0,0,0,0,0,38,18,0,60,0,57,165,7,0,0,7,0,174,82,604,64,3,670,0,755,12,214,191,0,410,0,418,0,0,0,0,3,0,3,88,822,256,4,1081,0,1172,0,0,0,0,0,0,6,259,833,256,4,1090,0,1350
POA3020,12,0,145,18,296,41,0,338,0,345,0,83,119,0,198,0,198,0,0,0,0,0,0,0,18,375,153,0,531,0,549,0,0,0,0,0,0,0,143,387,158,0,552,0,695,70,6,0,0,6,0,73,18,168,32,0,197,0,214,0,67,106,0,176,0,176,0,0,0,0,0,0,0,18,237,140,0,371,0,388,0,0,0,0,0,0,0,88,241,140,0,374,0,468,37,4,0,0,4,0,38,7,95,23,0,119,0,125,0,48,66,0,115,0,115,0,0,0,0,0,0,0,7,141,90,0,231,0,238,0,0,0,0,0,0,0,42,146,97,0,236,0,283,1494,169,10,3,186,3,1676,308,2773,285,0,3054,5,3369,12,699,818,3,1525,0,1542,0,9,0,0,12,0,13,316,3482,1104,3,4591,9,4920,0,8,3,0,13,4,21,1808,3660,1117,5,4791,17,6618
POA3021,11,0,113,23,321,61,0,378,0,401,0,153,210,0,364,0,372,0,0,0,0,0,0,0,30,470,275,0,749,0,777,0,0,0,0,0,0,0,132,476,274,0,756,0,893,59,3,0,0,3,0,68,12,218,49,0,274,0,291,0,101,154,0,261,0,264,0,0,0,0,0,0,0,14,323,211,0,533,0,550,0,0,0,0,0,0,0,76,329,211,0,537,0,617,34,3,0,0,3,0,33,4,118,29,0,145,0,149,0,86,104,0,186,0,186,0,0,0,0,0,0,0,4,196,136,0,331,0,337,0,0,0,0,0,0,0,36,202,136,0,336,0,372,956,135,3,0,142,3,1107,314,3379,569,6,3952,8,4267,29,1216,1528,4,2749,8,2780,0,10,6,6,14,0,14,341,4606,2097,11,6716,14,7067,3,10,0,0,10,11,25,1301,4751,2102,11,6864,32,8197
POA3022,0,0,18,5,11,0,0,10,0,14,0,0,8,0,10,0,10,0,0,0,0,0,0,0,7,12,7,0,22,0,26,0,0,0,0,0,0,0,23,10,7,0,20,0,40,3,0,0,0,0,0,3,0,6,0,0,5,0,11,0,4,0,0,11,0,11,0,0,0,0,0,0,0,0,11,4,0,19,0,17,0,0,0,0,0,0,0,6,11,4,0,19,0,19,4,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,4,0,0,4,0,10,129,27,0,0,27,0,154,33,142,14,0,150,0,186,4,40,39,0,84,0,91,0,3,0,0,3,0,3,41,186,53,0,235,0,275,0,0,0,0,0,0,0,172,211,53,0,262,0,433
POA3023,43,0,638,67,911,74,0,985,0,1048,0,95,116,0,208,0,208,0,4,0,0,4,0,7,70,1010,184,0,1196,0,1262,0,0,0,0,6,0,6,653,1055,186,0,1240,0,1902,268,26,0,0,26,0,296,23,627,46,0,674,0,699,0,84,108,0,193,0,193,0,0,0,0,0,0,0,23,707,156,0,866,0,892,0,0,0,0,0,0,0,293,734,156,0,894,0,1189,119,9,0,0,9,0,135,9,332,33,0,360,0,374,0,42,92,0,137,0,137,0,0,0,0,0,0,0,9,375,127,0,500,0,514,0,0,0,0,0,0,0,134,383,127,0,513,0,646,4275,444,8,0,455,4,4735,639,7456,514,5,7980,0,8619,7,767,861,0,1630,0,1641,5,16,3,4,26,0,26,652,8243,1380,10,9635,4,10293,7,24,7,0,27,14,44,4932,8716,1392,12,10118,23,15071
POA3024,8,0,339,25,249,11,0,259,0,283,0,31,54,0,82,0,82,0,0,0,0,0,0,0,25,276,63,0,345,0,365,0,0,0,0,0,0,0,346,292,63,0,360,0,707,110,13,0,0,13,0,123,9,129,10,0,135,0,146,0,12,30,0,43,0,43,0,0,0,0,0,0,0,9,145,39,0,176,0,192,0,0,0,0,0,0,0,118,150,40,0,190,0,310,59,4,0,0,4,0,64,7,67,0,0,69,0,74,0,9,19,0,28,0,28,0,0,0,0,0,0,0,7,77,18,0,99,0,98,0,0,0,0,0,0,0,63,80,18,0,96,0,161,2687,158,10,0,163,5,2855,242,4381,93,3,4481,3,4725,11,257,278,0,532,0,540,8,0,0,0,0,0,8,258,4638,374,3,5007,3,5273,8,19,0,0,19,12,37,2953,4809,379,3,5193,18,8167
POA3025,5,0,74,7,84,10,0,97,0,99,0,8,7,0,11,0,18,0,0,0,0,0,0,0,12,95,18,0,115,0,122,0,0,0,0,0,0,0,77,100,18,0,118,0,193,26,3,5,0,3,0,34,5,57,4,0,62,0,63,0,7,6,0,14,0,12,0,0,0,0,0,0,0,4,63,12,0,71,0,71,0,0,0,0,0,0,0,36,67,10,0,79,0,109,18,0,0,0,0,0,20,0,26,3,0,25,0,32,0,3,0,0,9,0,9,0,0,0,0,0,0,0,0,33,3,0,37,0,38,0,0,0,0,0,0,0,22,32,3,0,39,0,60,1069,100,7,0,103,4,1175,112,859,92,0,949,0,1060,0,89,38,0,129,0,126,0,0,0,6,6,0,6,115,948,129,6,1079,0,1195,0,0,0,0,0,7,4,1182,1052,135,6,1189,6,2381
POA3026,3,0,68,13,158,14,0,170,0,181,0,11,19,0,31,0,31,0,0,0,0,0,0,0,13,175,29,0,199,0,217,0,0,0,0,0,0,0,80,179,29,0,211,0,288,13,0,0,0,0,0,17,3,74,8,0,82,0,85,0,17,6,0,25,0,25,0,0,0,0,0,0,0,3,97,11,0,106,0,109,0,0,0,0,0,0,0,21,101,11,0,111,0,129,9,0,0,0,0,0,9,0,57,0,0,57,0,60,0,5,12,0,17,0,17,0,0,0,0,0,0,0,0,66,12,0,74,0,76,0,0,0,0,0,0,0,9,66,12,0,74,0,83,626,67,0,0,67,0,694,150,1349,61,0,1415,0,1568,0,156,91,0,244,0,242,0,0,0,0,0,0,0,151,1505,150,0,1656,0,1812,5,3,0,0,3,3,9,785,1572,150,0,1723,6,2511
POA3027,0,0,44,7,116,9,0,127,0,125,0,5,7,0,14,0,14,0,0,0,0,0,0,0,5,121,12,0,137,0,144,0,0,0,0,0,0,0,45,127,12,0,137,0,186,16,0,0,0,0,0,18,3,72,3,0,73,0,79,0,3,9,0,12,0,12,0,0,0,0,0,0,0,3,70,9,0,82,0,86,0,0,0,0,0,0,0,20,75,9,0,84,0,104,6,0,0,0,0,0,6,5,38,3,0,38,0,39,0,5,4,0,9,0,9,0,0,0,0,0,0,0,5,37,9,0,45,0,53,0,0,0,0,0,0,0,9,37,9,0,45,0,54,485,64,0,0,64,0,552,106,1532,28,4,1565,0,1669,5,51,46,0,99,0,107,0,0,0,0,0,4,4,110,1588,77,4,1661,4,1772,0,5,0,0,5,3,5,596,1655,77,4,1737,3,2330
POA3028,10,0,279,24,128,8,0,135,0,159,0,21,33,0,52,0,52,0,0,0,0,0,0,0,24,149,41,0,187,0,214,0,0,0,0,0,0,0,299,160,41,0,201,0,494,152,11,0,0,11,0,163,23,85,10,0,95,0,114,0,12,21,0,27,0,32,0,0,0,0,0,0,0,23,99,23,0,127,0,145,0,0,0,0,0,0,0,173,107,23,0,133,0,303,62,5,0,0,5,0,66,8,54,0,0,53,0,65,0,0,6,0,8,0,8,0,0,0,0,0,0,0,8,57,10,0,64,0,75,0,0,0,0,0,0,0,69,64,10,0,67,0,143,2159,155,0,0,155,0,2319,307,1528,64,3,1593,9,1904,9,179,171,0,348,0,352,0,0,0,0,0,0,0,311,1710,233,3,1941,9,2260,0,0,0,0,0,0,3,2475,1864,233,3,2095,10,4575
POA3029,51,0,863,87,1563,58,4,1625,0,1722,0,108,91,0,203,0,202,0,0,0,0,0,0,0,90,1672,151,8,1829,0,1920,0,10,0,0,10,0,8,899,1731,153,8,1885,3,2788,370,10,0,0,10,0,378,41,918,32,3,949,0,987,0,90,79,0,166,0,169,0,0,0,0,0,0,0,43,1009,108,3,1116,0,1153,0,0,0,0,0,0,0,407,1016,108,3,1125,0,1538,176,3,0,0,3,0,182,20,435,23,0,463,0,479,0,47,38,0,83,0,82,0,0,0,0,0,0,0,20,480,65,0,537,0,560,0,0,0,0,0,0,3,197,488,65,0,547,4,746,6150,640,30,3,675,10,6832,894,22079,615,28,22724,19,23637,34,1362,681,4,2049,0,2085,0,23,0,4,23,3,27,928,23465,1299,39,24796,24,25752,25,62,0,4,71,30,120,7103,24170,1329,43,25538,58,32706
POA3030,70,0,1426,112,1040,34,0,1076,0,1185,8,79,113,0,196,0,203,0,0,0,0,0,0,0,117,1119,146,0,1271,0,1388,0,0,0,0,0,0,0,1472,1196,148,0,1343,0,2815,539,28,0,0,28,0,569,41,563,22,0,588,0,631,0,50,79,0,134,0,132,0,0,0,0,0,0,0,44,614,106,0,718,0,761,0,0,0,0,0,0,0,583,646,106,0,749,0,1333,264,19,0,0,19,0,283,18,249,14,0,259,0,287,0,37,46,0,84,0,84,0,0,0,0,0,0,0,18,292,56,0,347,0,369,0,0,0,0,0,0,0,284,303,56,0,362,0,648,10181,665,0,4,667,0,10851,1109,13612,383,10,14003,17,15125,27,875,812,7,1690,0,1715,0,14,0,0,18,0,19,1137,14493,1192,21,15711,16,16862,17,35,0,0,35,11,66,11331,15191,1198,26,16416,30,27772
POA3031,10,0,146,15,34,0,0,32,0,52,0,3,7,0,10,0,10,0,0,0,0,0,0,0,15,38,5,0,43,0,59,0,0,0,0,0,0,0,151,47,5,0,50,0,201,72,4,0,0,4,0,75,11,30,5,0,37,0,42,0,6,0,0,4,0,4,0,0,0,0,0,0,0,11,37,4,0,46,0,52,0,0,0,0,0,0,0,77,44,4,0,46,0,122,35,0,0,0,0,0,37,0,15,0,0,22,0,19,0,7,5,0,3,0,3,0,0,0,0,0,0,0,0,21,7,0,24,0,31,0,0,0,0,0,0,0,35,23,7,0,25,0,66,1441,87,0,0,92,0,1531,147,471,27,0,505,0,652,0,53,34,0,89,0,86,0,4,0,0,4,0,4,149,526,65,0,592,0,746,0,7,0,0,7,0,7,1591,616,65,0,686,0,2278
POA3032,15,0,313,29,151,16,0,165,0,195,0,19,11,0,24,0,24,0,0,0,0,0,0,0,29,165,24,0,194,0,218,0,0,0,0,0,0,0,322,187,24,0,215,0,539,186,6,0,0,6,0,192,21,109,8,0,119,0,137,0,21,14,0,29,0,32,0,0,0,0,0,0,0,23,132,22,0,152,0,172,0,0,0,0,0,0,0,205,139,22,0,163,0,367,106,0,0,0,0,0,109,10,51,14,0,64,0,74,0,10,6,0,16,0,16,0,0,0,0,0,0,0,10,68,21,0,88,0,97,0,0,0,0,0,0,0,115,65,21,0,92,0,203,2686,129,0,0,134,0,2815,306,1355,84,6,1440,0,1750,3,141,58,0,193,0,200,0,0,0,3,3,0,3,311,1490,144,9,1640,0,1950,3,5,0,0,5,10,16,2997,1628,146,9,1779,10,4786
POA3033,12,0,260,17,122,3,0,122,0,137,0,6,5,0,11,0,11,0,0,0,0,0,0,0,17,123,7,0,133,0,148,0,0,0,0,0,0,0,260,138,7,0,146,0,405,133,0,0,0,0,0,136,8,79,0,0,86,0,93,0,3,0,0,7,0,7,0,0,0,0,0,0,0,8,85,3,0,89,0,100,0,0,0,0,0,0,0,142,89,3,0,92,0,233,59,4,0,0,4,0,64,5,42,3,0,45,0,52,0,6,4,0,10,0,10,0,0,0,0,0,0,0,5,47,4,0,55,0,59,0,0,0,0,0,0,0,66,51,4,0,56,0,125,1762,98,0,0,99,0,1859,174,822,29,0,845,0,1028,0,31,17,0,51,0,53,0,0,0,0,0,0,0,181,860,46,0,901,0,1082,0,3,0,0,3,0,8,1945,964,42,0,1001,0,2947
POA3034,5,0,105,9,106,6,0,115,0,125,0,11,0,0,9,0,9,0,0,0,0,0,0,0,9,114,9,0,121,0,134,0,0,0,0,0,0,0,114,123,9,0,132,0,243,57,9,0,0,9,0,66,3,65,12,0,79,0,84,0,6,6,0,14,0,14,0,0,0,0,0,0,0,3,70,20,0,91,0,94,0,0,0,0,0,0,0,66,77,20,0,92,0,157,29,0,0,0,0,0,26,4,34,8,0,42,0,47,0,5,7,0,9,0,9,0,0,0,0,0,0,0,4,42,13,0,49,0,55,0,0,0,0,0,0,0,33,41,13,0,53,0,84,966,103,0,0,103,5,1073,147,757,41,0,800,5,949,3,47,31,0,78,3,83,0,0,0,4,0,0,0,153,802,75,3,876,6,1042,7,3,0,0,3,0,9,1123,907,75,3,985,9,2114
POA3036,3,0,139,4,33,0,0,34,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,3,0,35,0,45,0,0,0,0,0,0,0,143,44,3,0,41,0,182,76,3,0,0,3,0,77,6,37,0,0,37,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,39,0,0,39,0,40,0,0,0,0,0,0,0,78,40,0,0,40,0,117,43,4,0,0,4,0,44,0,13,0,0,13,0,15,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,15,0,0,15,0,17,0,0,0,0,0,0,0,49,17,0,0,17,0,60,803,47,0,0,47,0,847,45,245,3,0,246,0,291,0,11,0,0,11,0,11,0,0,0,0,0,0,0,52,259,3,0,259,0,306,0,0,0,0,0,7,7,854,301,3,0,305,7,1161
POA3037,56,0,863,76,658,25,0,685,0,754,0,51,40,0,89,0,91,0,0,0,0,0,0,0,76,707,66,0,771,0,844,0,0,0,0,0,3,3,888,755,69,0,829,3,1713,415,17,0,0,17,0,437,40,452,22,0,475,0,515,0,36,25,0,58,0,58,0,0,0,0,0,0,0,40,484,43,0,533,0,571,0,0,0,0,0,0,0,458,505,43,0,549,0,1012,210,7,0,0,7,0,216,16,264,12,0,275,0,295,0,31,23,0,53,0,53,0,0,0,0,0,0,0,16,295,33,0,327,0,342,0,0,0,0,0,0,0,224,304,33,0,336,0,567,5015,388,3,0,395,13,5427,553,4769,196,8,4973,9,5532,12,364,245,0,607,0,618,4,0,0,4,4,0,3,566,5130,440,13,5580,9,6156,9,3,0,0,3,16,26,5594,5522,444,13,5981,33,11603
POA3038,23,0,417,32,282,13,0,296,0,330,0,19,17,0,35,0,35,0,0,0,0,0,0,0,32,302,26,0,330,0,360,0,0,0,0,0,0,0,429,326,26,0,349,0,779,275,8,0,0,8,0,286,18,218,11,0,225,0,247,0,21,9,0,31,0,31,0,0,0,0,0,0,0,18,235,26,0,259,0,273,0,0,0,0,0,0,0,296,247,26,0,271,0,565,142,13,0,0,13,0,149,19,115,6,0,124,0,143,0,14,8,0,14,0,14,0,0,0,0,0,0,0,19,129,16,0,143,0,165,0,0,0,0,0,0,0,163,144,16,0,157,0,315,2310,215,0,0,219,0,2536,291,1605,66,0,1671,0,1959,0,116,68,0,184,0,184,0,6,0,0,6,0,7,290,1724,131,0,1861,0,2153,0,0,0,0,0,0,4,2606,1950,137,0,2083,0,4690
POA3039,19,0,278,8,43,6,0,46,0,54,0,0,3,0,5,0,5,0,0,0,0,0,0,0,8,39,5,0,49,0,56,0,0,0,0,0,0,0,268,57,5,0,66,0,336,180,8,0,0,8,0,189,13,33,3,0,37,0,49,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,37,0,0,40,0,54,0,0,0,0,0,0,0,192,46,0,0,50,0,242,79,5,0,0,5,0,88,6,19,0,0,19,0,30,0,0,3,0,4,0,4,0,0,0,0,0,0,0,6,23,3,0,27,0,31,0,0,0,0,0,0,0,86,27,3,0,27,0,118,1897,98,0,0,98,0,1995,140,410,21,0,426,0,567,6,19,5,0,22,0,28,0,0,0,0,0,0,0,144,425,23,0,450,0,602,0,0,0,0,0,0,3,2044,527,23,0,551,0,2597
POA3040,31,0,550,43,147,0,0,151,0,194,0,0,7,0,7,0,7,0,0,0,0,0,0,0,46,149,10,0,154,0,200,0,0,0,0,0,0,0,565,178,10,0,187,0,750,429,10,0,0,10,0,435,40,115,0,0,117,0,153,0,4,0,0,4,0,4,0,0,0,0,0,0,0,40,114,0,0,118,0,161,0,0,0,0,0,0,0,466,127,0,0,131,0,601,223,8,0,0,9,0,234,12,56,0,0,60,0,72,0,0,4,0,4,0,4,0,0,0,0,0,0,0,12,56,3,0,61,0,76,0,0,0,0,0,0,0,238,65,3,0,68,0,306,3408,170,4,0,176,0,3585,342,1164,21,0,1184,0,1527,0,24,22,0,39,0,46,0,0,0,0,0,0,0,347,1188,42,0,1230,0,1579,7,3,0,0,3,0,10,3767,1360,44,0,1409,0,5173
POA3041,20,0,297,16,97,0,0,100,0,119,0,4,5,0,11,0,11,0,0,0,0,0,0,0,16,106,5,0,111,0,129,0,0,0,0,0,0,0,293,124,5,0,130,0,429,215,9,0,0,9,0,225,11,64,6,0,66,0,75,0,0,5,0,4,0,4,0,0,0,0,0,0,0,13,65,12,0,72,0,79,0,0,0,0,0,0,0,229,72,12,0,81,0,307,106,6,0,0,6,0,113,7,20,0,0,20,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,0,0,25,0,28,0,0,0,0,0,0,0,115,28,0,0,28,0,139,1852,98,0,0,106,0,1954,166,657,26,0,680,0,851,8,22,12,0,36,0,41,0,0,0,0,0,0,0,175,678,38,0,717,0,889,4,0,0,0,0,0,4,2025,778,38,0,823,0,2846
POA3042,6,0,270,22,68,0,0,71,0,93,0,0,0,0,4,0,4,0,0,0,0,0,0,0,22,70,3,0,77,0,98,0,0,0,0,0,0,0,282,76,3,0,85,0,368,130,7,0,0,7,0,137,11,46,0,0,42,0,57,0,3,0,0,3,0,3,0,0,0,0,0,0,0,11,42,0,0,45,0,57,0,0,0,0,0,0,0,146,49,0,0,51,0,194,52,3,0,0,3,0,61,5,24,0,0,20,0,29,0,5,0,0,8,0,8,0,0,0,0,0,0,0,5,25,3,0,28,0,35,0,0,0,0,0,0,0,61,27,3,0,32,0,93,2064,140,0,0,141,0,2202,195,564,16,0,583,4,780,3,27,9,0,37,0,39,0,0,0,0,0,0,0,197,589,25,4,618,4,822,0,0,0,0,0,6,9,2265,731,25,4,758,10,3039
POA3043,10,0,190,12,108,14,0,114,0,130,0,11,15,0,28,0,28,0,0,0,0,0,0,0,12,119,27,0,144,0,158,0,0,0,0,0,0,0,188,127,27,0,154,0,349,87,3,0,0,3,0,93,7,80,9,0,86,0,88,0,5,16,0,24,0,24,0,0,0,0,0,0,0,7,85,25,0,106,0,114,0,0,0,0,0,0,0,87,87,25,0,111,0,200,35,4,0,0,4,0,43,0,50,3,0,56,0,56,0,11,10,0,20,0,20,0,0,0,0,0,0,0,0,59,18,0,72,0,72,0,0,0,0,0,0,0,35,59,18,0,79,0,110,1552,120,0,0,120,0,1671,176,887,64,4,955,4,1131,0,77,100,0,179,0,179,0,0,0,0,0,4,4,176,969,166,4,1136,0,1318,0,0,0,0,0,3,3,1729,1085,166,4,1249,5,2987
